SA1_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
80107108105,5,8,0,8,3,0,0,0,0,24,90,46,57,52,40,48,31,4,0,368
80107108106,4,3,7,4,3,5,0,0,0,26,66,38,72,42,40,73,19,8,3,361
80107108107,6,0,0,0,3,0,0,0,0,9,90,23,48,58,43,37,14,6,0,319
80107108108,3,0,0,4,0,0,0,0,0,7,94,50,86,59,60,56,15,18,4,442
80107108109,5,5,0,4,0,4,0,0,0,18,78,51,50,42,54,54,13,5,4,351
80107108111,0,0,0,0,6,6,0,0,0,12,56,37,42,35,44,50,20,8,0,292
80107108112,3,0,0,0,0,0,0,5,0,8,58,29,49,44,26,22,37,21,3,289
80107108113,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,38,76,37,154
80107108114,0,0,0,0,0,0,0,0,0,0,47,29,46,41,19,14,17,12,4,229
80107108201,0,0,5,0,3,0,0,0,0,8,57,28,48,30,43,37,35,10,3,291
80107108202,5,0,8,0,0,4,0,0,0,17,59,23,35,31,27,26,26,12,5,244
80107108203,13,0,0,8,12,3,4,0,0,40,86,41,58,55,55,45,71,45,7,463
80107108204,6,6,0,4,0,4,4,0,0,24,52,51,31,47,58,41,40,31,3,354
80107108205,7,3,3,0,4,0,3,0,0,20,64,33,42,52,46,45,39,13,0,334
80107108206,3,4,0,0,0,0,0,0,0,7,56,55,38,32,47,20,33,13,3,297
80107108207,9,5,5,3,3,6,8,6,0,45,108,67,91,81,66,61,88,75,22,659
80107108208,5,4,0,3,0,0,3,0,0,15,40,26,8,38,27,24,21,21,0,205
80107108209,0,4,0,0,0,0,0,0,0,4,43,39,20,37,31,27,32,24,0,253
80107108210,0,0,0,0,11,0,0,0,0,11,82,58,42,63,90,53,62,25,10,485
80107108211,8,0,4,5,3,0,6,0,0,26,70,40,32,58,41,32,54,20,0,347
80107108212,9,0,0,0,3,0,5,0,0,17,58,54,39,52,50,48,67,20,3,391
80107108213,3,3,0,4,0,0,5,0,0,15,126,62,78,103,73,39,76,11,5,573
80107108214,4,0,0,0,0,0,0,0,0,4,43,27,24,34,35,33,32,8,6,242
80107108215,5,6,14,4,5,0,4,3,0,41,76,45,102,73,102,65,37,22,3,525
80107108216,4,3,4,4,4,0,0,0,0,19,75,41,73,68,37,37,38,20,3,392
80107108217,3,0,3,0,0,0,0,0,0,6,77,33,35,55,63,50,54,33,7,407
80107108218,4,0,7,0,3,0,4,3,0,21,71,31,39,64,41,43,57,34,5,385
80107108219,8,0,3,10,4,5,13,0,0,43,84,61,66,70,78,62,74,24,5,524
80107108220,0,0,0,0,4,7,0,3,0,14,67,37,39,45,52,62,62,30,4,398
80107108221,5,5,6,0,0,8,0,0,0,24,85,45,38,60,36,38,34,10,7,353
80107108222,10,8,0,9,4,0,0,0,0,31,57,57,43,40,65,47,53,8,0,370
80107108223,8,6,0,0,0,0,0,0,0,14,59,33,33,29,47,21,32,14,0,268
80107108224,4,0,0,7,0,3,4,0,0,18,88,41,62,57,48,65,47,23,8,439
80107108225,0,5,0,4,0,0,0,3,0,12,60,26,42,42,31,22,26,20,3,272
80107108226,3,0,0,4,3,3,0,4,0,17,114,30,69,85,45,44,57,31,7,482
80107108227,4,6,7,6,3,0,0,0,0,26,103,39,70,68,52,34,61,21,5,453
80107108228,0,3,3,4,0,0,0,0,0,10,38,23,28,35,22,20,34,13,0,213
80107108229,9,9,4,9,4,3,5,3,0,46,102,61,44,70,72,56,75,29,4,513
80107108230,3,0,0,0,4,0,4,4,0,15,64,26,28,42,37,43,50,20,0,310
80107108231,9,5,8,12,0,3,5,0,0,42,59,48,47,39,51,39,46,18,5,352
80107108232,0,0,0,0,0,0,0,0,0,0,52,39,15,24,54,73,42,9,4,312
80107108233,0,3,0,4,0,0,0,0,0,7,52,33,40,46,37,34,22,8,0,272
80107108234,9,0,0,4,0,0,0,0,0,13,75,28,37,45,47,33,41,10,3,319
80107108235,9,5,4,11,0,0,5,0,0,34,123,89,85,70,81,52,64,27,4,595
80107108236,6,5,8,0,0,5,3,0,0,27,133,60,53,86,67,56,82,31,13,581
80107108237,0,0,0,0,5,0,6,0,0,11,51,56,21,28,60,79,66,24,3,388
80107108238,6,3,0,0,0,6,0,0,0,15,53,42,23,31,55,73,55,31,8,371
80107108239,3,6,0,0,4,5,0,0,0,18,67,35,41,52,47,25,25,13,3,308
80107108240,4,4,0,0,3,0,0,0,0,11,43,26,19,24,34,33,32,15,3,229
80107108241,4,6,0,0,3,5,0,4,0,22,75,54,63,46,59,60,55,16,3,431
80107108301,8,3,4,4,0,3,4,0,0,26,136,48,46,91,65,71,61,12,0,530
80107108302,0,0,3,0,0,0,6,0,0,9,83,52,54,59,55,59,48,13,3,426
80107108303,0,0,0,0,3,3,0,0,0,6,80,42,58,53,64,71,60,6,5,439
80107108401,0,0,0,0,0,0,0,0,0,0,22,28,27,23,36,34,26,9,3,208
80107108402,10,0,4,4,0,0,0,0,0,18,69,22,15,49,39,24,28,11,0,257
80107108403,5,0,5,0,4,4,0,0,0,18,74,24,59,42,34,45,42,13,0,333
80107108404,3,0,7,3,5,0,0,3,0,21,89,41,53,60,50,40,39,24,4,400
80107108405,4,0,0,6,0,0,0,0,0,10,42,37,48,40,31,67,59,25,9,358
80107108406,0,0,0,0,0,4,0,0,0,4,58,25,34,42,20,35,48,3,3,268
80107108407,0,0,3,0,5,0,0,0,0,8,57,38,31,35,43,48,38,12,3,305
80107108408,5,3,3,3,0,5,0,0,0,19,83,50,56,58,39,51,61,11,3,412
80107108409,0,5,0,0,3,6,8,0,0,22,37,36,15,36,39,54,31,16,0,264
80107108410,0,3,0,0,0,3,0,0,0,6,42,27,25,33,33,50,11,10,5,236
80107108411,0,0,0,0,3,0,4,0,0,7,72,42,52,49,48,62,52,9,0,386
80107108412,4,3,0,0,7,7,6,4,0,31,63,37,54,44,51,54,37,38,9,387
80107108413,0,0,0,0,0,4,0,0,0,4,37,19,27,29,30,32,34,8,0,216
80107108414,0,0,0,4,0,3,0,0,0,7,54,27,50,43,31,34,20,12,7,278
80107108415,9,0,0,0,0,0,0,4,0,13,89,40,46,57,51,36,33,17,0,369
80107108417,0,4,0,0,0,3,3,4,12,26,42,36,29,27,33,52,40,105,110,474
80107108418,0,0,0,4,0,0,0,0,5,9,52,19,33,37,30,39,24,6,3,243
80107108419,0,0,0,0,0,0,0,4,10,14,0,0,0,0,0,0,10,71,122,203
80107108420,0,0,0,0,4,6,0,0,0,10,10,6,3,12,16,21,19,3,0,90
80107108501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107108601,5,0,0,4,4,5,0,0,0,18,76,32,50,27,48,44,33,4,6,320
80107108602,3,3,5,0,0,6,0,0,0,17,46,32,16,34,31,43,30,12,0,244
80107108603,12,3,9,0,5,0,0,0,0,29,101,59,53,53,59,63,50,6,4,448
80107108604,0,4,6,0,5,0,0,0,0,15,53,40,31,28,27,38,31,9,3,260
80107108605,5,0,0,6,4,0,3,3,0,21,67,53,62,52,49,73,69,13,7,445
80107108701,9,0,4,0,5,3,0,4,0,25,100,60,68,73,60,58,31,12,5,467
80107108702,6,0,0,0,0,5,3,0,0,14,89,54,58,64,48,57,22,3,4,399
80107108703,9,8,0,8,10,4,0,0,0,39,111,69,87,80,81,74,54,10,4,570
80107108704,0,8,5,5,0,0,0,0,0,18,35,33,60,34,25,29,20,8,0,244
80107108705,4,8,9,0,0,0,3,0,0,24,92,63,69,56,77,53,34,12,5,461
80107108706,14,5,8,7,3,4,8,0,0,49,124,78,89,84,81,67,69,16,4,612
80107108707,5,0,3,9,0,0,5,0,0,22,55,23,43,40,25,44,33,14,5,282
80107108801,3,4,0,3,3,0,0,0,0,13,95,86,67,63,64,76,33,10,3,497
80107108802,0,4,0,3,0,0,0,0,0,7,51,40,43,29,38,59,16,9,5,290
80107108803,0,0,0,3,0,0,3,0,0,6,61,43,52,42,43,66,42,0,4,353
80107108804,0,0,0,3,0,0,0,0,0,3,72,51,70,52,62,58,33,14,0,412
80107108805,14,0,7,0,0,0,0,0,0,21,86,38,73,50,32,46,16,8,7,356
80107108806,0,3,7,5,3,0,4,0,0,22,50,56,49,31,47,42,23,6,0,304
80107108807,5,0,4,5,3,0,0,0,0,17,100,50,55,72,79,55,26,5,5,447
80107108808,4,6,5,0,0,4,0,0,0,19,67,41,43,53,34,43,21,8,0,310
80107108809,5,9,6,6,9,4,0,0,0,39,95,91,74,72,98,94,42,5,0,571
80107108810,0,3,0,0,9,0,0,0,0,12,48,31,43,33,42,25,16,6,6,250
80107108901,0,0,0,0,3,0,3,0,0,6,0,6,0,5,7,9,14,0,0,41
80107109001,11,0,0,3,0,0,5,0,0,19,75,20,27,42,21,18,27,5,0,235
80107109002,3,8,0,0,5,4,10,0,0,30,42,20,20,33,30,21,26,9,0,201
80107109003,0,5,0,3,0,0,0,10,0,18,85,55,37,67,69,62,92,31,7,505
80107109004,11,4,4,3,4,7,0,0,0,33,89,58,84,73,70,78,69,30,14,565
80107109005,0,8,0,6,3,0,0,0,0,17,93,40,64,71,34,44,49,18,4,417
80107109006,0,3,5,0,3,0,0,0,0,11,65,42,65,42,46,36,33,14,8,351
80107109007,11,5,0,9,10,9,0,3,0,47,84,45,70,66,59,68,43,25,6,466
80107109008,5,3,12,3,7,0,0,3,0,33,93,69,72,74,67,60,58,23,4,520
80107109009,6,0,4,0,0,0,4,3,0,17,61,27,50,47,39,34,43,13,0,314
80107109010,4,0,0,0,4,4,8,0,0,20,93,68,25,69,71,86,74,33,6,525
80107109011,0,0,0,0,0,0,8,0,0,8,106,50,48,73,74,60,84,26,5,526
80107109012,4,0,0,0,0,0,0,0,0,4,38,35,31,36,35,34,40,14,3,266
80107109013,0,4,0,3,0,0,5,0,0,12,46,37,41,36,47,37,55,16,3,318
80107109014,0,0,7,4,5,8,8,0,0,32,96,40,59,64,64,52,63,32,4,474
80107109015,4,3,0,3,0,5,3,0,0,18,83,42,45,64,38,32,26,13,7,350
80107109016,3,5,3,3,0,6,0,0,0,20,108,43,70,83,65,61,54,16,0,500
80107109017,8,0,7,0,4,3,0,0,0,22,35,19,31,28,21,28,11,0,0,173
80107109018,4,0,9,3,0,3,0,0,0,19,84,30,40,54,33,46,49,20,9,365
80107109019,4,6,3,0,5,4,0,0,0,22,125,48,75,78,51,53,51,20,7,508
80107109020,3,5,4,0,0,3,0,0,0,15,67,33,61,48,36,45,25,7,3,325
80107113201,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7
80107113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
80108109101,3,0,0,0,0,0,0,0,0,3,53,21,9,39,36,49,41,26,9,283
80108109102,4,0,3,0,4,0,0,5,0,16,69,45,19,51,48,40,42,19,6,339
80108109103,5,8,0,3,0,3,4,0,0,23,53,39,22,43,61,39,53,59,17,386
80108109104,3,0,0,3,0,0,3,0,0,9,44,23,20,28,29,33,37,28,3,245
80108109105,0,0,4,0,0,0,0,4,0,8,74,49,14,47,51,55,44,21,5,360
80108109106,0,5,0,3,0,6,0,4,0,18,74,42,29,50,75,61,65,39,8,443
80108109107,5,5,0,3,0,6,0,0,0,19,61,42,14,30,53,51,40,49,7,347
80108109108,0,4,0,0,0,0,3,3,0,10,95,55,27,60,74,62,60,33,5,471
80108109201,4,0,4,6,3,11,6,0,0,34,82,75,96,70,69,63,47,25,14,541
80108109202,6,3,0,6,3,3,0,0,0,21,84,51,42,61,62,46,49,16,9,420
80108109203,0,3,0,0,3,5,0,0,0,11,91,52,52,68,49,53,42,21,5,433
80108109204,0,0,3,5,0,5,0,3,0,16,70,37,33,47,48,33,30,24,5,327
80108109205,3,0,0,5,4,0,0,0,0,12,67,35,46,51,47,34,25,30,6,341
80108109206,0,0,0,0,0,0,0,0,0,0,61,42,33,47,54,33,30,25,6,331
80108109207,6,0,0,0,4,3,5,9,0,27,65,34,27,42,64,47,32,30,10,351
80108109208,3,5,4,5,5,4,0,0,0,26,126,56,30,71,92,55,41,39,6,516
80108109209,0,0,0,0,4,0,0,0,0,4,14,35,13,3,31,13,6,4,0,119
80108109210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80108109301,3,3,4,0,7,0,0,7,4,28,74,36,58,52,59,22,77,80,34,492
80108109302,3,0,0,4,4,4,0,0,0,15,58,28,29,32,48,17,23,16,10,261
80108109303,9,0,10,7,0,6,4,0,0,36,96,52,57,75,68,50,34,33,9,474
80108109304,18,7,4,5,8,9,4,5,0,60,168,75,87,122,124,75,48,49,11,759
80108109305,11,10,6,5,7,4,8,0,0,51,158,62,59,104,87,59,50,32,8,619
80108109306,9,0,5,6,8,3,0,0,0,31,144,49,90,96,75,64,54,34,7,613
80108109401,8,0,7,3,4,3,3,0,0,28,94,51,43,63,78,39,55,30,10,463
80108109402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80108109403,0,0,4,0,0,0,4,0,0,8,31,40,24,28,38,30,29,14,0,234
80108109404,7,5,3,6,5,7,0,4,0,37,107,49,94,107,84,83,68,61,25,678
80108109405,16,0,5,0,3,0,0,0,0,24,143,58,55,76,93,55,76,38,13,607
80108109406,8,8,0,0,11,4,0,0,0,31,95,62,75,91,72,40,24,23,6,488
80108109407,8,0,7,0,0,4,6,0,0,25,68,32,46,53,46,60,33,34,10,382
80108109501,9,5,0,4,4,0,5,0,0,27,73,22,44,54,38,25,29,14,4,303
80108109502,4,3,3,8,0,0,0,0,0,18,83,31,43,69,36,38,36,19,4,359
80108109503,0,4,0,4,0,0,0,0,0,8,59,31,39,46,34,21,23,16,3,272
80108109504,4,6,3,3,0,0,3,0,0,19,54,37,30,36,53,46,71,44,17,388
80108109505,8,12,12,7,11,0,3,3,0,56,111,46,70,80,64,39,50,30,5,495
80108109506,4,9,0,3,3,0,3,0,0,22,72,30,37,39,56,34,16,10,3,297
80108109507,9,0,0,6,0,3,0,6,0,24,70,33,55,53,46,49,37,30,9,382
80108109508,7,6,0,4,4,0,6,0,0,27,109,49,48,74,68,48,62,24,14,496
80108109509,3,3,0,0,0,0,0,0,0,6,60,52,47,46,49,38,30,29,6,357
80108109601,3,0,4,5,0,5,0,0,0,17,49,29,46,39,53,57,62,35,14,384
80108109602,6,0,4,0,5,0,0,0,0,15,47,39,33,41,52,53,42,31,8,346
80108109603,12,3,3,3,9,3,3,0,0,36,120,68,66,68,90,65,80,32,12,601
80108109604,5,0,3,7,3,0,0,3,8,29,74,26,39,51,42,31,68,81,97,509
80108109605,6,0,0,0,0,0,0,0,0,6,89,40,31,50,50,32,42,14,0,348
80108109701,0,0,0,0,7,3,14,4,6,34,104,42,56,63,58,54,68,57,12,514
80108109702,0,0,0,6,0,0,0,0,0,6,90,53,47,65,62,41,24,31,7,420
80108109703,7,0,7,10,4,3,3,0,0,34,100,42,53,71,68,50,43,22,13,462
80108109705,0,10,6,0,4,0,0,3,0,23,37,25,39,38,26,17,18,9,5,214
80108109706,6,3,9,0,5,3,0,4,0,30,62,35,36,46,48,33,39,25,3,327
80108109707,7,3,5,7,3,3,0,0,0,28,109,55,64,78,63,39,33,21,5,467
80108109708,3,0,9,5,4,0,3,0,0,24,75,37,61,60,39,23,32,32,6,365
80108109801,0,0,3,0,3,8,3,13,18,48,64,31,35,40,44,31,50,66,51,412
80108109802,0,0,4,0,0,0,0,0,0,4,81,28,52,59,48,34,40,24,4,370
80108109804,0,0,0,0,4,5,0,0,0,9,47,24,9,24,38,27,38,36,14,257
80108109806,6,0,0,0,0,0,8,3,10,27,48,25,50,50,35,27,51,36,18,340
80108109807,0,0,0,3,0,4,3,5,6,21,40,27,32,36,36,36,48,64,60,379
80108109808,0,0,0,0,11,4,7,4,0,26,83,59,39,53,80,46,56,36,9,461
80108109809,0,0,0,0,5,0,0,0,0,5,120,61,65,69,90,58,43,44,5,555
80108109810,9,0,0,7,3,0,0,0,0,19,38,15,12,34,23,18,12,17,0,169
80108109811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80108109812,3,0,3,0,0,0,6,0,0,12,70,44,65,62,32,17,18,3,0,311
80108109813,5,0,4,0,0,6,0,0,0,15,87,35,17,68,50,34,9,7,5,312
80108109814,8,6,0,9,0,0,0,0,0,23,87,39,48,65,57,47,43,30,8,424
80108113301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109109901,9,9,11,5,3,4,0,0,0,41,126,85,177,141,83,81,64,50,16,823
80109109902,3,0,3,5,0,8,0,0,0,19,79,70,177,102,76,53,31,36,13,637
80109109903,5,3,0,0,4,3,0,0,0,15,81,52,27,58,56,40,24,19,6,363
80109109904,0,0,4,5,3,0,3,0,0,15,55,45,43,45,48,48,51,31,10,376
80109109905,5,6,3,4,6,0,3,0,0,27,91,52,75,63,63,55,30,44,17,490
80109110001,5,3,0,6,3,3,0,3,0,23,98,44,34,62,77,69,43,50,13,490
80109110002,9,3,3,4,4,3,0,0,0,26,98,50,24,55,57,49,45,21,14,413
80109110003,9,3,0,5,0,4,0,0,0,21,56,35,16,33,33,41,30,39,75,358
80109110004,3,4,0,4,0,5,0,3,0,19,141,69,71,126,89,68,53,41,18,676
80109110005,3,0,0,0,4,0,3,0,0,10,96,67,36,56,92,78,53,39,20,537
80109110006,10,8,0,0,8,0,0,0,0,26,102,51,24,70,62,72,35,23,7,446
80109110007,0,5,0,0,4,5,0,0,0,14,56,22,19,41,26,45,30,11,6,256
80109110008,0,0,0,8,7,3,0,4,0,22,111,64,123,87,93,73,48,39,3,641
80109110010,4,0,4,3,8,4,3,0,0,26,112,56,52,78,93,60,37,30,13,531
80109110011,0,0,0,0,0,0,0,0,0,0,52,25,42,40,30,26,22,14,4,255
80109110012,0,0,0,4,4,0,0,0,0,8,78,52,39,53,77,63,48,31,14,455
80109110013,0,0,4,0,0,0,0,0,0,4,35,35,90,51,23,15,6,5,0,260
80109110014,5,4,0,6,0,0,0,0,0,15,40,28,24,42,27,27,22,16,15,241
80109110101,0,6,6,4,3,0,0,0,0,19,54,30,56,45,45,29,17,12,8,296
80109110102,0,0,7,0,3,0,0,0,0,10,90,47,42,59,59,55,29,25,12,418
80109110104,7,4,0,0,8,0,0,0,0,19,89,66,58,53,56,51,18,19,4,414
80109110105,0,0,0,4,3,3,7,7,30,54,77,44,36,62,53,57,55,56,81,521
80109110106,9,5,0,4,0,0,13,8,4,43,50,34,27,43,32,29,69,134,62,480
80109110107,0,0,10,0,10,4,7,5,0,36,110,68,65,67,86,75,44,31,11,557
80109110108,4,4,0,0,3,5,0,4,0,20,101,50,29,66,75,56,58,53,10,498
80109110109,0,0,0,0,9,4,4,0,0,17,74,51,17,35,61,48,27,21,13,347
80109110110,0,3,0,0,0,0,0,0,0,3,53,48,36,26,44,41,21,19,8,296
80109110201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110202,4,3,0,0,8,7,0,5,0,27,142,55,55,100,55,56,50,70,64,647
80109110203,4,0,0,0,0,6,0,0,0,10,110,62,33,66,74,56,31,42,15,489
80109110204,0,0,0,0,3,0,0,0,0,3,42,61,24,13,60,53,42,32,18,345
80109110205,0,0,0,0,0,0,0,0,0,0,66,20,31,39,35,34,32,24,5,286
80109110206,0,4,0,0,0,0,0,0,0,4,50,33,21,52,43,30,31,28,3,291
80109110207,3,0,8,9,7,3,0,0,0,30,184,48,115,192,82,62,66,26,6,781
80109110209,3,4,0,0,6,4,0,8,0,25,84,38,12,40,53,34,23,31,8,323
80109110210,0,6,14,10,9,14,19,13,0,85,0,8,24,23,19,25,38,24,8,169
80109110211,0,0,5,0,0,0,0,0,0,5,94,26,38,65,57,40,30,25,11,386
80109110301,0,0,0,5,4,4,0,0,0,13,68,45,109,75,50,37,37,17,0,438
80109110302,6,3,0,4,0,3,4,0,0,20,79,49,17,44,50,72,46,14,11,382
80109110303,0,0,0,0,0,0,0,0,0,0,86,32,41,55,53,49,39,25,5,385
80109110304,7,0,0,0,6,0,0,0,0,13,89,75,20,47,78,74,33,31,16,463
80109110305,4,0,0,0,4,0,0,0,0,8,57,24,26,22,56,35,28,26,6,280
80109110306,6,0,4,5,5,0,9,9,38,76,73,45,32,46,51,47,53,74,140,561
80109110307,6,3,3,5,4,7,0,0,0,28,86,61,60,75,58,57,35,23,24,479
80109110308,0,0,3,0,0,0,0,0,0,3,51,17,25,37,32,22,18,14,4,220
80109110401,11,0,9,8,0,8,0,0,0,36,92,69,62,79,89,124,95,53,18,681
80109110402,0,0,0,0,11,0,5,3,0,19,52,27,43,49,45,39,26,24,3,308
80109110403,0,0,0,0,5,4,3,3,0,15,82,42,34,52,55,63,79,40,17,464
80109110404,0,0,3,0,0,5,0,3,0,11,53,38,32,36,50,83,67,47,6,412
80109110405,3,3,5,4,0,4,3,5,0,27,64,49,34,47,57,77,77,75,29,509
80109110406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110502,6,6,7,3,7,0,0,0,5,34,114,82,94,93,84,69,33,34,8,611
80109110503,0,0,3,4,0,0,0,4,0,11,62,47,78,71,46,30,23,24,10,391
80109110504,6,5,6,5,3,6,6,11,5,53,57,33,121,68,46,50,67,113,61,616
80109110505,8,0,0,0,5,0,6,0,0,19,88,44,31,73,73,32,19,18,15,393
80109110506,12,9,0,7,0,4,5,0,0,37,112,77,92,74,76,74,31,30,9,575
80109110507,14,8,7,0,6,4,0,4,0,43,121,82,210,99,82,34,32,18,6,684
80109110601,0,3,6,5,3,4,0,0,0,21,128,67,79,106,52,66,41,22,10,571
80109110602,14,3,4,9,0,10,0,0,0,40,113,55,90,86,78,74,41,45,3,585
80109110603,9,4,4,6,3,5,3,0,0,34,83,59,77,72,59,52,37,19,5,463
80109110604,0,0,0,0,0,0,0,0,0,0,42,31,35,31,34,34,30,31,14,282
80109110605,12,0,17,15,0,5,0,0,0,49,79,42,225,112,34,39,17,12,0,560
80109110606,10,0,8,4,0,3,5,3,0,33,65,51,24,34,50,66,86,77,20,473
80109110607,4,0,0,5,4,4,0,0,0,17,105,43,38,76,78,59,45,39,23,506
80109110701,0,0,4,0,0,4,5,0,3,16,37,28,21,22,30,46,60,43,14,301
80109110702,0,6,0,4,7,6,0,0,0,23,91,90,42,46,116,97,92,48,7,629
80109110801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110802,6,5,0,0,0,4,6,0,0,21,40,39,17,35,34,32,36,22,4,259
80109110803,3,0,5,3,0,7,0,4,0,22,101,75,79,74,74,76,47,51,12,589
80109110804,5,6,6,4,5,3,0,0,0,29,76,55,57,59,69,53,46,43,17,475
80109110805,0,4,5,0,0,0,0,0,0,9,78,56,41,43,77,53,39,38,4,429
80109110806,8,0,0,0,4,6,7,6,0,31,64,55,17,38,57,61,44,30,8,374
80109110807,8,8,0,0,3,8,0,0,4,31,97,53,59,78,83,77,56,39,24,566
80109110901,0,0,0,0,0,0,0,0,0,0,23,15,61,41,22,22,18,15,16,233
80109110904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110905,0,0,0,0,3,0,3,0,0,6,23,18,59,28,37,28,22,13,5,233
80109110907,0,0,7,0,0,5,0,0,0,12,45,22,120,61,38,23,17,7,0,333
80109110908,0,0,7,5,3,0,0,0,0,15,51,30,125,82,27,33,12,4,0,364
80109110910,3,0,3,0,0,0,3,0,0,9,57,33,79,85,51,38,35,22,3,403
80109110913,0,0,3,0,0,5,5,0,0,13,33,21,46,42,38,36,22,10,5,253
80109110915,5,5,9,3,11,0,0,0,0,33,105,56,214,122,62,27,14,11,0,611
80109110916,0,3,6,4,0,4,0,0,0,17,35,68,221,78,37,35,16,3,0,493
80109110917,0,5,14,13,0,0,0,0,0,32,91,103,369,177,59,51,23,8,7,888
80109110918,0,4,9,0,3,0,0,3,0,19,52,38,162,76,48,45,26,21,3,471
80109110919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110921,0,12,36,4,7,7,8,0,0,74,64,167,423,109,82,43,25,4,0,917
80109111001,11,11,7,7,5,0,0,0,0,41,117,73,61,76,93,49,34,34,13,550
80109111002,13,4,9,3,5,4,6,0,0,44,105,50,66,72,70,53,45,35,5,501
80109111003,0,0,0,4,0,3,4,0,0,11,53,24,23,39,37,41,19,15,8,259
80109111004,5,0,0,0,3,3,0,0,0,11,120,57,57,85,61,34,27,25,3,469
80109111005,4,4,6,4,0,0,0,0,0,18,62,44,29,42,48,48,33,20,3,329
80109111006,8,4,0,0,4,6,0,0,0,22,62,44,15,26,61,48,29,24,9,318
80110113401,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,10
80110113505,6,4,7,0,0,0,0,0,0,17,80,50,90,66,26,11,8,0,0,331
80110113506,4,0,0,0,0,0,0,0,0,4,136,37,44,105,63,24,23,7,0,439
80110113507,6,0,3,0,3,0,0,0,0,12,34,26,77,35,20,7,3,0,0,202
80110113508,3,7,14,0,3,0,0,4,0,31,106,64,118,103,70,34,13,4,10,522
80110113509,0,0,5,5,0,0,0,0,0,10,109,59,172,120,38,29,18,7,0,552
80110113510,0,0,0,0,0,0,0,0,0,0,105,24,87,88,32,20,8,0,0,364
80110113511,0,5,3,0,4,0,0,0,0,12,93,59,191,102,41,22,4,0,0,512
80110113512,11,0,3,3,0,3,0,0,0,20,96,41,126,73,32,12,6,0,0,386
80110113513,0,0,7,7,0,0,0,0,0,14,142,61,149,137,41,29,11,8,0,578
80110113514,12,13,12,9,4,0,0,0,0,50,142,81,166,100,45,8,6,3,0,551
80110113515,7,3,0,5,0,0,0,0,0,15,125,36,28,98,61,24,13,5,0,390
80110113602,0,0,0,0,6,0,0,0,0,6,76,18,43,61,25,11,10,0,0,244
80110113603,8,0,0,3,6,0,0,0,0,17,176,56,62,156,78,32,11,0,0,571
80110113604,4,0,12,4,3,3,0,0,0,26,81,69,248,91,33,29,14,0,0,565
80110113605,0,5,4,0,0,0,0,0,0,9,163,35,60,147,43,37,12,6,0,503
80110113606,8,10,9,16,4,3,0,0,0,50,228,80,248,211,67,24,18,3,0,879
80110113701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80110113901,4,0,6,6,0,0,0,0,0,16,123,31,110,119,31,22,9,3,0,448
80110113902,4,3,3,0,0,0,0,0,0,10,107,26,36,96,59,37,21,3,0,385
80110113903,5,0,16,0,0,0,0,0,0,21,39,43,175,67,26,27,16,9,3,405
80110113904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80110113905,13,9,24,3,6,0,3,0,0,58,93,70,171,98,40,31,11,4,0,518
80110113906,5,5,0,4,6,0,3,0,0,23,144,66,50,122,81,30,25,9,0,527
80110113907,5,3,5,3,3,3,0,0,0,22,81,30,103,58,41,19,6,0,0,338
80110113908,3,0,4,3,0,0,3,0,0,13,100,39,46,99,46,35,17,7,0,389
80110113909,0,0,5,4,0,0,0,0,0,9,39,54,135,64,24,13,12,0,0,341
80110113910,0,0,14,0,0,0,8,0,0,22,40,67,182,77,39,19,18,0,4,446
80110114501,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4
