SA1_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
80104103413,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,22,56,59,74,45,31,13,8,315
80104103414,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,19,23,28,32,30,12,3,0,156
80104103501,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,14,11,24,94,70,33,41,11,7,0,285
80104103505,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,46,87,24,8,15,9,0,213
80104103506,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,26,58,103,61,18,16,3,0,285
80104103507,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,4,0,16,6,21,61,105,42,25,15,9,0,285
80104103508,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,16,6,17,48,74,42,11,11,3,0,217
80104103509,0,0,5,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,3,0,4,5,0,0,0,0,0,17,14,23,68,101,56,25,7,0,0,297
80104103510,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,6,4,6,0,0,0,0,16,13,36,83,99,80,36,15,9,0,377
80104103511,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,10,33,49,75,40,6,7,4,0,232
80104103512,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,6,3,0,5,0,0,0,0,10,21,40,80,121,84,26,22,5,0,390
80104103513,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,0,0,0,0,19,12,26,67,78,51,27,11,4,0,276
80104103514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,6,0,0,0,0,17,11,16,25,85,51,26,11,0,0,231
80104103515,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,6,9,19,32,73,56,15,11,7,0,220
80104103516,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,11,17,21,115,130,44,21,14,4,0,365
80104103517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,10,41,65,31,12,12,7,0,191
80104103518,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,0,4,3,4,0,0,0,0,17,5,26,70,102,64,20,17,14,4,318
80104103519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,12,3,24,58,82,44,12,9,8,0,237
80104103520,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,13,9,19,83,71,35,13,17,6,0,254
80104103521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,10,4,24,56,85,44,13,10,9,0,260
80104103601,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,8,9,39,82,106,56,46,31,3,0,371
80104103604,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,15,23,91,128,61,32,16,3,4,374
80104103605,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,5,0,0,4,5,0,0,0,0,8,3,12,45,51,38,19,6,3,0,183
80104103606,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,87,91,21,18,22,3,0,270
80104103607,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,7,4,0,0,0,0,0,13,5,11,52,81,43,25,10,4,0,232
80104103608,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,20,8,32,111,125,67,37,23,4,0,413
80104103609,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,3,9,8,4,0,0,0,0,21,10,42,160,157,55,28,19,4,4,488
80104103610,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,3,32,78,58,37,16,9,4,0,232
80104103611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,6,23,72,46,18,0,3,0,186
80104103612,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,10,9,13,57,50,21,10,5,0,0,157
80104103613,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,9,12,93,105,33,28,17,5,4,300
80104103614,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,3,0,0,0,7,10,23,44,68,31,33,20,4,0,237
80104103615,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6,12,19,102,148,79,27,9,5,0,398
80104103616,0,0,0,0,0,0,4,0,0,6,0,0,0,5,0,0,0,0,0,3,0,0,3,6,0,3,0,0,0,20,11,27,77,120,73,52,31,0,0,390
80104103617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19,61,88,50,26,14,3,0,270
80104103618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,13,45,17,3,4,3,0,0,82
80104103702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,31,82,81,38,25,14,0,0,274
80104103703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,16,9,39,143,92,48,22,11,0,0,360
80104103704,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,4,23,70,91,69,28,12,11,0,318
80104103705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,11,0,17,59,21,6,9,17,22,8,155
80104103706,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,10,7,6,46,75,37,28,11,0,0,212
80104103707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,94,84,22,8,6,4,0,231
80104103708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,4,0,0,0,0,7,13,19,83,102,72,39,18,4,0,347
80104103709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103710,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,15,80,138,54,21,13,10,0,326
80104103711,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,3,9,5,0,0,0,0,0,0,13,16,34,129,162,69,30,25,12,0,476
80104103712,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,5,9,7,41,16,9,30,71,28,211
80104103713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,6,16,33,70,48,22,19,4,0,221
80104103714,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,13,19,40,116,64,31,32,9,0,326
80104103804,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,9,32,41,82,97,33,17,4,0,316
80104103805,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,35,85,54,35,12,8,0,246
80104103806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,17,43,64,20,16,7,0,184
80104103807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,16,32,49,70,22,19,5,0,222
80104103808,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,6,0,0,0,24,12,33,52,72,66,32,19,9,0,294
80104103809,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,3,3,0,0,0,0,20,23,21,18,62,69,13,3,0,0,216
80104103810,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,21,85,47,21,21,3,0,226
80104103811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,11,26,67,39,16,13,6,0,182
80104103812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,15,16,37,90,112,70,21,8,8,0,366
80104103813,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,0,0,14,7,18,41,85,52,25,15,7,0,246
80104103814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,5,0,0,0,20,9,15,46,73,58,27,12,9,0,244
80104103815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,38,77,72,44,27,6,3,287
80104103907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,5,15,39,44,40,17,20,4,0,184
80104103908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,13,4,22,79,65,21,9,9,0,0,201
80104103910,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,3,16,11,3,0,3,0,0,34,6,83,263,117,57,29,14,0,0,556
80104103911,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,33,84,18,12,3,6,0,0,161
80104103912,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,50,56,75,25,12,3,0,269
80104103913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,9,0,24,81,32,13,6,6,0,0,164
80104103914,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,13,32,42,105,71,32,31,12,0,334
80104103915,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,17,35,77,45,20,16,3,3,236
80104103916,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,7,0,6,10,5,3,0,0,0,0,29,5,53,195,76,37,21,3,0,0,396
80104103917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,3,27,75,39,16,9,4,0,0,166
80104103918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,17,94,25,11,14,10,0,0,169
80104103919,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,8,18,50,59,33,14,7,7,0,189
80104103920,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,12,101,27,16,6,4,0,0,169
80104103921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,13,0,27,169,87,20,12,8,5,0,328
80104103922,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,6,0,0,0,0,0,9,10,39,75,107,64,21,8,5,0,324
80104103923,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,3,0,0,3,0,5,10,0,5,0,3,0,0,26,15,19,59,103,96,23,19,5,0,344
80104103924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,5,0,0,0,0,22,9,28,56,80,57,27,14,3,0,269
80104103925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,0,0,0,0,0,16,13,22,53,98,61,36,10,4,0,299
80104103926,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,18,66,40,4,14,3,3,0,149
80104103927,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,6,5,0,0,0,0,11,10,32,114,110,69,39,10,8,0,400
80104103928,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,8,22,32,56,34,30,12,0,0,196
80104103929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,10,4,33,112,57,17,8,0,0,0,230
80104104001,0,0,0,6,4,0,0,0,0,17,0,0,0,0,6,0,0,0,0,6,4,0,10,0,4,4,0,5,0,35,13,79,196,109,62,45,26,5,0,541
80104104002,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,12,16,46,34,61,57,33,17,0,274
80104104005,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,9,27,57,77,56,26,21,13,4,285
80104104006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,11,11,23,52,57,57,20,13,9,5,245
80104104007,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,13,26,82,85,83,37,30,3,6,370
80104104008,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,5,0,3,0,0,0,0,18,18,36,86,81,109,41,17,0,0,392
80104104011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104013,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,19,34,73,41,18,21,3,0,218
80104104014,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,4,0,3,0,0,0,0,9,14,28,75,47,60,32,31,7,0,297
80104104015,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,10,8,27,68,51,68,44,24,15,0,302
80104104017,0,0,0,0,3,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,33,91,70,40,22,7,12,0,276
80104104018,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,13,0,20,32,26,17,9,10,4,0,108
80104104019,0,0,0,0,0,4,5,5,0,15,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,6,0,5,0,14,0,17,22,29,39,30,14,14,3,171
80104104020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,10,0,0,21,8,4,3,0,0,0,44
80104104022,0,0,3,0,3,0,0,0,0,7,0,0,0,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,23,106,50,21,10,4,5,0,222
80104104023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,24,56,47,43,32,10,10,0,231
80104104025,0,0,4,3,8,0,0,0,0,17,0,0,0,5,0,0,3,0,0,8,0,0,8,4,0,0,0,0,0,11,3,33,85,88,38,22,10,5,0,292
80104104026,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,5,0,8,24,9,3,0,0,0,0,36,8,71,257,108,53,36,9,3,3,551
80104104027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,5,0,4,0,7,0,18,6,50,187,90,24,27,11,13,7,409
80104104028,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,15,62,111,29,25,15,6,0,0,261
80104104029,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,16,13,44,160,55,22,12,15,4,0,331
80104104030,0,0,0,0,0,3,0,0,0,5,0,0,3,0,4,0,0,0,0,8,0,10,25,14,0,0,3,0,0,49,6,108,396,117,42,34,13,3,5,725
80104104031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,5,16,60,47,24,35,25,11,5,225
80104104032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,109,31,10,14,6,0,0,196
80104104301,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,6,10,16,28,55,41,47,26,6,233
80104104302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104401,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,5,0,0,4,0,3,0,0,0,0,12,9,40,85,107,90,41,27,4,0,408
80104104402,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,7,3,7,0,0,0,0,24,8,31,80,125,98,51,23,19,0,438
80104104404,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,0,0,0,0,14,11,35,81,122,107,34,14,10,0,417
80104104405,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,12,23,42,111,75,21,19,0,0,297
80104104409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,18,39,70,62,22,9,3,0,231
80104104410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,11,0,25,89,29,13,10,7,0,0,167
80104104411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,12,33,42,47,53,35,7,3,0,237
80104104412,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,4,18,46,46,44,28,8,5,0,207
80104104413,0,0,0,0,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,26,27,72,74,33,10,0,0,261
80104104414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,11,15,6,28,41,41,12,0,3,0,150
80104104415,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,0,0,10,10,28,87,78,40,21,22,0,0,291
80104104416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,0,0,0,0,22,11,29,103,101,49,24,13,9,0,336
80104104417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,15,58,95,50,20,3,0,0,247
80104104418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,14,9,48,158,103,31,13,4,3,0,371
80104104419,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,6,3,0,0,0,0,0,12,0,40,165,66,10,9,0,0,0,298
80104104420,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,0,15,7,54,189,99,35,12,9,5,0,423
80104104421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,5,45,131,51,14,13,4,4,0,259
80104104422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
80104104423,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,9,26,40,63,61,27,10,8,0,242
80104104424,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,7,0,0,10,0,3,0,0,0,0,19,11,46,94,105,70,27,13,0,0,362
80104104425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,13
80104104426,0,0,0,0,0,3,0,0,0,4,0,0,4,3,0,0,0,0,0,10,0,4,5,0,0,0,0,0,0,14,11,61,151,92,50,30,12,0,0,400
80104104502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
80104104601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,7,41,43,24,37,14,10,0,190
80104104602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,0,4,3,0,0,27,9,31,126,78,41,30,22,3,0,347
80104104603,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,15,22,38,41,28,10,0,184
80104104604,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,40,41,33,23,27,9,0,184
80104104605,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,15,0,21,74,54,33,15,15,3,3,221
80104104606,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,6,18,59,66,45,34,15,8,0,256
80104104607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,12,33,34,33,23,26,5,8,188
80104104609,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,4,5,4,0,0,0,0,22,12,23,52,59,30,22,18,8,5,231
80104104612,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,32,40,28,18,14,14,5,168
80104104613,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,7,36,55,51,56,41,29,12,5,299
80104104614,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,14,9,24,24,56,50,29,20,9,0,223
80104104616,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,8,3,13,46,43,26,18,9,6,0,162
80104104617,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,5,0,18,14,23,76,69,81,58,32,23,5,375
80104104618,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,11,12,31,57,66,60,32,19,10,0,289
80104104619,0,0,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,4,27,49,42,52,29,21,12,0,246
80104104620,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,14,7,17,53,55,33,28,16,10,5,234
80104104621,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,10,25,72,52,44,22,22,14,0,261
80104104622,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,0,0,0,0,11,8,23,55,57,51,36,18,12,0,260
80104104623,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,0,0,5,9,24,88,91,52,59,31,23,0,379
80104104624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
