SA1_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
80101100221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
80101100222,0,0,0,0,0,0,0,0,0,0,21,26,204,360,96,176,0,0,317,567,0,0,0,0,0,0,0,0,0,0,0,0,317,567,46,..,365,567
80101100223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
80101100224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
80101100225,0,0,0,0,0,0,0,0,0,0,0,0,0,3,211,392,0,0,213,394,0,0,0,0,0,0,0,0,0,0,0,0,213,394,31,..,236,394
80101100301,0,0,0,0,155,392,155,392,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,159,393,10,..,173,393
80101100304,71,243,20,42,87,208,106,253,0,0,86,119,130,211,0,0,0,0,216,332,0,0,0,0,0,0,0,0,0,0,0,0,388,816,24,..,419,816
80101100306,15,32,14,34,142,310,160,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,382,17,..,185,382
80101100307,23,71,10,23,63,149,76,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,241,3,..,96,241
80101100308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
80101100309,6,14,15,33,10,33,23,73,80,215,0,0,0,0,0,0,0,0,80,215,0,0,0,0,0,0,0,0,0,0,0,0,111,295,0,..,117,295
80101100310,44,155,19,40,15,37,29,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,239,5,..,88,239
80101100311,41,108,11,33,55,123,68,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,265,14,..,126,265
80101100312,73,235,0,0,146,375,148,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,226,613,11,..,233,613
80101100314,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,..,12,8
80101100315,71,204,63,127,19,37,74,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,372,6,..,156,372
80101100316,40,115,61,85,0,0,61,85,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,105,203,15,..,117,203
80101100317,0,0,0,0,116,295,116,295,0,0,0,0,119,172,0,0,0,0,119,172,0,0,0,0,0,0,0,0,0,0,0,0,233,468,24,..,258,468
80101100318,100,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,275,0,..,97,275
80101100319,19,43,51,117,57,131,107,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,286,11,..,134,286
80101100320,51,204,0,0,17,52,17,52,7,14,0,0,96,151,0,0,0,0,103,160,0,0,0,0,0,0,0,0,0,0,0,0,169,416,12,..,188,416
80101100321,0,0,0,0,80,211,80,211,0,0,0,0,136,238,0,0,0,0,136,238,0,0,0,0,0,0,0,0,0,0,0,0,218,453,34,..,243,453
80101100322,0,0,0,0,0,0,0,0,0,0,126,207,111,171,0,0,0,0,242,380,0,0,0,0,0,0,0,0,0,0,0,0,242,380,25,..,263,380
80101100401,88,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,220,4,..,90,220
80101100402,151,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,412,9,..,162,412
80101100403,143,360,39,86,0,0,39,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,443,17,..,193,443
80101100404,130,359,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,368,11,..,141,368
80101100405,165,421,5,4,0,0,5,4,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,168,428,8,..,176,428
80101100406,221,572,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,222,574,11,..,236,574
80101100408,0,0,88,168,0,0,88,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,164,5,..,92,164
80101100409,122,284,12,29,0,3,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,314,5,..,145,314
80101100501,81,223,15,26,0,0,15,26,23,33,0,0,0,0,0,0,0,0,23,33,0,0,0,0,0,0,0,0,0,0,0,0,123,283,9,..,132,283
80101100502,155,391,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,164,401,12,..,173,401
80101100503,113,308,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,309,5,..,126,309
80101100504,45,79,125,213,9,22,130,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,314,10,..,186,314
80101100505,0,3,186,330,19,39,206,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,373,20,..,225,373
80101100506,0,0,89,182,0,0,89,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,182,4,..,98,182
80101100507,111,306,0,0,5,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,317,7,..,126,317
80101100508,79,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,217,0,..,78,217
80101100509,156,431,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,431,6,..,163,431
80101100602,58,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,178,0,..,59,178
80101100604,101,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,306,5,..,97,306
80101100605,114,401,12,31,0,0,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,429,0,..,132,429
80101100606,97,294,11,17,14,45,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,358,6,..,129,358
80101100607,134,390,11,22,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,414,6,..,150,414
80101100608,150,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,452,8,..,158,452
80101100609,116,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,350,0,..,116,350
80101100610,126,363,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,372,0,..,134,372
80101100611,163,396,14,19,0,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,417,9,..,182,417
80101100612,165,502,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,521,5,..,183,521
80101100613,70,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,244,4,..,75,244
80101100614,114,336,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,337,0,..,120,337
80101100615,70,204,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,215,0,..,79,215
80101100616,174,510,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,518,9,..,182,518
80101100617,126,281,47,97,0,0,47,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,380,10,..,181,380
80101100618,97,334,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,338,0,..,100,338
80101100619,69,134,3,8,0,0,3,8,29,50,0,0,0,0,0,0,0,0,29,50,0,0,0,0,0,0,0,0,0,0,0,0,100,192,0,..,102,192
80101100620,96,327,25,66,0,0,25,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,396,0,..,127,396
80101100621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
80101100622,77,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,293,4,..,81,293
80101100623,107,355,10,17,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,375,5,..,115,375
80101100701,176,467,3,9,0,0,3,9,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,186,488,4,..,186,488
80101100702,81,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,245,5,..,88,245
80101100703,170,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,497,7,..,170,497
80101100704,76,194,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,198,6,..,81,198
80101100705,167,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,452,0,..,167,452
80101100706,113,302,0,0,37,88,37,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,397,7,..,166,397
80101100707,163,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,466,6,..,167,466
80101100708,116,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,122,330,4,..,125,330
80101100709,117,305,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,0,0,0,0,138,327,12,..,144,327
80101100710,146,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,393,3,..,154,393
80101100711,204,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,578,12,..,214,578
80101100712,149,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,418,4,..,158,418
80101100713,118,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,310,3,..,115,310
80101100714,97,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,270,5,..,107,270
80101100801,117,333,18,24,0,0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,361,5,..,144,361
80101100802,168,473,10,29,0,0,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,503,14,..,191,503
80101100803,140,364,6,18,0,0,6,18,3,11,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,148,388,8,..,154,388
80101100804,58,142,70,144,0,0,70,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,286,7,..,131,286
80101100805,132,370,47,93,0,0,47,93,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,177,469,6,..,182,469
80101100806,124,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,335,0,..,124,335
80101100807,164,394,76,145,0,0,76,145,5,7,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,4,245,549,10,..,255,549
80101100808,0,0,159,343,0,0,159,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,343,9,..,171,343
80101100809,165,436,9,19,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,456,10,..,187,456
80101100810,134,347,5,13,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,361,8,..,146,361
80101100811,73,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,203,0,..,77,203
80101100812,131,359,11,31,0,0,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,396,13,..,152,396
80101100901,131,370,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,375,7,..,139,375
80101100902,81,259,8,17,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,276,4,..,95,276
80101100903,140,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,425,13,..,154,425
80101100904,123,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,366,0,..,120,366
80101100905,114,341,3,21,0,0,3,21,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,123,360,14,..,130,360
80101100906,153,450,14,25,0,0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,475,3,..,172,475
80101100907,91,280,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,286,0,..,100,286
80101100908,113,312,0,0,4,23,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,333,7,..,124,333
80101100909,102,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,286,5,..,107,286
80101100910,113,341,10,21,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,360,5,..,129,360
80101101001,135,379,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,135,378,9,..,144,378
80101101002,116,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,341,3,..,123,341
80101101003,149,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,149,439,5,..,153,439
80101101004,137,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,380,7,..,145,380
80101101005,161,464,24,54,3,10,27,63,5,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,190,534,18,..,211,534
80101101101,215,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,224,663,7,..,231,663
80101101102,94,294,27,49,0,0,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,343,0,..,125,343
80101101103,219,641,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,227,654,9,..,240,654
80101101104,153,410,13,27,0,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,436,13,..,186,436
80101101105,113,271,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,116,283,9,..,121,283
80101101106,81,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,81,224,0,..,85,224
80101101107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
80101101108,66,182,0,6,0,0,0,6,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,73,194,8,..,74,194
80101101109,84,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,236,3,..,90,236
80101101110,67,186,22,49,0,0,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,238,13,..,106,238
80101101202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
80101101203,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
80101101301,55,110,34,71,18,31,53,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,207,8,..,115,207
80101101302,26,59,0,0,0,0,0,0,225,439,17,29,0,0,0,0,0,0,239,471,0,0,0,0,0,0,0,0,0,0,0,0,265,536,23,..,286,536
80101101303,130,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,379,3,..,138,379
80101101304,98,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,264,0,..,103,264
80101101305,134,403,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,411,0,..,136,411
80101101306,127,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,347,4,..,132,347
80101101307,18,36,96,169,0,0,96,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,207,9,..,123,207
80101101308,106,309,0,0,3,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,317,0,..,105,317
80101101309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
80101101310,94,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,243,4,..,97,243
80101101401,168,363,0,0,10,22,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,387,11,..,188,387
80101101402,174,498,4,7,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,505,5,..,186,505
80101101403,214,593,7,16,0,0,7,16,9,11,0,0,0,0,0,0,0,3,7,17,0,0,0,0,0,0,0,0,0,0,0,0,230,624,12,..,238,624
80101101404,185,528,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,193,540,3,..,196,540
