SA1_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
80101100208,0,0,0,0,4,0,4,0,0,0,0,9,0,13,0,0,0,0,40,0,40,19,0,0,19,17,0,40,3,0,0,3,22,3,26,5,0,0,5,12,0,15,0,3,0,3,11,0,15,0,0,0,0,5,0,5,0,0,0,0,0,0,0,26,3,0,27,122,8,155,0,0,0,0,5,0,5,0,0,0,0,20,0,24,10,0,0,15,46,0,62,17,3,0,14,11,0,28,4,0,0,5,17,0,27,0,0,0,0,4,0,16,0,4,0,4,11,0,15,0,0,0,0,3,0,6,0,0,0,0,0,0,0,32,13,0,47,132,4,183,0,0,0,0,8,0,13,3,0,0,3,32,0,33,13,0,0,15,83,0,101,35,3,0,35,32,0,70,5,0,0,6,42,6,53,0,0,0,8,20,0,27,0,8,0,8,24,0,27,0,0,0,0,6,0,12,0,0,0,0
80101100209,0,0,0,0,4,0,8,0,0,0,0,18,0,18,7,0,0,7,24,4,37,6,0,0,6,19,0,24,5,3,0,4,6,4,16,3,0,0,3,13,0,16,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,22,96,8,125,0,0,0,0,6,0,6,0,0,0,0,13,0,13,7,4,3,11,36,3,50,12,0,0,12,9,0,19,5,0,0,5,8,0,14,0,0,0,0,5,0,8,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,3,25,81,4,115,0,0,0,0,5,0,11,0,0,0,0,34,0,34,11,4,3,18,62,7,87,18,0,0,18,23,0,49,9,3,0,6,20,4,26,6,0,0,6,14,0,25,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0
80101100210,0,0,0,0,4,0,4,0,0,0,0,13,4,9,8,0,0,8,32,0,40,8,0,0,8,16,4,30,0,0,0,3,22,0,22,0,0,0,0,12,0,16,0,5,0,5,11,0,16,0,3,0,3,13,0,15,0,0,0,0,6,0,6,18,4,0,24,125,10,157,0,0,0,0,3,0,3,0,0,0,0,21,0,20,6,0,0,6,33,0,42,10,0,0,14,18,4,33,3,0,0,9,12,0,23,0,3,0,3,17,0,19,0,5,0,5,14,3,19,0,4,0,4,8,0,10,0,0,0,0,0,0,0,20,18,0,39,124,10,175,0,0,0,0,5,0,5,0,0,0,0,32,4,39,10,0,0,10,64,5,84,23,0,0,26,31,6,59,5,0,0,10,35,0,45,0,3,0,3,30,0,34,0,4,0,4,25,3,37,0,0,0,0,25,0,26,0,0,0,0
80101100211,0,0,0,0,9,3,11,0,0,0,0,31,5,34,12,0,0,15,89,0,97,22,0,0,19,29,0,53,4,0,0,4,24,0,34,0,0,0,5,13,0,20,0,6,0,6,12,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,43,7,0,49,201,14,261,0,0,0,0,12,0,13,0,0,0,3,28,0,38,17,0,0,19,68,0,90,18,4,0,20,18,4,40,3,0,0,3,11,0,20,0,4,0,4,10,0,16,0,3,0,3,12,0,16,0,0,0,0,4,3,9,0,0,0,0,3,0,3,40,12,3,54,172,13,235,0,0,0,0,21,3,24,0,0,0,4,57,5,66,33,3,0,32,155,5,191,36,5,0,40,50,7,97,8,0,0,8,36,0,49,0,5,0,10,24,0,38,0,6,0,6,21,0,26,0,4,0,4,5,3,11,0,0,0,0
80101100212,0,0,0,0,0,0,0,0,0,0,0,16,0,17,3,0,0,3,20,0,26,9,0,0,8,7,0,18,3,0,0,5,3,0,10,0,0,0,0,7,0,7,0,3,0,3,13,0,16,0,8,0,7,37,0,44,0,0,0,0,53,0,48,26,8,5,38,153,9,195,0,3,0,3,4,0,3,0,0,0,0,10,0,13,10,0,0,10,16,0,23,11,0,0,11,11,0,23,3,0,0,3,3,0,10,0,0,0,4,5,3,10,0,6,0,6,25,4,28,0,5,0,5,73,5,74,0,0,0,0,90,3,97,27,14,4,43,237,11,296,0,0,0,0,4,0,6,0,0,0,0,23,0,32,15,0,0,15,36,0,50,17,0,0,23,16,0,42,7,0,0,13,3,0,17,6,0,0,3,14,4,22,0,14,0,14,31,4,48,0,6,0,9,108,3,123,0,0,0,0
80101100213,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100215,0,0,0,0,4,0,4,0,3,0,3,35,0,35,7,5,0,10,134,8,159,11,0,0,11,30,0,39,0,0,0,0,12,0,14,0,0,0,0,6,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,4,0,28,232,16,271,0,0,0,0,5,0,5,0,0,0,4,48,5,55,4,4,0,7,118,6,129,10,0,0,9,24,0,32,0,0,0,0,10,0,12,0,0,0,0,7,0,7,0,0,0,4,3,0,4,0,0,0,0,5,0,5,0,0,0,0,0,0,0,18,9,0,26,213,11,248,0,0,0,0,13,0,13,0,5,0,6,86,6,91,15,3,0,15,253,20,289,19,0,0,18,53,0,74,4,0,0,4,20,0,21,0,0,0,0,14,0,13,0,4,0,7,5,0,10,0,0,0,0,5,0,7,0,0,0,0
80101100216,0,0,0,0,14,3,19,0,0,0,0,147,11,167,21,4,0,24,323,39,380,24,3,0,27,26,0,58,0,0,0,3,22,9,34,0,0,0,5,12,0,16,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,10,0,64,555,63,678,0,4,0,4,15,0,10,0,8,0,8,170,15,192,41,11,0,47,305,30,384,17,5,0,19,22,0,42,5,3,0,4,15,3,24,3,0,0,8,13,0,18,0,0,0,0,11,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,66,24,0,95,548,50,693,0,4,0,4,25,3,29,0,9,0,12,317,28,355,61,11,0,74,625,69,772,45,4,0,49,51,3,100,5,4,0,9,39,11,56,5,4,0,6,26,0,31,0,0,0,0,11,0,12,0,0,0,0,7,0,7,0,0,0,0
80101100217,0,0,0,0,0,0,0,0,0,0,0,17,0,15,3,0,0,6,81,5,93,7,0,0,6,18,3,26,3,0,0,3,7,0,13,0,0,0,0,9,4,14,0,5,0,5,6,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,6,0,18,148,17,179,0,0,0,0,0,0,0,0,0,0,0,35,5,37,5,0,0,8,61,9,78,3,0,0,3,25,0,28,3,0,0,3,7,0,14,0,3,0,3,8,0,10,0,5,0,10,4,0,5,0,0,0,0,7,0,3,0,0,0,0,0,0,0,12,6,0,20,149,13,179,0,0,0,0,6,0,6,0,0,0,0,48,0,56,5,3,0,8,140,20,169,10,0,0,14,40,3,54,6,0,0,6,21,0,28,0,3,0,3,17,0,24,0,6,0,12,7,0,14,0,3,0,3,6,0,4,0,0,0,0
80101100218,0,0,0,0,6,0,7,0,0,0,0,31,3,40,10,0,0,9,108,3,124,13,0,0,13,33,7,53,0,0,0,0,19,0,17,0,0,0,0,10,0,10,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,22,213,16,249,0,0,0,0,9,0,9,0,0,0,0,31,8,38,13,3,0,14,103,8,124,6,0,0,10,31,0,45,0,0,0,0,17,3,25,0,0,0,0,14,0,14,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,32,209,16,257,0,0,0,0,13,0,15,0,0,0,0,66,8,73,21,3,0,26,212,10,244,23,0,0,22,64,6,96,0,0,0,0,36,5,39,0,0,0,0,21,0,21,3,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0
