SA1_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
80105112403,0,0,0,0,15,0,15,0,0,0,0,26,0,25,0,0,0,0,21,5,24,17,0,0,16,10,0,21,18,0,0,18,14,0,27,5,0,0,0,17,0,26,0,4,0,4,12,0,19,0,0,0,0,6,0,6,0,0,0,0,0,0,0,35,9,0,43,118,3,164,0,0,0,0,18,0,17,0,0,0,0,13,5,20,3,0,0,3,17,3,14,25,0,0,25,4,0,27,14,0,0,19,15,0,32,0,8,0,5,16,0,21,0,3,0,3,23,0,25,0,4,0,4,9,5,12,0,0,0,0,10,0,12,46,15,0,60,122,10,192,0,0,0,0,28,0,31,0,0,0,0,36,3,42,0,0,0,0,33,5,43,40,0,0,43,12,0,54,34,0,0,35,27,0,62,4,6,0,9,34,0,45,0,10,0,10,32,0,45,0,4,0,4,16,5,19,0,0,0,0
80105112404,0,0,0,0,17,0,17,0,0,0,0,28,0,26,0,0,0,0,34,0,35,20,0,0,20,14,0,33,18,0,0,18,12,0,29,4,0,0,4,19,0,22,0,4,0,4,21,0,20,0,3,0,3,10,0,13,0,0,0,0,0,0,0,38,3,0,42,151,3,196,0,0,0,0,8,0,13,0,0,0,0,27,0,30,0,0,0,3,29,0,32,21,0,0,19,4,0,27,16,5,0,16,21,0,36,0,8,0,4,26,0,31,0,4,0,4,4,0,12,0,0,0,0,8,0,10,0,0,0,0,3,0,3,37,15,0,54,132,3,188,0,0,0,0,22,0,19,0,0,0,0,52,5,58,4,0,0,6,60,0,66,39,0,0,45,13,0,60,27,3,0,33,30,0,61,5,8,0,12,52,0,60,0,4,0,4,27,0,27,0,5,0,5,18,0,21,0,0,0,0
80105112405,0,0,0,0,17,6,20,0,0,0,0,10,10,23,0,3,0,3,15,18,37,5,0,0,5,9,17,31,21,0,0,21,19,28,67,8,4,0,7,28,17,53,0,4,0,4,20,13,38,0,0,0,0,6,0,15,0,0,0,0,0,0,0,32,13,0,44,135,109,289,0,3,0,3,12,0,17,0,0,0,0,11,0,12,0,0,0,4,5,0,9,8,0,0,8,3,0,16,17,0,0,25,15,0,40,4,7,0,9,19,0,29,0,8,0,8,14,0,18,0,0,0,0,8,0,4,0,0,0,0,4,0,4,35,21,0,55,94,3,147,0,4,0,4,34,8,38,0,0,0,0,23,10,36,0,4,0,9,23,18,51,12,0,0,12,12,17,45,43,0,0,40,39,31,110,8,10,0,17,47,17,78,0,11,0,11,36,13,59,0,3,0,3,14,0,19,0,0,0,0
80105112406,0,3,0,3,15,0,15,0,0,0,0,31,3,29,4,0,0,4,12,0,18,9,0,0,9,9,0,10,17,0,0,17,13,0,31,0,5,0,0,31,0,33,0,4,0,4,9,0,15,0,0,0,0,14,0,16,0,0,0,0,3,0,3,33,5,0,39,132,8,174,0,4,0,4,13,0,16,0,5,0,5,26,0,29,3,0,0,3,8,0,15,10,0,3,18,5,0,21,15,4,0,18,12,0,32,3,8,0,6,34,0,41,0,5,0,5,13,0,20,0,0,0,0,14,0,14,0,0,0,0,6,0,6,31,15,3,53,129,5,189,0,7,0,7,28,0,31,0,5,0,5,53,3,58,10,0,0,10,28,0,36,20,0,4,25,9,0,28,34,4,0,38,28,0,61,3,9,0,13,64,0,76,0,5,0,5,24,0,30,0,0,0,0,19,0,26,0,0,0,0
80105112407,0,0,0,0,16,0,13,0,0,0,0,36,0,39,8,4,0,9,65,0,79,25,0,0,25,15,0,38,17,0,0,21,21,0,42,3,3,0,5,25,0,33,0,5,0,5,22,0,30,0,0,0,0,9,0,8,0,0,0,0,4,0,4,54,16,0,65,219,3,287,0,0,0,0,10,0,10,0,0,0,0,32,0,40,8,0,0,11,62,0,71,23,0,0,29,16,0,47,9,0,0,13,18,0,32,0,0,0,0,36,0,41,0,9,0,9,12,0,24,0,0,0,0,11,0,7,0,0,0,0,9,0,9,52,21,0,71,195,6,269,0,0,0,0,23,0,22,0,0,0,4,74,0,78,17,4,0,18,126,0,150,51,0,0,51,33,4,86,30,0,0,36,38,3,73,7,5,0,10,61,5,72,0,16,0,17,35,5,53,0,5,0,5,15,0,14,0,0,0,0
80105112408,0,0,0,0,7,0,7,0,0,0,0,12,0,12,3,0,0,3,14,3,14,12,0,0,12,8,0,23,5,0,0,5,7,0,17,0,0,0,0,11,0,11,0,0,0,0,6,0,6,0,0,0,0,6,0,8,0,0,0,0,4,0,4,27,6,0,30,75,7,113,0,0,0,0,5,0,7,0,0,0,0,6,0,6,0,0,0,0,10,4,13,12,0,0,16,4,0,17,12,4,0,10,11,0,24,0,0,0,0,18,0,19,0,0,0,0,11,0,12,0,7,0,7,7,0,7,0,0,0,0,4,0,4,27,14,0,37,68,3,115,0,5,0,5,13,0,16,0,0,0,0,22,0,22,4,0,0,4,22,4,33,29,0,0,32,11,0,40,21,4,0,22,17,0,42,9,0,0,9,26,0,28,0,0,0,0,13,0,19,0,5,0,5,14,0,16,0,0,0,0
80105112410,0,0,0,0,4,0,4,0,0,0,0,26,0,28,9,0,0,7,50,9,66,11,0,0,11,15,0,25,0,0,0,0,15,3,19,0,0,0,0,11,0,13,0,0,0,0,11,0,11,0,0,0,0,3,0,4,0,0,0,0,0,0,0,18,6,0,28,132,13,167,0,0,0,0,5,0,5,0,5,0,5,24,0,22,6,0,0,8,48,7,66,10,0,0,10,16,5,32,5,0,0,0,24,0,26,0,4,0,3,17,0,16,0,5,0,5,3,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18,21,0,35,136,15,187,0,0,0,0,5,0,5,0,5,0,5,44,0,50,10,4,0,14,105,8,133,19,0,0,19,30,11,59,4,0,0,10,37,5,46,0,4,0,8,25,0,31,0,11,0,11,18,0,25,0,0,0,0,5,0,9,0,0,0,0
80105112411,0,0,0,0,0,0,0,0,0,0,0,23,0,26,0,0,0,8,61,0,65,12,0,0,9,22,0,34,6,0,0,4,20,0,25,4,7,0,13,23,3,32,0,3,0,3,13,0,18,0,0,0,4,4,0,8,0,0,0,0,4,0,4,22,21,0,36,168,4,217,0,0,0,0,6,0,6,0,0,0,4,20,0,20,4,0,0,9,61,9,73,16,3,0,17,15,0,32,4,5,0,8,20,0,29,0,9,0,16,23,0,33,0,8,0,8,10,0,26,0,3,0,3,8,0,15,0,0,0,0,0,0,0,29,32,0,58,169,8,231,0,0,0,0,4,0,8,0,0,0,5,39,0,47,8,0,0,13,119,10,142,22,3,0,26,37,0,62,11,0,0,9,42,0,56,5,20,0,22,46,3,76,0,20,0,20,26,0,40,0,4,0,4,13,0,16,0,0,0,0
80105112501,0,0,0,0,28,28,55,0,0,0,0,102,95,200,18,0,0,18,90,47,154,24,0,0,25,25,13,61,4,0,0,4,16,3,24,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,47,268,191,508,0,3,0,3,8,9,16,0,0,0,0,32,27,66,27,4,0,33,44,12,87,20,0,0,22,15,3,41,6,0,0,0,12,0,14,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,60,122,56,232,0,3,0,3,36,33,66,0,0,0,0,140,126,263,48,4,0,52,134,68,246,46,0,0,50,42,18,107,11,0,0,6,27,3,37,0,0,0,0,12,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112502,0,0,0,0,253,25,276,0,3,0,3,430,38,473,0,0,0,0,17,3,21,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,706,68,780,0,0,0,0,102,18,120,0,0,0,0,183,16,200,0,0,0,0,8,0,9,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,37,342,0,0,0,0,354,43,400,0,3,0,3,618,57,674,0,0,0,0,22,6,29,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112701,0,0,0,0,4,4,10,0,0,0,0,13,0,14,0,0,0,0,25,5,37,0,0,0,0,21,7,23,0,0,0,0,27,7,36,0,0,0,0,28,6,35,0,4,0,4,13,0,17,0,0,0,0,4,3,10,0,0,0,0,0,0,0,5,3,0,10,139,34,182,0,0,0,0,4,0,4,0,0,0,0,18,6,20,0,0,0,0,7,0,10,3,0,0,3,0,5,6,6,0,0,6,16,3,19,0,0,0,0,14,0,19,0,0,0,0,14,0,16,0,0,0,0,3,0,6,0,0,0,0,0,0,0,10,3,0,9,71,11,98,0,0,0,0,8,4,12,0,0,0,0,28,8,36,4,0,0,4,36,5,44,0,0,0,0,23,9,32,5,0,0,5,39,8,54,0,0,0,0,48,5,48,0,3,0,3,27,5,30,0,0,0,0,7,0,16,0,0,0,0
80105112702,0,0,0,0,0,0,0,0,0,0,0,34,0,40,8,0,0,8,71,5,83,5,0,0,10,26,0,33,4,0,0,4,19,0,22,0,0,0,0,15,0,18,0,0,0,0,11,0,11,0,0,0,0,7,0,7,0,0,0,0,3,0,3,16,0,0,23,190,8,221,0,0,0,0,5,0,5,0,0,0,0,27,5,27,6,0,0,7,58,0,70,15,0,0,16,14,5,32,7,0,0,7,10,0,19,0,3,0,4,8,0,18,0,4,0,4,6,3,12,0,0,0,0,11,0,11,0,0,0,0,7,0,7,31,10,0,38,143,9,195,0,0,0,0,7,0,5,0,0,0,0,58,4,63,15,0,0,15,130,5,151,16,0,3,21,35,5,63,12,0,0,12,27,0,43,5,3,0,6,31,0,37,0,0,0,8,16,3,28,0,0,0,0,22,0,22,0,0,0,0
80105112703,0,0,0,0,14,0,14,0,0,0,0,26,0,26,0,0,0,5,39,4,46,12,0,0,12,20,0,30,3,0,0,7,14,0,20,0,0,0,0,38,0,39,0,3,0,3,27,3,31,0,3,0,3,14,3,16,0,0,0,0,6,0,6,20,14,0,30,189,8,227,0,0,0,0,12,0,12,0,5,0,5,39,0,35,4,0,0,9,31,0,43,8,0,0,8,11,0,25,5,0,0,5,17,0,26,0,3,0,8,30,0,44,0,14,0,14,27,0,39,0,0,0,0,15,0,15,0,0,0,0,9,0,9,21,24,0,44,186,5,240,0,0,0,0,20,0,20,0,5,0,5,58,0,64,8,3,0,10,69,6,83,21,0,0,21,34,3,51,10,0,0,9,37,0,46,3,13,0,14,70,0,82,0,14,0,14,52,3,70,0,8,0,8,23,3,34,0,0,0,0
80105112704,0,0,0,0,5,0,12,0,0,0,0,15,0,15,3,0,0,3,12,0,15,5,0,0,5,3,0,10,5,0,0,5,8,0,14,0,0,0,0,21,3,30,0,0,0,0,22,0,20,0,3,0,3,10,4,12,0,0,0,0,0,0,0,22,7,0,27,92,6,132,0,0,0,5,4,5,7,0,0,0,0,11,0,15,0,0,0,6,3,0,6,15,0,0,14,3,0,19,9,0,0,9,3,0,16,0,3,0,3,27,0,30,0,8,0,8,18,6,26,0,3,0,3,9,0,13,0,0,0,0,0,0,0,27,14,0,44,80,5,137,0,4,0,6,19,5,23,0,0,0,0,23,0,22,6,0,0,3,14,0,22,19,0,0,22,4,4,27,14,0,0,14,13,5,31,8,3,0,4,47,3,60,0,14,0,14,38,6,49,0,6,0,6,19,4,28,0,0,0,0
80105112801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106106201,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,7,0,11,8,0,0,8,4,0,17,0,0,0,0,12,0,16,4,0,0,7,16,0,24,0,0,0,0,27,4,25,0,0,0,0,33,0,29,0,0,0,0,25,0,25,15,9,0,22,133,9,164,0,0,0,0,3,0,3,0,0,0,0,3,0,7,4,0,0,0,11,0,16,16,0,0,16,12,0,28,0,0,0,0,15,0,20,0,0,0,3,22,0,24,0,10,0,10,26,3,40,0,3,0,6,70,0,77,0,0,0,0,43,5,49,21,18,0,40,211,16,269,0,0,0,0,5,0,5,0,0,0,0,9,0,13,3,0,0,3,21,0,26,21,0,0,21,15,0,40,5,0,0,5,32,0,33,4,5,0,8,35,0,48,0,9,0,9,54,9,70,0,6,0,7,100,0,106,0,0,0,0
80106106202,0,0,0,0,16,0,16,0,0,0,0,15,0,12,3,0,0,3,20,5,26,13,0,0,15,10,0,30,16,0,0,16,16,0,34,3,0,0,3,30,0,35,0,9,0,9,22,0,34,0,0,0,0,16,0,16,0,0,0,0,5,0,5,32,14,0,42,144,9,197,0,3,0,3,46,0,48,0,0,0,0,17,3,16,0,0,0,4,9,0,21,18,0,0,18,12,0,30,22,6,0,22,23,0,48,0,3,0,3,28,4,30,0,16,0,16,22,0,34,0,0,0,0,19,0,19,0,0,0,0,3,0,3,36,23,0,66,166,12,245,0,3,0,3,61,0,62,0,0,0,0,24,4,34,7,0,0,7,31,3,45,31,0,0,30,20,3,56,32,6,0,39,41,3,81,3,3,0,5,54,0,67,0,23,0,22,39,0,65,0,5,0,5,33,0,33,0,0,0,0
80106106203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
80106106204,0,0,0,0,3,5,4,0,0,0,0,4,0,4,6,4,0,6,18,0,24,16,0,0,15,11,0,28,8,0,0,8,12,5,15,0,0,0,0,12,0,15,0,3,0,3,9,0,11,0,3,0,3,12,0,15,0,0,0,0,0,0,0,29,9,0,37,75,8,121,0,0,0,0,11,4,12,0,0,0,0,6,0,7,6,0,0,6,10,0,12,16,0,0,16,8,0,33,5,0,0,5,19,3,24,0,0,0,0,14,0,18,0,9,0,9,14,0,25,0,0,0,0,10,3,9,0,0,0,0,4,0,4,31,16,0,42,94,8,151,0,0,0,0,13,5,18,0,0,0,0,18,0,13,13,4,0,11,21,0,36,38,0,0,35,18,0,58,11,0,0,11,22,5,39,3,3,0,10,19,0,31,0,12,0,12,24,3,37,0,3,0,3,23,3,30,0,0,0,0
80106106205,0,0,0,0,11,0,12,0,0,0,0,19,0,12,11,0,0,11,13,0,27,21,0,0,21,15,0,40,20,0,0,20,20,4,42,4,4,0,10,21,0,30,0,0,0,0,16,0,17,0,0,0,0,8,0,12,0,0,0,0,3,0,3,56,4,0,58,129,7,200,0,7,0,7,14,0,16,0,3,0,3,10,0,11,16,0,0,16,22,0,33,33,0,0,33,10,0,43,14,0,0,14,20,0,35,0,0,0,4,18,0,25,0,5,0,5,17,0,20,0,0,0,0,8,0,8,0,0,0,0,10,0,10,62,12,0,75,132,9,220,0,7,0,7,29,0,37,0,3,0,3,24,0,31,22,0,0,22,37,0,62,52,0,0,52,29,0,78,34,0,0,40,40,5,85,11,3,0,9,40,0,55,0,5,0,5,34,0,46,0,0,0,0,18,0,21,0,0,0,0
80106106206,0,0,0,0,13,0,13,0,0,0,0,3,0,8,0,0,0,3,4,0,7,11,0,4,15,0,0,17,13,0,0,12,8,0,19,4,0,0,4,19,0,23,0,9,0,10,5,0,12,0,0,0,0,9,0,9,0,0,0,0,5,0,7,32,14,6,42,63,0,107,0,0,0,0,11,0,14,0,0,0,0,4,0,4,3,0,0,5,5,0,11,11,0,3,15,0,0,18,6,0,0,8,12,0,21,3,3,0,3,15,0,19,0,7,0,7,5,0,16,0,3,0,3,10,0,7,0,0,0,0,4,0,0,22,16,3,41,54,3,102,0,0,0,0,21,0,21,0,0,0,0,8,0,8,3,4,0,7,5,0,17,24,0,9,27,3,0,35,22,0,4,24,15,0,38,7,3,0,5,27,0,37,0,13,0,15,12,3,25,0,4,0,4,11,0,20,0,3,0,3
80106106207,0,0,0,0,8,0,8,0,0,0,0,12,0,15,0,0,0,0,8,0,13,14,0,0,14,3,0,24,9,0,0,14,12,0,24,6,4,0,7,19,0,31,0,6,0,6,18,0,20,0,4,0,4,3,0,10,0,0,0,0,4,0,4,36,12,0,48,94,4,144,0,0,0,0,19,0,19,0,0,0,0,8,0,8,3,0,0,6,7,0,16,20,0,0,22,7,0,30,9,0,0,13,13,0,29,0,8,0,4,12,0,18,0,10,0,10,18,0,29,0,0,0,0,9,0,9,0,0,0,0,6,0,6,35,17,3,56,103,4,164,0,0,0,0,29,0,29,0,0,0,0,18,0,17,9,3,0,13,19,0,28,34,0,0,36,15,0,48,28,0,0,25,25,0,54,9,9,0,19,31,4,47,0,12,0,12,38,0,52,0,4,0,4,15,0,22,0,0,0,0
80106106208,0,0,0,0,3,0,6,0,0,0,0,8,4,9,0,0,0,0,6,0,8,6,0,0,6,4,0,17,18,0,0,19,3,3,36,0,6,0,6,12,4,27,0,3,0,3,10,0,13,0,0,0,0,11,0,10,0,0,0,0,0,0,0,34,4,0,41,70,12,118,0,0,0,0,13,0,14,0,0,0,0,4,3,8,0,0,0,0,4,4,7,20,0,0,21,6,0,24,19,0,0,19,12,5,29,0,0,0,0,14,0,14,0,4,0,4,8,0,18,0,0,0,0,5,0,5,0,0,0,0,3,0,3,33,9,0,43,67,13,128,0,0,0,0,14,0,17,0,0,0,0,16,4,21,0,0,0,0,11,8,13,23,0,0,28,13,0,41,35,0,3,36,15,7,62,0,4,0,12,29,3,39,0,5,0,5,15,6,28,0,0,0,0,14,0,18,0,0,0,0
80106106209,0,3,0,3,10,0,16,0,0,0,0,6,5,10,0,0,0,0,9,0,13,6,0,0,9,3,0,10,16,0,0,16,9,0,23,0,0,0,3,15,0,20,0,0,0,0,12,0,21,0,0,0,0,3,0,9,0,0,0,0,4,0,4,22,9,0,34,81,7,126,0,0,0,0,12,0,12,0,0,0,0,12,0,17,0,0,0,0,9,5,13,7,0,0,12,4,0,12,10,0,0,10,19,0,28,0,4,0,0,22,0,20,0,9,0,9,15,0,20,0,0,0,0,9,0,10,0,0,0,0,7,0,6,25,10,0,40,94,6,140,0,3,0,3,24,0,29,0,0,0,0,22,3,27,3,0,0,5,14,4,24,16,0,0,16,3,0,20,25,0,0,25,29,0,56,0,8,0,6,37,0,44,0,7,0,7,28,5,38,0,5,0,5,14,0,19,0,0,0,0
80106106301,0,0,0,0,18,0,17,0,0,0,0,23,0,23,3,0,0,9,88,3,97,15,7,0,19,24,0,46,20,0,0,21,42,0,63,9,5,0,5,47,8,56,0,15,0,11,44,0,53,0,5,0,5,23,0,28,0,0,0,0,10,0,9,44,29,0,73,308,14,394,0,0,0,0,8,0,15,0,0,0,0,19,0,21,8,3,0,17,94,0,112,25,0,0,29,46,0,71,23,6,0,25,35,0,60,0,15,0,13,50,4,67,0,14,0,16,43,7,61,0,3,0,3,32,0,38,0,0,0,0,12,0,14,53,46,0,101,344,14,463,0,0,0,0,22,0,26,0,0,0,0,44,0,43,12,7,0,18,183,8,215,39,3,0,48,71,0,118,39,3,0,43,75,4,120,4,16,0,21,95,11,126,3,28,0,30,86,7,119,0,11,0,11,52,0,68,0,0,0,0
