SA1_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
80104103512,7,12,19,32,33,66,7,5,18,9,7,13,51,45,96,15,16,35,4,4,4,4,8,4,21,23,46,0,0,0,0,0,0,0,3,8,3,11,16,0,0,0,10,18,27,11,3,13,3,3,9,0,0,3,0,8,12,0,0,0,14,19,34,25,32,57,0,0,0,0,0,3,0,0,0,0,0,3,10,11,17,114,130,244
80104103513,3,7,16,22,15,36,11,10,17,5,0,4,35,24,61,8,14,21,0,5,5,0,0,0,12,16,24,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,3,6,14,0,11,8,0,6,5,0,0,0,4,4,10,0,0,0,10,21,31,18,26,39,0,0,0,0,0,4,0,0,0,5,3,4,15,7,24,78,82,163
80104103514,7,8,18,20,17,41,4,0,6,9,3,7,35,20,57,4,8,15,0,4,3,4,0,0,11,13,22,0,0,0,0,0,0,0,0,4,4,5,8,0,0,0,3,10,12,4,4,10,0,5,4,0,0,0,4,4,11,0,0,0,14,18,27,16,25,41,0,0,5,5,0,0,0,0,0,4,0,7,9,11,21,84,83,166
80104103515,6,0,6,22,15,33,10,8,16,0,3,3,32,26,51,17,6,20,5,7,15,0,3,3,19,20,37,3,0,3,0,4,4,4,0,3,6,3,7,0,0,0,6,6,15,0,6,0,0,0,0,0,0,0,3,3,5,0,0,0,7,5,13,10,15,28,0,4,4,3,3,5,0,0,0,3,4,10,6,0,12,81,61,141
80104103516,7,15,23,21,34,61,9,14,21,3,0,4,34,52,86,12,13,24,0,0,7,0,0,0,12,17,30,3,0,0,0,3,3,0,0,0,0,14,9,0,0,0,7,17,20,11,5,12,0,4,4,0,0,0,5,7,12,0,0,0,16,17,31,22,30,53,4,9,7,3,0,3,0,0,0,6,9,11,13,4,24,110,121,232
80104103517,4,7,12,17,14,30,3,3,3,4,5,5,27,19,43,12,6,23,4,0,0,0,0,0,12,8,27,0,0,0,5,0,4,0,0,0,0,0,3,0,0,0,0,4,8,4,6,9,0,0,0,0,0,0,5,4,4,0,0,0,7,7,13,11,9,20,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,59,43,103
80104103518,3,9,12,22,22,41,5,10,18,6,0,3,33,37,67,10,22,32,3,6,7,3,0,0,19,22,42,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,4,0,8,4,4,8,0,4,4,0,0,0,5,3,6,0,0,0,12,10,23,14,16,32,6,0,10,3,3,3,0,0,0,6,4,12,12,12,26,86,99,187
80104103519,6,9,10,14,18,25,4,0,6,0,4,3,19,22,37,0,6,8,10,0,10,0,0,0,10,11,21,5,0,7,0,4,4,0,6,3,5,0,4,0,0,0,3,9,13,0,8,8,0,0,7,0,0,0,0,4,3,0,0,0,4,9,15,8,19,29,0,0,0,0,0,0,0,0,0,0,0,0,11,8,20,54,66,120
80104103520,3,3,12,18,21,39,3,6,11,0,0,0,19,27,46,5,15,14,0,4,5,3,0,0,12,12,25,0,0,0,5,0,3,0,0,0,3,4,0,0,0,0,5,5,8,3,5,9,0,0,0,0,0,0,4,5,6,0,0,0,4,8,16,13,16,23,0,7,6,0,3,6,0,0,0,4,8,13,11,9,16,61,71,131
80104103521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103522,6,4,10,21,20,37,10,4,9,4,0,6,33,21,55,3,11,17,0,0,0,0,0,0,8,13,18,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,10,3,13,11,4,9,0,5,3,0,0,0,0,6,13,0,0,0,17,17,30,25,19,39,0,0,0,0,0,0,0,0,0,0,3,4,7,6,12,72,65,140
80104103601,3,5,11,19,16,40,5,10,21,6,0,3,31,31,60,9,12,26,3,6,3,0,0,3,15,19,33,0,0,0,3,0,6,0,3,10,0,10,13,0,0,0,8,17,24,9,5,12,3,0,3,4,0,0,0,6,8,0,0,0,9,11,27,21,31,49,0,4,4,0,0,4,0,0,0,0,8,8,11,5,17,88,88,178
80104103604,9,11,14,20,13,32,11,12,19,5,11,16,32,34,65,7,9,12,3,7,10,6,4,7,13,21,34,0,0,4,0,5,5,6,0,6,7,6,18,0,0,0,11,11,27,3,9,7,0,4,3,0,0,0,9,10,14,0,0,0,12,20,29,21,31,53,0,0,0,0,8,4,0,0,0,0,8,4,7,3,12,86,97,193
80104103605,5,4,5,9,7,12,5,3,5,4,3,5,16,17,29,4,7,12,0,0,5,0,0,3,9,9,16,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,5,9,0,0,4,0,0,0,0,0,0,0,3,8,0,0,0,3,3,7,4,9,15,3,0,3,0,0,5,0,0,0,3,0,3,14,3,14,43,46,93
80104103606,9,11,21,10,11,24,6,5,10,3,0,4,19,20,36,4,0,10,0,0,4,0,3,3,7,6,14,5,0,0,0,0,0,0,0,0,7,3,6,0,0,0,13,4,13,0,4,4,0,0,0,0,0,0,4,6,8,0,0,0,5,14,16,17,13,30,0,6,6,0,5,6,0,0,0,0,4,7,4,4,11,56,62,117
80104103607,9,3,14,16,10,26,7,9,15,8,9,12,30,26,57,4,6,6,10,11,17,0,0,0,19,14,27,3,0,3,0,0,0,0,0,0,4,0,6,0,0,0,5,0,11,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,3,7,13,5,5,17,0,0,0,0,5,5,0,0,0,0,6,7,10,7,20,71,64,141
80104103608,8,11,22,21,20,39,21,4,23,0,0,4,42,31,71,9,13,22,8,3,14,5,0,0,20,16,37,0,0,0,0,0,0,0,4,4,3,6,11,0,0,0,3,14,18,7,7,9,0,3,3,0,0,4,10,9,14,0,0,0,13,21,33,20,29,51,0,0,0,0,0,9,0,0,0,0,9,10,16,15,25,109,108,213
80104103609,11,14,26,19,20,38,5,12,12,0,0,0,23,25,49,11,8,16,0,3,9,0,0,0,15,11,27,0,0,5,6,3,3,0,0,5,7,13,15,0,0,0,9,19,27,4,8,16,0,9,10,0,0,0,3,8,13,0,0,0,10,24,42,21,46,69,3,3,3,3,3,10,0,0,0,5,9,17,17,5,26,95,112,209
80104103610,5,4,9,10,4,17,3,4,3,0,5,4,11,9,24,6,0,6,4,0,4,0,0,0,11,5,12,0,0,0,0,0,3,0,0,0,3,4,8,0,0,0,6,6,11,0,11,10,5,3,3,0,7,8,0,3,8,0,0,0,11,17,23,13,22,39,3,0,7,6,7,12,0,0,0,6,4,14,5,4,5,53,49,102
80104103611,4,9,10,14,4,18,8,9,19,0,0,0,22,14,40,3,6,13,3,18,26,3,0,7,14,27,39,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,6,10,0,5,6,3,3,9,0,0,0,5,0,9,0,0,0,8,12,23,9,17,27,0,0,0,4,0,3,0,0,0,4,0,3,3,7,9,55,72,119
80104103612,3,3,5,7,3,12,0,0,0,0,0,4,8,3,14,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,7,0,5,11,0,0,0,0,0,0,4,4,5,0,0,0,3,14,20,5,12,19,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,30,32,64
80104103613,9,9,15,9,10,20,11,9,22,0,4,4,16,27,42,5,0,7,4,5,12,0,0,3,12,11,22,0,0,0,0,0,4,0,0,0,5,9,16,0,0,0,10,13,21,0,8,8,4,4,7,0,0,0,12,9,20,0,0,0,13,23,30,17,33,51,0,0,0,4,3,4,0,0,0,3,3,8,8,0,9,66,78,146
80104103614,7,3,11,7,6,14,8,3,10,4,5,7,18,15,32,8,3,15,6,4,10,0,0,0,15,8,21,0,0,0,0,3,0,3,0,3,0,0,4,0,0,0,6,7,12,9,4,15,0,0,0,0,0,0,3,0,5,0,0,0,13,5,20,19,10,31,0,0,0,0,3,3,0,0,0,0,3,7,5,6,9,60,50,112
80104103615,12,8,24,28,10,35,17,12,26,9,5,17,49,29,80,10,8,17,3,9,19,5,4,11,17,22,38,0,0,0,0,0,0,4,0,4,0,4,9,0,0,0,7,8,15,3,0,10,4,6,14,0,0,0,3,10,19,0,0,0,13,25,40,21,33,55,0,3,3,4,5,7,0,0,0,9,0,9,11,4,10,117,94,212
80104103616,8,5,21,16,21,31,11,21,37,0,0,0,33,40,73,14,11,21,9,15,20,3,0,7,20,24,49,0,0,4,4,0,5,0,0,0,6,12,13,0,0,0,6,11,17,12,3,12,0,0,0,0,3,4,8,7,15,0,0,0,23,14,34,27,24,53,4,0,4,3,0,0,0,0,0,6,0,4,10,8,17,108,101,207
80104103617,3,3,13,15,19,39,0,6,11,0,0,6,22,26,52,7,12,22,6,0,4,0,4,3,18,15,38,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,5,4,9,0,3,3,0,5,5,0,0,0,6,6,14,0,0,0,6,18,25,9,17,34,0,0,0,0,3,3,0,0,0,4,3,3,6,3,6,60,77,136
80104103618,0,0,0,0,3,6,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,13,22
80104103702,3,7,16,12,10,15,0,4,3,5,5,9,21,14,32,5,6,5,0,0,0,0,0,5,4,8,13,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,3,6,8,7,15,4,0,6,0,0,4,10,10,16,0,0,0,21,18,39,24,22,46,3,0,4,0,3,4,0,0,0,3,3,4,0,4,3,53,59,113
80104103703,12,10,16,11,14,25,3,4,5,0,0,0,15,16,33,4,0,10,0,4,5,0,0,0,9,7,19,0,0,0,4,6,5,0,3,5,0,3,7,0,0,0,3,8,13,5,6,17,4,8,18,0,0,0,6,10,13,0,0,0,19,26,49,25,39,64,0,3,3,0,0,5,0,0,0,11,3,10,14,13,29,78,87,169
80104103704,0,6,15,11,15,21,9,9,15,4,11,17,22,27,54,15,9,18,9,5,14,0,8,11,18,24,42,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,3,8,15,3,3,9,0,0,0,7,9,19,0,0,0,16,21,40,17,27,45,0,0,0,0,3,7,0,0,0,0,3,7,5,4,11,69,95,163
80104103705,0,0,0,3,5,8,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,8,0,8,0,0,0,5,0,7,0,0,4,4,4,5,0,0,0,6,8,18,10,9,26,0,0,0,0,5,5,0,0,0,0,5,8,0,8,5,18,27,49
80104103706,0,10,11,7,10,11,6,10,13,4,12,15,20,30,49,4,9,8,5,7,3,3,3,0,11,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,0,4,0,0,0,0,0,0,3,3,5,0,0,0,8,8,12,8,15,17,0,0,6,3,0,3,0,0,0,5,4,7,5,3,7,46,68,109
80104103707,3,8,9,10,11,16,3,0,3,3,6,9,14,11,23,0,0,3,0,0,0,0,0,0,0,3,9,0,0,0,3,3,9,0,0,0,3,6,8,0,0,0,9,12,16,0,6,6,0,9,9,0,0,0,7,3,11,0,0,0,8,10,17,13,22,34,0,0,6,0,0,4,0,0,0,0,5,6,6,3,5,42,48,91
80104103708,9,11,21,22,16,34,8,6,17,10,12,23,42,36,76,3,6,10,4,8,16,5,8,8,12,18,35,0,0,0,3,0,3,0,0,3,4,4,9,0,0,0,9,5,13,8,7,16,3,4,9,0,0,0,4,4,6,0,0,0,12,18,32,28,24,49,0,0,0,4,5,5,0,0,0,4,3,10,8,3,10,92,98,185
80104103709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103710,11,4,14,18,16,35,4,10,15,0,3,7,29,30,56,6,7,9,4,3,9,0,3,4,6,12,26,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,10,13,5,6,12,0,3,3,0,0,0,11,4,13,0,0,0,13,13,29,16,17,35,0,7,5,4,3,9,0,0,0,4,7,9,0,4,5,72,78,149
80104103711,13,17,31,17,18,33,12,4,17,5,11,21,36,33,69,8,10,16,5,3,7,3,3,7,16,16,28,0,0,0,0,0,8,0,0,8,0,6,8,0,0,0,11,7,19,6,6,21,11,7,20,3,0,3,4,7,14,0,0,0,29,27,54,39,37,71,5,3,5,3,7,9,0,0,0,3,9,13,11,10,20,122,116,239
80104103712,0,0,0,12,4,12,11,0,9,0,0,0,19,4,27,4,0,3,0,3,4,0,4,6,10,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,8,3,10,0,0,0,4,0,3,0,0,0,4,0,3,0,5,5,45,24,63
80104103713,3,5,9,6,7,14,9,3,15,9,8,14,18,23,44,5,0,11,0,9,11,4,4,9,14,16,32,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,4,5,0,0,0,5,0,5,0,0,3,0,0,0,3,3,13,9,5,15,0,4,3,0,3,3,0,0,0,0,5,6,8,0,9,58,60,113
80104103714,8,18,24,11,13,26,12,6,15,15,4,22,33,29,62,13,3,15,8,4,14,9,5,15,28,15,43,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,3,8,14,0,0,0,0,0,0,6,7,6,0,0,0,15,11,25,12,13,28,0,0,0,0,6,6,0,0,0,0,6,4,8,3,8,96,77,175
80104103804,7,6,14,11,5,18,11,15,26,10,12,20,28,36,61,13,10,19,7,3,11,10,10,20,26,24,48,0,0,0,0,0,0,5,5,5,0,4,4,0,0,0,3,6,12,3,15,25,0,0,4,0,0,0,8,7,10,0,0,0,10,21,36,15,30,47,0,0,0,0,5,5,0,0,0,3,6,8,5,0,5,79,99,179
80104103805,3,0,4,13,7,26,12,11,23,7,9,17,33,28,60,0,0,5,8,4,12,8,4,10,14,9,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,10,0,5,7,0,3,3,0,0,0,3,5,6,0,0,0,6,10,17,7,10,21,0,0,0,0,0,0,0,0,0,0,3,3,5,0,5,69,55,124
80104103806,0,9,9,7,4,4,15,8,19,12,4,19,26,14,44,10,4,17,10,12,20,6,4,15,28,22,50,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,10,0,6,6,0,0,0,0,3,3,0,9,13,0,0,0,4,15,17,9,19,26,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,60,58,124
80104103807,5,3,5,3,5,11,8,6,11,8,7,11,16,18,33,4,15,12,5,6,8,6,4,19,15,25,39,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,7,5,6,16,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,44,60,109
80104103808,4,0,8,12,6,17,7,6,12,3,5,11,21,19,40,7,10,10,0,5,6,4,9,8,6,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,15,8,21,0,3,3,0,0,0,0,0,4,0,0,0,15,18,30,17,15,39,0,0,5,0,0,5,0,0,0,5,3,4,15,20,34,73,73,145
80104103809,8,7,17,4,4,11,9,8,20,4,5,12,26,25,47,9,13,20,11,6,15,8,5,11,24,17,41,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,5,5,10,7,0,0,3,0,3,4,4,3,12,0,0,0,9,15,19,7,19,27,0,0,0,0,0,0,0,0,0,0,0,7,9,8,18,75,80,152
80104103810,4,0,10,7,3,13,9,11,20,8,13,23,27,30,52,9,9,11,4,8,13,4,0,8,19,17,32,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,6,7,0,3,8,0,0,3,0,3,5,3,3,6,0,0,0,7,9,17,15,9,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,65,65,124
80104103811,3,6,9,8,12,15,3,10,14,10,4,17,20,24,45,3,3,11,4,7,14,5,0,6,13,14,23,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,3,6,3,6,8,0,0,0,0,0,3,0,0,5,0,0,0,5,7,16,8,11,19,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,47,59,109
80104103812,7,17,21,9,26,31,12,15,21,7,3,11,27,40,61,9,8,22,8,8,12,5,6,7,20,22,40,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,12,5,13,8,11,20,0,0,0,0,3,5,9,6,9,0,0,0,14,16,30,25,18,42,0,4,4,0,3,3,0,0,0,0,5,5,8,14,20,80,110,191
80104103813,8,4,12,14,17,28,17,3,19,14,8,16,37,27,66,12,9,19,8,0,6,5,0,3,19,16,32,0,5,4,0,0,3,0,3,4,0,3,3,0,0,0,7,10,19,3,7,11,0,9,4,0,0,0,0,0,6,0,0,0,6,16,27,14,26,41,0,0,0,0,0,5,0,0,0,0,0,5,3,3,7,83,78,158
80104103814,7,0,5,9,13,19,5,7,10,4,7,9,18,18,39,11,7,22,0,3,3,6,0,7,19,12,33,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,4,4,9,0,0,0,0,0,3,4,5,5,0,0,0,4,3,14,13,10,20,0,0,0,3,0,3,0,0,0,3,0,3,7,11,20,66,54,117
80104103815,4,4,10,10,8,18,5,3,14,4,8,12,22,27,47,4,4,12,0,0,3,11,9,16,17,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,7,0,0,0,0,4,6,0,0,0,10,7,15,9,11,18,0,0,6,0,3,6,0,0,0,6,4,6,6,6,14,58,61,127
80104103907,0,3,7,9,8,20,0,0,4,0,0,0,11,14,24,12,7,18,5,0,4,0,4,0,13,10,23,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,4,3,0,13,0,0,0,0,0,6,0,3,4,0,0,0,11,7,15,14,13,22,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,49,40,88
80104103908,5,3,4,7,10,20,0,0,0,0,0,0,7,14,20,5,3,10,0,0,0,0,0,0,5,3,10,4,0,4,0,4,8,0,0,0,0,5,5,0,0,0,4,8,11,9,9,14,3,7,6,0,0,0,6,0,5,0,0,0,18,14,33,14,22,43,0,0,0,0,0,0,0,0,0,0,0,0,11,6,19,48,48,91
80104103910,6,6,11,13,11,21,4,3,8,4,0,4,16,15,36,3,3,9,0,0,0,0,3,5,3,10,10,3,0,3,3,3,6,3,0,3,7,3,9,0,0,0,13,13,21,6,17,28,19,16,32,4,3,4,5,11,16,0,0,0,41,43,78,52,53,104,6,7,4,0,5,5,0,0,0,6,6,10,19,15,32,106,107,209
80104103911,0,0,6,0,0,3,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,6,8,10,6,4,6,0,5,5,3,5,9,0,0,0,14,18,32,11,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,51
80104103912,6,0,6,6,8,20,9,5,13,3,8,9,22,20,36,17,11,26,0,0,8,4,0,7,19,16,37,0,0,0,0,3,3,0,0,7,3,3,0,0,0,0,6,10,17,9,10,9,6,3,10,4,0,0,9,0,3,0,0,0,16,6,27,26,17,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,68,58,128
80104103913,0,0,0,3,4,9,0,3,4,0,0,0,3,5,7,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,5,0,8,0,0,0,5,6,13,0,10,4,0,0,0,0,0,0,0,0,3,0,0,0,4,9,17,12,12,28,0,0,0,0,0,0,0,0,0,0,3,3,7,3,9,24,31,53
80104103914,3,5,10,21,22,41,3,8,9,10,5,16,26,34,60,4,6,13,0,4,6,4,6,12,11,16,35,3,0,3,3,4,5,0,0,4,0,0,0,0,0,0,7,5,13,5,3,13,6,3,6,0,3,4,0,4,7,0,0,0,11,19,32,19,22,46,0,5,5,0,4,4,0,0,0,0,3,4,8,6,15,75,95,170
80104103915,0,3,8,3,14,18,16,3,19,6,3,10,24,20,48,8,3,15,0,0,5,0,4,3,15,9,23,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,4,4,12,3,0,6,4,0,6,0,0,4,0,0,0,0,0,0,13,10,22,15,15,28,0,0,0,0,4,6,0,0,0,0,3,5,0,4,4,61,54,113
80104103916,8,11,12,13,11,20,5,5,3,0,0,0,17,14,29,4,8,11,0,5,5,3,0,6,6,7,16,0,0,0,3,4,5,0,0,0,9,4,10,0,0,0,10,8,21,0,10,12,10,17,24,0,3,0,6,8,12,0,0,0,21,39,57,28,45,70,0,5,5,0,3,9,0,0,0,0,9,12,22,15,36,76,92,172
80104103917,0,11,11,6,4,5,0,0,0,0,0,0,6,4,8,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,6,10,4,0,3,0,6,9,0,0,0,8,15,17,4,0,5,0,0,8,0,0,0,5,5,8,0,0,0,8,5,16,13,17,34,0,3,5,5,0,4,0,0,0,5,0,11,3,6,11,31,45,77
80104103918,3,0,4,0,0,5,0,0,0,0,0,0,0,4,9,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,7,3,0,0,0,3,5,4,0,0,0,0,10,8,3,8,4,8,0,9,0,0,0,0,4,8,0,0,0,10,8,22,11,17,33,3,0,6,0,0,0,0,0,0,3,0,6,4,0,4,25,28,50
80104103919,0,6,3,11,7,18,0,5,7,7,0,7,13,15,31,4,6,16,0,0,0,4,4,5,12,13,19,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,9,9,3,10,13,7,9,10,0,0,0,0,9,4,0,0,0,15,18,28,12,24,36,0,0,4,0,0,0,0,0,0,0,4,4,0,5,4,41,57,100
80104103920,0,3,6,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,5,14,0,0,0,12,5,16,0,0,8,3,3,5,0,0,3,4,4,10,0,0,0,10,10,20,21,19,36,0,0,0,0,0,4,0,0,0,3,4,9,3,0,3,31,32,60
80104103921,4,6,9,8,11,18,3,0,5,0,0,0,16,13,23,7,0,7,0,0,0,3,0,3,9,4,11,0,0,0,0,3,7,0,0,0,5,3,6,0,0,0,3,9,15,3,4,4,4,8,15,0,0,0,4,8,12,0,0,0,7,19,28,15,29,47,6,0,6,8,0,8,0,0,0,5,0,14,7,6,11,48,62,109
80104103922,13,11,23,20,15,35,7,4,8,10,6,9,32,22,50,10,12,24,4,0,5,3,0,3,21,15,38,0,0,0,0,4,4,0,0,4,0,7,7,0,0,0,6,8,13,8,16,19,6,7,9,0,4,5,9,8,16,0,0,0,25,27,54,33,32,67,3,0,5,0,4,0,0,0,0,4,7,9,4,8,11,104,93,199
80104103923,6,8,13,16,13,28,15,13,24,12,10,20,41,31,72,11,11,28,7,6,5,9,8,10,24,21,44,0,0,0,0,3,4,0,0,0,3,0,6,0,0,0,8,5,11,11,4,12,9,5,14,0,0,0,3,3,13,0,0,0,25,14,44,32,18,51,0,0,0,0,3,3,0,0,0,0,3,3,15,11,30,123,99,216
80104103924,3,0,9,17,13,31,6,12,18,9,0,9,33,30,64,6,8,16,5,10,15,3,0,9,23,23,37,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,8,3,3,8,3,0,3,0,0,0,4,3,9,0,0,0,10,14,28,13,25,34,0,0,0,3,0,7,0,0,0,3,0,7,11,13,24,81,87,172
80104103925,4,4,11,21,17,39,7,4,13,0,4,9,28,27,51,3,12,17,0,4,4,5,0,4,12,15,26,0,0,0,0,3,7,0,3,4,0,3,8,0,0,0,7,11,17,9,11,17,4,0,7,0,5,6,7,4,8,0,0,0,20,19,31,20,26,46,0,0,4,3,5,8,0,0,0,3,5,4,13,7,15,77,86,168
80104103926,0,0,0,3,6,7,0,0,0,0,0,0,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,4,3,0,0,0,4,10,13,3,0,3,0,5,7,0,0,0,0,5,5,0,0,0,8,10,19,10,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,19,30,52
80104103927,9,3,13,26,15,40,3,3,8,6,0,4,31,21,53,10,13,18,5,5,5,6,7,18,23,23,47,0,0,0,0,0,4,0,4,5,0,0,11,0,0,0,9,7,19,11,5,15,4,11,11,0,4,5,6,4,13,0,0,0,15,18,38,30,29,57,0,0,3,3,3,8,0,0,0,3,9,14,9,6,18,106,94,195
