SA1_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
80105105008,0,0,0,0,0,0,0,0,3,0,3,3,0,10,10,0,3,3,0,0,3,0,0,0,0,7,6,0,0,5,0,3,5,3,0,5,9,5,12,8,0,10,4,0,4,0,0,0,18,0,15,3,0,3,0,0,0,59,46,105
80105105011,0,0,3,0,0,0,0,5,5,0,5,3,0,9,9,5,7,9,9,5,8,3,3,6,5,4,13,3,5,4,8,7,11,4,6,3,5,3,11,10,0,10,12,0,15,13,0,16,67,16,79,11,0,11,0,0,0,152,70,225
80105105012,0,0,0,0,0,0,0,0,0,0,3,5,0,5,4,0,0,0,3,0,8,6,0,6,10,3,7,3,0,5,4,5,5,4,0,4,11,12,22,3,0,3,6,3,10,11,0,11,47,5,48,7,0,7,0,0,0,111,33,144
80105105013,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,4,4,0,4,9,7,4,13,5,0,8,4,3,7,5,3,4,5,5,11,11,3,17,14,0,19,10,4,13,10,0,8,59,5,66,5,0,5,3,0,3,138,53,198
80105105014,0,0,0,0,4,4,0,0,0,0,3,3,0,8,8,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,5,4,5,6,0,6,8,3,11,0,3,7,9,0,12,4,0,8,37,4,41,4,6,6,0,0,0,70,38,109
80105105015,0,0,0,0,0,0,0,5,3,0,9,9,0,14,14,0,9,9,3,9,10,0,10,12,8,10,20,7,12,12,3,20,17,11,7,17,4,6,11,5,0,5,0,0,0,0,0,0,10,0,9,0,7,6,0,10,10,61,123,176
80105105016,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,5,6,0,0,0,0,0,3,0,3,0,4,3,0,0,0,0,4,3,5,5,3,0,0,0,0,0,4,3,5,0,31,0,28,0,0,0,0,0,0,49,30,78
80105105017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,6,3,0,3,0,0,0,0,3,4,0,0,8,7,0,7,5,0,4,3,0,4,29,4,31,6,0,7,0,0,0,52,25,77
80105105018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,3,3,0,3,0,0,3,0,0,0,0,0,0,3,0,9,0,0,0,5,0,5,4,0,3,0,0,3,23,4,22,10,0,10,0,6,6,50,22,77
80105105101,0,12,14,0,0,0,0,5,5,0,5,5,0,4,4,3,3,8,4,12,11,3,0,4,12,10,18,10,10,14,6,10,19,15,15,27,21,29,53,14,12,25,16,10,25,9,3,13,32,8,42,6,5,8,3,0,3,144,139,281
80105105102,0,0,4,0,0,0,0,5,5,0,13,13,3,10,15,0,13,13,3,3,5,3,3,9,0,6,9,0,12,12,0,9,14,0,10,9,14,20,28,9,7,12,13,5,15,7,0,6,36,4,43,0,4,8,0,4,8,93,136,226
80105105105,9,12,22,0,5,5,0,4,7,0,5,5,4,3,4,0,8,9,4,5,13,3,10,15,9,34,41,9,37,48,10,33,45,8,37,41,32,111,136,26,9,40,20,31,48,19,4,22,45,31,76,16,10,25,0,0,0,196,392,592
80105105109,0,4,4,0,0,0,0,3,3,0,0,0,0,3,7,0,3,4,0,5,5,3,3,3,3,12,8,9,15,23,3,11,17,4,17,26,14,41,57,13,9,20,16,12,26,16,6,18,53,29,74,9,12,17,0,0,0,138,184,326
80105105110,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,4,4,0,0,0,0,0,5,0,0,9,3,7,9,4,11,17,4,7,11,7,15,26,11,0,11,3,9,17,0,0,3,9,4,9,5,0,5,0,0,0,42,78,124
80105105111,0,5,5,0,0,0,0,0,0,0,3,3,0,7,7,0,8,8,3,7,7,0,11,9,3,11,14,10,13,25,8,15,19,3,8,15,20,33,50,13,5,24,15,13,31,12,4,15,18,17,38,6,11,19,0,0,0,105,175,280
80105105112,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,3,0,3,0,0,0,0,4,4,3,6,11,0,5,5,0,10,9,5,14,20,5,0,5,5,5,12,4,0,4,14,4,22,0,6,5,0,0,0,43,64,108
80105105113,0,0,4,0,0,0,0,0,0,0,5,5,0,7,7,0,6,5,0,0,0,0,3,3,0,6,4,0,0,5,0,7,7,5,8,10,8,18,27,3,4,8,11,4,12,5,5,10,26,10,33,0,3,8,0,0,0,66,89,153
80105105114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105115,0,0,3,0,0,0,0,0,0,0,8,8,0,9,9,0,0,0,0,7,7,0,4,4,4,5,14,5,11,12,5,5,11,9,5,14,7,9,20,14,8,14,10,6,18,8,3,10,52,14,67,4,0,9,0,4,4,115,102,218
80105105116,0,3,3,3,0,4,0,5,5,0,8,8,3,7,9,0,0,9,0,0,4,0,0,5,0,4,4,3,0,3,0,11,12,5,4,11,9,19,25,10,10,23,12,5,23,8,3,10,16,12,29,4,3,9,0,0,0,74,115,191
80105105117,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,3,3,0,0,0,0,4,0,0,0,5,0,0,3,6,0,6,0,4,4,0,8,18,3,10,9,9,0,6,10,4,11,16,15,34,6,3,14,0,3,3,48,72,122
80105105118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,6,7,7,11,13,0,14,15,3,14,25,11,33,42,10,3,14,7,10,17,5,6,6,17,7,25,0,4,7,0,0,0,72,106,174
80105105119,4,4,4,0,6,6,0,5,5,0,0,0,0,4,4,0,0,0,0,5,5,3,11,11,0,4,3,9,11,17,3,12,18,3,18,26,7,43,50,10,0,10,8,12,26,3,3,8,37,16,51,9,0,4,0,0,0,98,144,251
80105105120,0,3,10,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,9,8,0,10,19,9,26,35,3,15,19,5,18,26,18,56,69,16,3,21,12,19,33,13,3,19,47,23,67,6,0,9,0,0,0,140,196,330
80105105301,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,7,7,9,15,0,17,19,10,16,28,5,26,32,24,40,66,17,3,18,13,11,24,8,0,5,76,38,114,10,4,8,0,0,3,174,194,369
80105105302,0,0,4,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,4,5,4,0,0,3,3,4,13,9,18,25,0,21,24,8,13,22,19,24,47,17,0,17,17,11,25,13,0,13,34,14,48,0,0,0,0,0,0,122,123,249
80105105305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105306,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,4,0,3,5,3,9,10,3,9,10,3,24,27,8,0,8,0,8,10,13,4,13,20,16,33,5,3,8,0,0,0,64,77,140
80105105307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
80105105308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105311,4,4,10,0,5,4,0,6,9,0,0,3,0,6,6,0,8,9,0,0,0,0,7,7,5,3,10,5,4,10,5,10,11,0,4,8,3,13,19,10,4,12,10,3,20,6,3,5,11,5,15,5,7,12,0,0,0,72,92,164
80105105312,0,5,11,0,0,0,0,0,4,0,5,5,0,4,4,0,6,10,0,0,6,0,3,6,3,13,12,5,12,17,0,16,19,4,19,20,13,31,41,9,5,12,18,15,30,6,0,7,40,28,66,12,3,9,0,0,0,113,165,278
80105105313,0,12,14,0,0,0,0,0,0,0,4,5,0,0,0,0,5,5,3,0,3,0,5,5,7,0,14,6,7,14,4,14,13,5,7,14,14,26,37,12,4,13,8,11,11,7,4,14,12,12,24,4,0,4,0,0,0,82,122,200
80105105314,6,8,14,0,7,7,0,3,5,0,6,6,0,9,9,0,5,5,0,6,7,3,10,18,5,19,25,7,22,28,10,16,26,10,14,18,30,47,83,18,4,23,19,12,30,18,3,23,41,11,49,11,4,18,3,0,3,182,208,390
80105105404,0,0,5,0,0,0,0,0,0,0,0,0,4,0,9,0,3,6,4,0,5,3,4,5,3,3,5,0,0,4,5,0,7,5,7,9,9,9,24,9,4,11,9,0,6,9,4,15,41,4,47,10,0,14,0,0,0,113,54,166
80105105405,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,4,4,6,4,0,4,0,0,0,0,0,4,17,0,21,0,0,0,0,0,0,37,20,55
80105105406,0,0,0,0,0,0,0,5,5,0,0,0,0,4,9,0,15,15,0,3,8,4,7,8,0,12,12,8,10,17,0,8,11,5,7,12,9,10,20,12,3,13,12,9,21,6,0,11,37,10,49,9,4,19,0,0,0,119,94,216
80105105407,0,0,4,0,0,0,0,0,0,5,9,11,3,8,11,0,7,4,4,0,10,6,0,5,4,3,11,3,8,10,5,4,9,0,5,4,6,11,21,12,0,13,11,0,13,13,6,19,33,7,38,4,8,12,0,0,0,112,85,201
80105105408,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,4,3,0,6,9,6,7,11,9,13,20,4,0,3,9,3,13,7,0,7,11,9,14,0,8,8,0,0,0,47,62,109
80105105409,4,7,8,3,0,5,0,3,4,0,0,0,0,13,17,3,7,12,4,7,12,4,11,20,11,16,22,10,22,34,10,31,41,11,26,34,30,53,85,35,8,43,24,14,36,12,6,22,40,8,51,4,8,11,0,3,3,217,239,456
80105105410,0,0,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,3,4,0,11,6,6,10,17,5,19,25,6,8,15,16,27,40,15,6,19,13,5,17,20,0,22,35,15,48,4,3,11,0,0,0,116,117,236
80105105501,0,0,0,0,0,0,0,6,6,0,0,0,0,10,10,3,9,11,5,3,4,0,3,5,0,8,6,5,4,6,5,0,5,0,3,3,19,12,30,3,0,3,7,0,7,18,0,14,42,5,50,4,4,8,0,0,0,113,64,181
80105105502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,4,0,7,4,7,9,0,3,3,0,0,3,14,0,15,11,0,11,4,0,11,9,0,8,30,0,35,0,5,4,0,0,0,93,40,130
80105105503,3,0,3,0,0,0,0,3,3,0,3,3,0,9,11,0,9,9,5,3,10,3,4,8,0,4,8,9,0,11,5,5,7,0,4,4,4,9,9,9,0,9,13,3,7,11,0,11,27,3,31,4,0,3,0,0,0,99,60,162
80105105504,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,0,4,9,0,3,9,3,3,6,4,3,8,4,3,8,3,5,6,10,0,12,9,5,20,14,9,12,4,0,8,13,4,12,27,3,38,7,0,3,0,0,0,102,54,153
80105105505,0,0,0,0,0,0,0,5,5,0,3,3,0,9,12,3,3,8,4,10,13,4,5,9,9,13,19,9,16,25,5,21,25,7,16,25,25,16,38,19,4,21,13,3,14,12,0,12,32,10,38,0,0,3,0,3,3,137,142,278
80105105506,0,0,0,0,3,3,0,4,4,0,3,3,0,11,8,0,4,5,0,3,5,6,3,5,4,6,10,5,0,5,8,0,11,3,7,8,9,12,22,8,0,14,15,8,16,13,0,13,32,6,46,3,4,7,0,4,7,122,76,196
80105105507,0,0,0,0,0,0,0,0,0,0,5,0,6,12,10,0,0,0,0,0,3,0,4,0,0,3,4,5,0,9,4,5,12,9,3,8,4,11,16,17,0,13,14,0,10,5,0,6,42,4,42,4,0,11,0,0,6,111,55,168
80105105508,0,3,5,0,0,3,0,0,0,0,4,3,0,3,9,0,0,4,4,4,5,6,9,13,0,9,7,5,7,13,9,6,13,12,4,11,16,10,27,14,0,16,15,4,19,11,0,11,49,4,52,13,6,14,0,0,0,167,63,231
80105105509,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,3,11,0,0,0,10,4,11,4,6,4,4,0,7,6,4,3,5,0,12,7,4,14,11,0,10,13,0,14,30,4,36,3,4,5,0,0,0,99,39,138
80105105601,0,0,0,0,0,0,0,0,0,0,4,4,0,12,12,0,3,3,0,0,6,0,3,3,0,7,8,5,8,15,6,8,12,10,10,16,17,13,29,8,3,9,13,5,12,19,0,19,45,3,51,8,4,10,0,0,0,139,80,215
80105105602,3,0,3,0,0,0,0,3,3,4,3,5,7,7,9,0,3,3,0,0,7,4,5,10,0,5,9,10,0,7,11,0,8,10,4,9,14,6,21,11,0,11,9,3,10,14,0,19,44,5,50,11,0,10,4,0,4,153,54,206
80105105603,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,4,6,3,3,10,9,0,0,5,4,15,21,9,12,19,7,14,25,4,4,7,17,12,27,10,0,11,7,4,11,6,0,6,35,0,38,8,0,8,0,3,4,114,80,199
80105105604,0,0,4,0,0,0,0,0,0,0,3,3,4,11,13,0,0,0,0,5,9,5,0,3,0,3,8,3,0,7,0,3,4,8,4,8,11,4,19,6,0,8,8,3,9,12,0,12,47,3,54,3,0,3,0,3,0,111,52,157
80105105605,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,0,0,0,3,3,6,0,4,0,7,8,5,10,7,7,7,7,11,0,13,9,0,10,10,0,7,16,0,19,10,0,10,66,0,66,3,0,4,0,0,0,142,41,184
80105105606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,9,8,10,5,0,5,8,0,8,5,0,5,20,0,25,0,0,0,0,0,0,61,10,72
80105105607,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,3,3,0,4,4,4,0,5,3,8,7,0,0,0,0,0,3,7,0,5,4,0,4,8,5,8,11,0,11,67,4,70,7,0,7,0,0,0,118,30,147
80105105701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,8,5,8,8,4,4,8,3,3,7,3,4,9,7,3,5,13,6,21,9,0,9,10,4,15,12,0,11,38,11,46,11,6,12,0,0,0,117,64,177
80105105702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,3,0,3,4,4,3,0,4,7,14,6,22,15,0,11,4,4,5,4,0,9,21,0,20,4,0,6,0,0,0,69,39,99
80105105703,0,0,0,0,0,0,0,4,4,0,4,4,5,16,17,0,6,6,3,0,6,0,4,3,5,6,8,4,0,4,5,0,5,0,4,3,6,3,9,3,0,8,3,6,6,3,0,3,28,3,26,4,0,5,0,0,0,76,46,127
80105105704,0,0,0,0,3,3,0,9,4,0,4,4,0,9,9,0,0,0,0,5,3,0,0,0,0,7,11,4,3,11,7,5,6,6,4,8,7,4,13,6,0,6,6,0,4,3,0,6,27,4,29,0,0,0,0,0,0,76,54,131
80105105705,0,0,0,0,0,0,0,6,7,0,10,9,0,17,17,0,0,0,3,5,10,0,5,5,4,3,8,11,8,15,5,7,14,10,0,9,7,15,21,12,0,16,8,0,8,12,0,12,36,0,40,8,0,8,0,0,7,125,82,206
80105105706,0,5,4,0,4,4,0,3,3,3,0,6,0,15,15,0,8,8,0,11,11,5,6,8,3,0,8,0,5,5,0,14,13,9,4,8,9,26,31,5,0,6,8,0,9,12,0,13,6,0,7,0,0,0,0,7,7,61,118,178
80105105708,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,5,3,3,8,6,5,12,4,4,13,8,4,9,12,0,13,17,13,24,14,0,14,4,3,6,14,5,18,41,3,44,0,6,9,0,0,0,121,69,186
80105105709,4,3,3,0,0,6,0,4,4,0,8,11,0,13,13,0,6,8,0,11,14,5,7,10,4,8,11,3,17,22,7,16,26,8,16,22,9,21,34,17,0,17,11,0,7,13,0,13,13,8,14,4,0,5,0,0,0,98,134,229
80105105711,0,0,0,0,0,0,0,0,4,0,6,6,0,5,12,0,4,4,9,6,10,4,5,11,7,15,19,10,11,26,15,41,54,18,30,43,43,59,103,29,9,35,25,13,37,20,3,27,48,24,76,10,5,18,0,0,0,234,251,486
80105105712,0,8,8,0,0,0,0,0,0,0,3,3,0,0,3,0,5,5,0,4,3,4,15,14,7,12,20,8,24,35,4,21,22,9,22,26,21,31,53,21,4,27,13,7,26,15,0,12,29,9,37,3,5,13,0,0,0,131,184,317
80105105713,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,0,3,3,3,0,3,3,9,11,5,3,9,5,3,4,0,0,4,3,4,6,8,11,19,7,0,6,14,0,14,3,0,8,31,3,33,3,0,3,0,0,0,92,42,134
80105105714,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,3,3,0,3,4,0,0,4,0,9,7,0,0,4,0,0,0,0,3,8,7,3,6,4,0,4,11,0,9,8,0,5,26,6,32,0,3,3,0,0,0,61,42,103
80105105715,0,3,3,0,0,0,0,0,0,0,3,3,3,9,7,0,4,8,0,0,4,3,5,8,4,0,6,3,4,7,0,10,10,0,3,9,4,11,16,13,0,8,4,0,4,5,0,7,10,8,16,3,3,7,0,3,3,56,75,132
80105105801,0,3,4,0,0,0,0,3,3,0,5,5,0,6,6,0,4,4,0,3,3,3,0,3,4,7,5,6,6,6,3,3,9,9,3,9,13,3,17,7,5,10,12,3,17,12,0,15,69,3,74,11,0,6,0,0,0,151,51,200
80105105802,0,0,0,0,0,0,0,3,3,0,6,6,0,6,9,0,0,6,6,3,10,0,5,5,3,3,6,3,3,4,0,6,9,4,8,9,18,4,19,8,0,7,7,0,6,4,0,7,45,10,54,0,3,6,0,0,0,110,67,173
80105105803,0,3,5,0,0,0,0,0,0,0,3,3,3,5,8,4,6,13,6,3,6,3,3,11,3,0,7,5,9,14,0,10,13,0,7,8,3,12,20,4,4,8,7,5,9,11,0,11,44,9,46,8,3,10,0,0,4,115,91,199
80105105804,0,0,0,0,0,0,0,0,0,0,5,7,4,5,7,0,0,5,0,0,0,4,0,8,0,0,0,7,4,9,6,3,3,3,3,9,6,0,9,9,0,11,11,6,18,3,0,8,24,3,34,10,0,5,0,0,0,85,38,126
80105105805,0,5,5,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,3,0,0,3,7,0,7,3,3,3,7,0,7,7,3,14,6,0,8,5,0,5,3,0,3,23,0,28,3,0,4,0,0,0,67,29,90
80105105806,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,0,3,8,0,6,8,0,3,3,4,0,4,11,4,12,3,3,5,3,0,3,6,15,25,10,0,9,3,0,5,3,0,3,20,0,26,3,0,9,0,0,0,74,56,136
80105105807,0,6,6,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,3,6,11,5,8,9,12,5,15,3,6,5,0,3,9,11,10,21,13,0,13,13,3,18,7,0,7,73,4,76,7,4,10,0,0,0,152,55,206
80105105808,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,0,4,3,0,7,7,3,0,6,4,10,14,8,5,13,0,5,8,12,6,21,9,0,11,12,4,15,10,0,10,62,14,74,13,0,14,0,0,0,136,64,196
80105105809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,0,5,6,0,4,4,0,3,4,0,4,5,4,4,4,3,6,7,13,0,9,6,0,8,4,0,6,48,0,50,8,0,11,0,0,0,92,32,126
80105105810,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,6,4,0,4,0,0,0,0,5,6,0,3,3,3,0,4,5,0,5,5,9,15,5,0,7,3,3,4,4,0,10,44,3,45,4,0,9,0,0,0,82,39,122
80105105811,0,0,0,0,3,3,0,4,4,0,3,8,0,22,22,0,3,4,0,3,3,0,8,8,3,8,10,9,11,14,0,10,13,5,3,7,9,19,24,13,3,14,6,0,6,5,0,9,64,5,67,5,0,7,0,0,5,123,107,232
80105105812,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,4,0,0,5,7,8,12,0,9,9,6,0,7,11,4,16,12,3,13,3,6,7,6,0,5,42,7,48,4,0,8,0,0,0,94,44,139
80105105813,0,5,3,0,0,0,0,4,4,0,8,5,5,12,19,4,4,8,3,0,4,0,3,11,3,15,18,5,20,18,3,16,15,10,20,26,11,28,46,15,16,27,16,8,18,12,3,12,34,16,50,3,7,11,0,0,0,131,181,311
80105105814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106003,3,0,3,0,0,0,3,5,8,0,7,7,4,12,10,0,8,10,3,8,7,0,10,10,4,8,8,3,20,25,3,23,26,8,19,23,13,51,67,20,7,27,32,12,35,19,0,16,57,13,70,7,8,13,0,0,0,180,198,380
80105106006,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,3,3,0,10,6,3,4,12,6,11,16,0,3,7,18,0,17,3,0,3,10,0,9,6,3,7,45,9,58,8,7,11,0,0,3,104,68,168
80105106007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,8,0,3,3,3,0,3,5,4,9,0,4,6,6,3,14,10,0,9,9,3,5,0,4,4,43,4,46,4,0,4,0,0,0,84,41,123
80105106008,5,3,4,0,0,3,0,0,0,0,5,5,0,0,0,0,11,11,0,7,9,0,0,0,5,6,14,3,14,20,5,13,22,0,18,22,14,43,54,10,8,13,8,9,22,7,3,8,10,14,21,3,4,3,0,0,0,82,158,236
80105106009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106010,0,3,3,0,0,0,0,0,3,0,5,5,0,4,4,0,0,3,0,4,6,0,0,0,0,9,9,0,10,10,0,11,11,7,9,19,13,29,46,8,9,16,10,9,20,4,0,3,22,10,29,5,4,3,0,0,0,71,103,179
80105106011,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,4,4,3,5,6,8,3,13,4,11,10,0,0,3,5,10,12,5,0,9,7,3,15,7,4,13,37,4,39,5,4,8,0,0,0,77,58,134
80105106012,0,4,5,0,0,0,0,5,4,0,5,0,0,15,15,0,9,7,0,4,6,0,4,5,3,0,8,0,12,10,4,15,18,4,3,8,8,38,45,8,5,9,11,11,23,6,7,10,43,11,55,10,5,19,0,4,4,113,143,259
80105106013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,5,4,0,4,6,3,0,3,0,3,3,0,15,12,9,4,5,3,3,4,0,0,0,13,5,17,0,0,0,0,0,0,29,48,75
80105106014,4,0,7,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,0,7,3,4,8,5,9,14,0,17,21,7,20,27,8,21,23,22,35,58,15,10,29,19,14,31,14,0,17,44,18,62,6,4,6,0,0,0,155,164,318
80105106015,0,3,3,0,0,0,0,5,5,0,13,13,0,13,13,0,11,11,4,3,0,0,6,3,3,14,10,3,14,19,8,12,16,5,12,14,11,21,35,13,7,15,9,11,21,7,7,17,39,14,55,6,3,6,0,4,4,105,151,255
80105106101,0,0,0,0,0,0,0,9,9,0,9,8,0,13,13,6,0,7,6,4,5,3,5,7,4,0,6,3,6,4,9,0,11,3,0,5,7,4,11,13,0,13,10,3,14,10,0,10,31,0,37,3,0,3,0,0,3,113,51,172
80105106102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,3,7,6,6,8,5,3,12,3,5,10,0,0,3,5,4,13,10,0,10,9,3,13,11,0,9,27,3,32,0,0,0,0,0,0,88,38,127
80105106103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,5,3,3,6,5,5,7,3,6,14,18,10,25,17,0,19,18,8,19,9,0,12,34,3,38,4,0,5,0,0,0,116,56,173
80105106106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,0,0,0,3,3,12,0,0,0,0,0,0,4,0,6,0,0,0,5,0,5,6,0,8,25,0,25,0,3,3,0,0,0,54,33,84
80105106107,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,4,3,0,3,0,4,10,3,5,5,0,6,5,5,5,10,3,0,3,10,3,16,8,0,7,6,0,6,7,0,7,32,5,37,5,0,7,0,0,0,89,40,132
80105106108,0,0,0,0,0,0,0,4,4,0,9,9,0,11,12,8,9,13,3,12,18,3,3,11,5,9,24,7,8,14,3,4,12,3,4,11,10,7,22,13,0,13,14,0,16,3,0,3,28,9,34,4,0,5,0,0,3,120,98,217
80105106109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,8,0,6,6,0,4,7,4,0,4,0,4,3,3,0,3,15,9,18,8,0,8,11,0,11,3,0,3,51,3,53,9,0,9,0,0,0,119,29,145
80105106110,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,4,3,4,8,0,5,5,0,0,7,4,3,8,3,0,3,14,3,21,11,0,11,10,0,11,12,0,11,44,0,42,10,0,10,0,0,0,100,34,139
80105106111,0,0,0,0,0,0,0,0,0,0,5,5,0,9,9,3,10,9,0,0,9,7,0,7,4,7,9,3,0,7,6,0,5,0,0,5,6,0,8,8,0,8,8,0,11,7,0,6,30,5,34,6,0,6,0,0,0,90,42,134
