SA1_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
80101100208,0,0,4,4,0,10,5,9,7,15,19,39,18,8,11,38,9,0,13,25,4,4,8,11,5,0,6,15,0,0,0,5,0,0,0,0,41,32,75,150,0,0,5,5,0,6,13,25,12,21,22,59,11,8,9,28,5,3,14,27,0,0,9,10,9,0,13,15,4,0,4,6,0,0,0,0,39,35,93,173,0,0,11,13,0,7,25,31,21,35,44,98,33,15,18,70,13,3,36,53,6,3,13,22,9,0,16,27,4,0,4,12,0,0,0,6,86,70,165,324
80101100209,0,0,3,8,4,0,12,17,9,8,14,32,11,0,12,23,6,0,3,14,0,0,9,10,3,0,6,8,0,0,0,0,0,0,0,0,35,22,58,112,0,0,0,6,3,3,4,11,16,4,22,44,10,3,10,17,5,0,10,11,4,0,5,8,0,0,3,3,0,0,0,0,0,0,0,0,34,15,51,100,0,3,4,11,3,8,16,29,27,16,38,77,14,8,21,41,10,0,14,26,3,0,10,18,3,0,6,12,0,0,0,0,0,0,0,0,67,34,117,213
80101100210,0,0,4,4,0,5,12,9,11,11,18,40,12,7,13,22,3,0,17,23,7,0,6,16,11,0,3,10,11,0,5,10,0,0,0,6,49,24,71,140,0,0,3,3,0,7,11,23,10,10,17,39,11,3,17,27,0,0,11,15,9,0,8,19,9,0,10,15,7,0,3,11,0,0,0,0,53,27,82,156,0,0,5,5,0,10,22,34,17,23,34,73,24,14,28,53,9,0,33,44,16,0,16,34,16,3,10,30,18,0,11,27,0,0,0,6,99,43,155,297
80101100211,0,0,7,7,0,12,16,28,33,24,47,97,26,3,22,45,6,3,21,30,3,0,9,16,3,0,3,10,0,0,0,3,0,0,0,0,71,38,136,248,0,0,11,11,3,7,18,30,35,17,26,84,21,3,14,37,3,0,13,15,0,0,14,13,4,0,5,9,0,0,4,9,0,0,3,3,71,32,116,218,0,0,22,22,10,15,45,66,70,43,75,183,43,7,32,85,12,3,35,48,8,0,26,30,8,0,12,24,4,0,5,11,0,0,7,7,142,71,253,465
80101100212,0,0,0,0,0,6,15,17,12,3,9,22,12,0,3,18,0,3,4,7,6,0,0,6,12,0,5,20,24,0,11,33,21,0,3,23,87,16,40,147,0,0,3,3,0,4,10,10,13,4,3,25,15,4,8,22,5,0,0,10,7,0,5,8,19,3,12,28,24,0,31,56,14,0,37,54,95,12,109,215,0,0,6,6,0,8,24,32,26,11,15,49,24,5,8,39,8,0,4,16,13,0,5,15,29,7,12,48,49,4,46,95,36,0,39,71,182,34,151,368
80101100213,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,10,0,0,0,0,5,4,0,6,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,19
80101100215,0,0,4,4,0,8,23,37,36,37,76,147,14,7,17,39,8,0,8,14,0,0,4,7,0,0,4,3,4,0,3,3,0,0,0,0,64,56,140,260,0,0,5,5,4,17,35,50,43,32,47,122,14,3,16,36,3,0,6,8,0,0,9,5,0,0,8,4,0,0,0,5,0,0,0,0,62,53,117,233,0,0,13,13,4,30,57,85,78,73,121,269,26,8,35,71,3,5,17,23,0,3,10,14,0,0,5,7,3,0,3,7,0,0,0,0,127,109,260,497
80101100216,0,3,12,16,14,50,87,148,105,115,133,348,36,11,7,56,10,0,13,22,8,0,4,16,4,0,0,4,0,0,0,0,0,0,0,0,173,181,257,613,0,0,10,10,15,73,90,174,119,113,128,360,19,5,11,46,8,0,12,24,5,0,9,18,4,0,7,12,0,0,0,0,0,0,0,0,179,194,278,648,0,10,22,31,34,122,169,327,219,223,265,708,54,19,27,101,21,0,26,44,17,0,13,31,8,0,7,12,0,0,0,0,0,0,0,0,354,369,529,1257
80101100217,0,0,0,0,0,4,12,17,14,22,40,84,12,3,13,27,0,6,3,13,4,0,9,8,5,0,5,4,4,0,0,3,0,0,0,0,34,36,88,161,0,0,0,0,0,5,27,36,21,22,31,68,4,0,13,20,3,4,7,14,4,0,8,12,4,0,5,5,0,0,4,3,0,0,0,0,34,38,92,167,0,0,5,6,0,12,41,49,34,47,71,148,16,8,30,53,3,8,16,28,7,0,13,17,7,0,9,18,3,0,4,4,0,0,0,0,72,68,179,325
80101100218,0,0,7,6,0,8,27,31,37,33,50,121,29,4,11,44,3,3,11,17,5,0,8,10,4,0,0,6,0,0,0,0,0,0,0,0,80,47,112,238,0,4,11,9,3,7,18,36,45,36,40,118,16,3,24,45,4,0,15,18,3,0,6,14,5,0,5,11,0,0,0,0,0,0,0,0,69,53,124,246,0,5,13,11,0,19,51,71,84,68,87,235,41,6,39,89,5,5,32,38,7,0,10,21,10,0,5,14,0,0,0,0,0,0,0,0,148,99,237,477
80101100219,0,0,4,4,0,9,15,23,19,32,60,106,17,5,14,34,4,0,5,9,4,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,42,50,107,195,0,0,0,0,0,12,14,26,24,29,36,86,7,5,14,29,4,0,4,5,0,0,4,3,0,0,3,3,0,0,0,3,0,0,0,0,42,43,71,153,0,0,3,3,0,15,29,43,39,62,96,190,26,4,31,64,10,0,4,18,3,0,9,11,0,0,3,3,0,0,0,0,0,0,0,0,79,86,178,347
80101100220,0,0,5,3,0,0,3,8,14,17,21,51,17,3,6,30,4,0,5,9,3,0,3,7,0,0,0,5,0,0,0,0,0,0,0,0,36,25,40,108,0,0,5,5,4,6,5,15,12,15,13,41,10,5,12,23,5,0,8,13,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,38,25,43,103,0,0,7,9,4,6,12,24,28,32,36,92,32,3,17,50,9,5,12,27,3,0,4,5,0,0,5,5,0,0,0,0,0,0,0,0,73,46,89,205
80101100221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100222,0,0,0,0,0,20,24,49,28,30,41,95,27,10,29,65,10,0,18,22,9,0,11,17,0,0,0,10,3,0,0,5,0,0,0,3,82,54,129,268,0,0,4,4,0,15,15,40,37,30,49,118,23,9,14,40,11,0,7,14,9,0,5,12,4,0,0,3,5,0,5,7,0,0,0,3,85,53,102,241,0,0,6,6,6,36,40,81,63,56,87,214,46,14,45,104,13,0,21,40,12,4,14,30,7,0,4,16,8,0,6,17,3,0,3,4,165,109,230,510
80101100223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100225,0,0,5,5,3,9,23,32,23,14,31,68,20,3,9,27,6,0,4,14,9,0,9,17,8,0,0,6,4,0,0,5,4,0,0,4,65,29,87,181,0,0,0,0,0,11,26,34,26,20,21,69,17,0,13,25,7,0,5,14,9,0,3,10,8,0,4,13,3,0,0,9,0,0,0,0,71,33,78,179,0,0,3,3,0,16,49,70,46,34,55,139,37,4,14,55,8,0,14,29,13,0,18,28,13,0,4,23,11,0,3,16,4,0,0,6,134,58,168,358
80101100301,0,0,5,5,0,3,26,26,17,10,48,78,28,6,6,45,9,0,0,9,3,0,7,11,7,0,0,4,4,0,0,4,0,0,0,0,59,23,91,174,0,0,0,0,4,3,27,34,24,15,30,71,19,4,3,24,3,0,5,10,0,0,8,7,4,0,0,10,3,0,0,3,0,0,0,0,61,19,76,151,0,0,5,5,7,6,50,57,39,27,79,144,43,7,14,69,9,0,3,18,5,0,14,18,12,0,3,12,6,0,0,6,0,0,0,0,117,45,169,328
80101100304,0,0,14,14,0,8,45,50,32,36,57,120,44,8,22,76,16,3,17,32,18,0,5,29,13,0,0,13,4,0,0,4,0,0,0,0,126,56,158,335,0,0,15,16,0,15,45,57,36,36,55,133,42,8,29,78,28,3,19,44,16,0,13,31,11,0,9,18,8,0,3,7,0,0,0,0,134,56,181,372,0,0,26,27,0,23,85,103,66,69,115,253,85,10,53,149,40,4,36,80,38,3,15,54,20,0,9,26,9,0,3,12,0,0,0,4,260,111,336,704
80101100306,0,0,3,3,0,0,20,18,11,13,28,52,18,4,7,25,8,3,3,10,6,0,0,8,8,3,0,10,4,0,5,3,3,0,0,3,55,22,70,151,0,0,0,0,0,0,30,29,15,12,29,54,20,3,17,28,4,0,12,18,8,0,8,14,7,0,4,16,0,0,5,3,0,0,0,3,53,21,103,176,0,0,7,7,0,8,48,48,28,27,59,110,31,6,22,57,16,3,19,34,12,0,9,27,18,7,12,28,5,0,3,11,7,0,0,9,112,43,166,324
80101100307,0,0,0,0,0,0,17,21,5,3,22,31,7,0,8,19,5,3,0,10,3,0,0,5,6,0,0,8,0,0,4,4,0,0,0,0,33,11,65,102,0,0,6,6,0,4,18,22,4,5,15,24,13,0,6,12,10,0,4,10,0,0,8,11,4,0,4,8,4,0,8,10,0,0,0,0,33,4,71,111,0,0,8,8,0,0,43,43,10,4,41,57,22,3,10,37,16,3,5,19,7,0,10,14,8,0,4,15,4,0,9,12,0,0,0,0,63,15,131,213
80101100308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100309,0,0,8,8,0,4,13,17,11,13,21,43,16,0,4,16,6,4,7,15,3,0,0,6,4,0,0,3,0,0,0,0,0,0,0,0,35,20,54,113,0,0,12,15,0,7,26,36,13,10,23,45,12,0,9,20,6,0,12,15,3,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,40,23,82,137,0,0,13,16,0,10,42,51,21,25,47,90,25,0,16,42,12,0,15,26,8,0,0,16,3,0,4,14,0,0,0,0,0,0,0,0,75,40,139,250
80101100310,0,0,9,9,0,0,13,16,5,3,16,26,7,4,4,21,11,3,3,21,13,0,0,11,5,0,0,5,5,0,0,5,0,0,0,0,44,15,51,102,0,0,4,4,0,0,12,9,10,5,10,21,8,0,9,17,11,0,4,16,11,0,0,13,3,0,4,12,0,0,0,4,0,0,0,0,41,9,46,100,0,0,15,15,0,0,22,27,10,9,28,43,11,8,17,38,17,3,5,33,22,5,5,25,11,0,4,13,6,0,0,4,0,0,0,0,85,20,95,204
80101100311,0,0,4,4,0,0,12,18,8,7,17,34,11,0,3,9,4,0,0,7,11,7,0,14,8,0,0,9,7,0,0,7,0,0,0,0,51,18,39,106,0,0,9,9,0,0,13,19,11,12,26,44,7,0,3,14,3,0,7,11,13,3,14,25,7,3,3,19,0,0,0,9,0,0,0,0,49,16,69,138,0,0,8,8,0,0,28,33,22,15,40,75,15,4,5,26,11,0,8,17,21,4,11,34,18,4,3,23,15,0,0,11,0,0,0,3,102,31,105,241
80101100312,0,0,23,23,0,5,23,29,16,12,41,68,27,4,8,41,18,0,7,26,26,3,3,30,13,0,0,15,8,0,0,10,0,0,0,0,106,28,104,238,0,0,12,11,3,3,41,43,17,16,39,70,31,5,10,42,20,0,11,31,19,4,13,29,16,0,3,21,3,0,5,7,0,0,5,5,110,29,128,268,0,0,32,34,5,10,60,71,35,25,81,138,54,6,20,80,37,6,18,58,44,5,18,60,32,0,0,38,9,0,4,19,0,0,5,5,220,55,237,513
80101100314,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
80101100315,0,0,9,9,0,0,12,11,5,6,14,25,4,6,7,13,20,0,5,25,7,0,11,19,28,0,3,36,17,0,0,17,7,0,0,7,86,18,56,155,0,0,10,10,0,0,18,15,6,0,19,28,14,3,5,22,14,3,3,18,13,0,5,16,28,3,7,33,16,0,8,20,0,0,3,6,83,14,71,170,0,0,18,18,0,4,27,29,15,12,28,57,14,9,10,33,35,3,11,43,17,0,15,32,49,3,9,66,32,0,8,40,5,0,3,6,172,31,127,324
80101100316,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,4,7,0,0,13,0,0,0,6,11,3,0,13,14,0,4,22,5,0,7,15,46,8,18,75,0,0,7,7,0,0,0,0,0,0,0,0,8,0,0,8,7,0,0,8,10,0,5,13,10,0,0,10,15,0,20,34,4,0,16,24,46,3,50,102,0,0,12,12,0,3,0,0,0,0,0,0,7,0,0,7,15,8,0,26,8,0,3,15,22,3,0,23,31,0,25,54,13,0,23,38,93,11,69,173
80101100317,0,0,0,0,0,8,37,49,37,27,60,121,12,3,18,35,0,0,7,9,0,0,7,4,3,0,0,3,0,0,0,0,0,0,0,0,55,40,129,221,0,0,0,0,7,10,30,48,40,25,49,107,8,7,11,30,0,0,5,4,0,0,8,7,5,0,3,10,0,0,5,5,0,0,0,0,57,42,116,218,0,0,4,4,7,20,63,90,74,50,110,232,20,8,33,60,3,0,13,17,0,0,9,11,9,0,9,9,0,0,5,5,0,0,0,0,111,77,251,437
80101100318,0,0,9,9,0,0,7,7,0,3,10,14,7,0,0,8,20,0,0,18,11,4,0,17,24,0,0,27,3,0,0,8,0,0,0,0,69,9,29,105,0,0,11,11,0,0,3,3,0,0,7,6,17,0,3,17,13,0,5,20,19,0,0,24,19,0,7,27,3,0,7,7,0,0,0,0,72,6,35,118,0,0,19,19,0,0,11,11,0,4,14,21,24,0,4,26,35,3,5,38,26,4,0,40,47,0,7,54,13,0,7,15,0,0,0,0,140,13,67,223
