SA1_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
80104111702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111801,0,0,17,17,0,7,16,16,26,12,20,54,63,4,7,74,27,0,4,28,5,0,3,7,6,0,0,8,0,0,0,3,0,0,0,0,119,22,68,208,0,0,20,20,0,0,13,18,28,10,28,67,66,0,21,84,18,4,12,38,0,0,10,10,6,0,6,8,0,0,0,0,0,0,0,0,120,23,110,251,0,0,40,40,0,3,24,33,55,23,48,120,126,10,27,161,45,7,19,69,4,0,10,13,9,0,11,16,3,0,7,4,0,0,0,0,240,43,175,459
80104111803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
80104112001,0,0,14,14,0,0,9,10,19,0,11,32,44,5,7,52,18,0,0,18,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,87,7,45,133,0,0,9,9,0,0,10,10,30,0,6,38,41,0,13,51,10,0,4,11,4,0,3,4,4,0,3,9,0,0,0,0,0,0,0,0,80,7,46,138,0,0,20,20,0,0,15,23,44,8,17,68,80,6,16,101,29,0,5,32,3,0,3,7,4,0,3,4,7,0,0,8,0,0,0,0,167,14,87,264
80104112003,0,0,17,17,0,0,16,16,13,6,13,37,61,0,3,71,19,0,4,29,6,0,0,7,3,0,0,6,0,0,0,0,0,0,0,0,104,18,51,179,0,0,28,28,0,0,7,13,25,7,0,38,52,0,10,62,17,4,5,31,8,0,3,10,0,0,0,4,0,0,0,0,0,0,0,0,110,20,58,186,0,0,45,45,0,6,25,27,38,22,18,72,109,5,12,130,36,12,9,57,15,6,3,19,4,3,3,11,0,0,0,0,0,0,0,0,208,42,108,364
80104112005,0,0,9,9,0,0,3,5,24,4,12,42,39,3,0,49,20,0,3,21,7,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,92,6,34,132,0,0,10,10,0,0,3,6,32,10,12,49,36,0,5,43,10,0,0,14,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,90,12,30,127,0,0,16,16,0,3,6,14,56,14,24,94,79,5,7,93,27,0,7,34,8,0,0,8,0,0,6,3,0,0,0,0,0,0,0,0,178,19,61,257
80104112006,0,0,15,15,0,0,15,15,27,6,21,55,44,3,0,55,21,3,0,26,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,104,16,51,170,0,0,13,13,6,0,6,13,33,13,9,56,42,5,9,46,16,0,7,20,3,0,4,10,0,0,0,4,0,0,0,0,0,0,0,0,100,15,50,170,0,0,27,27,6,0,20,25,66,13,29,110,87,11,5,101,32,6,12,48,13,0,4,18,8,0,0,10,4,0,0,4,0,0,0,0,206,32,97,336
80104112007,0,0,11,11,0,0,7,7,17,6,6,26,44,3,8,48,9,0,0,15,4,0,0,4,8,0,0,5,0,0,0,0,0,0,0,0,82,10,34,122,0,0,6,6,0,4,3,9,29,7,10,46,31,5,8,43,5,0,6,14,10,0,0,7,4,0,0,3,0,0,3,5,0,0,0,0,78,14,38,129,0,0,19,19,0,6,8,14,42,14,16,76,74,5,17,98,16,0,7,27,12,0,0,9,9,0,5,11,4,0,3,3,0,0,0,0,159,21,72,255
80104112008,0,0,4,4,0,4,10,8,25,7,25,65,20,3,8,37,4,0,10,10,8,0,3,11,6,0,0,0,0,0,0,0,0,0,0,0,55,23,60,136,0,0,4,4,3,4,13,18,29,9,23,65,13,0,11,27,6,3,4,11,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,57,16,66,137,0,0,6,6,3,9,19,28,61,21,48,131,34,3,23,63,10,4,10,27,7,0,8,15,4,0,4,10,0,0,0,0,0,0,0,0,117,38,125,276
80104112009,0,0,3,3,0,6,12,16,39,17,26,72,42,0,13,53,8,0,0,10,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,0,92,27,46,159,0,0,8,8,5,9,8,13,48,14,10,82,36,5,10,44,0,0,5,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,95,25,48,169,0,0,11,11,5,14,17,31,87,27,34,153,74,0,19,94,13,0,5,20,3,0,6,14,4,0,0,9,0,0,0,0,0,0,0,0,184,49,93,324
80104112010,0,0,19,19,0,0,9,9,15,8,7,32,47,0,8,55,25,4,3,26,3,0,4,7,4,0,0,5,0,0,0,0,0,0,0,0,94,15,52,158,0,0,12,12,0,0,4,5,25,6,3,36,43,5,8,58,18,0,3,18,4,0,3,13,0,0,0,6,0,0,0,0,0,0,0,0,97,12,40,141,0,0,31,31,0,0,14,18,38,11,18,66,93,7,13,114,41,4,7,46,7,0,12,18,9,0,3,14,0,0,0,0,0,0,0,0,188,25,93,302
80104112011,0,0,13,13,0,0,10,4,7,0,15,26,37,3,0,34,29,0,0,23,4,0,0,9,4,0,0,4,0,0,0,4,0,0,0,0,76,6,37,120,0,0,8,8,0,0,7,7,18,0,4,22,38,5,0,41,17,0,0,19,3,0,0,9,4,0,5,11,0,0,0,0,0,0,0,0,80,11,22,114,0,0,22,22,0,0,14,10,22,3,21,45,73,3,3,84,45,0,0,44,12,0,5,13,12,0,5,15,0,0,4,3,0,0,0,0,161,15,62,236
80104112012,0,0,19,19,0,0,11,13,19,8,14,44,51,3,4,62,8,7,6,15,7,0,3,10,0,0,0,3,0,0,0,6,0,0,0,0,90,14,57,165,0,0,9,9,0,3,4,11,40,7,10,62,39,3,14,53,3,6,7,15,7,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,93,18,51,162,0,0,24,24,0,0,19,21,59,18,26,105,90,7,21,117,15,3,16,29,12,0,14,21,0,0,3,4,3,0,0,3,0,0,0,0,185,36,108,327
80104112013,0,0,16,16,0,0,12,12,15,4,12,26,49,4,6,55,21,0,3,26,11,0,6,19,3,0,0,3,0,0,0,0,0,0,0,0,107,11,50,161,0,0,8,8,0,3,10,13,24,3,4,33,49,0,9,62,17,0,0,20,5,0,3,8,0,0,3,3,4,0,0,4,0,0,0,0,104,9,38,151,0,0,19,19,0,3,21,27,35,5,17,58,102,8,14,115,41,5,3,47,17,0,7,26,11,3,3,9,0,0,0,0,0,0,0,0,209,18,82,311
80104112014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112015,0,0,7,7,0,3,14,16,26,15,17,59,28,11,4,40,9,0,7,12,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,73,19,53,147,0,0,5,5,0,4,11,12,36,18,9,55,20,3,6,31,8,0,4,14,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,66,26,41,139,0,0,19,19,0,7,18,27,60,25,28,115,51,7,10,75,18,0,18,33,9,0,4,12,5,0,5,6,0,0,0,0,0,0,0,0,143,43,96,283
80104112102,0,0,0,0,0,5,3,9,18,0,14,38,28,0,4,29,3,0,4,5,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,55,8,29,93,0,0,7,7,0,0,12,15,31,3,7,41,18,0,9,29,0,0,6,6,5,0,6,7,0,0,4,4,0,0,0,0,0,0,0,0,55,4,46,110,0,0,11,11,0,3,20,20,54,9,15,76,47,0,13,61,3,0,5,12,10,0,5,16,0,0,6,9,0,0,0,0,0,0,0,0,117,14,76,204
80104112103,0,0,4,4,0,0,4,4,5,0,0,7,12,0,0,12,3,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,3,6,38,0,0,6,6,0,0,7,7,11,0,0,14,6,0,0,11,5,0,0,5,5,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,28,3,10,41,0,0,7,7,0,0,5,5,21,6,0,23,19,0,0,24,9,0,0,13,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,58,5,18,79
80104112104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112105,0,0,0,0,0,0,0,0,7,0,5,10,6,0,0,3,5,0,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,16,0,0,0,0,0,0,0,0,8,0,0,7,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,0,0,0,0,0,0,0,0,10,0,5,16,12,0,0,10,3,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,34
80104112106,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,8,0,0,7
80104112107,0,0,8,8,0,3,7,6,48,11,22,78,36,5,7,47,14,0,5,14,8,0,5,9,9,0,3,6,0,0,0,0,0,0,0,0,99,24,52,175,0,0,8,8,5,5,10,16,53,14,17,86,35,3,3,39,3,0,7,13,5,0,5,9,0,0,0,5,0,0,0,0,0,0,0,0,99,28,56,185,0,0,21,21,5,8,16,33,97,25,36,165,70,5,13,85,14,0,11,27,10,0,5,10,6,0,10,13,0,0,0,0,0,0,0,0,204,49,109,359
80104112108,0,0,4,4,0,0,13,14,16,5,11,32,35,8,7,50,15,0,0,14,3,0,0,3,7,0,3,4,0,0,0,0,0,0,0,0,67,12,40,118,0,0,9,9,0,0,11,13,30,3,4,41,24,9,3,38,12,0,0,12,0,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,70,16,40,127,0,0,11,11,0,3,23,30,47,10,14,67,64,16,4,86,23,0,0,28,9,0,4,6,8,0,7,12,0,0,0,0,0,0,0,0,146,23,74,246
80104112109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,9,0,0,3,3,0,0,3,3,0,0,0,6,5,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,18
80104112110,0,0,0,0,0,0,0,0,10,0,4,9,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,22,0,0,0,0,0,0,0,0,11,0,0,8,3,5,0,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,15,5,3,25,0,0,0,0,0,0,0,0,11,0,7,15,15,3,0,14,0,0,0,0,4,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,32,4,13,47
80104112111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
80104112112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112114,0,0,16,16,0,0,10,10,8,8,19,34,50,5,10,58,17,0,0,19,5,0,0,10,10,0,0,9,0,0,0,0,0,0,0,0,89,15,58,159,0,0,6,6,0,0,7,5,27,7,16,47,46,4,0,50,7,0,0,13,9,0,4,9,0,0,6,3,3,0,5,7,0,0,0,0,91,11,50,151,0,0,26,26,0,0,16,17,39,11,35,79,92,11,7,110,32,4,0,35,8,0,7,21,8,0,6,13,5,0,5,4,0,0,0,0,181,20,107,305
80104112115,0,0,5,5,0,0,7,7,15,0,13,27,36,0,3,38,5,0,3,8,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,62,0,25,88,0,0,0,0,0,0,0,4,22,0,4,33,29,0,0,27,5,0,4,10,5,0,5,4,5,0,5,8,0,0,0,0,0,0,0,0,62,3,24,89,0,0,6,6,0,0,7,8,39,3,20,56,64,4,3,65,16,0,5,18,9,0,9,10,3,0,5,4,0,0,0,0,0,0,0,0,126,3,46,181
80104112202,0,0,5,5,0,0,4,4,24,3,13,46,38,4,12,47,25,0,0,29,7,0,4,5,5,0,0,5,0,0,0,0,0,0,0,0,93,7,36,144,0,0,8,8,6,0,8,11,27,4,9,45,44,6,3,54,15,0,10,20,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,92,11,45,152,0,0,18,18,6,0,9,16,51,10,27,86,76,5,13,98,42,0,7,54,3,0,3,10,8,0,0,13,0,0,0,3,0,0,0,0,194,18,85,294
80104112203,0,0,10,10,0,0,6,6,5,0,3,17,16,0,5,19,11,0,0,14,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,46,4,27,79,0,0,3,3,0,0,8,8,20,0,4,24,17,0,4,16,12,0,0,12,8,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,46,6,22,75,0,0,9,9,0,0,11,11,27,8,13,43,29,3,4,36,25,0,3,31,6,0,4,13,0,0,0,3,0,0,0,3,0,0,0,0,90,11,48,148
80104112204,0,0,11,11,0,0,11,11,18,6,18,46,51,4,4,60,10,0,0,13,3,0,5,13,3,0,5,3,3,0,0,3,0,0,0,0,94,10,51,155,0,0,8,8,0,0,6,8,37,3,5,44,44,4,3,46,15,0,0,15,4,0,6,10,0,0,4,4,0,0,0,0,0,0,0,0,99,7,30,139,0,0,20,20,0,0,18,16,56,9,26,90,97,6,8,110,27,0,0,26,10,0,7,22,3,0,6,9,4,0,0,6,0,0,0,0,190,18,80,290
80104112205,0,0,0,0,0,0,0,0,15,4,3,21,29,3,5,38,9,0,0,12,5,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,61,15,12,86,0,0,4,4,0,0,3,4,26,6,9,35,24,8,0,33,3,0,0,4,0,0,4,11,3,0,0,3,0,0,0,0,0,0,0,0,57,12,18,89,0,0,3,3,0,0,4,5,39,13,10,57,51,11,7,69,15,0,3,19,9,0,4,11,5,0,0,5,0,0,0,0,0,0,0,0,120,20,32,170
80104112206,0,0,4,4,0,0,3,3,3,0,0,5,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,19,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,6,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,19,0,0,5,5,0,0,3,3,3,0,0,9,16,0,0,13,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,12,33
80104112207,0,0,6,6,0,0,3,3,8,5,7,17,14,3,0,14,9,0,0,11,3,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,30,7,16,54,0,0,0,0,0,0,0,0,10,7,14,31,12,0,0,16,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,19,59,0,0,9,9,0,0,3,3,16,12,19,49,25,3,0,26,17,0,0,22,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,65,15,34,113
80104112208,0,0,9,9,0,0,7,7,11,4,14,33,44,3,3,55,26,5,0,33,4,0,0,0,11,0,0,11,0,0,0,3,0,0,0,0,97,11,41,149,0,0,7,7,0,0,6,3,14,6,14,40,58,4,3,62,19,0,0,21,7,0,0,8,4,0,6,5,0,0,0,0,0,0,0,0,104,8,39,155,0,0,24,24,0,0,8,10,28,11,34,68,103,4,9,113,46,5,3,51,10,0,3,16,11,0,6,15,0,0,0,5,0,0,0,0,204,19,82,307
80104112209,0,0,6,6,0,0,17,17,18,6,20,45,34,6,7,56,15,0,0,20,3,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,77,19,56,148,0,0,5,5,3,0,7,12,27,10,8,38,34,3,3,39,14,0,0,18,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,77,12,35,123,0,0,8,8,3,0,22,29,47,14,28,86,71,7,16,94,28,3,5,38,7,0,6,12,0,0,3,3,0,0,0,0,0,0,0,0,156,28,90,271
80105104901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105001,0,0,10,10,0,0,18,18,4,6,17,25,17,6,10,27,24,4,7,33,12,0,6,16,9,0,9,18,3,0,4,7,3,0,0,7,65,22,80,166,0,0,8,8,0,0,8,14,8,6,13,28,22,4,7,39,18,5,14,41,13,3,15,27,7,0,6,16,0,0,8,8,3,0,6,7,71,23,89,184,0,0,21,21,0,0,22,28,16,10,31,56,39,17,20,65,43,6,23,70,23,5,18,45,12,0,15,32,9,0,11,15,9,0,8,12,136,43,170,350
80105105002,0,0,4,4,0,0,12,12,3,8,7,22,11,3,4,15,14,5,0,19,14,4,6,16,5,0,0,5,7,0,0,3,0,0,0,5,51,13,37,103,0,0,7,7,0,0,8,8,3,7,9,19,15,4,3,17,19,0,5,28,7,0,5,14,4,0,8,17,0,0,4,5,0,0,3,3,50,14,53,118,0,0,13,13,0,0,22,22,6,7,19,36,25,8,6,41,31,4,8,44,18,3,10,37,10,0,8,19,6,0,4,10,0,0,3,5,100,25,94,216
80105105003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105004,0,0,7,7,0,0,10,10,6,3,7,10,8,0,3,17,9,5,0,11,13,0,4,12,9,0,3,15,0,0,4,9,0,0,0,0,43,12,41,95,0,0,10,10,0,0,8,8,3,0,6,12,11,0,0,11,12,9,0,18,5,0,7,10,9,0,13,14,0,0,6,6,0,0,3,3,43,7,50,105,0,0,17,17,0,0,16,16,6,5,20,29,14,8,6,32,21,10,0,27,16,3,5,29,15,0,15,27,6,0,11,14,0,0,6,9,80,19,95,196
80105105005,0,3,19,18,0,0,15,14,3,0,13,15,17,8,4,31,28,3,9,34,22,4,8,35,8,3,9,23,5,0,3,9,0,0,0,0,86,32,70,183,0,0,17,17,0,3,13,16,0,0,13,25,20,6,9,34,29,3,4,42,18,10,10,33,10,6,6,23,3,0,4,4,0,0,6,5,87,32,78,200,0,4,30,40,0,6,26,31,5,7,28,39,43,14,11,64,57,8,9,75,38,16,19,69,22,9,17,42,10,3,4,10,3,0,6,9,173,65,153,383
80105105006,0,0,3,3,0,0,5,7,7,0,25,29,5,6,7,17,12,4,14,26,17,3,16,36,8,0,9,23,5,0,0,9,0,0,3,8,60,18,79,158,0,0,10,10,0,3,18,26,7,3,9,21,8,4,4,17,19,0,8,28,16,0,14,29,11,0,8,15,3,0,3,4,3,0,4,6,66,19,76,155,0,0,17,17,0,0,25,32,16,6,33,51,21,12,6,37,34,8,18,58,30,9,28,67,18,4,19,37,5,0,5,13,7,0,11,13,127,36,161,319
