SA1_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
80105105109,..,102,102,92,38,129,27,24,50,13,13,33,3,0,4,4,0,4,138,184,326
80105105110,..,61,61,35,9,43,7,0,7,0,0,0,0,0,0,0,0,0,42,78,124
80105105111,..,117,117,79,37,116,20,20,34,5,5,11,0,0,0,0,0,0,105,175,280
80105105112,..,44,44,29,6,39,11,9,17,0,0,8,0,4,4,0,0,0,43,64,108
80105105113,..,66,66,56,11,70,3,9,17,0,0,3,0,0,0,0,0,0,66,89,153
80105105114,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105115,..,78,78,71,15,88,23,8,25,17,9,18,9,3,10,6,0,6,115,102,218
80105105116,..,74,74,60,26,88,10,11,25,8,0,9,0,0,0,0,0,0,74,115,191
80105105117,..,43,43,38,18,60,9,12,19,0,0,0,0,0,0,0,0,0,48,72,122
80105105118,..,85,85,62,21,85,5,0,5,0,0,0,0,0,0,0,0,0,72,106,174
80105105119,..,132,132,82,10,93,19,0,20,0,0,0,0,0,0,0,0,0,98,144,251
80105105120,..,175,175,116,12,130,15,9,17,4,0,4,0,0,0,0,0,0,140,196,330
80105105301,..,165,165,144,22,165,19,7,30,8,0,9,0,0,0,0,0,0,174,194,369
80105105302,..,114,114,104,10,117,15,0,17,4,0,4,0,0,0,0,0,0,122,123,249
80105105305,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105306,..,65,65,49,13,63,12,4,13,0,0,0,3,0,3,0,0,0,64,77,140
80105105307,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
80105105308,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105311,..,60,60,56,27,85,13,4,15,6,0,6,0,0,0,0,0,0,72,92,164
80105105312,..,142,142,91,15,108,12,3,21,7,0,5,0,0,0,0,0,0,113,165,278
80105105313,..,78,78,65,31,98,14,5,20,6,0,0,0,0,0,0,0,0,82,122,200
80105105314,..,172,172,137,26,169,30,3,36,17,0,16,0,0,0,0,0,0,182,208,390
80105105404,..,33,33,48,4,56,23,9,33,22,0,22,12,0,14,5,0,5,113,54,166
80105105405,..,14,14,13,0,11,10,8,14,9,4,11,0,0,0,3,0,3,37,20,55
80105105406,..,58,58,49,12,57,27,17,42,39,7,41,8,0,9,4,0,8,119,94,216
80105105407,..,59,59,59,7,62,20,16,34,27,3,28,7,0,9,3,0,3,112,85,201
80105105408,..,44,44,28,4,34,11,12,16,6,0,11,0,0,4,0,0,0,47,62,109
80105105409,..,187,187,158,41,199,35,7,47,22,0,18,0,0,0,0,0,0,217,239,456
80105105410,..,88,88,77,11,92,30,17,51,10,4,8,3,0,3,4,0,4,116,117,236
80105105501,..,47,47,44,12,52,27,12,36,34,0,34,6,0,5,8,0,7,113,64,181
80105105502,..,24,24,37,3,44,22,6,25,24,7,28,9,0,11,0,0,3,93,40,130
80105105503,..,51,51,45,4,52,23,0,24,25,0,25,6,0,9,7,0,7,99,60,162
80105105504,..,37,37,38,6,43,21,5,27,29,9,38,10,0,9,0,0,0,102,54,153
80105105505,..,122,122,81,17,95,26,0,30,23,0,18,0,0,0,0,0,0,137,142,278
80105105506,..,46,46,44,14,61,28,7,38,22,9,26,12,5,17,3,0,3,122,76,196
80105105507,..,31,31,45,9,57,22,9,32,27,3,28,12,0,12,4,0,4,111,55,168
80105105508,..,47,47,60,7,63,45,0,47,33,5,41,18,0,18,9,0,9,167,63,231
80105105509,..,20,20,34,3,40,26,7,34,22,3,23,9,0,12,7,0,7,99,39,138
80105105601,..,61,61,55,3,61,26,6,29,42,5,48,13,0,13,3,0,3,139,80,215
80105105602,..,42,42,68,0,68,35,6,39,31,0,32,15,0,18,5,0,5,153,54,206
80105105603,..,72,72,58,4,60,26,0,24,29,0,29,4,0,10,0,0,0,114,80,199
80105105604,..,44,44,27,4,36,24,0,30,46,0,45,6,0,6,3,0,3,111,52,157
80105105605,..,38,38,52,0,58,30,7,30,43,0,45,13,0,13,0,0,0,142,41,184
80105105606,..,10,10,22,0,22,8,0,8,15,0,15,10,0,10,3,0,3,61,10,72
80105105607,..,27,27,35,0,34,27,0,29,36,0,36,17,0,17,4,0,4,118,30,147
80105105701,..,49,49,78,3,85,15,4,24,19,0,22,0,0,0,0,0,0,117,64,177
80105105702,..,23,23,26,6,32,20,4,21,18,0,18,7,0,7,0,0,0,69,39,99
80105105703,..,41,41,42,3,46,12,3,12,19,0,19,0,0,3,4,0,4,76,46,127
80105105704,..,48,48,38,4,43,21,0,21,17,3,16,5,0,5,0,0,0,76,54,131
80105105705,..,77,77,69,4,78,16,0,20,21,0,24,12,0,14,0,0,0,125,82,206
80105105706,..,106,106,42,10,53,13,3,18,9,0,9,0,0,0,0,0,0,61,118,178
80105105708,..,47,47,58,5,63,32,6,36,22,5,28,8,5,13,0,0,0,121,69,186
80105105709,..,119,119,54,9,64,27,9,28,17,0,17,3,0,3,0,0,0,98,134,229
80105105711,..,185,185,157,45,205,41,17,54,32,3,31,7,0,7,0,0,0,234,251,486
80105105712,..,150,150,92,27,124,19,9,26,10,0,12,4,0,4,0,0,0,131,184,317
80105105713,..,32,32,35,3,40,21,5,26,27,6,31,3,0,3,0,0,0,92,42,134
80105105714,..,35,35,23,0,22,15,6,22,20,5,22,6,0,8,0,0,0,61,42,103
80105105715,..,54,54,30,8,38,7,9,18,15,3,20,5,0,8,0,0,0,56,75,132
80105105801,..,36,36,35,0,40,41,7,46,44,0,46,20,0,20,3,0,8,151,51,200
80105105802,..,42,42,55,5,63,17,3,29,18,7,33,10,3,8,3,0,6,110,67,173
80105105803,..,59,59,57,10,72,27,11,38,16,7,22,6,3,6,4,0,4,115,91,199
80105105804,..,26,26,34,0,38,18,6,23,19,3,24,11,0,7,4,3,6,85,38,126
80105105805,..,23,23,32,0,34,9,3,9,20,0,20,4,0,4,3,0,3,67,29,90
80105105806,..,48,48,30,8,37,15,3,21,20,0,26,4,0,4,4,0,4,74,56,136
80105105807,..,33,33,64,8,67,34,10,41,28,0,37,18,5,19,0,0,0,152,55,206
80105105808,..,40,40,59,11,68,22,8,27,36,0,45,15,0,15,7,0,9,136,64,196
80105105809,..,22,22,31,4,39,20,6,26,24,0,22,11,0,11,4,0,4,92,32,126
80105105810,..,23,23,32,3,43,10,6,17,22,0,24,17,0,17,0,0,6,82,39,122
80105105811,..,90,90,64,6,72,24,4,26,28,5,36,3,0,3,4,0,4,123,107,232
80105105812,..,22,22,35,3,41,16,7,22,30,6,34,10,0,10,0,0,0,94,44,139
80105105813,..,123,123,85,39,116,31,10,36,15,8,21,5,0,3,0,0,3,131,181,311
80105105814,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106003,..,154,154,125,29,154,27,15,43,21,4,24,3,0,3,0,0,0,180,198,380
80105106006,..,35,35,40,5,48,26,18,41,21,10,31,18,0,14,5,5,10,104,68,168
80105106007,..,31,31,39,0,41,16,4,25,14,5,15,13,0,13,0,0,0,84,41,123
80105106008,..,119,119,62,33,96,15,3,22,0,0,4,0,0,0,0,0,0,82,158,236
80105106009,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106010,..,77,77,63,25,91,5,3,9,4,0,4,0,0,0,0,0,0,71,103,179
80105106011,..,40,40,42,15,55,16,3,13,22,4,20,4,6,4,3,0,3,77,58,134
80105106012,..,101,101,82,28,113,19,8,29,8,4,10,3,0,3,0,0,0,113,143,259
80105106013,..,38,38,15,5,18,8,0,8,3,0,9,3,0,3,0,0,0,29,48,75
80105106014,..,117,117,106,30,136,31,15,47,12,3,20,0,0,0,0,0,0,155,164,318
80105106015,..,114,114,76,19,94,20,20,40,10,0,10,0,0,3,0,0,0,105,151,255
80105106101,..,52,52,47,5,56,22,0,21,33,0,33,6,0,6,4,0,4,113,51,172
80105106102,..,30,30,32,3,35,17,0,25,27,5,37,15,0,15,0,0,0,88,38,127
80105106103,..,45,45,61,9,71,29,3,35,27,0,27,0,0,0,0,0,0,116,56,173
80105106106,..,22,22,17,0,22,16,0,18,18,6,19,4,0,4,5,0,5,54,33,84
80105106107,..,31,31,38,3,42,20,0,24,20,0,19,15,0,8,3,0,3,89,40,132
80105106108,..,82,82,50,0,50,33,4,35,32,4,31,11,0,11,0,0,3,120,98,217
80105106109,..,22,22,35,0,39,28,3,31,42,0,43,4,0,4,5,0,5,119,29,145
80105106110,..,32,32,35,0,36,25,3,27,35,0,35,12,0,12,3,0,3,100,34,139
80105106111,..,42,42,33,0,33,21,0,21,31,0,33,7,0,7,0,0,0,90,42,134
80105106112,..,36,36,39,0,38,12,3,15,20,3,26,3,0,3,0,0,3,79,40,122
80105106113,..,25,25,27,9,29,23,11,31,15,0,15,6,0,6,0,0,0,74,45,122
80105106114,..,115,115,98,30,124,27,4,27,13,0,13,5,0,5,0,0,0,143,145,289
80105106116,..,111,111,88,12,100,31,3,40,29,0,29,7,0,7,4,0,4,161,131,286
80105106117,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106118,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106119,..,25,25,46,0,45,26,4,33,31,3,31,10,0,10,0,0,0,119,38,154
80105106120,..,55,55,101,8,110,51,4,54,33,0,33,9,0,9,6,0,6,193,67,260
80105106121,..,6,6,38,0,37,23,0,21,24,0,24,8,0,8,0,0,0,95,12,104
80105112301,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112401,..,121,121,59,3,63,26,3,35,24,8,27,7,4,13,5,0,5,120,134,256
80105112402,..,48,48,66,7,70,13,0,15,18,3,22,9,0,9,0,0,0,109,63,169
80105112403,..,30,30,46,5,50,24,9,26,31,6,31,11,0,13,4,0,4,114,42,160
80105112404,..,48,48,62,3,66,31,0,32,26,6,29,9,3,8,0,0,3,125,60,179
80105112405,..,23,23,38,0,38,13,0,16,26,0,29,13,0,11,0,0,0,91,29,119
80105112406,..,30,30,43,0,43,28,0,26,22,4,32,18,4,21,3,0,4,108,41,144
80105112407,..,80,80,94,9,105,32,9,40,26,5,27,10,3,15,3,0,3,167,102,270
80105112408,..,23,23,34,3,37,12,6,19,14,0,15,4,0,4,0,0,0,67,37,103
80105112410,..,86,86,71,11,80,21,3,25,4,0,4,0,0,0,0,0,0,103,100,202
80105112411,..,81,81,102,15,112,30,9,37,10,0,10,0,0,0,0,0,0,138,99,237
80105112501,..,12,12,56,0,59,30,0,28,33,0,33,6,0,6,0,0,0,126,11,139
80105112502,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112601,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112602,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105112701,..,85,85,27,9,33,8,0,8,4,6,11,3,5,5,0,0,0,43,96,138
80105112702,..,96,96,57,27,79,21,5,26,8,0,9,0,0,0,0,0,0,86,134,224
80105112703,..,82,82,85,10,92,25,4,19,12,6,17,5,0,10,4,0,4,120,102,227
80105112704,..,19,19,41,3,40,11,6,20,16,0,22,10,0,8,0,0,0,80,24,111
80105112801,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106106201,..,158,158,76,0,80,23,0,21,12,0,12,4,0,4,0,0,0,111,159,267
80106106202,..,51,51,67,0,70,28,0,28,31,0,32,13,0,13,3,0,3,138,48,187
80106106203,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106106204,..,25,25,40,4,47,17,5,20,21,0,21,6,0,6,5,0,3,89,30,119
80106106205,..,42,42,58,7,62,41,0,43,35,0,41,13,0,13,4,0,4,149,46,199
80106106206,..,15,15,29,0,29,12,0,12,26,5,24,5,0,5,0,0,0,75,16,92
80106106207,..,33,33,43,0,44,27,3,26,22,0,22,8,0,8,5,0,5,106,34,137
80106106208,..,14,14,30,5,34,20,0,22,20,0,26,0,0,0,4,0,4,80,19,101
80106106209,..,21,21,35,4,37,12,0,16,15,3,23,7,0,6,5,0,5,79,27,110
80106106301,..,184,184,187,25,209,45,4,51,27,0,27,5,0,5,0,0,0,261,210,475
80106106302,..,12,12,35,0,35,14,0,14,15,0,16,7,0,7,3,0,3,75,8,85
80106106303,..,32,32,58,0,64,27,0,27,20,0,20,6,0,9,3,0,3,122,31,155
80106106304,..,5,5,28,0,28,16,0,18,13,0,13,10,0,10,3,0,3,71,3,78
80106106401,..,81,81,50,17,64,12,0,8,4,0,8,0,0,0,0,0,0,67,91,161
80106106402,..,28,28,63,0,69,34,8,39,39,0,37,17,0,17,4,0,4,157,34,194
80106106403,..,38,38,40,4,41,18,0,20,14,0,14,5,0,5,0,0,0,75,47,119
80106106405,..,74,74,108,5,109,29,4,33,33,0,37,24,0,22,3,0,3,199,88,284
80106106407,..,11,11,25,0,25,18,0,18,24,0,26,13,0,13,0,0,0,76,12,90
80106106409,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106106410,..,51,51,41,5,39,9,0,9,8,0,8,0,0,0,0,0,0,54,57,110
80106106411,..,199,199,84,36,121,32,8,32,10,0,10,0,0,0,0,0,0,126,239,360
80106106413,..,31,31,54,0,54,13,0,16,26,0,26,7,0,7,3,0,3,103,35,141
80106106414,..,3,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17
80106106415,..,20,20,29,0,29,20,0,20,25,0,25,18,0,18,0,0,0,98,20,113
80106106416,..,19,19,41,0,39,25,0,25,23,0,27,10,0,10,5,0,5,100,23,124
80106106417,..,28,28,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,28,44
80106106418,..,84,84,57,5,59,20,0,20,8,0,8,0,0,0,0,0,0,87,94,176
80106106419,..,68,68,53,12,70,25,3,31,12,0,12,0,0,0,3,0,3,95,84,179
80106106420,..,86,86,76,10,85,19,5,24,6,0,6,0,0,0,0,0,0,105,97,198
80106106601,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106106701,..,44,44,32,6,39,30,0,29,23,0,22,5,0,11,0,0,0,93,57,145
80106106702,..,66,66,27,4,24,21,0,21,21,0,21,0,0,0,0,0,0,65,66,132
80106106703,..,21,21,30,5,36,20,0,23,22,0,22,9,0,9,4,0,4,84,27,111
80106106704,..,46,46,41,10,53,15,0,12,14,4,19,3,0,3,0,0,0,80,61,138
80106106705,..,56,56,33,9,43,24,0,24,14,0,14,9,0,8,3,0,3,80,60,137
80106106706,..,47,47,37,6,51,23,4,30,28,0,28,5,0,5,0,0,0,97,60,156
80106106707,..,99,99,98,12,113,15,4,14,16,0,16,0,0,0,0,0,0,134,115,242
80106106708,..,28,28,38,0,41,18,0,22,35,0,36,11,0,11,4,0,4,110,29,137
80106106709,..,34,34,26,3,30,12,0,12,23,0,23,6,0,6,0,0,0,77,39,114
80106106710,..,31,31,26,3,26,19,0,22,28,0,28,4,0,5,0,0,0,78,37,115
80106106712,..,29,29,26,0,30,30,0,30,22,0,23,14,0,15,7,0,7,102,31,127
80106106713,..,24,24,49,0,50,20,0,22,14,0,18,14,0,14,0,0,0,100,26,130
80106106714,..,34,34,25,0,28,14,4,21,24,0,22,4,0,4,0,0,0,78,35,109
80106106715,..,33,33,41,0,43,25,0,25,27,0,29,6,0,6,3,0,3,102,37,136
80106106716,..,11,11,24,0,24,14,3,19,18,0,18,13,0,13,0,0,0,75,14,86
80106106717,..,56,56,53,4,59,18,3,23,27,0,27,5,0,5,0,0,0,107,66,171
80106106718,..,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,8,0,8
80106106719,..,91,91,61,15,76,34,0,33,27,0,28,3,0,3,5,0,5,133,107,235
80106106801,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106106901,..,9,9,30,0,28,14,0,14,25,0,25,7,0,10,0,0,0,75,16,90
80106106902,..,12,12,20,0,20,7,0,7,7,0,7,7,0,7,9,0,9,47,12,60
80106106903,..,15,15,47,0,47,27,0,23,27,0,27,17,0,17,8,0,8,114,18,137
80106106904,..,15,15,25,0,23,14,0,14,12,0,12,9,0,9,4,0,4,61,15,81
80106106905,..,73,73,50,9,63,28,0,28,43,4,46,16,0,18,5,0,5,150,79,229
80106106906,..,40,40,46,5,49,34,0,39,35,5,38,15,0,15,0,0,0,133,47,181
80106106907,..,14,14,36,0,40,19,0,21,29,0,27,10,0,10,0,0,0,93,21,112
80106106908,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106106909,..,13,13,39,0,38,17,0,19,36,0,36,5,0,5,5,0,4,104,18,119
80106107001,..,32,32,45,3,51,17,0,17,18,0,18,12,0,12,0,0,0,91,40,124
80106107002,..,34,34,80,0,78,20,0,25,31,0,29,10,0,10,3,0,3,146,35,182
80106107003,..,31,31,72,0,75,19,4,26,21,0,22,8,0,8,7,0,7,138,41,173
80106107004,..,58,58,50,0,50,8,0,8,19,0,19,3,0,3,0,0,0,80,60,142
80106107005,..,35,35,55,0,61,30,4,31,28,0,28,13,0,13,6,0,6,130,40,173
80106107006,..,30,30,53,0,52,16,0,19,20,0,20,4,0,4,0,0,0,93,32,124
80106107007,..,90,90,82,6,84,23,3,25,28,0,33,7,0,10,3,0,3,142,100,242
80106107008,..,13,13,16,0,20,14,0,10,20,0,20,8,0,8,7,0,7,64,12,76
80106112901,..,144,144,122,16,142,28,4,30,13,0,13,0,0,0,4,0,4,169,164,333
80106112902,..,42,42,44,0,48,14,0,11,17,0,17,6,0,5,0,0,0,81,43,127
80106112903,..,256,256,168,24,191,29,0,31,9,0,9,0,0,0,0,0,0,205,276,481
80106113002,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106113003,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106113004,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106113005,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106113006,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106113007,..,5,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7
80106113101,..,95,95,78,12,87,12,0,16,7,0,7,0,0,0,0,0,0,95,108,201
80106113103,..,147,147,111,35,145,33,3,35,19,0,19,4,0,4,0,0,0,169,188,354
80106113104,..,49,49,34,4,39,8,3,10,4,0,4,0,0,4,0,0,0,42,58,100
80106113106,..,187,187,127,11,139,31,0,31,8,0,8,0,0,0,0,0,0,168,195,365
80106113107,..,120,120,95,19,108,28,5,31,11,0,11,0,0,0,0,0,0,132,143,279
80106113108,..,75,75,80,13,96,29,11,37,16,0,16,0,0,0,0,0,0,118,102,222
80106113109,..,89,89,91,24,112,19,6,25,7,0,12,3,0,3,0,0,0,122,118,242
80106113111,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7
80106113112,..,60,60,44,12,55,36,6,36,7,0,7,7,0,7,3,0,3,96,76,175
80106113113,..,103,103,122,8,127,14,0,14,5,0,5,0,0,0,0,0,0,147,114,262
80106113114,..,114,114,63,10,75,14,0,14,3,0,3,0,0,0,0,0,0,80,126,207
80106113115,..,45,45,54,3,56,10,0,9,12,0,12,10,0,10,0,0,0,83,49,137
80106113116,..,62,62,38,0,39,11,0,7,6,0,6,0,0,0,0,0,0,52,65,114
80106113117,..,114,114,51,6,60,6,6,13,4,0,4,0,0,0,0,0,0,59,130,191
80106113118,..,103,103,85,20,105,17,4,19,14,0,11,0,0,0,0,0,0,115,123,239
80106113119,..,90,90,73,9,82,17,0,16,12,0,12,0,0,0,0,0,0,96,104,199
80107107101,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107102,..,8,8,41,0,41,30,0,30,56,0,56,13,0,13,6,0,6,144,8,148
80107107104,..,23,23,31,0,31,19,0,19,19,0,19,11,0,11,3,0,3,75,23,99
80107107105,..,36,36,48,0,52,33,0,33,28,0,28,12,0,12,3,0,3,123,39,166
80107107106,..,25,25,34,0,34,19,0,19,23,0,27,3,0,3,7,0,7,95,32,130
80107107107,..,29,29,45,0,46,23,0,23,18,0,18,10,0,10,4,0,4,100,33,132
80107107108,..,66,66,53,5,61,50,0,54,26,0,26,16,0,16,4,0,4,158,70,224
80107107109,..,20,20,31,4,33,26,0,26,31,0,31,10,0,10,4,0,4,111,26,132
80107107110,..,66,66,64,6,70,45,0,49,54,0,54,21,0,21,6,0,6,194,69,259
80107107111,..,23,23,15,0,15,20,0,20,17,0,17,3,0,3,3,0,3,64,20,84
80107107112,..,14,14,57,0,55,36,0,31,52,0,52,17,0,17,9,0,9,169,17,185
80107107113,..,20,20,21,0,16,27,0,27,25,0,25,5,0,5,3,0,3,77,15,91
80107107114,..,22,22,32,0,40,19,0,19,31,0,31,0,0,0,5,0,5,87,27,111
80107107202,..,76,76,53,0,53,20,0,20,16,0,16,3,0,3,3,0,3,96,81,170
80107107203,..,24,24,31,3,35,20,0,20,27,0,27,7,0,7,3,0,3,100,25,125
80107107204,..,72,72,62,4,66,24,0,24,18,0,18,13,0,13,3,0,3,123,74,200
80107107205,..,28,28,54,3,54,38,4,48,40,0,40,27,0,27,11,0,11,174,36,208
80107107206,..,93,93,64,12,76,35,0,41,21,0,21,8,0,8,0,0,0,133,102,239
80107107207,..,18,18,44,0,49,21,0,25,21,0,21,12,0,12,7,0,7,108,24,130
80107107208,..,25,25,55,0,57,29,0,29,40,0,39,14,0,14,8,0,8,151,31,179
80107107209,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107210,..,23,23,35,0,33,21,0,19,27,0,27,14,0,14,0,0,0,90,28,116
80107107211,..,3,3,23,0,22,9,0,10,20,0,20,5,0,5,6,0,6,64,7,73
80107107301,..,16,16,41,3,46,33,0,33,30,0,30,9,0,9,3,0,3,123,17,143
80107107302,..,30,30,54,0,59,29,0,29,23,0,23,14,0,14,5,0,5,120,30,160
80107107303,..,30,30,53,0,54,35,0,37,32,0,32,20,0,20,5,0,5,144,30,177
80107107304,..,50,50,49,9,53,14,0,15,19,0,19,6,0,6,5,0,5,95,55,150
80107107307,..,24,24,59,4,66,24,0,32,32,0,32,5,0,5,5,0,5,136,27,155
80107107308,..,12,12,35,0,39,23,0,23,19,0,19,10,0,10,4,0,4,90,11,103
80107107309,..,16,16,50,0,53,32,0,32,44,0,44,22,0,22,4,0,4,156,21,178
80107107310,..,18,18,46,0,47,22,0,22,25,0,25,6,0,6,9,0,9,115,17,134
80107107311,..,76,76,71,4,74,39,0,41,30,0,30,11,0,11,6,0,6,157,84,238
80107107312,..,10,10,37,0,38,14,0,14,35,0,40,11,0,11,3,0,3,105,11,117
80107107313,..,50,50,44,3,44,34,0,33,13,0,13,7,0,7,0,0,0,98,52,147
80107107314,..,5,5,27,0,25,15,3,18,19,0,28,7,0,7,0,0,0,73,11,81
80107107315,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107316,..,43,43,27,9,33,19,5,21,14,0,14,6,0,6,7,0,7,71,49,118
80107107317,..,8,8,28,6,31,33,0,33,30,0,30,13,0,13,4,0,4,106,19,118
80107107401,..,35,35,61,0,62,24,0,24,23,0,23,8,0,8,11,0,11,130,38,162
80107107402,..,52,52,68,4,72,34,0,34,30,0,30,14,0,14,14,0,14,156,60,215
80107107403,..,23,23,30,0,31,21,0,21,25,0,25,9,0,9,4,0,4,90,25,114
80107107404,..,60,60,36,0,36,16,0,19,15,0,15,8,0,8,6,0,6,82,64,142
80107107405,..,42,42,39,6,41,23,0,23,39,4,44,12,0,9,7,0,7,117,42,160
80107107406,..,35,35,47,3,53,34,0,34,32,0,32,10,0,10,0,0,0,127,36,167
80107107407,..,35,35,49,9,55,36,0,36,30,0,34,15,0,15,7,0,7,143,40,184
80107107408,..,9,9,37,0,34,13,0,13,21,0,21,0,0,0,7,0,7,74,9,82
80107107409,..,25,25,49,0,52,29,0,29,33,0,33,9,0,9,5,0,5,127,26,151
80107107410,..,19,19,36,0,41,24,0,27,17,0,17,11,0,11,0,0,0,90,20,112
80107107411,..,16,16,49,4,56,36,4,42,34,0,34,7,0,7,11,0,11,139,26,164
80107107412,..,16,16,25,5,25,15,0,18,17,0,17,8,0,8,4,0,4,76,16,91
80107107413,..,19,19,39,0,41,23,0,19,13,0,13,13,0,13,3,0,3,87,24,112
80107107502,..,8,8,28,0,28,24,0,24,28,0,28,9,0,9,10,0,10,100,8,108
80107107503,..,25,25,43,0,46,23,0,24,26,0,26,14,0,14,3,0,3,110,30,135
80107107504,..,82,82,51,7,56,26,0,30,18,0,20,7,0,7,3,0,3,105,84,191
80107107505,..,33,33,60,0,61,27,0,27,33,0,33,12,0,12,6,0,6,142,32,168
80107107506,..,37,37,33,6,36,30,0,30,24,0,24,11,0,11,12,0,12,114,42,153
80107107507,..,21,21,33,0,33,26,0,26,35,0,35,13,0,13,3,0,3,115,21,134
80107107508,..,7,7,20,0,20,14,0,14,26,0,26,11,0,11,4,0,4,83,7,89
80107107509,..,4,4,22,0,22,15,0,15,19,0,19,3,0,3,3,0,3,63,4,70
80107107510,..,17,17,41,0,41,36,0,39,40,0,45,17,0,17,11,0,11,148,23,166
80107107512,..,9,9,36,0,36,17,0,19,25,0,25,3,0,3,0,0,0,82,12,98
80107107513,..,18,18,41,3,42,20,0,20,21,0,21,14,0,14,4,0,4,97,14,108
80107107514,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107515,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107516,..,42,42,74,0,73,37,0,44,38,0,38,15,0,15,0,0,0,173,51,218
80107107517,..,10,10,30,0,30,18,0,18,31,0,31,11,0,11,6,0,6,89,10,95
80107107601,..,12,12,43,0,43,20,0,20,20,0,22,11,0,11,5,0,5,98,13,112
80107107602,..,14,14,42,4,50,21,0,21,40,0,40,8,0,8,0,0,0,118,16,130
80107107603,..,25,25,57,0,62,17,0,17,27,3,34,13,0,13,6,0,6,126,29,154
80107107604,..,14,14,48,0,52,22,0,22,33,0,33,16,0,16,4,0,4,120,17,133
80107107605,..,17,17,62,0,62,15,0,15,31,0,31,8,0,8,5,0,5,114,17,127
80107107606,..,21,21,52,3,56,23,0,25,34,0,34,16,0,16,4,0,4,132,23,150
80107107607,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107608,..,13,13,42,0,47,25,0,25,25,0,25,17,0,17,3,0,3,122,17,138
80107107609,..,12,12,30,0,33,11,0,11,19,0,19,3,0,3,3,0,3,68,9,81
80107107701,..,38,38,67,9,70,36,3,42,44,0,44,15,0,15,7,0,7,170,46,216
80107107702,..,23,23,33,0,36,20,0,20,23,0,23,13,0,13,6,0,6,91,27,121
80107107703,..,22,22,32,0,38,24,0,24,17,0,17,15,0,15,7,0,7,97,22,119
