SA1_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
80101100702,..,7,7,28,3,29,20,0,20,17,0,19,3,0,3,0,0,0,71,13,84
80101100703,..,25,25,53,0,53,30,0,31,47,6,48,9,0,9,4,0,4,145,22,170
80101100704,..,16,16,29,3,27,9,3,13,17,0,17,4,0,4,4,0,4,55,20,77
80101100705,..,28,28,51,0,56,34,0,34,28,0,31,16,0,16,6,0,6,126,36,167
80101100706,..,35,35,48,8,55,27,3,25,31,0,31,6,0,6,0,0,0,110,40,158
80101100707,..,24,24,52,0,52,33,0,33,35,0,35,15,0,15,7,0,7,138,22,163
80101100708,..,17,17,50,5,53,12,0,10,20,0,20,7,0,7,4,0,5,94,22,122
80101100709,..,34,34,41,0,45,26,7,27,17,0,20,4,0,4,4,0,4,88,49,138
80101100710,..,27,27,52,0,54,22,0,22,36,0,31,10,0,10,4,0,5,118,34,146
80101100711,..,30,30,67,0,71,31,0,32,47,0,47,15,0,17,10,0,10,167,36,204
80101100712,..,30,30,45,3,42,26,0,32,34,0,34,7,0,7,0,0,0,114,30,149
80101100713,..,24,24,40,0,40,23,0,25,25,0,25,6,0,6,4,0,4,97,23,118
80101100714,..,15,15,30,4,35,20,0,20,12,0,12,7,0,7,0,0,3,78,23,97
80101100801,..,38,38,41,0,43,21,0,23,14,0,18,10,0,10,4,0,4,94,49,137
80101100802,..,34,34,58,0,61,30,0,30,35,0,35,14,0,14,6,0,6,144,33,178
80101100803,..,37,37,46,3,49,32,0,32,12,0,12,12,0,12,9,0,8,107,41,148
80101100804,..,43,43,44,0,46,12,0,13,17,0,17,4,0,4,3,0,3,81,45,126
80101100805,..,46,46,60,4,60,28,0,28,27,0,27,9,0,9,9,0,8,136,44,177
80101100806,..,16,16,48,3,55,18,0,18,16,0,18,8,0,8,8,0,8,101,19,119
80101100807,..,81,81,77,4,79,42,0,46,24,0,23,16,0,16,5,0,5,158,82,245
80101100808,..,67,67,36,10,43,15,3,21,24,0,24,9,0,9,0,0,0,82,76,159
80101100809,..,37,37,64,3,68,27,3,30,27,4,28,5,0,5,8,0,8,136,42,177
80101100810,..,26,26,47,0,50,22,0,23,24,0,24,4,0,4,0,0,0,104,37,141
80101100811,..,10,10,24,5,24,13,0,16,15,0,14,0,0,0,0,0,0,59,20,73
80101100812,..,25,25,46,3,48,27,0,29,23,0,23,9,0,14,3,0,4,108,38,143
80101100901,..,21,21,42,5,46,21,0,26,24,0,24,5,0,5,8,0,8,105,25,133
80101100902,..,12,12,26,0,26,13,0,13,19,0,19,10,0,10,0,4,7,71,11,90
80101100903,..,18,18,38,4,43,26,0,32,29,0,31,15,0,15,4,0,4,113,27,140
80101100904,..,13,13,42,0,42,19,0,19,28,0,28,15,0,15,3,0,3,105,15,123
80101100905,..,18,18,26,0,29,24,3,31,23,0,23,14,0,14,6,0,6,97,22,123
80101100906,..,23,23,53,0,57,26,0,26,48,0,46,12,0,12,8,0,8,134,27,168
80101100907,..,27,27,23,6,29,16,0,11,13,0,13,17,0,17,3,0,6,65,30,93
80101100908,..,28,28,34,0,34,25,0,25,25,0,25,5,0,5,6,0,6,92,26,118
80101100909,..,20,20,30,4,36,17,0,13,19,0,19,10,0,10,5,0,5,83,22,102
80101100910,..,21,21,43,6,42,15,0,15,33,0,33,6,0,6,4,0,4,101,21,125
80101101001,..,21,21,35,6,44,22,0,22,25,0,25,9,0,9,3,0,3,107,30,135
80101101002,..,14,14,40,5,43,21,0,21,24,0,27,15,0,15,3,0,3,100,16,120
80101101003,..,16,16,45,0,45,33,0,35,34,0,34,5,0,5,9,0,9,128,19,149
80101101004,..,25,25,50,0,50,14,0,14,21,0,21,15,0,15,7,0,7,108,25,137
80101101005,..,23,23,70,0,78,36,0,35,36,0,36,17,0,17,3,0,3,163,33,190
80101101101,..,36,36,70,3,72,30,0,38,40,0,40,35,0,35,6,0,5,185,39,224
80101101102,..,19,19,34,0,34,28,0,28,32,0,32,3,0,3,0,0,0,100,19,119
80101101103,..,31,31,71,3,70,40,0,41,48,5,51,21,0,21,8,0,8,188,37,227
80101101104,..,34,34,59,6,64,26,0,27,30,0,30,12,0,12,0,0,0,132,42,171
80101101105,..,32,32,33,4,38,21,0,19,17,0,17,9,0,9,4,0,4,75,40,116
80101101106,..,16,16,26,0,31,17,0,17,11,0,11,9,0,9,3,0,3,64,19,81
80101101107,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101108,..,12,12,27,4,28,10,0,11,10,0,15,7,0,7,0,0,0,56,17,73
80101101109,..,19,19,26,0,28,18,3,22,17,0,17,8,0,8,0,0,0,68,23,84
80101101110,..,26,26,32,0,32,12,3,13,17,0,17,8,0,8,4,0,4,69,27,89
80101101202,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101203,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101301,..,46,46,33,4,35,8,5,12,5,0,5,7,0,7,0,0,0,52,51,102
80101101302,..,112,112,70,21,91,29,0,29,24,0,24,12,0,12,5,0,4,132,127,265
80101101303,..,21,21,45,0,45,31,0,31,31,0,31,6,0,6,0,0,0,114,21,135
80101101304,..,12,12,39,0,42,14,0,16,20,0,20,7,0,7,0,0,0,83,16,98
80101101305,..,16,16,50,4,55,23,0,23,30,0,30,11,0,11,7,0,7,121,15,138
80101101306,..,28,28,41,5,45,18,0,18,22,0,22,13,0,13,7,0,7,96,29,130
80101101307,..,58,58,41,5,39,7,0,7,11,0,11,0,0,0,0,0,0,58,57,117
80101101308,..,10,10,42,0,46,21,0,21,19,0,19,10,0,10,6,0,6,98,5,108
80101101309,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101310,..,23,23,32,0,29,14,0,11,15,0,15,10,0,10,0,0,0,68,20,94
80101101401,..,49,49,68,0,71,24,0,19,20,3,20,11,0,7,0,0,0,115,53,172
80101101402,..,39,39,47,6,54,33,0,33,38,0,39,11,0,11,6,0,6,137,43,175
80101101403,..,40,40,72,4,80,39,6,41,39,0,39,20,0,20,7,0,7,174,50,230
80101101404,..,35,35,68,6,74,29,0,31,34,0,34,18,0,18,9,0,9,153,43,193
80101101405,..,48,48,46,0,49,22,0,19,26,0,26,8,0,8,10,0,10,108,48,151
80101101406,..,23,23,33,0,33,21,0,21,12,0,12,11,0,11,0,0,0,75,23,95
80101101407,..,40,40,76,8,80,37,5,42,39,0,39,7,0,7,3,0,3,164,55,216
80101101502,..,17,17,32,6,33,9,0,14,23,0,23,9,0,9,0,0,0,81,24,106
80101101503,..,33,33,36,0,36,21,4,27,11,0,11,10,0,10,6,0,6,83,33,119
80101101504,..,17,17,54,3,59,24,0,29,22,0,21,3,0,3,3,0,3,112,25,139
80101101505,..,45,45,51,0,53,28,0,28,43,0,43,12,0,12,0,0,0,142,50,192
80101101506,..,97,97,53,7,63,16,0,16,12,0,12,3,0,3,0,0,0,82,105,184
80101101508,..,42,42,47,0,48,19,0,19,22,0,22,8,0,8,5,0,5,93,42,134
80101101509,..,30,30,36,0,38,34,4,35,21,0,21,3,0,8,8,0,8,104,37,142
80101101510,..,29,29,44,5,44,22,0,22,24,0,20,14,0,14,9,0,9,106,29,137
80101101511,..,30,30,31,0,26,16,0,16,17,0,17,4,0,4,0,0,0,61,29,94
80101101512,..,44,44,34,3,40,26,3,27,10,0,10,3,0,3,7,0,7,81,45,127
80101101513,..,75,75,43,7,48,18,0,14,4,0,6,4,0,4,0,0,0,63,87,152
80101101514,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101515,..,108,108,51,3,57,20,0,20,12,0,11,7,0,7,0,0,0,90,112,205
80101101516,..,29,29,70,0,75,64,0,67,54,0,54,17,0,17,10,0,10,216,37,246
80101101517,..,128,128,94,10,105,42,0,45,25,0,27,5,0,5,3,0,3,172,140,315
80101101601,..,24,24,42,0,42,23,0,29,33,3,34,11,0,11,6,0,6,114,32,148
80101101602,..,14,14,25,0,25,13,0,16,17,0,20,5,0,5,4,0,4,59,11,78
80101101603,..,42,42,65,3,67,25,3,30,31,0,32,11,0,17,10,0,5,144,49,190
80101101604,..,36,36,45,4,49,22,0,23,32,0,33,6,0,10,3,0,3,106,40,153
80101101605,..,26,26,50,7,57,24,0,24,22,0,19,11,0,11,3,0,4,108,38,144
80101101606,..,17,17,60,4,62,29,0,36,44,3,48,11,0,11,8,0,8,151,26,181
80101101607,..,19,19,22,0,27,20,0,20,25,0,23,8,0,8,0,0,0,75,14,90
80101101608,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101609,..,26,26,61,4,61,23,3,27,25,0,26,14,0,16,5,0,5,127,34,159
80101101610,..,14,14,25,0,26,18,0,18,15,0,15,10,0,10,0,0,0,72,17,81
80101101611,..,18,18,27,0,34,18,0,18,32,0,34,11,0,11,11,0,10,91,23,120
80101101612,..,32,32,69,0,69,23,4,29,22,0,22,18,0,18,3,0,10,142,39,180
80101101613,..,89,89,66,16,78,40,3,40,22,0,21,13,0,13,9,0,6,138,109,245
80101101614,..,17,17,47,0,47,35,0,35,28,0,28,10,0,10,10,0,10,124,17,140
80101101615,..,31,31,43,5,56,30,7,33,26,7,28,6,0,8,5,0,6,111,51,160
80101101616,..,30,30,56,5,56,28,3,30,23,5,24,13,0,20,7,0,7,134,39,173
80101101617,..,27,27,50,4,54,26,0,26,26,0,32,10,0,10,0,0,0,116,30,151
80101101618,..,26,26,46,0,45,15,0,15,23,0,23,5,0,5,9,0,8,94,29,125
80101101619,..,31,31,56,0,54,23,0,22,27,5,32,13,0,13,0,0,0,113,38,154
80101101701,..,31,31,35,0,33,17,0,17,20,0,21,7,0,7,3,0,3,83,36,121
80101101702,..,46,46,51,4,54,28,0,28,44,0,44,15,0,15,8,0,8,142,51,191
80101101703,..,77,77,86,6,93,30,0,30,37,0,37,3,0,3,10,0,10,163,91,255
80101101704,..,22,22,29,4,34,18,3,22,36,0,36,3,0,3,4,0,4,91,24,118
80101101705,..,49,49,43,4,49,21,5,22,13,0,9,15,0,15,5,0,5,97,55,148
80101101706,..,28,28,72,6,77,40,0,40,37,0,37,13,0,13,12,0,10,171,33,205
80101101707,..,42,42,47,4,51,41,0,46,22,0,22,9,0,9,3,0,3,122,49,172
80101101708,..,23,23,14,0,16,10,0,13,5,0,5,0,0,0,0,0,0,40,30,64
80101101709,..,19,19,51,7,57,27,0,27,23,0,23,3,0,3,3,0,0,106,24,132
80101101802,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101805,..,37,37,49,17,63,37,15,50,35,0,31,7,0,6,13,4,14,132,74,213
80101101806,..,27,27,40,11,48,24,12,34,10,3,15,8,0,8,6,0,6,83,49,133
80101101807,..,53,53,71,15,84,24,17,43,20,0,21,9,0,9,5,0,7,130,88,218
80101101808,..,28,28,33,4,37,19,5,29,18,5,21,8,0,8,6,0,9,88,45,135
80101101809,..,21,21,39,9,45,17,11,28,26,8,33,5,0,5,3,0,8,87,58,141
80101101810,..,33,33,46,11,54,33,14,48,12,0,17,3,0,7,3,0,3,97,59,151
80101101902,..,54,54,58,0,57,56,0,59,49,0,49,9,0,9,7,0,7,185,53,238
80101101904,..,36,36,35,3,39,30,0,31,40,0,40,15,0,15,3,0,3,122,40,162
80101101905,..,46,46,48,6,57,41,0,41,29,0,26,13,0,13,8,0,8,142,54,188
80101101906,..,23,23,32,0,30,18,0,23,18,0,18,7,0,7,7,0,7,89,20,113
80101101907,..,32,32,72,3,74,28,0,28,32,0,32,16,0,16,7,0,7,160,32,188
80101101908,..,17,17,57,0,56,31,0,31,32,0,32,12,0,12,11,0,11,142,22,158
80101101909,..,27,27,39,3,49,25,0,25,34,0,34,12,0,12,6,0,6,119,34,154
80101101910,..,31,31,40,3,40,29,0,29,20,0,20,10,0,10,6,0,6,96,35,133
80101101911,..,37,37,60,7,66,21,0,21,39,0,39,10,0,10,4,0,4,131,40,175
80101101912,..,24,24,45,0,43,23,0,25,23,0,27,5,0,5,6,0,6,99,30,129
80101101913,..,31,31,42,6,53,25,0,32,25,0,25,11,0,11,9,0,9,118,36,150
80101101914,..,28,28,21,3,26,15,0,17,24,0,24,9,0,9,4,0,4,68,31,97
80101101915,..,32,32,43,3,43,29,3,27,20,0,20,3,0,3,3,0,3,98,35,131
80101101916,..,27,27,32,0,34,29,0,29,27,0,27,7,0,7,0,0,0,95,25,121
80101101917,..,21,21,27,0,31,15,0,14,29,0,29,12,0,12,8,0,8,85,25,108
80101101918,..,13,13,22,3,19,16,0,16,24,0,24,9,0,9,3,0,3,77,16,93
80101101919,..,38,38,34,0,38,29,0,27,41,0,41,10,0,10,0,0,0,112,48,157
80101102001,..,21,21,29,0,29,23,0,23,27,0,27,4,0,4,9,0,9,82,18,102
80101102002,..,53,53,43,7,52,19,4,25,23,0,25,3,0,3,3,0,3,91,69,161
80101102003,..,17,17,31,0,32,24,0,25,13,0,15,3,0,3,3,0,3,78,26,99
80101102004,..,29,29,27,0,31,16,0,19,11,0,11,5,5,6,3,0,3,65,36,103
80101102005,..,179,179,122,12,134,51,5,56,28,0,30,5,0,5,3,0,3,207,201,410
80101102006,..,31,31,31,4,35,8,4,13,13,0,13,9,0,9,6,0,6,70,38,101
80101102007,..,55,55,35,4,43,16,0,16,14,0,14,7,0,9,0,0,0,76,63,136
80101102008,..,34,34,44,3,50,28,5,29,21,0,27,11,0,11,3,0,3,104,42,141
80101102101,..,69,69,81,10,92,35,3,34,23,0,23,18,3,18,4,0,4,163,81,247
80101102102,..,16,16,48,0,49,25,0,25,24,3,26,8,0,8,6,0,6,114,15,130
80101102103,..,24,24,72,0,70,34,3,35,28,0,29,17,0,15,10,0,10,153,31,185
80101102104,..,33,33,67,5,69,22,3,26,34,0,34,11,0,11,3,0,3,140,41,179
80101102105,..,27,27,75,0,76,42,0,40,47,0,47,19,0,19,11,0,11,199,30,226
80101102201,..,13,13,21,0,25,9,0,15,16,0,16,14,0,14,0,0,0,62,17,77
80101102202,..,10,10,49,0,49,14,0,14,24,0,24,5,0,5,5,0,5,96,10,106
80101102203,..,97,97,61,0,67,29,4,31,17,0,17,13,0,13,5,0,5,129,104,229
80101102204,..,51,51,60,5,70,37,5,41,34,0,37,8,0,8,10,0,10,153,62,214
80101102205,..,32,32,59,4,62,29,0,29,48,0,53,16,0,16,5,0,5,168,40,198
80101102206,..,16,16,34,0,34,16,0,16,28,0,26,15,0,15,0,0,0,91,16,115
80101102207,..,23,23,43,0,48,27,3,23,38,0,41,14,0,14,15,0,15,137,22,164
80101102208,..,13,13,33,0,35,12,0,12,20,0,20,14,0,12,7,0,7,81,16,99
80101102301,..,45,45,50,11,57,22,0,22,45,0,48,15,0,15,0,0,0,128,49,180
80101102302,..,24,24,37,0,41,7,4,10,20,0,20,3,0,5,5,0,5,65,24,93
80101102303,..,47,47,45,13,57,35,9,41,19,0,25,7,0,7,7,0,7,120,63,181
80101102304,..,92,92,45,8,55,31,7,32,24,0,24,5,6,8,4,0,4,110,114,220
80101102305,..,31,31,38,5,39,18,5,24,22,0,25,7,0,7,5,0,5,83,42,129
80101102306,..,26,26,35,5,37,32,0,29,28,0,31,10,0,10,0,0,0,110,30,140
80101102307,..,160,160,55,3,59,13,0,13,9,0,9,0,0,0,0,0,0,74,163,235
80101102401,..,46,46,21,0,24,21,0,21,12,0,12,3,0,3,5,0,5,63,47,107
80101102402,..,64,64,53,3,58,39,0,38,39,0,36,7,0,7,6,0,6,142,72,214
80101102403,..,30,30,43,6,46,26,0,26,33,0,33,13,0,13,0,0,0,109,37,149
80101102404,..,23,23,25,0,26,16,0,16,20,3,18,8,0,8,3,0,3,72,27,102
80101102405,..,15,15,31,0,31,10,0,15,18,0,22,13,0,13,6,0,5,79,20,100
80101102406,..,32,32,47,9,59,33,5,36,29,0,29,6,0,6,3,0,3,117,43,159
80101102407,..,49,49,37,4,41,21,0,21,12,0,12,3,0,3,0,0,0,73,49,123
80101102408,..,46,46,56,3,58,33,0,38,26,6,32,12,0,12,4,0,3,138,59,193
80101102501,..,39,39,35,0,37,24,0,24,18,0,18,6,0,6,4,0,4,87,42,124
80101102502,..,28,28,50,4,51,18,4,18,33,0,33,9,0,9,0,0,0,109,31,141
80101102503,..,32,32,61,0,67,28,0,28,42,0,42,16,0,16,6,0,6,151,35,189
80101102504,..,45,45,58,10,73,28,0,29,27,0,27,14,0,14,9,0,9,135,60,192
80101102505,..,16,16,20,7,27,18,0,18,23,0,23,12,0,12,3,0,3,75,23,102
80101102506,..,36,36,62,0,66,28,0,28,27,0,27,14,0,14,9,0,9,149,34,186
80101102601,..,12,12,42,6,42,20,0,20,26,0,26,16,0,16,3,0,3,95,14,111
80101102602,..,17,17,24,0,24,14,0,14,20,0,20,4,0,4,0,0,0,61,17,81
80101102603,..,18,18,36,0,36,21,0,21,36,0,36,16,0,16,3,0,3,109,23,131
80101102604,..,19,19,44,0,44,27,0,27,38,0,38,12,0,13,11,0,11,131,22,157
80101102605,..,13,13,27,0,35,12,0,13,21,0,19,4,0,4,4,0,6,71,17,88
80101102606,..,33,33,67,0,71,39,3,43,41,0,42,13,0,10,14,0,14,172,42,212
80101102607,..,38,38,39,0,41,22,9,24,31,0,31,9,0,14,11,0,11,114,48,158
80101111101,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
80101114201,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101114301,..,4,4,15,0,17,9,0,9,12,0,12,5,0,5,3,0,3,45,7,54
80101114302,..,46,46,50,3,57,25,0,25,37,0,37,17,0,17,8,0,8,137,46,189
80101114401,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
80103103102,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103103103,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7
80103103201,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
80103111301,..,67,67,25,4,29,21,0,21,9,0,14,3,0,7,0,0,3,60,79,141
80103111302,..,88,88,38,6,42,7,0,7,6,0,6,7,0,7,0,0,0,53,95,148
80103111303,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111304,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5
80103111305,..,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5
