SA1_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
80107108411,40,2000,1224,450,2874,0.8,2558,2.8
80107108412,45,1963,1060,420,2516,0.7,1875,2.2
80107108413,42,2167,1149,550,2963,0.7,2571,2.6
80107108414,36,1744,1142,460,1963,0.7,1741,2.1
80107108415,37,1969,947,350,2216,0.8,2013,2.9
80107108417,72,1842,790,458,1930,0.7,1053,1.8
80107108418,38,2167,1191,460,2661,0.8,2529,2.8
80107108419,86,460,497,0,899,0.5,825,1.2
80107108420,56,0,441,110,866,0.8,515,1.5
80107108501,0,0,0,0,0,0,0,0
80107108601,36,2000,1157,420,2886,0.8,2577,2.9
80107108602,42,2193,1115,473,3021,0.7,2666,2.9
80107108603,36,2033,1103,400,2569,0.8,2156,2.7
80107108604,39,2600,1079,300,2856,0.8,2650,3
80107108605,44,1950,1163,398,2765,0.7,2312,2.4
80107108701,35,2041,946,415,2162,0.8,2045,2.9
80107108702,34,2058,1178,420,2691,0.8,2318,2.8
80107108703,36,2026,1019,305,2304,0.7,1947,2.5
80107108704,33,1737,975,350,2321,0.7,1875,2.2
80107108705,36,2058,953,390,2185,0.8,1924,2.7
80107108706,36,2000,997,440,2399,0.8,2137,2.7
80107108707,37,2167,1074,450,2363,0.8,2230,2.7
80107108801,36,2080,1238,440,3200,0.8,3015,3
80107108802,39,2050,1297,440,3299,0.8,3068,2.9
80107108803,40,2167,1292,548,3187,0.7,3015,2.9
80107108804,36,2136,1277,520,2843,0.8,2722,2.8
80107108805,32,1879,1120,400,2449,0.8,1883,2.5
80107108806,34,1879,1004,460,2577,0.8,2229,2.8
80107108807,37,2000,1233,300,3118,0.8,2833,2.8
80107108808,36,2167,1141,430,2681,0.7,2395,2.8
80107108809,37,2123,1274,415,3172,0.8,3103,3
80107108810,34,1807,1010,406,2125,0.8,1812,2.5
80107108901,58,1798,1208,320,2750,1.1,1958,2.3
80107109001,35,2167,1183,500,2449,0.8,1937,2.8
80107109002,40,1733,1037,415,2781,0.8,2083,2.8
80107109003,46,2442,1283,470,3125,0.7,3014,2.8
80107109004,42,2100,1099,413,2703,0.7,2134,2.5
80107109005,36,2165,1062,216,2604,0.8,2115,2.7
80107109006,36,2167,1115,182,2440,0.8,2174,2.5
80107109007,39,1625,885,258,2048,0.9,1286,1.9
80107109008,38,1950,1020,463,2594,0.8,2299,2.8
80107109009,39,1950,1018,421,2594,0.8,2307,2.6
80107109010,46,2167,1151,530,2908,0.7,2462,2.8
80107109011,42,2184,1239,460,3011,0.7,2600,2.7
80107109012,41,1993,1226,430,3062,0.8,2390,2.3
80107109013,44,2492,1375,587,3416,0.7,3250,2.8
80107109014,41,2167,1042,450,2367,0.7,2137,2.6
80107109015,35,2123,1208,450,3017,0.8,2555,2.9
80107109016,38,1860,1112,510,2597,0.8,2343,2.8
80107109017,37,1950,1008,218,2405,0.7,2181,2.6
80107109018,39,1950,1308,510,3133,0.7,2791,2.7
80107109019,35,2196,1277,450,2928,0.7,2399,2.7
80107109020,35,1904,946,340,2374,0.8,2036,2.7
80107113201,47,0,1042,0,1125,1.2,0,6
80107113202,39,0,999,546,2750,1,3750,4
80108109101,50,3500,1181,167,3250,0.7,3050,2.7
80108109102,42,2600,1422,610,3363,0.7,3204,2.9
80108109103,50,2140,1152,289,3150,0.7,2050,2.2
80108109104,48,2600,1242,520,3035,0.7,2250,2.5
80108109105,44,3000,1676,722,4633,0.8,4633,3.3
80108109106,48,2689,1511,700,3750,0.7,3403,2.7
80108109107,49,2600,1266,696,3428,0.7,3250,2.8
80108109108,45,2570,1469,585,3833,0.7,3353,2.9
80108109201,36,2138,1079,335,2727,0.8,1845,2.3
80108109202,39,2600,1414,530,3028,0.7,2866,2.7
80108109203,37,2340,1334,515,2928,0.8,2529,2.7
80108109204,40,2539,1264,545,3091,0.8,2549,2.8
80108109205,38,2442,1137,482,2816,0.7,2518,2.7
80108109206,41,2600,1184,580,3091,0.7,2485,2.7
80108109207,46,2279,1445,560,3607,0.7,2840,2.6
80108109208,41,3033,1385,430,3643,0.8,3480,3.1
80108109209,38,4333,669,188,3250,0.8,2437,3.1
80108109210,0,0,0,0,0,0,0,0
80108109301,49,1965,809,235,2250,0.7,1103,1.9
80108109302,40,2252,1136,520,2678,0.7,2250,2.7
80108109303,39,2222,1275,490,2949,0.8,2420,2.6
80108109304,39,2383,1432,460,3656,0.8,3226,2.8
80108109305,38,2332,1234,471,2874,0.8,2424,2.8
80108109306,38,2505,1318,340,3102,0.8,2419,2.5
80108109401,41,2500,1138,414,2843,0.7,2446,2.7
80108109402,0,0,0,0,0,0,0,0
80108109403,42,2442,1357,470,3250,0.7,2795,2.5
80108109404,44,2100,1307,498,2671,0.7,2122,2.2
80108109405,42,2200,1424,563,3432,0.8,3033,2.8
80108109406,36,1853,1092,400,2433,0.8,2055,2.4
80108109407,42,2000,1336,480,3204,0.7,2571,2.4
80108109501,37,2288,1125,453,2874,0.8,2353,2.6
80108109502,38,2221,1299,290,3031,0.7,2732,2.8
80108109503,36,2197,1071,200,2474,0.7,1949,2.4
80108109504,50,2167,764,176,2666,0.7,1350,2.1
80108109505,37,2167,1044,470,2675,0.8,2360,2.7
80108109506,37,2119,1420,426,3218,0.7,2575,2.6
80108109507,40,1779,1139,430,2558,0.8,2059,2.4
80108109508,40,2300,1158,470,2812,0.7,2353,2.6
80108109509,39,2058,1095,391,2625,0.8,2392,2.5
80108109601,50,2400,1132,490,2888,0.7,2333,2.5
80108109602,47,2167,1125,450,2562,0.7,2013,2.4
80108109603,42,2141,1035,500,2661,0.7,2240,2.7
80108109604,62,2167,732,300,2874,0.7,2105,2.5
80108109605,38,2572,1166,500,2795,0.8,2471,3
80108109701,44,2300,1004,120,2949,0.9,1525,2.3
80108109702,37,2600,1302,490,3187,0.8,2908,2.8
80108109703,39,2257,1300,440,3150,0.7,2519,2.6
80108109705,35,1475,850,370,1775,0.9,1410,2
80108109706,41,1842,1297,420,3031,0.7,2308,2.4
80108109707,36,2167,1244,470,3146,0.8,2615,2.7
80108109708,38,2167,1161,450,2646,0.7,2272,2.4
80108109801,50,1765,952,361,2446,0.8,1397,2
80108109802,37,2167,1175,430,3028,0.8,2390,2.6
80108109804,51,1950,1145,630,2750,0.6,2356,2.6
80108109806,43,1874,1144,430,2120,0.8,1821,2
80108109807,59,2546,772,165,2874,0.8,1458,2.2
80108109808,44,2625,1328,520,3132,0.7,3011,2.7
80108109809,39,2171,1421,473,3486,0.7,3119,2.7
80108109810,42,2073,1303,235,3333,0.7,2399,2.6
80108109811,0,0,0,0,0,0,0,0
80108109812,31,2500,1258,390,2963,0.9,2463,2.8
80108109813,38,3002,1792,525,4562,0.8,4125,3.2
80108109814,40,2200,1448,480,3220,0.7,2941,2.6
80108113301,70,2000,1812,245,3750,0.8,2324,1.5
80109109901,36,2308,1120,440,2864,0.8,2256,2.4
80109109902,34,1837,1223,406,2761,0.9,2121,2.2
80109109903,41,2600,1444,510,4100,0.8,3625,2.9
80109109904,44,2817,1183,490,2944,0.7,2333,2.4
80109109905,38,2392,1128,550,2799,0.7,2352,2.4
80109110001,46,3000,1568,590,3921,0.7,3656,2.7
80109110002,41,2800,1560,542,3666,0.7,3355,2.8
80109110003,57,2200,905,510,3392,0.8,2750,2.8
80109110004,38,2600,1302,500,3640,0.8,2694,2.6
80109110005,46,3000,1508,600,4437,0.7,3643,2.6
80109110006,42,2708,1418,533,3650,0.7,3067,2.7
80109110007,42,2987,1471,550,4124,0.7,3312,2.6
80109110008,37,2167,1244,380,3083,0.9,2303,2.4
80109110010,40,2809,1528,565,4055,0.8,3449,2.9
80109110011,37,2500,1300,580,3625,0.7,2777,2.6
80109110012,46,3050,1170,271,3777,0.7,2480,2.6
80109110013,30,1600,1144,375,1988,1.2,1851,2
80109110014,40,2492,1205,503,3892,0.8,3062,2.6
80109110101,36,1500,1146,370,2363,0.9,2095,2.3
80109110102,39,2654,1312,550,2984,0.8,2932,3
80109110104,34,2709,1352,524,3583,0.8,3356,3.1
80109110105,52,2950,1059,610,3600,0.7,2968,2.7
80109110106,70,2167,994,448,2132,0.7,1456,1.8
80109110107,39,2600,1140,480,2952,0.8,2603,2.8
80109110108,46,2900,1391,239,3600,0.7,3156,2.7
80109110109,43,3359,1590,576,4596,0.7,4200,2.9
80109110110,38,2457,1483,470,4349,0.8,3600,2.8
80109110201,23,0,0,0,0,0,0,0
80109110202,41,2871,1084,502,3326,0.8,2368,2.7
80109110203,42,3000,1305,283,4125,0.8,2750,2.7
80109110204,51,3467,1671,900,4693,0.7,4761,2.9
80109110205,42,2198,1336,590,3694,0.8,3392,2.8
80109110206,42,3467,1446,550,3750,0.8,3222,2.6
80109110207,37,2058,1580,550,3010,1,2470,2.4
80109110209,43,2879,1580,725,4727,0.8,4250,3.1
80109110210,59,0,641,0,0,0,0,0
80109110211,40,2858,1258,511,2863,0.8,2521,2.7
80109110301,34,2134,1161,325,2365,1.1,1716,1.9
80109110302,43,2800,1566,350,4518,0.8,3949,3
80109110303,41,2590,1360,568,3812,0.8,3166,2.7
80109110304,44,3033,1542,585,4708,0.7,4150,3
80109110305,46,2759,1410,500,3750,0.8,3156,2.8
80109110306,61,2622,1110,496,3639,0.7,2365,2.5
80109110307,38,3000,1238,555,3437,0.8,3104,2.8
80109110308,40,3250,1271,170,3333,0.7,2353,2.5
80109110401,48,2600,1378,515,3805,0.7,3524,2.7
80109110402,42,2071,1391,477,2874,0.7,2100,2.3
80109110403,48,2600,1226,519,3033,0.7,2542,2.6
80109110404,53,2167,1340,609,3218,0.6,2905,2.5
80109110405,56,2100,1220,634,2833,0.6,2214,2.3
80109110406,0,0,0,0,0,0,0,0
80109110501,0,0,0,0,0,0,0,0
80109110502,36,2853,1090,360,2903,0.9,2354,2.6
80109110503,35,1582,1079,338,2466,1,1773,2.2
80109110504,51,1636,1080,390,2139,0.8,1574,1.7
80109110505,39,3000,1447,465,4250,0.7,3384,2.7
80109110506,36,2910,1159,385,3204,0.9,2489,2.7
80109110507,31,1950,988,360,2180,1,2020,2.4
80109110601,36,2392,1260,500,2843,0.8,2525,2.7
80109110602,38,2288,1257,480,3016,0.8,2542,2.6
80109110603,36,2400,1245,475,3071,0.8,2596,2.6
80109110604,45,1582,847,150,2270,0.8,1278,1.9
80109110605,31,1225,1017,360,1991,1.2,1678,2
80109110606,59,2600,1272,560,3042,0.6,2609,2.4
80109110607,43,2275,1330,575,3339,0.7,2625,2.6
80109110701,56,3934,1537,912,4374,0.6,3687,2.5
80109110702,49,3304,1477,1154,4666,0.6,4700,3.1
80109110801,62,0,949,0,1625,1,1625,2
80109110802,44,1954,1012,112,3957,0.8,1949,2.3
80109110803,39,2383,1317,380,3399,0.8,2652,2.6
80109110804,42,2035,1110,445,2525,0.8,1963,2.2
80109110805,44,2500,1232,500,3444,0.7,2363,2.6
80109110806,46,2774,1312,650,4785,0.7,4150,2.9
80109110807,44,2383,1310,500,2966,0.8,2312,2.4
80109110901,38,1545,1281,448,2227,1.1,1800,1.7
80109110904,40,0,92750,0,0,1,4750,1
80109110905,38,1541,841,250,1906,0.9,1431,1.7
80109110907,32,1330,1133,400,2315,1,2077,2.2
80109110908,32,1487,1243,368,2305,1.4,1702,1.7
80109110910,38,1800,1470,489,2874,0.7,2281,2
80109110913,39,2058,1367,480,2963,0.7,2095,1.9
80109110915,31,1625,1209,420,2333,1.1,2231,2.3
80109110916,31,1509,1497,500,2537,1.1,2086,1.7
80109110917,31,1600,1414,420,2463,1.2,2084,1.8
80109110918,33,1742,1602,550,3118,1,2325,1.8
80109110919,0,0,0,0,0,0,0,0
80109110920,25,0,0,0,0,0,0,0
80109110921,29,1538,1325,500,2450,1.2,2149,1.9
80109111001,38,2383,1240,500,3107,0.8,2393,2.7
80109111002,39,2362,1048,400,2345,0.8,1807,2.4
80109111003,43,3000,1618,533,3874,0.7,3318,2.7
80109111004,35,2275,1408,565,3463,0.8,3033,2.9
80109111005,41,2340,1351,530,3625,0.8,3050,2.9
80109111006,46,2817,1384,540,3916,0.7,3711,3
80110113401,65,0,1624,0,0,1,1125,1
80110113505,28,1975,1364,490,2941,1,2788,2.7
80110113506,34,2817,1393,670,3437,0.9,3353,3.5
80110113507,29,1687,1220,400,2437,1.1,2117,2.3
80110113508,33,2113,1336,499,3125,0.8,2527,2.5
80110113509,31,1938,1516,530,2962,0.9,2737,2.6
80110113510,31,2300,1534,488,3055,0.9,2808,2.9
80110113511,30,1636,1390,480,2683,1,2238,2.2
80110113512,27,1950,1098,325,2403,1,2287,2.7
80110113513,30,2000,1294,576,2980,0.9,2920,3.1
80110113514,28,1892,1260,479,2384,0.9,2290,2.7
80110113515,35,3033,1737,373,4374,0.8,4218,3.4
80110113602,33,3467,1758,120,3860,0.8,3805,3.2
80110113603,34,3358,1804,700,4592,0.9,4592,3.5
80110113604,30,1733,1620,575,3053,0.9,2489,2
80110113605,33,3581,1839,800,4510,0.8,4530,3.5
80110113606,30,2167,1552,420,3108,0.9,2546,2.6
80110113701,0,0,0,0,0,0,0,0
80110113901,31,3200,1390,540,3650,0.9,3672,3.4
80110113902,38,2784,1857,762,4083,0.8,4036,3.2
80110113903,31,1517,1454,480,2859,1.1,2201,1.8
80110113904,0,0,0,0,0,0,0,0
80110113905,30,1517,1307,410,2520,1,2178,2.2
80110113906,36,2637,1580,640,3739,0.8,3897,3.3
80110113907,31,1924,1504,560,3045,0.9,2596,2.5
80110113908,36,2167,1428,640,3604,0.8,3374,3.1
80110113909,30,1600,1375,450,2525,1.1,2198,1.9
80110113910,31,1517,1384,450,2382,1,2122,1.8
80110114501,57,0,0,0,0,0,0,0
80110114601,27,2750,75,0,900,1.5,900,6
80111114001,32,7600,1291,415,2849,1,2916,3.5
80111114002,44,1404,1312,375,2749,0.8,3083,2.7
80111114004,32,1759,908,187,2333,0.9,2150,2.8
80111114005,50,0,1583,450,3250,1.1,3374,3.3
80111114006,35,2333,1580,410,3687,0.9,3704,3.3
80111114101,27,4333,1270,400,2687,1.3,2812,3.3
89797979991,0,0,0,0,0,0,0,0
89999949999,0,0,0,0,0,0,0,0
