SA1_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
80101100208,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,9,0,3,6,0,3,0,0,0,0,14,0,7,0,0,0,0,0,0,0,13,0,3,10,0,0,0,0,0,0,16,0,3,8,0,0,0,0,0,0,16,0,0,4,0,4,0,0,0,0,11,0,0,8,4,0,0,0,0,0,14,0,0,0,4,6,0,0,0,0,16,0,0,9,10,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,5,24,62,28,27,16,15,6,0,183,3,9,0,3,3,0,0,0,0,21,5,0,0,0,0,0,0,0,0,8,0,5,3,0,0,0,6,0,0,19,0,0,3,0,4,3,0,0,0,15,0,0,3,4,3,0,4,0,0,13,0,3,6,3,8,3,3,0,0,23
80101100209,0,0,4,4,0,0,0,0,0,12,0,0,6,0,0,0,3,0,0,12,0,3,3,0,4,0,0,0,0,7,0,0,9,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,4,0,0,4,9,0,0,0,0,0,12,0,3,3,0,4,0,0,0,0,5,0,3,3,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,3,0,0,8,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,6,13,50,19,14,8,10,0,0,115,4,0,5,0,0,7,0,0,0,18,0,3,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,9,0,6,7,7,0,3,0,0,0,27,3,3,9,3,3,0,3,0,0,25,0,3,10,4,5,0,0,0,0,20
80101100210,0,6,0,5,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,7,0,4,3,0,3,0,0,5,0,18,0,3,5,0,0,0,0,0,0,5,0,3,5,0,0,0,4,0,0,9,0,3,12,4,0,4,4,0,0,16,0,3,4,5,3,3,0,0,0,17,0,0,8,5,0,0,0,0,0,14,0,0,0,3,0,5,0,0,0,6,0,0,8,4,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,13,3,20,42,33,23,19,19,10,0,175,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,4,0,0,8,0,0,0,3,0,0,0,0,0,12,0,4,0,5,4,4,0,3,0,21,0,5,3,6,3,0,0,0,0,24,0,4,3,3,6,0,3,3,0,23
80101100211,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,3,4,3,23,4,0,13,6,0,0,0,0,0,18,0,5,11,3,0,0,0,0,0,22,0,5,11,0,3,0,0,0,0,19,0,5,15,3,0,3,0,0,0,24,0,0,14,0,0,0,0,0,0,15,0,0,15,3,5,0,5,0,0,26,0,0,0,4,4,0,0,0,0,5,0,0,3,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,3,0,17,13,38,90,40,20,16,16,9,3,235,8,3,13,8,4,0,0,0,0,37,4,0,4,7,0,0,0,0,0,13,0,0,6,5,5,0,0,0,0,17,4,4,0,0,5,0,3,0,0,21,0,0,6,0,10,4,6,3,3,41,4,6,17,3,3,6,0,0,0,39
80101100212,0,0,0,0,0,0,0,4,7,14,3,0,4,0,0,0,0,8,26,37,0,3,3,0,0,0,3,13,15,38,0,0,4,0,0,0,9,8,10,27,0,0,0,0,0,4,3,7,12,25,0,0,5,0,0,3,4,7,0,20,0,0,5,0,0,0,0,5,6,17,0,0,4,6,0,0,5,0,4,18,0,0,0,4,0,0,0,0,0,11,0,0,0,5,0,5,0,0,5,20,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,3,0,3,15,28,3,13,23,23,10,10,28,74,97,296,0,0,4,5,0,0,0,0,5,14,0,0,0,0,0,0,0,6,3,10,4,3,0,0,0,0,9,5,8,26,0,0,4,0,0,0,0,9,6,20,3,3,7,0,0,0,0,11,39,67,0,3,4,0,0,0,6,14,16,46
80101100213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100215,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,5,13,0,0,0,0,0,0,22,0,3,8,0,0,0,0,5,0,18,0,8,15,0,0,0,0,0,0,29,0,4,18,3,0,0,0,0,0,22,0,9,22,4,0,0,0,0,0,33,0,3,14,4,0,0,0,0,0,27,0,0,14,4,0,0,0,0,0,20,0,0,10,3,5,4,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,11,5,55,129,32,12,7,4,5,0,248,4,17,17,3,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,7,3,0,0,0,0,0,0,18,0,3,4,0,0,0,0,0,0,8,0,13,21,6,0,0,0,0,0,41
80101100216,0,22,9,0,0,0,0,3,0,42,0,9,27,0,0,3,4,0,0,46,0,14,32,8,0,0,0,0,0,48,0,10,25,3,0,0,0,0,0,47,0,24,55,6,0,0,3,0,0,90,0,26,59,6,6,0,5,0,0,96,0,17,37,8,3,0,0,0,0,64,0,13,30,0,4,3,0,0,0,50,0,4,19,0,0,0,0,0,0,22,0,3,8,13,4,4,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,25,0,3,0,0,0,0,49,10,192,384,42,24,18,12,3,0,693,7,51,58,8,6,9,0,0,0,139,4,4,11,0,0,0,0,0,0,27,4,8,9,0,0,4,0,0,0,26,0,26,28,0,0,0,0,3,0,63,4,21,37,3,6,3,4,0,0,65,0,28,64,8,0,0,0,0,0,98
80101100217,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,4,6,8,0,0,0,3,0,0,19,0,3,5,0,0,4,0,0,0,18,0,3,7,4,0,0,0,0,0,21,0,3,16,10,3,0,4,0,0,33,0,3,11,5,0,0,0,0,0,19,0,5,4,3,5,0,0,0,0,14,0,0,11,3,4,0,0,0,0,14,0,0,4,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,10,0,37,78,28,14,10,5,3,0,179,0,5,9,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,15,4,7,11,0,0,0,3,0,0,31
80101100218,3,0,4,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,8,0,6,11,0,0,0,0,0,0,25,0,4,5,3,0,0,0,0,0,20,0,7,13,0,0,0,0,0,0,17,0,0,15,3,0,0,0,0,0,31,0,6,7,3,0,0,0,0,0,21,0,0,17,4,4,0,0,0,0,23,0,0,14,8,4,0,0,0,0,24,0,0,4,10,6,0,0,0,0,25,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,8,0,3,0,0,0,0,14,9,38,124,45,25,14,11,0,0,257,3,4,16,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,4,8,11,4,0,0,3,0,0,31,3,8,0,0,0,0,0,0,0,14,0,0,11,0,0,0,0,0,0,18,3,14,11,0,0,0,0,0,0,34
