SA1_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
80101100208,0,0,0,0,..,3,3,3,0,3,..,0,0,0,0,0,..,0,0,7,0,7,..,19,0,21,0,21,..,105,18,124,0,123,..,0,0,3,4,8,267,107,18,126,10,396
80101100209,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,10,18,0,17,..,23,6,23,0,23,..,122,26,140,0,143,..,0,0,0,12,17,118,120,26,140,16,278
80101100210,0,4,0,4,..,0,4,0,0,0,..,0,0,0,0,0,..,4,5,9,0,9,..,13,6,21,0,21,..,79,18,95,3,97,..,0,0,0,22,22,244,80,18,100,25,366
80101100211,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,7,0,12,..,39,6,46,0,46,..,228,39,263,0,267,..,3,0,3,29,34,282,229,39,269,29,578
80101100212,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,24,3,26,0,31,..,100,17,115,0,116,..,0,0,0,23,20,401,103,17,118,20,539
80101100213,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,15,7,0,7,0,19
80101100215,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,14,0,14,..,8,0,11,0,11,..,266,34,294,7,293,..,4,0,6,17,22,224,268,30,302,17,548
80101100216,0,12,0,12,..,6,0,6,0,6,..,3,0,3,0,3,..,21,0,22,0,22,..,68,10,80,0,83,..,868,64,932,0,934,..,10,0,15,103,114,418,876,69,945,103,1468
80101100217,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,6,0,5,0,5,..,7,0,7,0,7,..,164,5,166,0,166,..,5,0,5,17,26,178,167,5,170,22,378
80101100218,0,8,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,12,0,12,..,25,0,30,0,30,..,230,21,250,0,251,..,6,0,6,34,36,257,231,21,252,37,547
80101100219,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,21,3,24,0,23,..,151,9,161,3,167,..,0,0,0,6,16,208,154,9,166,10,383
80101100220,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,17,0,21,0,21,..,109,10,117,0,122,..,0,0,0,4,11,109,110,10,118,6,238
80101100221,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,3,0,0,0,3,8
80101100222,0,12,0,9,..,6,0,6,0,6,..,4,0,4,0,4,..,5,3,4,0,4,..,18,0,18,0,22,..,262,25,284,9,287,..,3,0,3,16,21,270,262,27,289,23,586
80101100223,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,7,0,7,..,0,0,0,3,3,7,6,3,7,3,14
80101100224,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,17,0,17,0,17,..,106,5,110,0,110,..,0,0,0,6,6,121,106,5,110,6,236
80101100225,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,16,4,14,0,14,..,180,20,198,0,204,..,0,0,0,11,10,197,179,20,201,11,408
80101100301,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,25,3,28,0,30,..,165,11,177,0,176,..,0,0,0,6,7,221,167,11,180,6,401
80101100304,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,14,0,18,..,21,3,23,0,21,..,251,25,274,11,284,..,4,0,4,27,34,539,256,24,281,40,858
80101100306,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,7,4,11,0,11,..,87,6,95,0,95,..,3,0,3,8,11,289,94,6,101,8,395
80101100307,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,10,0,10,..,14,0,14,0,14,..,86,8,93,0,92,..,0,0,0,7,7,149,86,8,93,10,250
80101100308,0,9,0,9,..,5,0,5,0,5,..,8,0,8,0,8,..,20,0,20,0,20,..,40,0,40,0,40,..,341,11,353,0,356,..,0,0,0,29,30,631,342,11,354,30,1012
80101100309,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,19,..,117,3,121,0,121,..,0,0,0,4,3,171,119,3,122,4,291
80101100310,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,9,0,9,..,30,0,26,0,26,..,97,13,105,0,105,..,0,0,0,3,3,133,97,12,108,3,246
80101100311,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,18,0,18,..,10,0,10,0,10,..,81,6,82,0,82,..,0,0,0,7,7,198,81,6,82,7,288
80101100312,0,12,0,12,..,0,6,4,0,4,..,0,0,0,0,0,..,13,0,17,0,17,..,21,0,21,0,21,..,251,36,286,0,286,..,3,0,3,14,12,323,255,36,285,14,621
80101100314,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,4,14,0,14,..,0,0,0,31,31,66,12,4,14,29,109
80101100315,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,13,0,13,0,13,..,129,21,154,4,156,..,0,0,0,14,15,221,136,21,156,15,395
80101100316,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,22,6,25,0,25,..,0,0,0,9,12,266,21,6,24,9,302
80101100317,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,5,14,0,14,..,8,0,12,0,12,..,198,10,210,0,209,..,3,7,7,8,14,253,198,15,216,6,478
80101100318,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,9,..,35,0,41,0,40,..,0,0,0,16,16,235,35,0,41,16,291
80101100319,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,0,9,..,56,7,65,0,64,..,0,0,0,7,4,223,58,7,63,4,296
80101100320,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,64,0,69,0,73,..,0,0,0,14,14,347,64,0,69,14,432
80101100321,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,5,34,0,32,..,195,25,222,0,225,..,6,0,6,22,23,217,201,25,225,27,467
80101100322,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,21,3,23,0,23,..,128,11,142,0,142,..,0,0,4,3,9,232,133,15,147,5,382
80101100401,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,0,0,0,..,18,0,16,0,16,..,0,0,0,0,0,202,18,0,16,0,226
80101100402,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,10,7,0,7,..,49,10,57,0,57,..,0,0,0,10,10,357,49,10,57,10,418
80101100403,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,17,0,17,..,58,7,67,0,67,..,0,0,0,7,10,379,60,7,66,7,458
80101100404,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,4,7,0,7,..,19,0,27,3,26,..,65,14,81,4,84,..,6,0,6,13,15,279,71,14,82,17,376
80101100405,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,12,33,0,33,..,49,12,57,0,57,..,0,0,3,20,26,367,50,15,64,20,448
80101100406,0,0,0,0,..,3,4,4,0,4,..,0,0,0,0,0,..,7,6,13,0,13,..,11,15,25,0,25,..,99,41,143,0,140,..,0,0,4,37,40,436,106,42,138,33,607
80101100408,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,9,0,9,0,9,..,36,7,37,0,37,..,0,0,0,5,5,128,36,7,37,5,175
80101100409,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,3,8,0,8,..,19,8,25,0,25,..,68,12,79,3,86,..,0,0,0,29,29,229,68,12,79,32,341
80101100501,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,9,0,9,..,50,14,66,0,66,..,0,0,0,20,22,223,51,14,68,20,301
80101100502,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,59,5,65,0,65,..,0,0,0,18,18,354,59,5,65,18,442
80101100503,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,38,4,39,0,39,..,0,0,0,5,5,268,38,4,39,5,313
80101100504,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,49,4,54,0,54,..,4,0,4,3,5,276,45,4,52,3,331
80101100505,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,11,0,11,0,11,..,57,7,64,0,64,..,3,0,3,10,7,311,60,7,65,10,379
80101100506,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,11,11,183,5,0,5,11,194
80101100507,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,11,..,52,0,50,0,57,..,0,0,0,4,4,264,52,0,50,8,325
80101100508,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,26,0,30,0,30,..,0,0,0,0,3,183,25,0,28,0,213
80101100509,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,4,6,0,6,..,20,0,20,0,20,..,71,10,80,0,78,..,5,0,5,31,28,345,75,10,87,31,461
80101100602,0,0,0,0,..,3,5,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,22,9,31,0,31,..,0,0,0,5,0,149,24,9,28,5,184
80101100604,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,10,0,10,..,10,0,10,0,10,..,46,3,46,0,46,..,0,0,6,3,8,250,45,5,51,3,307
80101100605,0,0,0,0,..,6,5,10,0,10,..,0,0,0,0,0,..,10,3,12,0,12,..,20,0,22,0,22,..,61,15,86,0,80,..,0,0,0,13,9,342,61,21,85,9,434
80101100606,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,8,0,8,..,0,3,3,0,3,..,42,7,46,3,50,..,0,0,0,0,0,308,42,7,45,3,358
80101100607,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,19,7,17,0,17,..,73,5,80,3,83,..,0,0,0,0,0,328,76,5,86,3,416
80101100608,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,21,12,34,0,32,..,81,21,95,0,99,..,0,0,0,21,21,358,81,21,95,22,476
80101100609,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,4,11,0,11,..,37,4,38,0,38,..,0,6,6,17,19,309,37,8,43,17,364
80101100610,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,4,..,11,0,14,0,14,..,57,8,70,0,68,..,5,0,5,4,8,304,56,8,66,5,381
80101100611,0,4,0,4,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,11,0,11,..,66,19,84,0,84,..,0,0,0,13,19,322,67,19,88,13,418
80101100612,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,10,..,29,7,35,0,35,..,119,13,130,0,130,..,4,0,4,13,12,383,123,13,139,13,533
80101100613,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,9,6,13,0,13,..,42,9,48,0,49,..,0,0,0,3,4,193,42,8,51,5,246
80101100614,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,15,3,20,0,20,..,50,5,55,0,55,..,0,0,0,4,4,294,50,5,55,4,357
80101100615,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,28,0,31,0,31,..,0,0,0,8,8,179,28,0,31,8,216
80101100616,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,9,0,9,..,27,0,30,0,30,..,114,12,121,0,121,..,0,0,0,8,5,390,116,12,124,6,522
80101100617,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,18,0,18,..,53,13,63,0,63,..,5,0,4,17,21,320,59,13,66,17,402
80101100618,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,10,0,10,..,5,0,7,0,4,..,65,9,77,0,73,..,0,0,5,6,14,258,66,11,78,9,347
80101100619,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,41,4,47,0,47,..,0,0,0,8,8,141,41,4,47,8,194
80101100620,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,23,6,32,0,32,..,107,18,121,0,121,..,0,0,0,24,22,271,104,18,125,23,420
80101100621,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
80101100622,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,23,0,23,..,66,4,75,0,79,..,0,0,0,10,10,212,66,4,75,13,295
80101100623,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,4,17,0,17,..,66,11,79,0,79,..,0,0,0,13,11,294,70,11,81,13,389
80101100701,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,8,0,8,..,17,5,18,0,15,..,87,11,101,0,98,..,5,0,5,8,15,386,91,11,98,9,496
80101100702,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,5,32,0,32,..,0,0,0,3,3,215,31,5,32,3,252
80101100703,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,9,0,9,0,9,..,92,6,96,0,96,..,0,0,0,8,13,397,89,6,96,8,506
80101100704,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,0,0,0,0,0,..,33,3,33,0,36,..,0,0,0,5,5,165,33,3,33,3,210
80101100705,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,7,11,0,11,..,14,0,14,0,14,..,67,7,74,0,74,..,0,0,0,8,9,378,69,7,77,8,454
80101100706,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,3,0,3,..,18,0,21,0,21,..,78,8,86,0,86,..,0,0,0,4,4,312,78,8,86,4,401
80101100707,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,24,..,71,0,74,0,73,..,0,0,0,11,10,403,70,0,72,10,484
80101100708,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,14,..,64,4,69,5,66,..,0,0,0,8,9,272,65,3,70,7,351
80101100709,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,5,0,5,..,43,3,45,0,47,..,0,0,0,17,17,281,43,3,45,19,343
80101100710,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,9,0,9,..,57,0,54,0,54,..,0,0,0,7,5,329,54,0,54,7,395
80101100711,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,5,16,0,16,..,71,14,87,0,90,..,3,0,3,16,11,505,75,14,88,16,607
80101100712,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,52,9,53,0,53,..,0,0,0,8,11,357,49,9,52,8,414
80101100713,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,8,0,11,..,37,4,40,0,42,..,0,0,0,7,3,273,37,3,41,3,319
80101100714,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,3,0,3,..,4,0,3,0,3,..,41,4,41,0,41,..,0,0,0,4,4,228,39,4,46,4,278
80101100801,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,8,39,0,39,..,8,3,12,0,12,..,111,41,149,0,152,..,0,0,0,6,12,215,111,41,154,10,373
80101100802,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,33,7,39,0,39,..,10,0,15,0,16,..,141,29,167,3,175,..,0,0,0,3,3,330,141,29,167,12,517
80101100803,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,15,0,15,..,25,0,25,0,25,..,90,8,101,0,101,..,6,0,4,10,20,284,99,15,105,10,409
80101100804,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,7,7,11,0,11,..,16,0,19,0,19,..,83,21,101,0,103,..,0,0,0,14,16,181,81,21,104,13,297
80101100805,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,25,0,25,..,11,0,10,0,10,..,106,10,112,0,117,..,3,0,3,9,10,341,108,10,119,13,472
80101100806,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,9,..,50,6,53,0,53,..,0,0,0,3,3,280,50,6,53,3,332
80101100807,0,0,0,0,..,5,6,9,0,5,..,0,0,0,0,0,..,15,5,16,0,16,..,32,0,35,0,35,..,157,13,172,0,169,..,0,0,0,11,18,374,160,12,175,15,566
80101100808,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,9,0,9,..,21,0,19,0,19,..,138,19,157,0,157,..,0,0,0,13,14,192,145,19,155,13,364
80101100809,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,13,5,12,0,14,..,94,17,110,0,114,..,7,0,7,13,16,352,94,17,115,17,473
80101100810,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,3,23,0,23,..,7,0,7,0,7,..,84,17,95,0,95,..,0,0,0,9,9,255,84,17,95,9,361
80101100811,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,9,..,5,0,5,0,5,..,35,5,44,0,44,..,0,0,0,9,9,162,35,5,44,9,209
80101100812,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,10,25,0,25,..,20,4,18,0,18,..,103,26,124,0,124,..,0,0,0,18,21,268,99,26,124,18,416
80101100901,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,4,0,4,0,4,..,0,6,3,0,3,..,42,6,39,0,39,..,6,0,6,7,7,334,39,6,42,7,381
80101100902,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,53,0,53,0,53,..,0,0,0,9,5,222,55,0,55,9,285
80101100903,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,11,3,15,0,17,..,58,7,64,0,67,..,0,0,0,6,6,363,58,7,64,14,439
80101100904,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,9,..,43,0,42,0,42,..,0,0,0,10,10,325,43,0,42,10,373
80101100905,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,47,9,54,0,54,..,0,0,0,0,0,309,48,9,53,0,368
80101100906,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,57,3,64,0,64,..,4,0,4,18,18,417,65,3,66,18,495
80101100907,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,7,0,12,0,12,..,25,14,39,0,39,..,7,0,7,19,27,238,33,14,45,19,304
80101100908,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,50,9,63,0,63,..,0,0,0,7,7,281,50,9,63,7,347
80101100909,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,20,3,26,0,26,..,0,0,0,14,13,263,20,3,28,14,304
80101100910,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,10,0,10,..,5,0,5,0,5,..,39,4,48,0,48,..,0,0,0,8,11,318,44,4,45,8,374
80101101001,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,31,3,33,0,33,..,3,0,3,9,15,354,28,3,35,9,400
80101101002,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,11,0,11,..,35,3,40,0,40,..,0,0,0,0,0,304,37,3,40,0,349
80101101003,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,3,0,3,..,7,3,14,0,14,..,0,0,0,4,4,433,7,3,14,4,452
80101101004,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,23,3,26,0,26,..,0,0,0,4,3,358,29,3,28,4,386
80101101005,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,27,0,27,..,68,0,67,0,67,..,4,0,4,16,22,460,65,0,74,16,547
80101101101,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,4,22,0,22,..,106,18,116,0,116,..,0,0,0,26,27,554,106,18,123,26,700
80101101102,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,9,6,8,0,8,..,61,8,68,0,68,..,0,0,0,3,3,275,61,8,68,3,347
80101101103,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,18,0,21,0,16,..,103,16,119,0,122,..,0,0,0,8,7,531,108,16,122,10,667
80101101104,0,0,0,0,..,6,4,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,10,0,10,..,66,3,74,0,74,..,0,0,0,10,11,363,63,3,71,10,445
80101101105,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,53,7,55,0,55,..,0,0,0,3,3,229,53,7,55,3,286
