SA1_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
80105105117,0,8,36,13,4,11,0,0,0,76,0,0,8,0,3,3,0,0,0,22,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,4,0,0,0,30,0,0,0,4,0,0,0,0,0,8,0,13,46,22,13,14,3,0,0,116,3,13,36,9,6,5,0,0,0,69,0,9,16,8,0,0,0,0,0,36,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,10,20,3,3,0,0,0,0,46,0,3,0,0,0,0,0,0,0,9,6,30,59,15,10,7,0,0,0,127,6,20,69,25,13,11,0,0,0,152,0,10,29,10,5,8,0,0,0,59,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,3,0,18,29,16,11,7,0,4,0,79,0,4,4,4,0,0,0,0,0,16
80105105118,10,17,62,25,3,6,0,0,0,117,0,3,20,8,0,0,0,0,0,34,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,20,10,0,3,0,0,0,46,0,0,5,0,0,0,0,0,0,6,10,23,83,40,6,5,0,0,0,169,0,10,45,15,6,8,0,0,0,85,0,11,17,4,6,0,0,0,0,37,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,21,0,4,0,0,0,0,47,0,0,0,0,0,0,0,0,0,6,7,27,64,23,9,8,4,0,0,136,10,32,99,44,7,8,0,0,0,203,0,18,32,9,3,0,0,0,0,73,0,3,8,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,42,14,5,3,3,0,0,91,0,6,8,6,0,0,0,0,0,13
80105105119,6,21,79,32,13,7,4,0,0,159,0,3,14,8,4,0,0,0,0,36,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,15,15,4,0,0,0,0,45,0,0,3,0,4,0,0,0,0,8,9,27,95,50,21,7,5,3,0,214,7,35,52,18,7,5,0,0,0,127,0,4,21,10,4,4,0,0,0,47,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,21,19,7,6,0,0,0,57,0,0,0,0,4,0,0,0,0,11,7,43,72,35,20,12,0,3,0,194,8,53,129,52,26,14,6,0,0,285,0,14,28,19,9,4,0,0,0,78,0,0,4,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,36,33,12,6,0,4,0,99,0,0,9,3,8,0,0,0,0,18
80105105120,11,33,102,49,8,10,3,0,0,220,0,10,24,14,7,4,0,0,0,60,0,0,5,7,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,10,26,20,10,4,0,3,0,70,0,0,8,4,6,0,0,0,0,19,11,49,134,66,20,21,0,3,0,320,5,27,90,29,17,13,0,0,0,178,0,6,23,7,0,4,0,0,0,50,0,5,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,25,12,0,4,4,0,0,58,0,0,8,0,0,0,0,0,0,18,5,36,120,48,22,15,3,0,0,250,18,58,192,77,21,25,3,4,0,396,0,17,43,24,5,11,0,3,0,107,0,5,5,3,8,0,5,0,0,26,0,0,0,4,0,0,0,0,0,4,0,17,51,28,12,12,4,0,0,136,0,3,19,8,4,0,0,0,0,36
80105105301,10,25,87,45,32,25,13,8,0,251,0,7,20,14,0,11,9,10,0,74,0,4,3,0,6,5,3,0,0,23,0,0,0,0,0,0,0,0,0,4,0,9,22,13,3,16,18,8,0,98,0,0,14,5,5,3,0,6,0,34,12,39,117,56,45,46,33,22,7,378,11,22,62,29,30,28,18,6,0,210,0,3,21,11,11,5,8,3,0,67,0,0,5,0,0,8,4,3,0,17,0,0,0,0,0,0,0,3,0,0,0,3,23,13,12,11,13,11,0,83,0,5,3,3,4,3,3,0,0,24,8,29,86,46,42,42,31,19,5,325,21,52,142,73,68,55,27,17,0,455,0,14,38,26,11,11,17,10,5,138,0,4,4,4,4,9,9,8,0,43,0,0,0,0,0,0,0,3,0,7,0,12,46,24,14,24,27,19,3,182,0,5,18,12,9,9,4,5,0,65
80105105302,11,14,66,29,18,12,4,0,0,162,0,6,15,6,7,5,4,0,0,49,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,17,8,7,5,3,0,0,52,0,0,7,0,0,0,0,0,0,7,11,29,92,41,23,19,14,0,0,219,17,38,57,24,11,10,8,0,0,156,0,3,23,4,3,8,8,0,0,45,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,3,0,3,20,4,9,12,7,0,0,57,0,0,9,0,0,0,0,0,0,13,18,42,89,35,19,22,6,0,0,227,25,52,127,56,29,21,9,0,0,317,0,13,35,11,8,18,10,0,0,94,0,0,7,3,0,0,0,0,0,12,0,0,0,0,3,3,0,0,0,4,0,13,40,12,11,18,13,0,0,108,0,0,14,0,0,0,0,0,0,19
80105105305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
80105105306,9,8,42,22,14,8,8,4,0,107,0,0,6,0,0,0,0,0,0,22,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,4,7,4,0,0,0,28,0,0,8,3,0,0,0,0,0,11,9,9,51,31,18,11,14,3,0,143,3,10,31,19,10,8,4,4,0,80,0,9,5,0,0,5,0,3,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,0,3,0,21,0,0,7,0,0,0,0,0,0,10,5,10,34,19,10,8,7,0,0,109,14,17,69,41,18,10,17,6,0,189,3,8,7,6,3,10,6,4,0,37,0,0,5,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,11,15,3,9,7,5,4,0,50,0,0,8,4,0,0,0,0,0,17
80105105307,0,220,22,0,0,0,0,0,0,242,0,28,4,0,0,0,0,0,0,37,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,0,0,0,0,38,0,77,8,0,0,0,0,0,0,93,0,330,36,4,0,0,0,0,0,374,0,231,21,4,0,0,0,0,0,260,0,76,4,0,0,0,0,0,0,80,0,9,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,91,4,0,0,0,0,0,0,91,0,84,9,0,0,0,0,0,0,91,0,401,34,4,0,0,0,0,0,445,0,452,45,8,0,0,0,0,0,505,0,106,6,0,0,0,0,0,0,118,0,14,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,0,120,6,0,0,0,0,0,0,132,0,162,22,0,0,0,0,0,0,189
80105105308,0,129,15,3,0,0,0,0,0,146,0,31,4,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,36,0,43,5,0,0,0,0,0,0,53,0,202,28,3,0,0,0,0,0,233,0,169,21,3,0,0,0,0,0,198,0,53,0,0,0,0,0,0,0,50,0,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,65,0,75,10,0,0,0,0,0,0,83,0,306,30,3,0,0,0,0,0,342,0,293,41,7,0,0,0,0,0,344,0,80,3,0,0,0,0,0,0,80,0,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,94,4,0,0,0,0,0,0,98,0,119,10,0,0,0,0,0,0,135
80105105311,6,35,65,19,7,5,3,0,0,138,0,4,6,3,0,0,7,0,0,18,0,0,6,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,8,0,0,28,0,3,0,0,3,0,0,0,0,6,6,46,74,18,11,4,8,0,0,173,0,51,66,20,5,0,3,0,0,144,0,8,8,3,5,0,3,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,11,3,5,0,5,0,0,31,0,4,3,0,0,0,0,0,0,12,0,67,78,22,11,0,7,0,0,192,7,86,133,39,13,6,6,0,0,285,0,13,13,3,7,0,6,0,0,43,0,3,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,15,3,8,0,12,0,0,58,0,11,8,0,5,0,0,0,0,19
80105105312,8,17,75,33,29,15,9,4,0,202,0,0,16,9,10,3,0,0,3,50,0,6,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,10,21,10,18,6,4,0,3,64,0,0,10,6,7,0,5,0,0,28,8,31,99,53,48,26,16,7,3,290,16,19,50,20,17,12,4,3,0,146,0,7,15,9,8,8,3,4,0,52,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,9,15,15,13,11,5,4,0,58,3,0,4,6,6,6,0,0,0,21,22,30,71,38,25,23,12,8,0,223,24,39,127,59,45,33,15,9,0,343,0,11,26,20,19,9,8,0,3,101,0,6,3,5,4,5,4,0,0,22,0,0,0,0,0,3,0,0,0,6,0,18,33,22,22,16,7,0,0,120,3,6,17,12,3,7,3,0,0,51
80105105313,3,39,75,15,11,3,7,0,0,157,0,5,12,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,5,14,0,0,3,5,0,0,42,0,8,11,0,0,0,0,0,0,16,3,51,97,25,16,14,10,0,0,214,6,37,70,13,8,9,3,0,0,144,0,12,6,0,0,5,5,0,0,30,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,4,5,0,0,33,0,0,6,0,0,0,0,0,0,8,6,54,81,16,8,12,8,0,3,185,8,73,144,33,23,13,4,0,0,305,0,14,13,0,0,6,9,0,0,54,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,4,0,20,22,9,4,11,11,0,0,74,0,8,7,3,0,0,0,0,0,23
80105105314,20,49,133,43,24,16,5,0,0,284,0,11,18,3,7,0,4,3,0,55,0,0,3,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,11,25,3,9,3,5,3,0,66,0,0,16,7,0,0,0,0,0,32,22,66,173,57,38,23,13,3,0,382,16,44,123,35,23,8,3,0,0,256,0,16,20,8,0,7,0,0,0,57,0,0,6,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,17,25,9,0,10,3,0,0,77,0,3,14,3,3,0,0,0,0,28,20,70,166,50,30,16,13,0,0,361,34,95,256,79,48,21,11,0,0,541,3,29,36,13,11,8,6,8,0,111,0,0,11,0,3,3,9,0,0,30,0,0,0,0,0,0,0,0,0,4,3,30,51,14,14,16,10,8,0,140,0,9,32,12,3,3,0,0,0,64
80105105404,41,38,19,15,23,14,0,3,0,157,0,3,8,7,6,3,0,0,6,43,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,3,8,10,9,8,3,5,7,50,6,3,5,0,0,0,0,0,0,10,49,42,25,27,33,20,7,3,7,220,21,24,28,25,23,14,4,3,0,138,0,15,7,6,11,4,0,4,0,56,0,0,3,6,5,7,3,0,0,18,0,0,0,0,0,3,0,0,4,12,0,15,7,7,12,15,10,3,5,84,4,0,0,0,0,0,0,0,0,17,30,45,33,35,37,26,13,7,5,234,65,68,42,42,46,23,3,6,0,301,4,15,9,16,18,13,3,4,5,95,0,0,3,0,3,5,4,0,0,27,0,0,0,0,0,3,0,0,0,10,4,16,20,19,24,19,11,7,7,130,12,7,3,3,0,0,0,0,0,27
80105105405,17,13,9,5,8,0,0,0,0,55,6,0,4,5,4,0,0,0,0,19,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,4,0,3,0,27,0,0,3,0,0,0,0,0,0,8,25,14,19,9,11,6,5,3,0,93,17,7,9,7,4,4,3,0,0,50,0,5,5,6,3,0,0,0,0,22,0,0,5,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,5,6,3,7,3,0,0,0,35,0,0,6,0,0,0,0,0,0,6,19,11,19,14,12,6,6,0,0,83,34,19,12,14,14,8,0,0,0,109,6,5,11,8,7,5,0,0,0,41,0,0,5,0,6,4,0,3,0,15,0,0,0,0,0,0,0,0,0,4,6,6,11,13,12,7,0,4,0,59,0,0,5,0,0,0,0,0,0,8
80105105406,40,33,31,37,24,24,12,3,0,203,11,12,10,8,5,8,10,0,3,57,0,0,0,4,4,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,11,13,10,8,6,8,15,6,3,69,0,3,0,0,3,0,0,0,0,14,49,45,43,50,31,36,19,10,3,279,44,38,32,27,21,11,8,0,0,189,6,7,13,7,9,14,6,5,0,68,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,8,6,14,14,13,11,16,12,11,3,96,0,0,0,0,0,0,0,0,0,4,49,51,51,42,37,33,24,8,3,286,84,68,65,66,46,37,20,6,0,389,12,18,18,15,11,21,13,9,3,120,0,6,0,8,4,0,3,3,0,28,0,0,0,0,0,0,3,3,0,12,12,24,23,24,17,26,19,14,3,164,0,4,3,4,3,3,0,5,0,22
80105105407,27,29,46,31,18,14,6,4,0,175,5,5,8,3,10,9,3,0,0,43,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,3,5,5,13,3,9,10,3,5,7,61,3,0,7,0,0,0,0,0,0,15,38,37,59,38,27,25,8,7,4,250,39,31,35,23,25,10,4,4,0,168,6,13,15,7,10,7,6,4,0,58,0,6,4,0,8,5,0,0,0,18,0,0,0,0,0,0,0,0,0,4,6,16,16,8,13,7,5,4,0,85,3,10,4,0,0,0,0,0,0,19,49,61,50,36,36,19,8,4,5,269,65,65,81,50,46,26,7,4,3,343,13,24,24,10,14,14,6,0,3,109,0,6,8,0,8,3,3,4,4,27,0,0,0,0,0,0,0,0,0,7,13,22,26,15,20,20,12,5,4,146,12,15,12,4,0,0,0,0,0,39
80105105408,14,21,30,19,7,3,0,0,0,90,0,5,6,3,4,0,6,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,6,3,4,0,9,0,0,27,0,4,0,4,0,0,3,3,0,8,12,26,34,26,8,3,5,3,4,131,8,12,16,16,10,0,0,0,0,66,0,7,5,6,7,0,4,0,0,29,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,11,7,6,3,0,3,0,3,35,0,0,0,0,0,0,0,0,0,3,10,29,20,24,15,7,0,4,3,106,17,39,42,35,18,5,0,5,0,156,0,11,13,8,3,0,3,0,0,46,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,5,0,0,0,0,10,8,8,5,5,8,4,0,62,0,5,0,4,0,0,5,3,0,19
80105105409,14,58,157,47,19,13,3,3,0,315,0,5,11,13,3,7,0,0,0,47,0,0,3,5,3,6,0,0,0,18,0,0,0,0,0,0,0,4,0,6,0,3,19,15,3,13,5,4,0,66,3,0,8,0,0,3,0,0,0,23,23,61,184,59,32,25,9,8,0,401,35,55,123,33,21,12,9,3,0,298,3,29,43,15,4,9,0,0,0,114,0,6,9,5,0,0,4,3,0,24,0,0,0,0,0,0,0,0,5,5,3,39,51,19,8,8,5,6,4,139,0,5,15,3,4,0,0,0,0,24,38,98,190,64,31,20,8,7,5,460,48,111,282,81,50,23,10,5,3,612,7,39,60,31,8,15,5,0,0,155,0,4,14,4,4,3,5,7,0,42,0,0,0,0,0,0,0,4,5,6,7,39,71,34,14,18,6,11,4,207,3,5,21,5,3,3,0,0,0,49
80105105410,20,36,65,21,10,7,0,0,0,171,0,5,13,5,0,6,0,0,0,37,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,13,5,0,7,0,0,4,41,0,5,3,5,0,0,0,0,0,8,20,46,87,37,12,14,6,0,4,224,17,33,69,20,11,3,0,0,0,159,0,15,33,11,7,0,0,0,0,59,0,0,11,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,10,47,14,6,3,0,0,3,83,0,0,0,0,0,0,0,0,0,8,17,47,116,35,18,9,6,0,3,242,36,71,134,45,25,9,4,0,0,327,0,17,39,18,3,4,3,0,0,100,0,0,20,8,0,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,17,58,20,7,10,4,0,3,126,0,0,0,0,0,0,0,0,0,13
80105105501,41,23,19,31,17,11,0,3,0,150,7,7,0,9,4,6,0,7,5,43,0,0,3,0,0,4,0,5,0,12,0,0,0,0,0,0,0,0,0,3,7,11,6,10,4,11,9,8,8,65,0,0,3,0,0,5,0,0,0,15,51,32,33,48,23,23,9,14,4,228,32,16,29,29,21,13,14,7,0,164,5,15,11,3,14,8,5,9,3,61,0,0,6,3,0,0,0,5,3,16,0,0,0,0,5,4,0,0,0,13,5,15,13,9,15,9,5,15,5,83,4,0,0,0,0,4,0,0,0,12,41,34,44,35,36,23,17,14,7,259,75,43,48,63,40,20,17,5,6,322,7,19,15,11,12,10,10,15,5,103,0,0,8,10,0,0,0,9,5,29,0,0,0,0,5,0,0,4,0,13,7,19,19,16,19,21,7,19,11,148,5,3,4,0,5,6,4,0,0,27
80105105502,27,8,29,20,18,10,0,0,0,125,7,0,0,8,6,6,0,3,0,36,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,6,7,0,0,12,6,14,4,4,0,48,4,0,6,0,0,0,0,0,0,9,39,12,38,31,26,24,3,3,0,186,27,14,14,16,16,3,3,3,0,97,0,10,6,10,4,3,9,5,5,44,0,0,0,5,0,6,0,0,0,12,0,0,0,0,0,0,0,5,0,5,0,10,10,15,4,8,9,5,5,59,0,0,6,0,3,0,0,0,0,22,28,24,30,38,23,11,15,15,4,175,50,25,48,37,31,15,4,3,0,221,7,8,11,21,12,8,10,4,3,85,0,0,0,5,0,6,0,0,0,13,0,0,0,5,0,4,0,4,0,9,7,8,11,22,12,16,14,12,0,109,9,0,7,4,8,0,0,0,0,35
80105105503,39,15,14,21,12,6,9,5,3,123,4,0,5,9,6,3,4,4,4,39,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,5,0,0,0,3,4,0,5,9,12,3,4,3,9,45,0,0,7,3,0,0,0,0,0,10,41,16,25,30,27,15,14,7,7,182,34,18,9,27,10,14,8,7,0,129,5,10,6,7,9,4,5,6,3,52,0,0,5,0,0,3,0,6,0,12,0,0,0,0,0,0,0,4,0,11,5,10,12,7,9,7,4,16,3,72,0,0,0,0,0,0,0,0,0,3,38,22,23,36,21,21,15,23,8,200,74,29,30,49,28,20,16,6,3,252,6,8,12,16,18,0,8,10,5,85,0,0,5,0,0,0,0,6,5,21,0,0,0,0,0,6,4,3,0,10,6,11,19,16,14,16,11,20,8,119,0,0,7,3,0,0,0,0,0,11
80105105504,37,22,32,34,18,12,7,0,0,156,4,4,10,15,6,10,4,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,4,10,15,3,5,6,3,0,56,0,5,4,0,0,0,0,0,0,10,41,27,43,47,24,16,15,3,0,221,32,20,25,28,18,7,8,0,0,149,0,19,11,12,3,3,9,3,3,56,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,5,0,23,6,14,0,11,7,3,3,70,0,6,0,0,0,0,0,0,0,4,32,44,34,41,22,19,16,5,6,223,67,47,56,60,34,17,16,0,5,306,4,24,13,17,9,12,6,7,3,100,0,0,0,0,0,6,3,0,0,16,0,0,0,0,0,6,4,0,0,11,5,28,16,24,8,20,15,7,3,127,5,0,5,0,0,3,0,0,0,19
80105105505,32,15,57,35,19,16,6,0,0,173,5,5,10,7,8,10,7,4,0,43,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,8,4,5,11,11,8,13,5,4,0,62,0,0,3,3,5,0,0,0,0,12,36,20,66,48,27,25,13,9,3,251,30,25,65,37,19,10,5,4,0,196,0,10,28,8,4,0,6,4,4,59,0,0,7,7,0,4,3,0,0,17,0,0,0,0,0,0,7,0,0,8,0,3,29,15,8,4,17,5,5,88,0,3,4,7,0,0,0,0,0,18,35,40,91,51,26,19,25,12,5,301,64,43,117,69,44,28,13,4,0,370,4,10,32,15,9,7,10,9,4,107,0,0,4,9,0,5,3,6,0,29,0,0,0,0,0,3,10,0,0,18,3,12,40,21,11,19,23,13,4,150,0,7,4,8,4,0,0,4,0,36
80105105506,43,21,42,38,15,6,5,0,0,179,0,11,9,10,6,9,3,0,0,51,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,4,0,13,9,10,6,9,7,3,0,60,0,0,5,7,0,8,0,0,0,18,47,39,54,56,28,25,17,4,0,264,41,29,37,25,8,6,8,5,0,155,0,15,14,13,7,0,0,3,5,61,0,0,5,4,3,0,6,6,0,24,0,0,0,0,0,0,0,0,0,0,0,14,16,18,16,0,6,7,5,90,0,0,4,0,0,3,0,0,0,12,48,40,58,47,28,15,16,11,4,260,83,54,76,63,28,16,12,5,0,334,5,20,21,25,16,10,9,3,5,113,0,6,5,6,3,0,9,6,0,37,0,0,0,0,0,3,0,3,0,3,5,24,28,30,22,12,14,11,6,154,3,0,7,8,6,8,5,0,0,36
80105105507,33,28,20,33,21,13,4,4,0,155,3,4,5,7,10,7,0,5,0,46,0,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,5,0,0,4,3,6,5,7,11,11,12,7,6,64,0,0,4,7,0,3,0,0,0,10,39,34,27,45,26,22,17,18,3,228,31,29,22,34,11,14,4,8,0,153,5,15,6,9,9,5,11,4,0,53,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,4,0,0,5,5,14,6,8,12,10,11,5,0,71,3,4,0,3,0,0,3,0,0,17,32,46,24,48,26,25,25,9,5,242,69,54,38,64,34,22,13,11,0,308,7,20,15,16,17,15,9,10,0,96,0,5,0,7,5,6,7,0,0,28,0,0,0,0,0,3,3,3,3,15,7,24,15,19,23,22,25,11,0,136,3,4,4,6,0,4,4,0,0,26
