SA1_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
80101100216,9,0,3,0,11,0,0,0,0,0,5,0,0,0,5,4,0,0,0,4,0,0,5,0,8,5,0,5,0,5,10,0,0,0,9,27,5,0,0,34,22,10,3,0,31,40,7,0,0,49,30,14,3,0,44,26,3,0,0,35,53,10,3,7,72,27,5,0,0,36,11,3,0,0,22,12,0,0,0,13,17,5,0,0,22,9,3,0,0,16,4,0,0,0,8,305,66,19,14,397
80101100217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,0,0,4,8,0,0,0,8,3,0,0,0,3,4,0,0,0,4,14,3,3,0,23,10,0,0,0,10,3,0,0,0,7,3,0,0,0,7,3,0,0,0,7,3,0,0,0,8,0,0,0,0,5,62,12,5,0,88
80101100218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,6,5,0,0,9,13,0,0,0,14,7,3,0,0,12,11,5,0,0,13,23,8,0,0,28,18,0,0,0,25,4,0,0,0,8,5,0,0,0,5,9,3,0,0,15,0,0,0,0,6,0,0,0,0,0,99,26,7,8,139
80101100219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,4,8,5,0,0,12,0,0,0,0,5,13,6,3,0,18,17,0,0,4,21,5,0,0,0,6,4,0,0,0,4,3,5,0,0,10,6,0,0,0,11,0,0,0,0,0,69,19,10,4,103
80101100220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,0,0,6,10,4,0,0,20,9,3,0,0,9,5,4,0,0,12,3,0,0,0,4,4,0,0,0,4,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,42,17,5,5,65
80101100221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100222,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,7,0,0,0,3,7,6,0,0,15,12,0,0,0,15,4,0,0,0,11,13,7,0,0,11,27,3,0,0,32,13,5,0,0,14,7,3,0,0,13,5,6,0,0,8,9,6,0,0,16,6,0,0,0,0,0,0,0,0,0,106,31,14,4,155
80101100223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,0,0,0,4,11,0,0,0,11,5,0,0,0,7,7,3,0,0,5,8,0,0,0,10,15,0,0,0,20,11,4,0,0,11,3,0,0,0,6,7,3,0,0,10,10,4,0,0,14,3,0,0,0,4,0,0,0,0,0,82,15,10,3,107
80101100301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,0,0,0,0,3,0,5,0,0,3,5,7,4,0,14,5,3,0,0,11,9,0,0,3,9,3,4,0,0,11,11,9,0,0,24,4,0,0,0,3,0,0,0,0,0,48,33,6,5,94
80101100304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,8,0,0,0,8,5,0,0,0,4,4,5,5,0,12,6,0,0,0,13,12,0,0,0,16,16,5,7,0,30,9,6,3,5,18,14,7,0,0,25,5,11,0,0,17,22,29,0,0,50,0,6,0,0,11,0,0,0,0,0,111,73,23,9,212
80101100306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,6,4,0,0,0,10,0,0,0,0,3,0,0,0,0,0,5,3,4,0,15,9,4,0,0,12,8,8,0,0,13,5,4,0,0,7,13,10,3,0,26,3,0,0,0,3,0,0,0,0,0,48,30,15,0,98
80101100307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0,3,0,8,0,4,0,0,5,0,4,0,0,0,3,7,0,0,11,4,0,0,0,6,0,0,3,0,7,0,0,0,0,0,26,19,8,6,53
80101100308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,4,0,0,4,4,0,0,0,3,0,0,5,0,3,5,5,0,0,9,12,0,4,0,11,4,3,0,0,10,6,0,0,0,7,8,6,0,0,14,0,0,0,0,0,0,0,0,0,0,33,24,9,5,70
80101100310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,4,0,0,0,0,3,4,0,0,0,4,0,4,0,0,3,3,0,0,0,7,0,0,0,0,4,0,0,0,0,3,3,3,0,0,8,3,19,0,0,17,0,7,0,0,3,0,0,0,0,0,25,31,10,0,63
80101100311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,3,0,0,0,6,3,0,0,0,3,4,0,5,0,0,10,4,0,0,14,4,0,4,0,6,4,0,0,0,7,0,3,0,0,3,8,8,0,0,18,0,3,3,0,8,0,0,0,0,0,44,22,14,0,80
80101100312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,9,0,0,0,0,5,10,0,0,0,10,5,4,0,0,11,3,0,4,0,8,7,5,5,0,19,9,3,0,0,15,7,3,0,0,9,11,3,0,0,10,16,25,0,0,50,3,8,0,0,14,0,0,0,0,0,85,59,18,8,158
80101100314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,0,0,8,0,0,0,0,5,0,0,0,0,7,3,0,0,0,3,4,0,0,0,9,0,0,0,0,3,7,4,0,0,12,13,6,0,0,18,6,10,0,0,13,0,0,3,0,7,10,18,0,0,22,4,3,0,0,6,0,0,0,0,0,68,35,12,0,115
80101100316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,5,0,0,0,4,0,0,0,0,0,11,10,0,0,25,0,0,0,0,0,0,0,0,0,0,40,18,3,0,58
80101100317,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,4,0,0,8,6,0,0,0,8,9,4,3,3,16,3,3,0,0,9,7,0,0,0,14,15,0,3,0,19,10,0,0,0,12,5,0,0,0,8,9,0,0,0,8,3,0,0,4,9,0,0,0,0,4,0,0,0,0,0,83,15,11,9,111
80101100318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,3,9,8,5,0,0,8,0,0,0,0,6,11,30,0,0,48,0,4,0,0,4,0,0,0,0,0,42,40,4,3,84
80101100319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,4,4,4,0,16,10,0,0,0,9,7,5,0,0,17,4,3,0,0,10,14,6,0,0,19,0,0,0,0,3,0,0,0,0,0,56,21,13,0,88
80101100320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,5,3,4,5,13,8,0,0,0,8,8,5,0,0,17,6,6,0,0,9,3,25,0,0,27,0,0,0,0,0,0,0,0,0,0,31,55,7,3,97
80101100321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,4,0,0,8,7,4,0,0,6,7,0,0,0,12,0,3,0,0,5,9,6,0,5,21,8,0,0,0,12,4,5,0,0,5,9,4,0,0,14,11,11,0,0,26,3,0,0,0,6,0,0,0,0,0,63,42,10,7,123
80101100322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,9,0,0,0,10,11,3,0,3,16,12,0,0,0,12,26,4,0,0,25,11,0,0,0,11,5,0,0,0,8,4,0,0,0,4,7,4,0,0,9,9,0,0,0,7,0,0,0,0,0,91,13,8,4,112
80101100401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,5,0,0,3,0,5,0,0,0,0,3,3,0,0,0,5,0,0,0,0,9,0,6,0,0,6,0,8,0,0,6,0,7,0,0,3,0,9,0,0,5,0,4,0,0,0,0,0,0,0,0,17,32,14,0,65
80101100402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,0,0,4,0,0,0,0,3,0,0,5,0,0,0,6,0,0,0,0,0,3,0,0,0,4,6,9,0,0,14,6,11,0,0,18,0,12,0,0,18,10,3,0,0,8,7,17,0,0,25,0,10,3,0,12,0,0,0,0,0,44,60,15,0,121
80101100403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,5,5,0,4,0,5,0,0,0,0,3,3,4,4,0,8,0,4,3,0,7,0,3,0,0,7,4,5,5,0,15,7,13,4,0,24,4,5,0,0,13,0,4,0,0,7,4,7,0,0,12,0,0,7,0,4,0,0,0,0,0,29,51,39,3,125
80101100404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,8,3,0,0,0,6,0,0,0,0,3,0,0,4,0,3,0,4,5,0,9,3,4,0,0,6,0,0,0,0,4,5,10,0,0,20,3,8,0,0,12,0,9,0,0,11,0,4,0,0,9,0,5,4,0,7,0,4,0,0,3,0,0,0,0,0,30,53,30,0,109
80101100405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,9,5,0,7,0,8,5,4,4,0,14,0,0,0,0,0,5,3,0,0,8,0,4,0,0,8,9,4,4,0,20,4,12,0,0,17,5,8,0,0,8,4,8,0,0,10,0,5,0,0,7,0,6,0,0,11,4,0,0,0,7,41,51,26,0,120
80101100406,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,9,0,0,4,0,8,5,0,3,0,8,3,0,8,0,9,3,4,4,0,7,7,7,3,7,18,0,3,3,0,7,3,3,4,0,7,7,10,4,0,23,10,5,3,0,20,4,5,0,0,16,0,4,4,0,9,0,3,0,0,8,7,3,4,0,11,0,0,0,0,0,41,61,57,3,162
80101100408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,5,0,5,0,0,3,0,3,0,0,0,0,7,4,3,3,0,10,0,3,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,21,7,12,0,48
