SA1_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
80101102105,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,3,9,0,18,0,0,0,0,0,0,0,0,0,4,63,44,35,55,47,54,29,15,0,344,..,0,26,72,79,74,59,17,5,322,..,0,16,12,8,0,0,0,0,41,..,0,0,8,3,6,0,0,0,17,135,..,..,..,..,..,..,..,..,135,..,43,..,..,..,..,..,..,..,43,..,32,18,4,0,0,0,0,0,58,..,0,3,0,0,6,0,0,0,12,..,0,6,0,0,0,0,0,0,7,..,0,0,0,0,0,5,0,0,7,..,0,0,0,5,6,7,9,0,27,0,0,0,0,0,0,0,0,0,3,135,87,72,99,98,91,70,27,3,687
80101102201,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,30,3,17,22,17,12,8,6,0,106,..,0,9,28,18,20,11,10,0,94,..,0,4,0,4,0,0,0,0,6,..,0,3,4,0,0,0,0,0,12,65,..,..,..,..,..,..,..,..,65,..,14,..,..,..,..,..,..,..,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,3,0,3,0,0,0,0,0,6,..,0,0,3,3,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,65,18,21,35,25,17,16,17,0,220
80101102202,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,6,0,7,0,0,0,0,0,0,0,0,0,0,21,12,18,21,22,17,21,13,0,142,..,0,5,21,36,15,40,26,4,143,..,8,9,10,9,0,0,0,0,34,..,0,0,0,0,0,0,0,0,8,52,..,..,..,..,..,..,..,..,52,..,16,..,..,..,..,..,..,..,16,..,13,9,0,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,6,..,6,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,6,0,6,0,0,0,0,0,0,0,0,0,0,52,38,20,33,46,23,43,28,4,295
80101102203,..,0,0,0,0,0,0,0,0,11,..,0,3,8,9,8,17,12,3,70,0,0,0,0,0,0,0,0,0,6,43,27,43,42,36,22,26,17,3,269,..,0,23,37,33,19,10,17,0,142,..,5,23,9,3,5,3,0,0,45,..,4,5,11,7,0,4,0,0,29,94,..,..,..,..,..,..,..,..,94,..,17,..,..,..,..,..,..,..,17,..,14,3,0,0,0,0,0,0,22,..,0,6,0,0,0,0,0,0,7,..,3,6,0,0,0,0,0,0,6,..,0,4,4,0,0,0,0,0,18,..,0,13,12,9,12,23,13,5,96,0,0,3,0,0,0,0,0,0,9,94,46,88,70,57,39,45,33,6,494
80101102204,..,0,4,4,0,0,0,0,0,5,..,0,4,4,5,0,4,6,0,21,0,0,0,0,0,4,0,0,0,3,52,22,43,49,33,27,18,18,5,266,..,6,33,60,37,32,27,22,0,210,..,6,17,4,12,9,0,0,0,49,..,0,9,3,8,4,0,0,0,24,113,..,..,..,..,..,..,..,..,113,..,16,..,..,..,..,..,..,..,16,..,19,13,4,0,0,0,0,0,33,..,4,5,0,0,5,0,0,0,16,..,5,3,0,0,0,0,0,0,9,..,3,12,8,0,0,0,0,0,20,..,0,5,8,6,10,11,9,3,53,0,0,0,0,0,0,0,0,0,8,113,55,93,91,63,57,42,32,3,554
80101102205,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,3,6,10,0,22,0,0,0,0,0,0,0,0,0,0,67,22,28,55,36,37,23,17,0,283,..,5,20,57,46,33,39,16,3,219,..,0,11,16,18,12,3,0,0,67,..,0,0,5,4,3,3,4,0,21,139,..,..,..,..,..,..,..,..,139,..,30,..,..,..,..,..,..,..,30,..,18,13,5,6,0,0,0,0,40,..,3,0,0,0,3,0,0,0,9,..,5,0,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,10,..,0,0,5,4,9,8,14,6,34,0,0,0,0,4,0,0,0,0,3,139,59,48,92,79,64,49,29,6,569
80101102206,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,39,23,12,32,24,10,18,8,0,174,..,0,8,39,30,24,25,8,0,139,..,6,6,9,6,0,0,0,0,26,..,0,0,6,7,0,0,3,0,14,85,..,..,..,..,..,..,..,..,85,..,24,..,..,..,..,..,..,..,24,..,12,5,4,3,0,0,0,0,21,..,0,0,0,6,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,5,0,0,0,0,0,0,0,4,..,0,0,0,5,3,3,6,5,15,0,0,0,0,0,0,0,0,0,0,85,44,22,60,50,27,28,13,6,335
80101102207,..,0,5,0,3,0,0,0,0,7,..,0,0,0,0,5,4,0,0,10,4,3,0,0,0,0,0,0,0,6,66,20,28,38,29,30,22,6,0,252,..,0,20,55,38,43,36,24,3,210,..,0,15,10,6,0,4,4,0,40,..,0,0,5,4,6,0,0,0,15,122,..,..,..,..,..,..,..,..,122,..,29,..,..,..,..,..,..,..,29,..,14,13,3,3,0,0,0,0,35,..,0,5,0,0,0,0,0,0,6,..,0,6,0,0,0,3,0,0,9,..,0,6,0,3,0,0,0,0,13,..,0,3,0,0,6,3,5,0,19,4,3,0,0,0,0,0,0,0,13,128,49,60,81,60,63,39,26,8,506
80101102208,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,28,26,6,16,27,23,24,12,0,153,..,0,0,20,38,33,30,16,0,135,..,0,8,0,0,3,0,0,0,19,..,0,0,3,0,3,0,0,0,7,50,..,..,..,..,..,..,..,..,50,..,20,..,..,..,..,..,..,..,20,..,21,4,0,3,0,0,0,0,28,..,0,0,0,0,0,0,0,0,8,..,4,0,5,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,4,3,4,0,12,0,0,0,0,4,0,0,0,0,4,50,47,12,28,48,44,38,30,0,290
80101102301,..,0,8,0,3,3,0,0,0,12,..,0,3,0,3,4,9,8,5,28,0,0,0,3,0,0,0,0,0,3,53,16,40,30,39,16,23,16,5,242,..,0,20,41,39,23,22,21,4,164,..,0,26,14,10,3,4,0,0,53,..,0,3,3,3,6,0,0,0,22,109,..,..,..,..,..,..,..,..,109,..,23,..,..,..,..,..,..,..,23,..,15,9,3,0,3,0,0,0,27,..,0,0,0,0,0,0,0,0,6,..,3,8,0,0,0,0,0,0,8,..,3,11,0,5,4,0,0,0,23,..,0,11,3,3,3,10,8,6,42,0,0,0,3,0,0,0,0,0,6,110,48,82,65,67,43,31,29,14,485
80101102302,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,0,5,0,11,0,0,0,0,0,0,0,0,0,0,15,13,22,10,13,12,15,5,0,119,..,0,11,17,13,17,16,13,0,87,..,0,14,4,8,0,0,0,0,33,..,0,0,0,3,0,0,0,0,10,41,..,..,..,..,..,..,..,..,41,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,3,4,0,0,0,0,0,0,7,..,3,11,3,0,0,4,0,0,17,..,0,5,5,0,3,4,0,0,18,0,0,0,3,0,0,0,0,0,3,41,24,47,29,25,22,27,17,5,230
80101102303,..,9,3,0,0,0,0,0,0,16,..,0,4,7,3,4,4,3,0,33,0,5,0,0,0,0,0,0,0,7,39,33,40,43,19,17,11,12,5,219,..,3,26,45,27,23,11,11,4,151,..,9,25,9,7,0,0,0,0,51,..,0,0,6,3,0,0,0,0,18,75,..,..,..,..,..,..,..,..,75,..,10,..,..,..,..,..,..,..,10,..,17,8,0,3,0,0,0,0,21,..,0,0,0,0,3,0,4,0,7,..,6,5,4,0,0,0,0,0,20,..,23,24,0,0,0,4,0,0,52,..,0,3,12,4,9,6,6,0,44,0,4,0,6,0,0,0,0,0,7,75,80,93,76,46,37,25,22,7,462
80101102304,..,17,7,0,0,0,0,0,0,23,..,0,8,11,8,7,6,14,5,61,0,0,3,0,0,0,0,0,0,10,33,32,49,41,32,19,24,21,5,250,..,0,30,41,20,11,11,6,0,124,..,6,23,10,4,5,0,0,0,41,..,0,4,6,9,0,0,3,0,26,68,..,..,..,..,..,..,..,..,68,..,13,..,..,..,..,..,..,..,13,..,8,5,0,0,3,0,0,0,22,..,3,3,0,0,0,0,0,0,9,..,0,3,0,0,0,0,0,0,8,..,20,15,10,5,0,0,0,0,46,..,0,12,20,13,14,18,11,3,89,4,0,4,0,3,0,0,0,0,20,73,55,90,86,65,34,31,27,3,472
80101102305,..,3,9,0,4,0,0,0,0,15,..,0,0,0,4,5,3,5,0,22,0,0,0,0,0,0,0,0,0,0,32,25,29,20,32,16,12,9,0,166,..,0,13,22,15,16,14,0,4,94,..,3,22,7,5,0,0,0,0,40,..,0,0,7,10,0,5,4,3,22,58,..,..,..,..,..,..,..,..,58,..,13,..,..,..,..,..,..,..,13,..,3,6,0,5,4,0,0,0,20,..,0,5,0,0,0,5,0,0,14,..,3,3,0,0,0,0,0,0,8,..,5,10,3,7,0,0,0,0,32,..,0,0,0,4,8,3,3,0,27,0,0,0,0,0,0,0,0,0,0,58,38,68,43,46,34,23,13,5,325
80101102306,..,0,0,0,0,4,0,0,0,10,..,0,0,0,6,0,5,4,0,15,0,0,0,0,0,0,0,0,0,0,33,16,28,32,28,14,15,10,0,180,..,3,30,38,20,25,15,9,0,141,..,4,16,7,10,0,0,0,0,44,..,0,0,3,3,6,0,3,0,16,76,..,..,..,..,..,..,..,..,76,..,10,..,..,..,..,..,..,..,10,..,13,3,0,6,0,0,0,0,23,..,0,4,4,0,0,0,0,0,8,..,0,8,0,0,0,0,0,0,9,..,0,10,0,4,4,0,0,0,16,..,0,0,0,7,5,9,6,0,24,0,0,0,0,0,0,0,0,0,4,76,35,69,64,57,36,25,19,3,373
80101102307,..,0,3,0,0,0,3,0,0,3,..,0,0,0,0,3,27,48,48,134,0,0,0,0,0,0,0,0,0,3,11,7,19,7,7,6,43,75,53,235,..,0,16,13,4,4,10,39,27,107,..,0,9,0,0,6,0,0,0,19,..,0,3,3,0,0,0,0,3,14,24,..,..,..,..,..,..,..,..,24,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,6,..,5,3,0,0,0,4,0,0,7,..,0,0,3,5,3,27,62,57,160,0,0,0,0,0,0,0,0,0,3,24,10,38,15,7,8,43,105,87,348
80101102401,..,0,0,0,0,0,0,0,0,0,..,0,4,4,5,6,11,4,0,32,4,3,3,0,0,0,0,4,0,5,31,16,19,21,24,3,11,12,3,137,..,0,14,25,15,4,11,7,3,79,..,0,9,7,5,0,0,0,0,26,..,0,0,5,4,0,0,0,0,11,53,..,..,..,..,..,..,..,..,53,..,10,..,..,..,..,..,..,..,10,..,6,9,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,4,9,8,6,15,4,0,48,4,3,3,0,0,0,0,4,0,5,55,22,34,50,31,11,26,10,3,249
80101102402,..,5,0,0,0,0,0,0,0,4,..,0,0,3,5,6,4,5,0,24,0,0,0,0,4,3,0,0,0,12,57,28,33,47,34,19,23,15,3,256,..,0,27,49,31,13,22,12,3,152,..,5,24,15,5,5,0,0,0,58,..,0,5,11,11,0,0,0,0,35,128,..,..,..,..,..,..,..,..,128,..,19,..,..,..,..,..,..,..,19,..,13,0,0,4,0,0,0,0,23,..,0,0,5,0,0,4,0,0,12,..,8,0,0,0,0,0,0,0,8,..,9,0,3,0,0,4,0,0,16,..,3,11,3,12,14,11,12,4,64,0,0,4,0,3,3,0,0,0,14,130,58,64,97,62,36,44,26,6,524
80101102403,..,0,4,0,0,0,0,0,0,8,..,0,0,0,5,0,3,4,4,14,0,0,0,0,0,0,0,0,0,0,38,15,29,30,29,12,12,8,4,181,..,0,30,44,33,23,15,15,0,152,..,6,9,3,6,0,3,0,0,28,..,0,0,0,7,3,3,0,0,13,89,..,..,..,..,..,..,..,..,89,..,14,..,..,..,..,..,..,..,14,..,16,8,0,0,0,0,0,0,26,..,0,0,0,0,0,0,0,0,6,..,6,3,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,8,..,3,3,0,8,3,3,4,3,32,0,0,0,0,0,0,0,0,0,3,85,38,65,54,56,38,25,17,0,384
80101102404,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,6,0,0,4,11,0,0,0,0,0,0,0,0,0,0,33,12,20,19,18,17,4,3,4,125,..,0,20,31,21,9,7,14,0,112,..,3,14,0,0,7,0,0,0,25,..,0,0,0,4,0,0,0,5,3,59,..,..,..,..,..,..,..,..,59,..,15,..,..,..,..,..,..,..,15,..,9,6,4,0,6,0,0,0,18,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5,..,3,3,0,0,0,0,0,0,10,..,0,0,9,0,8,3,3,4,26,0,0,0,0,0,0,0,0,0,3,59,33,44,50,33,30,18,16,6,281
80101102405,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,9,0,3,0,0,0,0,0,0,0,3,32,14,10,27,22,15,16,7,0,140,..,0,14,33,26,14,21,11,0,115,..,0,5,6,9,4,0,0,0,22,..,0,0,3,4,0,5,0,0,10,70,..,..,..,..,..,..,..,..,70,..,10,..,..,..,..,..,..,..,10,..,12,3,3,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,5,3,0,0,0,0,0,10,..,4,9,0,0,0,0,0,0,16,..,0,0,4,8,4,0,0,0,16,0,3,0,0,3,0,3,0,0,10,70,28,39,51,45,29,28,8,0,300
80101102406,..,4,6,0,0,0,0,0,0,10,..,3,5,3,5,0,9,5,0,27,0,0,0,0,0,0,0,0,0,4,36,31,43,35,31,19,24,10,0,229,..,0,27,37,37,26,17,8,0,151,..,4,18,11,0,0,4,0,0,42,..,0,4,9,7,4,0,0,0,22,79,..,..,..,..,..,..,..,..,79,..,17,..,..,..,..,..,..,..,17,..,9,6,6,0,0,0,0,0,27,..,6,3,0,0,0,0,6,0,13,..,0,4,0,0,3,0,0,0,11,..,6,10,5,0,0,3,0,0,28,..,3,4,4,4,7,11,5,0,29,0,6,3,4,0,0,0,0,0,10,82,51,78,66,51,36,37,21,6,423
80101102407,..,3,0,0,0,0,0,0,0,6,..,0,5,3,0,4,6,0,0,19,0,0,0,0,0,0,0,0,0,4,23,23,31,22,18,18,10,4,0,146,..,0,35,18,12,10,3,4,0,84,..,8,12,5,8,7,0,0,0,33,..,0,0,3,0,0,0,0,0,12,47,..,..,..,..,..,..,..,..,47,..,9,..,..,..,..,..,..,..,9,..,4,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,4,11,13,11,4,5,0,0,47,0,6,3,0,0,0,0,0,0,7,47,35,61,42,32,26,16,10,0,266
80101102408,..,0,5,0,0,0,0,0,0,3,..,0,4,3,4,3,6,4,4,25,0,0,4,0,0,0,0,0,0,10,48,16,42,49,29,24,21,16,4,240,..,3,26,55,32,16,15,18,0,155,..,0,28,11,11,5,0,0,0,56,..,0,6,6,12,6,0,0,0,29,93,..,..,..,..,..,..,..,..,93,..,23,..,..,..,..,..,..,..,23,..,9,8,6,3,0,0,0,0,20,..,3,4,4,4,4,0,0,0,24,..,3,5,0,0,0,0,0,0,9,..,4,18,5,0,3,0,0,0,34,..,0,5,4,3,10,12,6,4,46,4,4,0,6,0,0,0,0,0,10,99,47,94,92,65,46,35,30,6,507
80101102501,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,3,12,3,0,18,0,0,0,0,0,0,0,0,0,5,23,14,28,24,20,13,17,7,0,147,..,0,12,22,16,17,10,7,0,90,..,0,11,7,0,0,0,0,0,33,..,0,0,0,6,3,3,3,0,27,69,..,..,..,..,..,..,..,..,69,..,17,..,..,..,..,..,..,..,17,..,5,11,3,5,0,0,0,0,21,..,0,4,0,0,0,0,0,0,8,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,7,7,6,4,8,4,0,38,0,0,0,0,0,0,0,0,0,5,69,25,49,51,35,30,36,16,5,307
80101102502,..,3,3,0,0,0,0,0,0,10,..,0,0,0,0,4,9,0,0,10,0,0,0,0,0,0,0,0,0,6,30,25,28,37,21,20,27,7,4,190,..,0,14,38,23,22,27,14,3,140,..,0,7,11,10,3,0,0,0,38,..,0,0,4,8,0,4,0,0,11,73,..,..,..,..,..,..,..,..,73,..,20,..,..,..,..,..,..,..,20,..,20,8,0,0,3,0,0,0,29,..,3,4,0,0,0,0,0,0,14,..,0,3,0,0,0,0,0,0,5,..,6,6,0,0,0,0,0,0,14,..,0,6,3,4,7,9,3,0,24,0,0,4,0,0,0,0,0,0,6,75,50,47,65,46,32,41,15,4,380
80101102503,..,0,4,0,0,0,0,0,0,6,..,0,0,0,3,3,5,0,0,23,0,0,0,0,0,0,0,0,0,0,41,29,27,45,42,36,24,9,0,253,..,0,18,43,44,31,30,12,10,184,..,4,19,8,9,10,6,0,0,57,..,0,6,0,10,6,4,0,0,26,94,..,..,..,..,..,..,..,..,94,..,38,..,..,..,..,..,..,..,38,..,19,13,0,4,0,0,0,0,31,..,0,5,3,4,0,0,4,0,15,..,5,0,0,0,0,0,0,0,5,..,0,3,3,0,0,0,0,0,10,..,0,0,4,10,9,10,6,0,34,0,0,0,3,0,0,0,0,0,3,94,63,55,76,79,59,48,17,5,494
80101102504,..,3,3,0,0,0,0,0,0,14,..,0,3,0,5,3,10,6,5,30,0,0,0,0,0,0,0,0,0,6,55,26,36,42,36,19,25,13,5,260,..,0,10,50,39,25,35,15,0,175,..,10,24,11,6,0,3,0,0,52,..,0,4,6,8,5,0,0,0,22,98,..,..,..,..,..,..,..,..,98,..,24,..,..,..,..,..,..,..,24,..,16,3,5,3,0,0,0,0,34,..,4,6,0,0,3,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,6,5,0,3,4,0,0,0,21,..,0,6,4,6,9,12,6,5,47,0,0,4,0,0,0,0,0,0,11,97,64,67,84,70,43,46,22,5,494
80101102505,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,37,18,12,20,27,9,25,3,3,150,..,0,14,32,24,7,31,10,0,122,..,0,4,4,6,0,0,0,0,15,..,0,0,0,5,3,0,0,0,5,57,..,..,..,..,..,..,..,..,57,..,12,..,..,..,..,..,..,..,12,..,12,6,7,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,7,..,4,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,17,..,0,0,3,0,7,6,0,4,23,0,0,0,0,0,0,0,0,0,5,57,37,26,48,40,22,41,18,3,292
80101102506,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,12,6,3,25,0,0,0,0,0,3,0,0,0,3,44,24,28,36,31,28,43,21,4,258,..,0,20,55,40,33,47,33,0,239,..,0,12,7,5,3,3,0,0,38,..,0,0,0,5,0,0,0,0,14,102,..,..,..,..,..,..,..,..,102,..,30,..,..,..,..,..,..,..,30,..,23,10,5,0,0,0,0,0,34,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,7,12,8,3,36,3,0,0,0,0,3,0,0,0,5,103,59,42,77,52,50,75,44,3,502
80101102601,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,34,23,13,29,20,21,21,11,5,167,..,0,3,37,41,41,23,24,5,170,..,0,8,4,4,5,0,0,0,18,..,0,0,0,0,3,0,0,0,3,68,..,..,..,..,..,..,..,..,68,..,18,..,..,..,..,..,..,..,18,..,15,10,0,5,0,0,0,0,35,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,7,0,4,15,0,0,0,0,0,0,0,0,0,0,68,40,24,46,48,49,32,27,6,337
80101102602,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,15,15,16,14,18,13,12,8,0,100,..,0,9,18,11,24,17,8,0,85,..,0,7,5,6,3,4,0,0,23,..,0,0,0,3,0,0,0,0,7,40,..,..,..,..,..,..,..,..,40,..,16,..,..,..,..,..,..,..,16,..,8,7,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,3,4,4,16,0,0,0,0,0,0,0,0,0,3,40,27,30,27,21,28,18,13,0,199
80101102603,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,43,23,13,22,32,22,20,13,4,201,..,0,8,35,47,44,26,23,9,193,..,0,0,8,11,0,0,0,0,21,..,0,0,0,0,3,0,0,0,8,78,..,..,..,..,..,..,..,..,78,..,37,..,..,..,..,..,..,..,37,..,15,6,0,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,11,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,6,6,21,0,0,0,0,0,0,0,0,0,3,78,46,23,48,66,50,32,31,11,387
80101102604,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,3,3,4,15,0,0,0,0,0,0,0,0,0,0,45,37,18,37,29,29,24,15,5,240,..,3,15,55,53,43,43,24,0,237,..,0,6,7,4,0,4,0,0,25,..,0,0,0,0,3,3,0,0,4,90,..,..,..,..,..,..,..,..,90,..,39,..,..,..,..,..,..,..,39,..,18,14,4,0,0,0,0,0,36,..,5,0,0,0,0,0,0,0,13,..,0,4,0,0,0,0,0,0,9,..,0,3,0,0,0,0,0,0,3,..,0,0,5,0,0,5,4,6,23,0,0,0,0,0,0,0,0,0,0,90,67,45,70,68,55,51,31,10,479
80101102605,..,7,0,0,0,0,0,0,0,13,..,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,19,23,15,13,15,10,14,18,4,128,..,0,16,21,24,12,19,23,10,118,..,4,5,0,0,0,0,0,0,13,..,0,0,0,8,0,0,0,0,9,47,..,..,..,..,..,..,..,..,47,..,13,..,..,..,..,..,..,..,13,..,7,0,4,0,0,0,0,0,15,..,0,0,0,0,0,0,3,0,9,..,4,4,0,0,0,0,0,0,8,..,15,3,0,3,0,0,0,0,19,..,3,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,5,47,42,25,24,34,18,28,31,11,258
80101102606,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,8,7,7,4,27,0,4,6,0,0,0,0,0,0,5,59,38,35,40,43,31,34,27,8,306,..,0,20,50,56,40,36,44,8,255,..,6,12,10,5,0,0,0,0,38,..,0,0,3,13,3,3,0,0,25,114,..,..,..,..,..,..,..,..,114,..,47,..,..,..,..,..,..,..,47,..,15,7,10,3,3,0,0,0,36,..,0,0,5,0,0,5,0,0,13,..,0,0,0,0,0,0,0,0,6,..,0,15,0,0,0,4,0,0,25,..,0,0,0,3,4,10,7,4,31,0,4,6,0,0,0,0,0,0,12,114,80,62,84,83,55,54,48,16,598
