suburb,year_2006,year_2011,year_2016,year_2021
Fyshwick,0.0,,0.0,0.0
Garran,3.4405385190725504,3.5074626865671643,3.7091988130563793,3.802008608321377
Gilmore,10.602910602910603,11.188811188811188,9.46215139442231,8.525576730190572
Giralang,4.656669297553275,3.6021926389976504,3.90625,3.260869565217391
Gordon,5.1993067590987865,5.012098167991704,5.021760964178105,5.072463768115942
Gowrie,5.092186128182616,5.810928013876843,6.0606060606060606,5.9534081104400345
Greenway,5.158069883527454,3.8119440914866582,3.391472868217054,2.975206611570248
Griffith,10.728155339805825,9.43661971830986,6.958657388456816,3.813714704803814
Gungahlin,1.893939393939394,1.364877161055505,2.272727272727273,2.789934354485777
Hackett,5.465742879137799,5.828220858895705,5.254901960784314,4.2682926829268295
Hall,5.084745762711865,8.47457627118644,7.758620689655173,4.615384615384616
Harrison,5.555555555555555,1.3468013468013467,1.1383849163998576,0.8338892595063376
Hawker,3.824701195219123,4.409448818897638,3.879651623119557,3.453689167974882
Higgins,7.808764940239044,7.057890563045202,6.532258064516129,5.811320754716981
Holder,3.188662533215235,3.080985915492958,2.824360105913504,3.888419273034658
Holt,8.16326530612245,7.498856881572931,6.693989071038252,6.722354813046937
Hughes,6.172839506172839,6.80327868852459,5.111294311624072,4.8683160415004
Hume,0.0,0.0,,0.0
Isaacs,2.8183716075156577,3.2719836400818,2.746693794506612,2.4120603015075375
Isabella Plains,2.9917250159134308,3.6121673003802277,2.5611175785797435,2.394859813084112
Kaleen,5.265068990559187,4.560143626570916,4.506128334534967,5.4979253112033195
Kambah,8.656716417910449,8.984375,8.212161269001983,7.940015785319653
Kingston,4.56973293768546,3.2846715328467155,2.070175438596491,1.2835749940575232
Latham,6.113843991567112,6.056434962147281,5.498281786941581,6.153846153846154
Lawson,,,7.6923076923076925,0.45662100456621
Lyneham,13.906633906633905,11.576011157601116,8.109132247063283,7.033957033957034
Lyons,11.449159327461969,10.538116591928251,8.459016393442623,4.777486910994765
Macarthur,0.5952380952380952,0.5976095617529881,1.1928429423459244,0.7984031936127743
Macgregor,6.751389992057188,3.7418147801683816,3.117782909930716,3.454750281637251
Macquarie,13.658536585365855,12.132024977698483,9.715242881072026,8.752584424534804
Mawson,6.83321087435709,6.762295081967213,6.137424949966644,6.0802069857697285
McKellar,9.26517571884984,8.023483365949119,7.6923076923076925,7.101167315175097
Melba,6.708268330733229,6.730769230769231,6.984126984126984,6.429124709527498
Mitchell,0.0,0.0,,0.0
Monash,2.5755324418028724,2.22325150532654,1.7703132092601,4.501748251748252
Narrabundah,14.030915576694412,13.276064037485359,10.163812360387194,8.717399071096821
Ngunnawal,4.293628808864266,4.518990851122816,3.7999037999037997,3.59364201796821
Nicholls,1.8329070758738277,1.944209636517329,1.8875838926174497,2.1693783896537338
O'Connor,10.741573033707866,10.016906170752325,9.244737928188195,8.536098923015556
O'Malley,0.0,0.0,0.0,0.0
Oaks Estate,17.307692307692307,19.337016574585636,16.483516483516482,7.441860465116279
Oxley,12.77258566978193,12.28615863141524,11.076923076923077,8.628659476117104
Page,7.1070234113712365,6.469648562300319,5.0,5.042016806722689
Palmerston,3.858520900321544,4.553817847286108,4.650092081031308,5.176362803481448
Parkes,,,0.0,0.0
Pearce,4.622222222222222,4.616724738675958,4.371097234611954,4.037800687285223
Phillip,5.841121495327103,6.240369799691833,4.132712456344587,2.7107438016528924
Pialligo,0.0,0.0,0.0,0.0
Red Hill,9.6,10.314960629921261,6.426332288401254,1.9658119658119657
Reid,23.06122448979592,24.33920704845815,18.3756345177665,10.561056105610561
Richardson,14.224507283633248,13.344887348353554,11.709401709401709,11.655405405405405
Rivett,9.67741935483871,10.978342046303212,11.725663716814159,10.880458124552613
Russell,,,,0.0
Scullin,10.104250200481154,9.141494435612083,8.585055643879173,8.535630383711824
Spence,11.522633744855968,10.172939979654121,8.980827447023207,9.227683049147442
Stirling,8.054522924411401,8.737864077669903,6.771463119709795,5.642256902761105
Symonston,0.0,2.416918429003021,3.571428571428571,5.172413793103448
Tharwa,14.285714285714285,9.523809523809524,0.0,13.513513513513514
Theodore,6.862044317369549,6.086341118188252,6.24113475177305,5.724381625441696
Torrens,7.1817192600652895,6.550218340611353,6.087936865839909,5.639913232104121
Turner,12.402669632925473,10.223953261927946,10.219298245614034,4.786597526924611
Wanniassa,9.649702577660278,9.29853181076672,7.929226736566186,7.5151902782219375
Waramanga,11.159546643417611,12.142237640936687,11.187607573149743,9.663865546218489
Watson,7.74818401937046,6.445993031358885,5.702257941063911,4.557823129251701
Weetangera,0.0,0.0,0.4149377593360996,0.0
Weston,5.511240029006526,5.407354001441961,5.43175487465181,4.291044776119403
Yarralumla,7.575757575757576,6.707317073170732,5.046197583511016,4.201680672268908
Casey,,0.49504950495049505,1.2675418741511997,1.5397775876817792
Crace,,0.9202453987730062,0.5931198102016607,1.1777902411665733
Forde,,1.6091954022988506,0.8304498269896194,0.8281573498964804
Beard,,,,
Canberra Airport,,,6.0,0.0
Capital Hill,,,,0.0
Coombs,,,0.424929178470255,5.54675118858954
Denman Prospect,,,,3.3364226135310475
Jacka,,,5.714285714285714,5.098039215686274
Molonglo,,,,
Moncrieff,,,0.0,6.177156177156177
Throsby,,,,4.774535809018567
Uriarra Village,,,7.766990291262135,3.0
Wright,,,0.0,1.4180024660912454
Macnamara,,,,
Strathnairn,,,,0.0
Taylor,,,,8.784773060029282
Whitlam,,,,
