SAL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,10,22,34,33,31,48,59,52,17,298,6,24,53,42,34,50,74,36,22,339,8,39,70,74,40,86,64,27,17,421,4,26,78,68,49,71,45,13,10,360,0,17,100,78,78,76,49,13,5,414,0,9,70,81,72,58,27,9,3,319,0,3,78,173,173,148,28,6,0,600,0,0,9,26,29,25,7,0,0,97,0,0,17,27,36,36,9,0,6,129,5,5,19,22,22,27,19,67,104,292,287,267,631,710,636,784,646,406,281,4651
SAL80098,10,27,64,35,21,9,3,0,0,174,0,31,117,64,30,11,8,0,0,267,3,47,174,135,53,16,7,0,0,444,3,26,124,114,43,12,0,0,0,324,0,19,142,166,53,13,7,0,0,397,0,6,92,125,36,9,0,0,0,267,0,4,136,268,111,25,3,0,0,553,0,0,13,66,19,9,0,0,0,108,0,0,10,42,20,11,0,0,0,81,12,17,57,47,24,9,6,3,0,165,258,282,1149,1227,468,190,107,32,0,3713
SAL80099,9,26,30,26,19,27,45,28,3,220,0,35,57,48,42,33,52,37,17,318,0,39,82,58,53,47,57,24,0,353,0,35,99,67,41,48,42,13,5,350,4,18,99,67,55,49,38,18,5,363,0,6,87,83,63,55,24,13,0,323,0,3,139,233,221,145,49,8,0,801,0,0,12,74,62,43,3,0,3,201,0,0,22,107,153,96,22,0,0,414,13,23,43,45,44,50,45,60,101,418,374,344,805,934,883,790,595,356,230,5312
SAL80100,18,55,123,72,53,44,77,42,3,497,15,77,175,135,80,71,55,30,6,641,9,95,256,176,138,99,47,23,10,850,0,73,270,194,125,91,23,17,0,795,0,35,296,242,139,85,29,3,0,837,5,13,160,218,149,81,16,3,0,637,0,13,238,365,302,139,29,8,0,1086,0,0,24,46,44,31,5,0,0,137,0,0,21,67,73,35,5,3,0,208,20,38,79,68,46,22,26,22,5,315,600,662,1963,1868,1344,944,686,409,92,8585
SAL80101,14,52,25,25,38,47,40,28,3,273,10,49,64,24,54,55,63,29,12,349,9,69,69,49,80,96,76,19,0,465,6,61,63,50,61,89,57,16,3,403,3,16,101,65,101,90,52,16,0,453,0,7,48,69,96,78,27,12,3,352,0,8,80,200,293,199,49,8,0,833,0,0,15,47,110,65,8,13,0,254,0,0,19,92,161,117,33,7,0,420,9,13,11,18,25,20,20,11,0,120,472,476,579,724,1147,1026,711,340,61,5535
SAL80102,6,71,58,20,17,25,27,12,5,245,13,71,59,31,35,28,46,22,5,304,6,69,81,47,37,37,51,13,9,351,3,62,131,29,41,50,42,14,10,375,0,31,121,46,67,60,43,10,8,387,0,6,83,68,50,52,26,0,0,286,0,5,139,186,219,136,48,18,0,759,0,0,15,51,63,46,19,0,0,188,0,0,18,109,197,84,27,5,4,441,3,24,42,23,25,23,9,9,5,161,355,720,932,694,864,672,485,195,89,5002
SAL80103,0,0,3,0,3,4,3,6,4,26,0,4,5,0,6,9,8,7,0,40,0,5,4,5,8,5,14,6,0,49,4,16,9,5,3,6,14,10,0,64,0,0,6,3,4,11,16,9,0,57,0,0,8,4,4,9,3,11,0,42,0,0,6,18,22,35,19,10,0,106,0,0,3,4,8,11,4,5,0,34,0,0,0,11,56,42,22,7,0,146,3,0,0,3,6,5,4,4,4,32,61,60,62,70,150,141,150,94,20,803
SAL80104,0,0,8,0,8,4,0,0,0,20,0,5,6,9,0,0,3,0,0,27,0,0,3,11,0,6,3,0,0,23,0,0,7,3,3,3,5,0,0,22,0,4,10,8,0,3,0,0,0,27,0,0,0,5,5,3,0,0,0,16,0,0,5,9,9,0,0,0,0,25,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,16,19,17,0,0,0,76,11,18,76,71,60,56,30,4,3,323
SAL80105,6,9,15,5,8,19,12,6,0,79,0,11,15,6,16,21,19,10,3,96,0,25,23,20,17,29,23,5,0,142,0,16,25,16,19,27,10,5,0,116,0,4,34,29,23,26,13,0,0,133,0,0,15,13,13,24,14,0,0,80,0,0,30,49,49,45,3,0,0,178,0,0,0,8,9,11,0,0,0,27,0,0,0,10,12,15,7,0,0,45,7,3,16,9,17,7,4,0,7,65,107,97,215,201,216,267,205,42,15,1371
SAL80106,0,23,36,21,14,17,25,32,20,196,0,18,54,18,20,16,35,30,17,210,0,20,76,37,21,16,24,20,19,234,0,14,61,39,34,21,4,11,10,194,3,9,51,41,25,29,14,8,9,175,0,0,39,49,32,17,8,7,5,153,0,4,49,91,77,36,10,4,3,267,0,0,11,13,10,3,0,0,0,39,0,0,5,11,11,3,0,0,0,38,15,8,29,17,17,18,20,46,61,226,117,175,517,403,324,236,242,304,246,2572
SAL80107,0,36,47,47,34,41,40,19,4,265,4,52,63,39,57,54,39,13,0,323,4,38,108,65,51,61,32,4,0,363,0,38,100,98,55,50,33,4,0,377,0,21,102,95,80,57,21,4,0,391,0,0,78,95,77,59,21,0,0,326,0,3,106,192,177,109,31,0,0,624,0,0,7,48,34,19,3,0,0,112,0,0,13,37,51,32,9,0,0,144,6,6,45,40,22,14,16,6,0,159,284,356,852,878,751,647,462,170,52,4447
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,9,11,18,10,6,11,14,23,8,113,3,16,27,13,14,17,23,19,9,138,0,24,31,27,22,32,35,17,5,195,0,9,25,20,18,28,13,12,3,130,0,9,38,22,37,32,22,10,3,178,0,0,25,29,40,31,16,12,3,155,0,3,32,85,118,61,22,12,3,335,0,0,0,24,32,10,0,0,0,74,0,0,13,47,55,45,8,3,0,185,8,12,10,8,8,10,16,16,0,84,169,163,269,320,393,344,267,223,68,2226
SAL80110,6,49,103,44,16,21,16,11,5,258,0,55,184,45,20,26,23,6,0,371,5,74,228,94,46,29,20,8,0,507,3,64,264,95,48,30,15,5,8,534,0,39,295,93,61,32,16,6,0,540,0,22,179,105,57,36,15,0,0,408,0,13,256,204,107,65,14,0,0,661,0,0,31,31,16,15,4,0,0,95,0,0,36,35,36,27,12,3,0,148,8,30,97,34,23,23,16,9,0,235,112,463,1875,898,488,378,239,113,42,4613
SAL80111,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,6,0,3,0,0,8,3,0,0,0,14,0,0,5,5,4,4,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,3,5,0,0,0,0,5,0,0,0,0,5,4,0,0,0,5,0,0,0,3,3,0,0,0,0,10,0,0,0,4,6,0,0,0,0,11,5,14,3,12,27,22,11,5,5,115
SAL80112,3,20,11,12,5,11,16,5,6,108,0,16,17,13,11,16,22,7,11,120,0,18,32,20,18,14,21,11,18,155,0,17,36,14,16,25,35,9,5,163,0,4,37,22,21,27,30,12,4,158,0,3,22,28,28,20,17,13,0,125,0,0,32,73,102,88,38,19,7,358,0,4,5,28,43,33,8,10,6,134,0,4,8,89,165,118,38,15,3,432,10,4,14,14,11,15,15,10,14,108,309,178,238,360,468,414,312,152,131,2562
SAL80113,3,26,14,4,0,6,18,14,0,82,0,10,25,4,3,7,5,8,8,64,0,21,41,8,4,12,18,4,0,108,0,18,40,15,5,12,10,11,3,119,0,10,38,19,14,15,14,13,0,114,0,3,31,8,17,13,19,11,4,99,0,4,46,52,35,36,23,13,0,204,0,0,5,5,13,14,4,0,0,35,0,0,8,16,29,57,12,3,0,127,3,12,21,16,11,17,11,4,0,101,63,185,306,175,167,230,178,95,18,1425
SAL80114,0,26,26,22,17,17,24,12,4,147,5,20,56,35,30,31,31,0,0,215,4,25,52,58,53,56,24,0,0,270,0,19,83,39,37,34,17,0,0,227,0,4,64,53,57,34,8,0,0,227,0,3,34,33,45,22,7,0,0,150,0,7,48,80,57,37,10,4,0,230,0,0,10,9,15,5,3,0,0,38,0,0,9,6,6,11,0,0,0,34,9,10,24,19,15,17,8,4,3,110,202,182,471,430,403,389,262,86,24,2445
SAL80115,4,12,20,22,15,21,37,23,9,155,4,16,27,23,20,23,32,31,8,181,4,15,42,38,30,33,28,19,4,216,0,9,51,41,16,18,17,18,8,178,0,3,65,45,50,31,16,11,0,220,0,4,43,35,50,22,15,3,0,176,0,3,77,148,116,57,12,3,4,420,0,0,6,18,23,7,3,0,0,54,0,0,5,44,33,12,6,0,0,104,12,10,19,27,24,9,10,11,0,132,186,153,420,496,443,336,354,215,66,2664
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,0,15,33,26,20,14,24,14,10,154,4,22,44,28,22,19,22,11,0,178,0,22,54,45,28,28,20,15,4,209,0,11,63,43,32,15,19,12,0,192,0,5,58,66,36,19,14,3,0,209,0,3,37,64,42,16,5,4,0,166,0,4,60,108,92,40,15,3,0,321,0,0,10,13,13,4,0,0,0,37,0,0,3,11,16,6,0,0,0,39,3,14,30,23,19,11,12,10,4,129,153,177,512,513,386,268,239,145,31,2427
SAL80118,3,11,20,16,11,10,30,12,3,124,3,14,17,26,20,17,31,3,0,148,0,17,24,24,23,19,26,12,0,146,0,14,44,49,40,24,31,6,0,208,0,4,40,51,36,18,23,10,4,181,0,4,27,38,30,19,10,7,0,135,0,0,44,102,78,34,15,0,0,278,0,0,3,18,8,7,0,0,0,43,0,0,8,22,20,13,3,0,0,76,13,11,16,9,17,8,11,6,0,84,173,143,305,404,343,251,300,131,26,2068
SAL80119,3,9,13,5,9,9,20,11,12,102,7,17,18,18,12,12,27,15,10,126,0,14,17,27,20,28,23,19,5,154,0,6,17,26,21,13,26,5,3,134,0,8,29,23,23,19,23,10,0,133,0,0,17,21,25,18,17,7,0,102,0,3,24,63,84,51,10,5,3,237,0,0,0,15,16,5,3,0,0,38,0,0,0,22,30,15,6,0,0,76,8,0,15,13,11,11,8,5,9,69,118,97,205,258,291,236,288,198,134,1810
SAL80120,0,5,11,10,6,0,0,0,0,31,0,9,18,14,0,0,0,0,0,44,0,8,28,15,7,4,0,0,0,68,0,9,23,18,8,0,5,0,0,63,0,0,31,13,10,3,0,0,0,59,0,0,19,26,9,0,0,0,0,52,0,0,26,31,6,0,0,0,0,69,0,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,9,0,0,8,5,7,0,0,0,0,17,28,55,202,154,56,20,16,0,0,541
SAL80121,0,0,4,3,4,9,8,3,0,32,0,3,4,8,12,5,6,4,0,38,0,0,0,5,9,15,6,0,0,44,0,4,7,0,4,6,8,0,0,32,0,0,3,0,7,5,0,0,0,15,0,0,0,0,4,7,0,0,0,3,0,0,3,4,6,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,19,36,31,56,31,18,0,201,19,32,58,78,93,145,117,61,7,608
SAL80122,0,11,35,28,13,0,0,0,0,92,0,15,50,44,16,3,0,0,0,132,0,9,87,53,14,3,0,0,0,168,0,10,66,54,7,5,3,0,0,154,0,9,62,47,13,7,4,0,0,141,0,7,40,45,19,5,0,0,0,111,0,0,58,83,30,4,0,0,0,176,0,0,8,20,7,0,0,0,0,42,0,0,6,16,0,0,0,0,0,25,5,9,34,28,11,8,0,0,0,98,81,120,549,495,152,98,69,18,3,1582
SAL80123,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,18,6,9,14,8,0,0,63
SAL80124,9,31,34,15,11,27,17,12,0,159,9,37,47,28,44,32,25,5,5,229,5,26,63,41,53,58,30,0,5,290,0,29,78,64,56,49,15,3,0,298,0,13,85,70,51,71,19,0,0,308,0,3,70,59,61,60,11,0,0,271,0,4,56,102,124,106,11,0,0,407,0,0,4,11,15,19,5,0,0,57,0,0,10,22,30,24,3,0,0,92,9,11,19,18,20,11,4,6,0,91,280,255,565,502,540,569,262,78,22,3070
SAL80125,0,4,34,23,11,4,0,0,0,82,0,15,50,40,10,6,3,0,0,125,0,18,68,41,22,6,0,4,0,159,0,8,57,47,15,4,0,0,0,132,0,4,68,62,15,10,0,0,0,156,0,0,49,59,26,7,0,0,0,141,0,3,65,141,59,14,0,0,0,287,0,0,8,36,18,0,0,0,0,63,0,0,0,52,17,3,0,0,0,86,0,0,27,19,0,3,0,0,0,58,92,104,514,582,236,91,50,19,3,1687
SAL80126,0,14,8,7,3,10,12,20,0,81,4,15,22,14,14,14,11,13,6,115,0,17,27,34,20,21,27,15,0,153,0,14,30,32,17,15,10,12,4,140,0,12,36,24,30,25,9,10,0,143,0,0,23,33,35,20,7,4,3,129,0,4,43,77,103,55,15,6,0,309,0,0,3,23,23,14,0,0,0,68,0,0,5,50,48,30,5,3,0,136,4,11,15,12,10,16,3,7,0,81,144,150,255,338,365,269,185,151,43,1899
SAL80127,0,53,62,15,10,12,17,13,4,184,4,57,88,22,6,15,13,7,0,207,0,92,110,30,8,25,36,12,6,311,0,110,191,37,21,12,28,14,0,411,0,60,247,69,33,20,21,15,4,461,0,20,168,53,24,22,18,6,0,317,0,20,275,187,124,71,34,5,0,711,0,5,27,51,32,26,9,4,3,147,0,3,33,81,84,48,6,4,0,266,0,17,46,28,26,11,13,0,0,146,121,731,1416,649,415,337,272,131,43,4124
SAL80128,3,0,0,0,3,0,3,0,0,7,0,3,0,0,4,0,0,0,0,14,0,4,12,3,0,4,0,0,0,21,0,0,4,4,7,0,0,0,0,12,0,0,4,10,7,6,0,0,0,23,0,0,7,12,0,3,0,0,0,21,0,0,7,17,14,8,0,0,0,49,0,0,0,3,0,0,0,0,0,9,0,0,0,4,6,0,0,0,0,7,5,7,0,3,0,4,4,0,0,21,19,13,38,66,45,29,6,3,0,229
SAL80129,6,39,52,38,39,45,90,34,4,344,10,59,72,58,52,64,97,35,5,466,8,46,136,92,88,96,99,26,10,604,0,31,159,92,65,92,78,25,5,548,0,13,128,135,101,87,56,20,0,543,0,5,105,127,83,55,48,9,0,434,0,0,126,278,245,148,58,6,3,856,0,0,17,42,47,30,10,3,0,155,0,0,19,69,53,44,11,3,0,202,11,13,42,43,36,37,35,17,0,240,437,395,1005,1141,972,954,979,357,92,6324
SAL80130,3,12,21,14,12,10,22,9,7,110,3,15,24,12,17,16,24,28,0,153,0,21,32,31,30,31,28,25,6,199,0,8,35,31,31,21,25,8,3,165,0,8,48,35,23,24,19,3,0,164,0,5,27,42,34,23,12,8,0,144,0,4,60,126,94,49,13,0,0,339,0,0,8,25,30,4,0,0,0,67,0,0,17,36,30,16,4,0,0,107,4,6,30,19,10,16,13,10,9,107,153,131,359,421,359,266,263,201,50,2205
SAL80131,8,34,91,40,23,22,30,18,14,274,6,50,105,62,25,54,38,27,7,378,3,55,128,80,55,38,38,17,0,413,0,50,162,92,47,36,26,9,4,433,0,15,168,115,83,49,32,3,4,479,0,5,138,140,83,57,16,0,0,442,0,5,188,371,253,115,11,3,7,961,0,0,18,77,49,30,7,0,0,181,0,3,20,95,110,44,7,3,0,283,7,23,56,49,19,20,9,10,4,210,316,447,1273,1244,858,609,364,210,74,5388
SAL80132,4,11,18,7,4,14,14,16,10,101,0,23,27,13,14,17,23,20,7,142,3,18,41,19,13,19,25,31,8,172,0,16,38,22,17,20,17,15,6,149,0,8,30,32,35,31,27,20,4,185,0,5,26,35,30,28,27,8,5,164,0,4,27,95,125,64,25,10,0,358,0,0,6,32,32,18,7,4,0,100,0,0,5,55,85,38,17,4,0,197,0,5,14,14,6,10,11,5,0,63,212,162,284,357,404,291,276,219,77,2276
SAL80133,7,19,21,17,11,16,41,21,9,155,0,19,18,23,27,25,47,26,10,196,3,22,40,33,35,28,39,38,12,250,0,19,59,37,31,18,37,14,6,226,0,6,53,59,45,35,20,15,7,240,0,5,42,53,50,25,14,7,3,203,0,3,86,160,154,71,23,6,0,507,0,0,8,41,30,19,8,0,0,114,0,0,11,59,76,37,8,0,0,189,3,3,18,21,9,10,40,81,80,274,208,188,420,568,547,372,402,367,175,3239
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4
SAL80135,6,31,55,23,13,11,9,0,0,147,7,36,89,27,24,6,12,3,0,204,3,46,123,56,29,23,13,4,0,298,0,33,155,66,29,26,10,3,0,326,0,33,130,73,26,27,5,0,0,296,0,8,109,101,49,20,0,0,0,284,0,3,154,221,89,50,4,0,0,523,0,0,20,74,22,3,3,0,0,118,0,0,16,73,52,12,3,0,0,162,3,15,57,28,7,11,10,3,0,132,140,282,1019,810,385,237,132,37,9,3043
SAL80136,0,19,8,8,7,19,15,12,5,94,0,7,4,10,9,23,31,18,9,109,3,12,18,17,17,26,63,32,7,204,0,9,26,16,10,32,43,20,5,166,3,3,28,19,28,27,54,22,8,197,0,4,16,18,22,29,51,12,4,158,0,0,38,91,82,76,56,41,5,390,0,0,9,35,31,24,23,10,0,134,0,0,6,90,147,127,58,19,4,455,10,13,6,8,15,13,29,23,7,121,181,145,209,344,416,463,529,268,84,2642
SAL89494,0,4,4,3,8,4,0,0,0,29,0,7,5,3,6,6,4,4,0,33,0,7,16,3,0,4,0,0,0,41,0,4,8,0,4,3,0,0,0,19,0,8,7,0,0,4,0,0,0,15,0,0,3,3,5,4,0,0,0,13,0,0,6,6,10,0,0,0,0,24,0,0,0,4,0,4,0,0,0,7,0,0,4,0,0,3,0,0,0,11,7,7,17,27,26,20,10,5,0,121,58,82,108,104,77,78,34,10,4,560
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
