SAL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SAL80075,0,0,11,8,6,0,0,0,0,24,66,135,427,365,273,141,30,3,0,1440,0,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,10,10,8,10,5,0,0,46,0,5,11,8,0,4,0,0,0,24,4,34,85,64,54,25,0,0,0,269,0,4,8,4,9,5,0,0,0,27,18,32,63,34,25,3,3,0,0,178,48,29,50,29,16,8,0,0,0,177,0,3,18,14,19,11,9,0,0,74,0,0,10,14,11,6,3,0,0,46,0,0,11,14,11,8,0,0,0,53,3,5,11,8,9,0,0,0,0,36,4,14,78,71,38,12,6,0,0,216,6,6,24,16,13,7,3,0,0,83,5,19,201,247,173,87,13,0,0,751,16,31,66,89,72,30,4,0,0,318,13,35,121,84,61,32,13,0,0,362,5,5,16,13,0,3,6,0,0,53
SAL80076,0,3,3,0,0,0,0,0,0,7,53,72,138,190,184,125,25,3,0,788,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,5,6,6,5,0,0,0,24,0,0,0,0,3,0,0,0,0,10,4,7,15,17,15,8,0,0,0,64,0,0,0,0,0,0,0,0,0,10,24,19,14,12,10,9,0,0,0,80,32,22,20,6,12,3,0,0,0,98,0,3,10,3,7,0,0,0,0,19,0,0,4,0,9,0,0,0,0,19,0,0,0,5,3,0,4,0,0,19,0,0,4,3,0,3,0,0,0,17,3,11,23,42,54,35,12,0,0,183,4,3,11,3,4,5,0,0,0,33,0,26,77,160,120,95,13,0,0,483,9,11,22,30,53,21,7,0,0,149,7,22,49,55,50,38,18,0,0,239,8,3,7,5,13,3,0,0,0,45
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL80078,0,0,0,0,0,5,0,0,0,3,29,48,83,132,123,115,25,3,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,18,0,0,3,0,3,4,0,0,0,9,4,5,10,14,14,9,3,0,0,64,0,0,8,0,0,6,0,0,0,8,13,12,5,5,4,12,3,0,0,50,24,8,8,7,4,10,0,0,0,54,0,0,4,4,6,0,3,0,0,19,4,0,0,4,3,6,0,0,0,19,0,0,4,0,3,0,0,0,0,12,0,6,3,5,0,0,3,0,0,17,0,16,26,32,16,24,16,0,0,132,0,0,7,0,10,7,4,0,0,32,0,12,46,95,97,88,18,0,0,360,3,7,19,9,29,14,4,0,0,95,0,12,31,43,42,39,11,0,0,179,3,0,3,0,5,3,0,0,0,13
SAL80079,0,5,6,4,3,6,0,0,0,16,59,98,304,250,220,183,24,0,0,1139,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,7,14,14,8,0,0,53,0,0,5,5,7,0,0,0,0,21,9,32,83,55,30,19,0,0,0,224,0,0,7,3,5,10,4,0,0,29,20,25,42,36,23,19,5,0,0,171,44,27,20,12,13,11,0,0,0,128,0,4,17,13,25,24,0,0,0,90,0,0,3,5,3,9,0,0,0,27,0,0,11,7,3,4,0,0,0,23,0,4,4,3,6,0,0,0,0,26,3,15,41,54,22,17,3,3,0,157,3,7,20,8,14,12,6,0,0,69,3,22,146,170,141,108,12,0,0,601,5,9,40,36,40,19,0,0,0,157,5,30,106,79,58,46,6,0,0,327,5,6,0,5,0,5,0,0,0,21
SAL80080,0,0,0,0,0,0,0,0,0,0,12,16,60,77,34,4,6,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,16,4,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,13,4,7,3,5,0,0,0,0,23,6,4,4,9,4,0,0,0,0,28,0,0,0,9,6,0,0,0,0,12,0,0,0,3,5,0,0,0,0,5,0,3,0,6,5,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,5,8,19,3,0,0,0,0,38,0,4,5,9,0,0,0,0,0,18,0,9,27,36,20,3,0,0,0,88,0,4,18,6,8,0,0,0,0,37,0,4,16,32,12,0,6,0,0,62,0,0,0,0,0,0,0,0,0,0
SAL80081,0,0,12,9,3,3,0,0,0,34,85,157,371,481,347,261,75,6,0,1786,0,0,5,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,15,11,18,9,8,0,0,67,0,7,10,7,6,5,0,0,0,33,21,38,86,82,65,29,12,0,0,332,3,4,3,14,13,0,5,0,0,33,32,50,60,25,22,27,14,4,0,228,65,29,79,40,24,22,9,6,0,269,0,4,18,21,8,20,7,0,0,82,4,6,17,18,13,5,0,0,0,60,0,4,9,14,3,8,5,0,0,43,0,4,9,4,10,8,6,0,0,40,8,29,108,132,92,46,23,0,0,437,9,7,32,29,28,18,3,0,0,126,3,38,153,337,266,137,26,7,0,965,14,38,72,106,80,71,24,0,0,412,10,27,97,79,54,65,10,0,0,342,15,18,15,23,17,6,0,0,0,93
SAL80082,7,4,23,21,4,4,0,0,0,60,228,311,733,908,877,548,155,9,0,3775,3,0,3,4,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,7,4,18,22,44,43,32,5,0,0,156,0,6,13,20,17,8,0,0,0,60,34,79,182,163,108,67,20,5,0,649,0,8,11,18,18,16,9,3,0,77,126,81,103,75,66,49,18,3,0,525,164,91,71,30,33,21,8,0,0,408,6,16,43,44,39,45,20,0,0,211,4,7,26,26,37,11,0,0,0,113,0,8,16,19,18,15,8,0,0,74,0,8,22,15,10,8,4,0,0,78,8,45,156,186,154,93,42,8,0,693,5,17,41,41,44,40,24,0,0,222,9,82,373,584,665,358,57,0,0,2137,25,61,102,168,161,112,37,7,0,671,18,87,222,241,237,178,59,3,0,1043,26,25,16,18,21,17,6,0,0,136
SAL80083,0,0,16,13,7,3,0,0,0,35,38,215,921,515,279,216,63,7,0,2262,0,0,0,3,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,5,10,13,8,10,0,0,0,41,0,0,11,0,9,4,0,0,0,21,5,11,50,21,13,12,5,0,0,123,0,5,11,3,0,3,5,0,0,21,21,20,37,18,7,18,7,0,0,129,23,35,42,19,7,11,3,0,0,142,0,0,14,15,3,5,3,6,0,47,0,5,32,28,3,4,8,0,0,85,0,3,23,9,10,13,3,0,0,62,0,7,28,10,0,12,7,0,0,62,0,54,267,143,96,75,15,8,0,645,0,5,16,18,10,15,6,0,0,69,6,171,848,519,306,159,34,4,0,2038,6,20,109,69,45,48,18,0,0,323,4,20,151,81,38,28,13,0,0,334,0,3,26,16,9,8,4,0,0,69
SAL80084,0,5,4,5,3,0,0,0,0,17,62,63,215,249,212,125,37,0,0,960,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,8,3,8,4,0,0,0,26,0,0,0,7,3,6,0,0,0,13,10,32,70,54,32,11,6,0,0,220,0,0,4,0,0,0,0,0,0,11,22,16,25,31,14,15,4,0,0,133,30,15,21,15,4,4,5,0,0,92,0,5,0,4,13,11,3,0,0,46,0,0,5,3,4,7,0,0,0,19,0,0,3,4,7,5,0,0,0,17,0,0,7,5,5,3,0,0,0,21,0,8,47,51,44,19,3,0,0,173,0,9,6,16,10,12,0,0,0,60,3,3,102,164,163,65,11,5,0,523,9,15,38,54,60,29,8,0,0,218,0,21,58,42,39,37,12,0,0,202,10,4,3,8,6,0,0,0,0,30
SAL80085,0,5,11,0,3,0,0,0,0,27,22,202,399,175,73,28,3,0,0,899,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,0,0,0,0,29,0,0,10,7,0,0,0,0,0,14,3,25,73,25,5,5,0,0,0,127,0,0,4,0,0,0,0,0,0,16,8,50,75,10,4,3,0,0,0,151,10,58,80,16,5,4,0,0,0,178,0,3,19,10,3,0,0,0,0,45,0,4,13,8,0,0,0,0,0,29,0,4,13,0,0,3,0,0,0,23,0,12,13,8,0,0,0,0,0,32,0,26,119,50,21,5,0,0,0,224,0,12,25,14,5,0,0,0,0,55,0,38,152,108,54,21,0,0,0,382,9,39,78,48,13,10,0,0,0,193,9,58,109,50,20,10,0,0,0,248,3,9,16,6,0,0,0,0,0,29
SAL80086,5,3,16,5,0,0,0,0,0,31,55,281,592,343,244,159,43,0,0,1735,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,14,16,4,14,5,0,0,0,47,0,5,7,10,0,0,0,0,0,19,0,13,39,31,25,12,3,0,0,124,5,4,0,4,0,3,0,0,0,15,13,41,50,23,14,10,3,0,0,164,29,73,86,24,12,3,3,0,0,227,3,7,12,10,10,3,6,0,0,43,0,14,25,23,3,8,0,0,0,73,0,10,24,10,4,4,0,0,0,49,0,0,7,9,0,4,9,0,0,40,3,65,184,89,72,29,22,3,0,467,0,6,41,30,12,11,0,0,0,101,4,94,375,231,187,101,12,0,0,1002,8,46,124,107,69,53,13,0,0,428,0,46,90,53,53,36,14,0,0,299,6,24,27,7,15,4,3,0,0,92
SAL80087,0,0,6,3,3,5,0,0,0,20,44,71,262,196,185,79,16,5,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,3,3,0,0,0,27,0,0,3,0,9,4,0,0,0,17,0,9,22,25,22,6,6,0,0,86,0,3,0,5,0,0,0,0,0,7,12,23,47,13,14,9,0,0,0,125,21,17,53,13,4,3,0,0,0,111,3,0,12,11,4,6,0,0,0,36,0,0,10,3,8,3,0,0,0,27,0,0,3,7,0,0,0,0,0,14,0,0,6,0,3,4,0,0,0,17,0,3,37,51,30,15,3,0,0,140,0,12,32,30,12,6,3,0,0,93,0,30,117,125,129,62,11,0,0,477,4,10,46,41,38,21,4,0,0,162,0,20,106,67,41,24,5,0,0,268,6,8,3,4,4,4,3,0,0,35
SAL80088,0,0,3,0,0,0,0,0,0,8,23,29,66,86,85,70,18,5,0,375,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,6,0,0,0,22,0,0,0,5,0,0,0,0,0,7,3,5,20,21,11,7,0,0,0,62,0,0,0,0,0,5,0,0,0,5,4,5,8,0,8,3,3,0,0,35,13,6,3,3,0,4,0,0,0,40,0,0,3,0,10,3,0,0,0,22,0,0,3,6,3,0,0,0,0,10,0,0,3,0,3,3,0,0,0,11,0,0,6,3,0,0,0,0,0,11,0,6,15,17,10,10,3,0,0,71,0,4,4,4,4,0,7,0,0,14,0,8,37,72,74,43,4,0,0,242,0,5,10,15,23,16,6,0,0,73,3,9,9,15,12,16,8,0,0,77,5,0,3,4,3,0,0,0,0,15
SAL80089,0,4,7,3,3,0,0,0,0,23,84,133,493,593,341,196,36,0,0,1876,0,0,3,6,3,5,0,0,0,15,0,0,0,0,0,0,3,0,0,4,0,4,23,15,20,0,3,0,0,66,0,0,12,8,5,4,0,0,0,34,13,38,104,92,45,21,9,0,0,313,0,3,3,10,5,6,0,0,0,30,38,45,73,65,37,25,5,0,0,282,60,30,47,42,16,8,4,0,0,203,0,3,21,32,24,21,0,0,0,103,3,4,19,20,11,5,0,0,0,56,3,4,20,14,14,0,5,0,0,56,0,4,9,16,4,3,0,0,0,39,0,9,93,101,59,26,15,0,0,307,0,15,28,27,18,15,6,0,0,100,4,29,235,387,253,94,13,0,0,1020,18,14,86,142,70,44,10,0,0,374,9,42,138,154,84,57,11,0,0,501,4,3,19,17,11,6,3,0,0,65
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,0,0,4,0,0,6,0,0,0,8,41,83,209,194,142,83,18,0,0,776,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,6,4,11,29,30,15,6,6,0,0,93,0,0,3,4,0,0,0,0,0,6,10,26,25,15,4,5,9,0,0,95,30,35,31,11,7,3,0,0,0,113,0,3,10,4,4,6,0,0,0,31,0,0,3,8,6,3,0,0,0,23,0,0,4,10,0,4,0,0,0,11,0,4,9,9,4,3,0,0,0,17,0,19,50,45,38,21,4,0,0,174,0,4,13,10,3,9,0,0,0,48,3,23,105,136,112,48,10,0,0,434,12,17,53,47,53,25,8,0,0,218,7,17,56,37,23,22,3,0,0,161,3,4,8,8,3,4,0,0,0,25
SAL80092,0,0,5,7,0,0,0,0,0,16,38,80,242,223,179,119,25,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,3,6,0,0,26,0,3,9,6,3,0,0,0,0,17,3,9,27,24,18,17,3,0,0,110,0,3,3,0,3,4,0,0,0,12,20,26,45,19,9,6,5,4,0,136,29,22,42,15,0,3,0,0,0,117,0,0,15,10,4,5,0,0,0,37,0,3,4,8,11,4,0,0,0,22,0,0,5,4,9,3,0,0,0,15,0,4,6,3,3,6,0,0,0,31,6,12,31,48,32,23,13,0,0,167,0,8,14,24,11,4,0,0,0,67,3,22,94,139,139,87,17,0,0,496,9,3,36,31,31,17,10,0,0,126,4,24,125,93,57,38,8,0,0,341,0,4,4,0,6,4,0,0,0,11
SAL80093,0,0,0,0,3,0,0,0,0,5,34,61,129,129,147,123,30,4,0,662,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,7,0,0,0,24,0,0,0,6,0,0,0,0,0,8,3,16,34,24,28,16,9,0,0,126,0,0,0,0,3,0,0,0,0,11,21,16,13,10,8,10,9,0,0,81,12,25,13,3,6,13,5,0,0,80,0,3,5,6,11,3,6,0,0,33,0,0,8,0,3,0,0,0,0,14,0,0,10,5,5,10,0,0,0,24,0,0,3,0,4,4,0,0,0,15,0,11,32,35,40,27,8,0,0,155,3,4,3,0,13,4,5,0,0,33,4,12,63,107,111,70,10,0,0,370,5,7,18,29,24,33,11,0,0,130,4,17,35,28,34,23,7,4,0,149,5,5,5,4,0,0,0,0,0,16
SAL80094,3,0,6,0,0,4,0,0,0,13,46,67,156,232,187,101,28,3,0,814,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,9,6,6,0,0,0,20,0,0,6,3,8,3,3,0,0,18,9,19,29,33,35,14,8,0,0,144,0,3,3,4,0,0,0,0,0,15,24,19,18,26,18,13,5,0,0,128,24,18,14,7,5,0,0,0,0,73,0,0,5,6,5,5,3,0,0,22,0,0,6,9,13,0,0,0,0,28,0,5,4,10,9,0,0,0,0,21,0,0,9,0,0,0,0,0,0,8,0,4,39,50,57,30,12,0,0,196,0,0,10,11,7,9,3,0,0,44,6,18,66,145,114,57,11,0,0,419,10,7,36,63,52,28,11,0,0,204,5,14,38,43,41,22,5,3,0,169,7,8,14,8,4,4,4,0,0,40
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,0,0,4,3,5,5,0,0,0,21,64,100,252,311,273,252,47,4,0,1308,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,4,8,7,11,9,12,8,0,0,56,0,0,6,3,8,4,3,0,0,20,18,24,64,55,41,37,3,0,0,244,0,3,5,9,5,8,3,0,0,34,27,29,31,23,20,22,9,0,0,148,39,17,8,18,13,8,0,0,0,104,0,10,12,17,14,20,5,0,0,80,3,0,0,5,3,8,0,0,0,30,0,4,4,13,6,18,4,0,0,45,0,3,10,3,6,7,0,0,0,28,5,17,48,49,49,37,19,0,0,224,5,5,16,15,14,14,6,0,0,73,12,40,172,227,224,164,26,6,0,860,9,10,34,53,56,51,9,0,0,218,4,24,75,77,59,64,15,0,0,325,8,3,8,9,3,6,0,0,0,49
SAL80098,0,0,0,9,3,0,0,0,0,17,53,101,464,478,177,50,8,0,0,1323,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,21,19,7,4,0,0,0,52,0,0,3,10,0,0,0,0,0,13,3,19,81,66,22,5,0,0,0,195,0,0,3,13,0,0,0,0,0,23,30,28,74,51,12,10,0,0,0,203,36,22,55,25,13,6,4,0,0,164,0,5,33,33,10,3,6,0,0,85,0,5,14,20,5,5,0,0,0,38,0,0,22,22,17,0,0,0,0,61,0,10,6,7,0,3,0,0,0,28,4,22,121,124,26,7,0,0,0,313,0,0,23,25,8,4,4,0,0,64,4,34,225,331,155,30,10,0,0,789,6,12,65,107,48,7,0,0,0,244,6,31,136,143,48,8,0,0,0,377,3,5,8,8,3,0,0,0,0,27
SAL80099,0,0,9,6,0,3,0,0,0,29,84,131,328,411,377,236,47,3,0,1607,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,10,9,8,6,3,0,0,44,0,0,0,6,4,4,0,0,0,9,11,21,45,36,41,24,8,0,0,181,0,0,5,9,3,5,0,0,0,22,42,30,42,16,25,23,3,5,0,183,52,43,44,36,14,17,7,0,0,205,3,6,12,8,14,12,3,0,0,57,0,0,11,13,17,6,0,0,0,50,0,0,13,20,4,7,0,0,0,44,0,0,9,8,9,9,0,0,0,39,0,27,82,126,82,53,17,5,0,392,0,5,11,26,20,12,3,0,0,82,3,42,236,310,311,144,32,0,0,1082,14,20,29,48,80,68,11,5,0,267,6,20,87,71,68,55,13,0,0,331,0,10,3,11,9,4,8,4,0,54
SAL80100,4,10,13,7,8,0,0,0,0,45,139,252,818,784,596,302,63,6,0,2962,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,8,37,29,30,13,3,0,0,129,0,0,14,21,7,9,4,0,0,47,17,63,179,137,67,37,10,4,0,514,4,4,12,16,11,10,0,0,0,55,67,68,132,82,53,45,14,0,0,459,106,66,91,77,36,20,0,0,0,396,0,9,54,48,22,22,8,0,0,171,4,10,33,22,28,8,0,0,0,106,0,6,30,32,15,10,4,0,0,91,5,11,18,16,11,11,4,0,0,69,4,45,180,150,111,59,22,0,0,569,3,22,32,53,44,23,12,0,0,185,7,58,401,483,396,190,29,0,0,1574,21,38,157,176,117,43,17,0,0,573,16,57,182,183,120,69,19,3,0,651,14,18,27,23,15,4,0,0,0,99
SAL80101,0,0,6,4,10,0,0,0,0,23,131,193,239,349,514,304,72,3,0,1810,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,3,8,17,12,7,0,4,0,55,0,4,3,3,10,5,3,0,0,24,16,65,51,43,62,42,14,0,0,295,4,4,9,4,8,7,0,0,0,36,55,58,37,16,39,40,15,0,0,264,100,50,15,22,30,18,4,0,0,242,0,7,9,15,21,19,6,0,0,82,4,8,9,16,17,6,0,0,0,56,0,7,5,16,25,10,3,0,0,74,6,4,9,3,9,6,7,0,0,50,10,42,65,85,112,102,23,3,0,434,0,10,6,16,22,11,9,0,0,79,9,55,125,241,393,238,41,0,0,1097,19,41,59,56,122,71,18,4,0,380,14,38,51,62,86,59,14,0,0,323,12,13,10,10,9,11,3,0,0,62
