SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL80030,..,98,62,9,0,4,0,0,0,178,..,24,58,31,37,46,48,39,30,312,0,15,11,6,6,7,3,5,0,54,337,351,405,293,320,276,179,99,53,2313,..,11,214,335,403,369,242,119,41,1740,..,62,259,107,58,38,22,9,0,551,..,0,3,22,44,16,3,4,4,98,673,..,..,..,..,..,..,..,..,673,..,231,..,..,..,..,..,..,..,231,..,80,29,9,7,4,3,0,0,135,..,11,12,0,0,0,10,5,3,41,..,14,28,8,0,0,0,0,0,50,..,228,125,16,6,3,8,0,0,383,..,50,136,81,73,76,66,62,38,585,0,23,25,9,18,9,5,5,0,89,671,719,835,580,606,524,358,198,80,4569
SAL80031,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,11,9,5,10,8,7,0,3,0,48,..,0,10,7,3,5,0,0,0,26,..,0,5,4,4,0,0,0,0,13,..,0,0,0,0,0,0,0,0,5,19,..,..,..,..,..,..,..,..,19,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,19,11,12,18,17,15,0,3,0,98
SAL80032,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL80033,..,19,24,5,3,5,0,0,0,58,..,0,45,46,31,56,30,12,3,224,3,7,4,6,0,0,0,0,0,23,783,331,632,697,355,222,103,26,9,3165,..,9,540,1003,466,243,127,25,5,2421,..,64,265,177,62,28,3,0,0,600,..,3,37,79,79,23,11,0,0,236,1602,..,..,..,..,..,..,..,..,1602,..,309,..,..,..,..,..,..,..,309,..,154,73,19,4,0,0,0,0,249,..,34,36,10,7,17,13,9,6,122,..,22,56,12,4,3,0,0,0,88,..,40,68,24,10,8,3,0,0,156,..,13,87,89,66,68,42,23,0,393,10,17,14,16,9,6,0,0,0,69,1610,666,1171,1410,691,403,210,54,13,6235
SAL80034,..,0,4,4,0,3,3,0,0,15,..,0,4,6,12,17,28,44,10,121,0,4,0,0,0,4,3,0,0,20,248,144,75,189,215,200,193,137,27,1432,..,0,34,241,312,288,282,161,26,1347,..,7,32,34,35,19,7,3,0,144,..,0,0,20,20,17,14,12,3,90,508,..,..,..,..,..,..,..,..,508,..,202,..,..,..,..,..,..,..,202,..,76,42,31,19,8,0,0,0,174,..,0,0,0,0,7,8,12,3,36,..,3,15,6,7,0,0,0,0,29,..,4,7,4,5,3,9,0,0,24,..,0,4,10,27,17,38,56,20,178,3,8,0,0,0,6,7,5,0,32,515,304,143,347,421,373,368,249,52,2766
SAL80035,..,9,14,0,4,3,4,0,0,32,..,0,19,18,33,43,37,29,4,191,6,3,0,0,6,0,0,0,4,29,293,153,233,260,192,168,129,61,19,1497,..,14,165,262,153,135,127,41,11,896,..,22,117,77,51,14,8,0,0,296,..,3,27,59,64,39,14,9,3,218,613,..,..,..,..,..,..,..,..,613,..,103,..,..,..,..,..,..,..,103,..,118,72,28,11,4,0,0,0,236,..,11,15,0,10,10,12,6,7,74,..,16,9,9,3,4,0,0,0,44,..,12,39,12,6,13,3,0,0,87,..,4,25,43,61,66,63,48,10,319,10,11,6,8,16,0,0,4,3,52,625,314,471,492,368,278,238,111,30,2929
SAL80036,..,23,24,4,3,0,0,0,0,56,..,6,29,23,27,41,39,34,13,200,7,9,7,5,4,0,0,3,0,33,218,149,247,205,153,126,114,86,30,1329,..,5,183,237,159,126,118,96,28,947,..,18,87,46,36,14,3,3,0,210,..,0,7,21,25,19,5,10,3,97,405,..,..,..,..,..,..,..,..,405,..,114,..,..,..,..,..,..,..,114,..,51,39,7,20,9,0,0,0,124,..,29,31,11,5,7,11,5,3,95,..,12,46,7,5,0,0,0,0,70,..,42,53,19,3,9,5,0,0,136,..,6,38,40,57,63,59,44,14,326,14,10,12,5,8,4,0,3,0,49,414,289,495,390,311,255,194,160,56,2562
SAL80037,..,11,10,3,5,9,6,0,0,41,..,0,3,10,28,69,63,19,8,206,5,5,7,3,4,4,3,3,0,44,501,276,346,335,319,421,228,82,20,2524,..,8,245,406,371,487,281,96,9,1901,..,45,169,115,83,63,23,3,0,513,..,4,33,53,65,44,18,9,3,233,1036,..,..,..,..,..,..,..,..,1036,..,235,..,..,..,..,..,..,..,235,..,206,119,32,7,6,0,0,0,370,..,27,32,8,3,11,16,15,5,117,..,15,16,8,6,4,3,0,0,61,..,22,26,19,11,16,7,0,0,100,..,7,29,34,58,116,104,36,8,388,17,15,16,10,15,13,4,3,0,89,1053,583,687,681,620,763,468,157,26,5046
SAL80038,..,85,90,14,0,4,0,0,0,190,..,55,129,53,38,38,21,13,6,362,0,43,15,3,6,7,0,3,0,78,71,313,557,196,137,123,75,30,6,1508,..,7,184,153,140,120,95,35,8,743,..,145,410,90,34,21,10,3,0,707,..,0,4,12,25,8,0,0,0,56,132,..,..,..,..,..,..,..,..,132,..,39,..,..,..,..,..,..,..,39,..,12,11,7,0,0,0,0,0,24,..,25,19,0,0,0,0,3,0,43,..,20,43,5,0,0,0,0,0,64,..,153,200,35,6,8,0,0,0,401,..,100,297,147,107,73,42,18,13,801,0,77,28,10,5,8,3,3,0,134,133,568,1187,448,320,239,160,62,18,3140
SAL80039,..,0,3,4,0,3,3,0,0,16,..,6,8,9,27,42,35,33,15,179,15,10,5,0,3,0,0,4,4,46,502,318,308,356,430,336,167,78,26,2515,..,0,199,417,547,464,214,69,12,1929,..,29,156,114,82,45,16,0,0,448,..,3,36,56,77,44,20,11,4,249,979,..,..,..,..,..,..,..,..,979,..,322,..,..,..,..,..,..,..,322,..,265,139,21,15,4,0,0,0,438,..,25,15,5,12,17,13,13,0,95,..,17,9,8,8,0,0,0,0,49,..,5,14,6,5,14,5,0,0,52,..,11,30,25,50,82,58,41,19,317,20,15,14,6,7,8,8,4,4,76,997,688,612,659,808,671,333,142,41,4953
SAL80040,..,18,17,5,4,0,5,0,0,46,..,7,18,16,27,42,70,48,18,250,3,0,3,0,0,3,5,0,0,22,238,129,200,224,207,171,165,116,38,1497,..,0,94,221,203,165,127,121,23,959,..,12,107,107,106,27,14,3,0,376,..,0,10,23,34,28,16,9,6,124,482,..,..,..,..,..,..,..,..,482,..,126,..,..,..,..,..,..,..,126,..,54,31,12,13,4,0,0,0,120,..,13,5,3,4,5,12,3,6,52,..,11,22,12,0,3,0,0,0,47,..,30,44,10,9,10,5,3,0,110,..,7,22,27,58,67,98,66,29,383,3,0,4,7,8,6,10,0,0,43,488,251,356,424,431,314,275,208,66,2816
SAL80041,..,44,70,4,3,3,0,0,0,122,..,15,72,31,31,20,15,3,3,183,8,3,9,3,0,0,0,0,0,25,552,270,653,501,199,115,58,21,5,2368,..,13,445,718,274,125,75,24,3,1669,..,72,296,95,31,6,5,0,0,510,..,7,23,74,62,18,3,0,0,187,1129,..,..,..,..,..,..,..,..,1129,..,191,..,..,..,..,..,..,..,191,..,70,45,9,3,0,0,0,0,121,..,31,49,3,0,14,8,3,4,123,..,30,63,7,4,0,0,0,0,105,..,66,135,15,8,6,0,0,0,236,..,24,132,76,60,29,18,3,3,354,11,10,14,5,0,3,0,0,0,51,1144,526,1205,1008,439,208,109,32,11,4682
SAL80042,..,30,23,6,0,0,0,0,0,61,..,7,30,28,14,24,34,44,16,205,4,0,11,0,0,0,0,0,0,22,584,223,436,528,251,137,119,84,18,2382,..,9,358,799,389,189,141,62,12,1950,..,31,217,81,49,16,4,0,0,401,..,0,21,49,35,9,3,3,0,123,1153,..,..,..,..,..,..,..,..,1153,..,204,..,..,..,..,..,..,..,204,..,79,43,7,10,0,0,0,0,143,..,23,27,6,12,6,21,11,0,103,..,28,40,6,4,0,0,0,0,80,..,51,59,18,9,4,0,4,0,140,..,11,59,62,35,37,46,52,24,323,6,3,13,5,3,3,0,0,0,44,1168,439,834,1033,543,268,209,125,31,4655
SAL80043,..,13,17,0,5,3,4,0,0,45,..,12,15,23,22,41,60,86,32,287,6,13,10,7,4,6,0,8,0,60,513,303,287,396,383,314,229,200,72,2701,..,10,215,530,509,425,266,173,59,2176,..,28,125,93,74,61,28,12,0,419,..,0,7,34,57,35,17,20,10,184,1042,..,..,..,..,..,..,..,..,1042,..,326,..,..,..,..,..,..,..,326,..,127,79,20,27,13,0,0,0,263,..,14,24,10,6,18,4,4,5,85,..,15,36,5,0,0,0,0,0,61,..,31,54,7,12,16,8,0,0,122,..,15,27,42,54,79,92,111,51,475,17,18,19,15,8,10,7,10,0,101,1056,593,582,754,744,653,429,329,133,5261
SAL80044,..,20,21,0,0,0,0,0,0,48,..,0,6,12,14,28,41,70,58,231,0,12,0,0,0,0,0,4,0,19,266,182,110,206,219,160,183,143,84,1556,..,0,70,268,304,237,228,140,44,1297,..,10,48,36,27,24,15,6,0,164,..,0,0,20,34,18,10,3,9,97,497,..,..,..,..,..,..,..,..,497,..,190,..,..,..,..,..,..,..,190,..,65,27,15,12,6,0,0,0,120,..,4,5,0,3,0,3,6,5,26,..,5,7,5,0,0,0,0,0,24,..,38,41,0,6,0,4,0,0,97,..,10,18,21,32,46,54,90,83,345,5,17,7,0,3,4,0,4,0,37,497,332,229,368,417,340,326,244,136,2886
SAL80045,..,10,14,3,0,0,0,0,0,27,..,10,48,20,12,14,3,0,0,101,3,0,6,0,0,0,0,0,0,12,316,132,350,321,104,64,30,8,0,1329,..,5,257,498,161,76,42,10,0,1045,..,45,172,60,23,7,0,0,0,314,..,0,11,33,24,13,3,0,0,82,699,..,..,..,..,..,..,..,..,699,..,100,..,..,..,..,..,..,..,100,..,29,17,4,0,0,0,0,0,53,..,14,14,3,0,7,12,4,0,58,..,13,22,12,0,3,0,0,0,48,..,18,46,10,0,0,0,0,0,71,..,21,87,38,16,18,3,0,0,182,11,0,10,6,5,0,0,0,0,23,709,244,643,646,237,126,60,15,0,2676
SAL80046,..,162,93,6,9,4,0,0,0,269,..,28,84,41,33,29,21,13,14,262,0,7,14,0,0,4,3,0,0,29,197,314,452,222,184,112,63,41,22,1600,..,10,174,215,151,93,46,36,13,741,..,64,280,81,62,33,8,0,0,538,..,0,7,29,38,15,3,3,4,98,392,..,..,..,..,..,..,..,..,392,..,92,..,..,..,..,..,..,..,92,..,39,14,5,8,0,3,0,0,74,..,18,16,10,3,8,10,0,0,68,..,18,33,4,0,3,0,0,0,60,..,282,191,22,8,12,0,0,0,514,..,47,143,85,61,64,37,28,15,478,6,10,26,7,6,6,5,3,0,62,398,583,883,453,334,234,115,70,35,3108
SAL80047,..,111,69,14,3,10,4,0,0,209,..,7,33,32,32,35,55,53,21,262,4,16,10,4,0,3,0,4,0,43,365,293,363,375,253,160,157,113,44,2124,..,4,200,419,269,163,145,78,22,1301,..,34,146,117,89,40,19,9,0,451,..,0,17,44,42,28,14,3,7,153,734,..,..,..,..,..,..,..,..,734,..,166,..,..,..,..,..,..,..,166,..,69,31,10,13,3,0,0,0,127,..,16,23,8,6,7,7,6,6,101,..,25,45,22,5,0,4,0,0,108,..,187,152,37,17,26,7,3,0,428,..,15,71,65,57,68,78,67,29,444,4,19,22,15,0,9,6,3,0,76,741,537,710,731,499,344,276,173,74,4083
SAL80048,..,11,10,6,3,5,6,0,0,38,..,3,5,8,17,24,44,21,15,133,3,5,5,0,0,8,3,0,0,29,313,197,187,235,263,175,160,90,27,1640,..,5,117,295,324,239,162,130,24,1283,..,20,96,74,60,33,20,9,0,312,..,0,18,29,48,22,15,7,3,144,642,..,..,..,..,..,..,..,..,642,..,196,..,..,..,..,..,..,..,196,..,109,53,15,20,7,3,0,0,201,..,17,11,3,8,7,5,9,4,61,..,17,12,0,0,0,0,0,0,38,..,21,31,12,8,3,4,0,0,80,..,8,18,17,39,45,60,42,22,252,3,9,7,3,3,9,10,6,0,52,643,406,356,449,500,367,279,194,53,3260
SAL80049,..,11,6,4,4,11,4,0,0,35,..,0,9,24,49,63,57,26,3,235,0,10,4,5,6,0,6,0,0,31,782,416,418,615,571,377,227,88,16,3520,..,11,358,840,739,457,261,110,10,2781,..,44,157,133,99,65,18,9,0,526,..,9,29,88,110,54,16,6,7,320,1659,..,..,..,..,..,..,..,..,1659,..,433,..,..,..,..,..,..,..,433,..,307,125,42,18,8,4,0,0,507,..,24,34,6,18,18,21,7,9,139,..,29,29,5,3,0,0,0,0,67,..,30,44,13,9,11,4,0,0,112,..,3,29,61,81,105,75,37,14,404,3,28,15,9,6,10,0,0,0,75,1661,913,818,1198,1083,722,416,171,40,7024
SAL80050,..,20,7,5,6,5,0,0,0,50,..,3,17,12,25,40,58,26,9,192,3,9,6,3,3,0,3,0,4,35,488,287,356,384,358,291,293,91,31,2583,..,5,271,482,431,357,389,121,18,2078,..,36,177,124,99,54,26,5,0,518,..,4,19,61,81,36,30,10,10,243,1087,..,..,..,..,..,..,..,..,1087,..,277,..,..,..,..,..,..,..,277,..,185,108,32,29,11,0,0,0,366,..,33,25,4,9,5,15,7,3,110,..,14,36,11,6,9,0,0,0,77,..,48,75,18,16,16,7,0,0,174,..,8,27,37,55,69,95,40,12,341,17,12,19,6,8,5,6,4,4,85,1105,631,759,779,728,561,566,186,49,5354
SAL80051,..,3,0,0,0,0,3,0,0,18,..,0,0,7,4,16,29,14,4,74,0,4,3,0,0,5,3,0,0,14,291,150,98,214,206,239,204,56,14,1461,..,3,74,313,291,351,278,82,17,1404,..,8,39,48,48,32,28,6,0,205,..,0,8,10,16,18,19,4,5,85,562,..,..,..,..,..,..,..,..,562,..,201,..,..,..,..,..,..,..,201,..,95,71,17,15,7,0,0,0,204,..,4,6,0,4,6,8,5,0,30,..,5,10,4,0,0,0,0,0,24,..,6,9,9,4,7,9,0,0,39,..,0,11,10,12,25,48,18,8,130,3,5,3,0,3,7,4,0,0,29,567,332,229,412,399,444,395,115,26,2917
SAL80052,..,3,9,0,7,6,0,3,0,25,..,4,10,10,21,25,46,83,49,235,0,3,0,5,0,3,3,0,0,22,284,194,166,236,260,217,168,193,71,1793,..,9,131,300,327,296,224,186,58,1528,..,21,70,67,66,32,15,6,0,267,..,0,10,28,31,26,4,10,0,109,649,..,..,..,..,..,..,..,..,649,..,226,..,..,..,..,..,..,..,226,..,114,50,8,10,5,0,0,0,200,..,20,15,0,6,5,8,10,5,66,..,12,15,6,3,0,0,0,0,35,..,9,21,8,7,9,4,6,0,62,..,9,25,25,32,39,58,101,61,333,0,10,5,5,5,5,8,0,0,40,649,423,340,443,489,417,314,319,129,3518
SAL80053,..,0,4,5,3,0,0,3,0,24,..,0,4,11,19,26,52,65,29,218,3,0,4,3,0,0,0,0,0,23,323,128,186,227,224,136,154,136,48,1566,..,3,161,302,263,149,164,123,25,1188,..,9,87,63,66,27,12,6,0,275,..,0,4,26,40,20,5,8,5,121,647,..,..,..,..,..,..,..,..,647,..,158,..,..,..,..,..,..,..,158,..,68,42,17,20,0,0,0,0,144,..,15,8,7,3,12,5,3,0,54,..,7,13,3,0,5,0,0,0,31,..,6,14,4,11,7,0,3,3,54,..,3,17,24,46,43,80,83,41,333,14,8,10,10,3,0,0,0,3,46,662,281,362,452,448,271,274,231,77,3057
SAL80054,..,13,17,6,9,4,0,0,0,55,..,3,17,24,16,70,66,42,20,258,11,0,7,6,6,4,6,4,0,37,416,262,319,341,280,344,275,109,35,2374,..,12,206,399,329,380,316,125,27,1802,..,38,148,61,55,50,20,8,0,377,..,5,26,65,49,51,20,13,3,228,786,..,..,..,..,..,..,..,..,786,..,224,..,..,..,..,..,..,..,224,..,143,91,34,20,7,0,0,0,294,..,28,20,8,5,17,16,11,6,103,..,25,46,9,10,0,3,0,0,89,..,35,65,25,17,14,5,3,0,169,..,12,40,53,48,117,107,63,30,455,15,14,16,13,7,4,10,5,0,78,803,525,657,655,540,645,496,229,65,4603
SAL80055,..,3,4,0,4,3,5,0,0,22,..,0,3,11,11,28,33,28,9,116,0,7,3,0,3,0,3,3,0,18,377,208,200,250,233,204,180,78,15,1754,..,7,180,340,297,253,231,104,7,1414,..,20,93,64,59,53,16,4,0,310,..,0,6,28,40,24,12,10,0,125,749,..,..,..,..,..,..,..,..,749,..,196,..,..,..,..,..,..,..,196,..,131,75,25,18,7,0,0,0,250,..,25,13,3,6,8,6,8,3,76,..,18,29,6,9,4,3,0,0,66,..,10,51,6,8,13,5,0,0,101,..,4,8,25,28,39,48,38,12,196,5,11,12,7,6,0,9,4,0,43,748,419,460,507,471,395,333,166,25,3525
SAL80056,..,8,14,3,0,3,0,0,0,34,..,0,16,14,17,18,21,8,3,98,8,6,3,6,5,0,0,0,0,27,553,261,240,487,345,154,91,31,4,2167,..,14,207,711,585,223,118,36,6,1892,..,15,90,74,54,21,9,6,0,263,..,0,15,42,45,16,3,4,0,125,1140,..,..,..,..,..,..,..,..,1140,..,314,..,..,..,..,..,..,..,314,..,115,45,6,8,0,0,0,0,171,..,20,15,7,5,11,8,5,0,69,..,14,15,3,0,0,0,0,0,37,..,24,33,14,0,3,0,0,0,78,..,0,16,25,31,30,31,8,5,148,16,13,3,11,7,4,0,0,0,52,1158,528,440,882,735,305,164,59,11,4288
SAL80057,..,0,22,3,0,0,0,0,0,32,..,0,25,25,19,21,22,28,12,144,0,0,3,0,0,0,0,0,0,12,94,88,141,104,143,128,114,72,19,900,..,0,43,102,188,193,159,82,20,791,..,15,83,29,18,9,8,3,0,164,..,0,3,7,21,7,3,6,0,45,204,..,..,..,..,..,..,..,..,204,..,89,..,..,..,..,..,..,..,89,..,30,29,8,0,4,0,0,0,76,..,7,7,0,0,0,7,3,4,26,..,6,11,0,0,4,0,0,0,15,..,10,54,0,4,0,4,0,0,74,..,7,36,35,32,34,35,35,12,229,0,0,6,0,4,0,0,0,0,25,203,177,266,185,266,249,215,132,36,1726
SAL80058,..,74,103,17,0,3,0,0,4,203,..,16,86,62,32,40,28,6,0,264,7,11,14,7,4,0,5,0,0,53,703,475,942,698,392,205,112,28,5,3575,..,43,690,958,594,264,136,21,4,2708,..,117,384,136,50,15,4,0,0,714,..,6,25,70,64,24,8,6,4,205,1456,..,..,..,..,..,..,..,..,1456,..,319,..,..,..,..,..,..,..,319,..,129,66,24,13,3,3,0,0,232,..,61,63,18,12,25,25,13,0,212,..,85,161,37,13,0,4,0,0,292,..,141,244,56,24,8,4,6,4,488,..,30,201,136,73,62,35,16,0,541,11,15,25,16,6,0,4,0,0,73,1465,946,1853,1440,841,409,216,59,14,7237
SAL80059,..,7,0,0,0,0,4,0,0,10,..,0,0,4,7,7,23,7,4,54,0,3,0,0,5,0,0,0,0,15,203,108,92,151,146,112,139,48,5,1009,..,5,41,205,184,150,209,66,11,874,..,15,48,37,30,24,14,7,0,164,..,0,8,20,28,14,9,3,0,91,411,..,..,..,..,..,..,..,..,411,..,133,..,..,..,..,..,..,..,133,..,70,53,17,13,0,0,0,0,157,..,5,8,0,6,9,11,5,0,45,..,7,6,3,0,0,3,0,0,25,..,7,13,0,0,8,4,0,0,31,..,0,5,11,16,21,40,16,4,109,6,5,6,5,3,3,0,0,0,33,419,247,188,292,282,234,289,97,16,2062
SAL80060,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,9,..,0,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,6,0,4,7,4,5,0,6,0,0,30
SAL80061,..,7,8,4,0,0,0,5,0,24,..,3,7,20,18,37,32,45,39,208,0,3,3,0,0,6,4,0,0,15,359,166,163,283,234,183,157,132,58,1735,..,5,128,411,317,230,186,154,36,1464,..,14,48,41,35,21,16,10,0,185,..,0,5,34,35,15,11,5,5,106,744,..,..,..,..,..,..,..,..,744,..,191,..,..,..,..,..,..,..,191,..,73,42,8,14,3,0,0,0,129,..,7,12,7,0,11,14,4,0,60,..,8,25,6,5,0,0,0,0,51,..,18,28,7,3,0,3,7,5,62,..,3,15,26,31,55,57,57,50,300,5,9,4,0,0,8,3,10,0,41,743,325,317,536,442,346,287,242,99,3333
SAL80062,..,0,0,0,4,0,0,0,0,5,..,3,6,3,15,31,18,7,4,90,5,3,3,3,0,5,0,0,0,17,235,143,175,207,173,199,114,31,18,1284,..,3,100,226,212,262,169,44,7,1029,..,33,99,72,39,22,12,0,0,273,..,0,22,39,26,27,5,4,0,129,517,..,..,..,..,..,..,..,..,517,..,134,..,..,..,..,..,..,..,134,..,113,78,22,6,0,0,0,0,233,..,8,15,3,3,6,11,5,0,49,..,7,8,5,0,3,5,0,0,23,..,6,10,4,7,0,3,0,0,26,..,4,16,13,26,56,36,13,14,174,8,4,12,3,3,4,0,0,0,40,527,310,357,384,334,383,234,64,27,2619
SAL80063,..,8,8,0,3,6,0,0,0,23,..,0,13,11,21,20,42,11,3,122,0,3,4,0,0,6,0,0,0,26,324,150,228,259,196,171,219,62,14,1619,..,3,159,317,225,190,289,82,13,1271,..,18,128,96,52,24,9,0,0,322,..,4,17,36,32,28,14,9,6,135,678,..,..,..,..,..,..,..,..,678,..,146,..,..,..,..,..,..,..,146,..,77,58,34,15,7,0,0,0,188,..,15,23,8,6,11,15,9,0,85,..,8,23,3,3,7,0,4,3,54,..,26,30,8,5,12,3,0,0,80,..,3,20,29,26,41,60,33,3,224,6,13,8,4,4,5,13,3,0,53,681,312,457,533,373,322,400,137,24,3240
SAL80064,..,3,13,0,3,9,10,0,0,41,..,8,29,40,43,73,96,79,22,389,10,5,15,7,3,17,3,0,0,55,719,457,555,513,582,545,311,163,41,3900,..,19,400,597,687,737,341,162,26,2964,..,75,256,133,119,59,19,9,0,669,..,16,54,94,115,81,23,11,7,399,1475,..,..,..,..,..,..,..,..,1475,..,377,..,..,..,..,..,..,..,377,..,357,190,32,16,9,3,0,0,608,..,25,27,14,17,29,21,11,6,149,..,28,17,9,7,7,0,0,0,71,..,14,20,10,19,20,19,0,0,110,..,13,72,69,96,121,124,91,34,629,17,19,27,16,4,20,4,0,0,107,1489,938,1065,973,1083,1079,570,289,72,7556
SAL80065,..,4,9,3,3,0,0,0,0,24,..,3,7,7,12,22,43,18,0,111,0,4,4,0,0,0,4,0,3,20,300,158,215,219,185,207,196,67,15,1561,..,3,178,290,214,266,260,88,9,1308,..,17,91,59,53,26,15,3,0,252,..,3,13,32,41,25,17,5,0,139,632,..,..,..,..,..,..,..,..,632,..,146,..,..,..,..,..,..,..,146,..,110,70,25,11,3,0,0,0,221,..,16,5,6,6,9,7,7,9,60,..,9,11,0,3,0,0,0,0,21,..,7,17,8,3,12,0,0,0,44,..,0,16,14,17,35,57,26,0,177,0,7,11,4,0,0,8,0,3,39,637,313,406,437,344,371,365,133,24,3036
