SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL80001,11,17,34,10,9,15,0,0,4,0,0,0,0,0,0,9,13,23,0,0,0,0,0,0,71.4,65,67.6,71.4,65,67.6,0,0,6,0,0,0,0,5,5,0,0,4,4,6,3,0,0,0,0,0,0,4,6,3,10,11,17,3,8,15,7,5,10,9,11,15
SAL80002,24,19,45,11,5,13,3,4,4,3,0,5,0,0,0,18,7,22,3,7,8,11.8,0,8,68,40,55.6,60,40,51.1,0,0,0,0,0,5,0,6,3,0,0,0,7,6,11,0,0,0,0,0,0,7,5,12,19,17,34,12,6,15,9,6,13,19,8,25
SAL80003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80004,0,3,12,4,0,5,5,3,3,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,3,4,3,5,7
SAL80005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80006,10,3,16,0,0,0,0,3,3,0,0,0,0,0,0,4,3,8,0,0,0,33.3,0,14.3,27.3,100,46.7,18.2,100,40,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,4,3,0,6,0,4,4
SAL80007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80008,38,13,51,19,11,26,5,3,6,0,0,0,0,0,0,22,8,36,0,0,0,0,0,0,65.8,71.4,67.3,65.8,71.4,67.3,0,5,5,4,0,4,0,0,0,10,0,8,3,0,5,0,0,0,0,0,0,4,0,8,18,11,28,11,4,12,3,11,10,21,9,30
SAL80009,9,11,22,6,3,15,0,0,5,0,0,0,0,0,0,7,7,15,0,0,0,0,0,0,80,77.8,78.9,80,77.8,78.9,0,0,0,0,0,0,5,4,3,0,0,0,7,0,8,0,0,0,0,0,0,7,0,8,8,10,22,0,0,4,7,8,14,0,3,5
SAL80010,116,44,157,79,19,93,0,8,3,0,5,5,0,0,0,77,30,103,13,6,13,0,3.8,1,68.4,59.1,65.8,68.4,56.8,65.2,4,0,3,4,0,5,18,6,21,3,3,3,15,6,21,3,0,0,0,0,0,24,10,27,22,18,39,66,10,79,15,8,22,73,24,99
SAL80011,4,7,11,4,4,6,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,0,0,0,71.4,60,66.7,71.4,60,66.7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,0,0,0,0,3,0,4,6
SAL80012,31,35,68,20,11,36,3,11,17,0,0,0,0,0,0,30,24,53,3,6,12,0,0,0,80,66.7,73.5,80,66.7,73.5,0,4,0,0,0,3,8,3,14,0,6,6,14,0,16,0,0,4,0,0,0,13,4,21,35,31,63,3,3,9,20,22,41,12,15,28
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,24,27,51,15,11,24,6,9,18,0,0,0,0,0,0,17,19,43,4,7,12,0,0,0,80.8,62.1,70.9,80.8,62.1,70.9,4,0,4,0,0,0,6,9,14,4,0,8,4,0,7,0,0,0,0,0,0,7,0,8,33,29,63,6,8,11,11,14,29,17,18,42
SAL80015,25,23,49,15,5,21,0,8,12,0,3,3,0,0,0,19,17,37,6,4,12,0,0,0,65.2,75,70.2,65.2,75,70.2,0,0,0,0,0,0,4,0,4,3,3,12,10,4,12,0,0,0,0,0,0,9,4,15,16,18,35,3,3,9,13,16,30,3,10,15
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,50,0,33.3,50,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,1279,1566,2844,30,38,66,459,690,1150,60,97,152,141,143,285,689,960,1648,381,322,708,20.8,14.8,17.3,53.7,61.3,57.9,42.5,52.3,47.9,86,83,173,3,0,12,161,118,280,15,15,32,18,26,48,12,6,22,4,0,4,31,41,75,412,452,865,653,833,1490,33,15,46,1036,1267,2301
SAL80018,2071,2415,4481,855,759,1616,345,559,904,61,94,158,62,54,112,1322,1462,2783,667,867,1539,4.4,3.5,3.9,64,60.5,62.1,61.2,58.4,59.7,432,461,896,110,188,303,558,660,1218,108,173,285,169,105,267,9,17,26,23,33,50,198,159,355,2013,2223,4232,411,503,918,1377,1575,2951,926,1040,1964
SAL80019,2323,2422,4749,1313,949,2262,330,632,967,77,95,176,82,66,146,1809,1745,3549,441,610,1051,4.7,3.7,4.2,77.7,72.1,74.9,74.1,69.4,71.7,298,233,534,91,123,213,412,547,957,244,286,534,375,256,630,23,31,56,26,50,75,418,336,756,2497,2575,5076,420,399,817,1666,1719,3388,1096,1102,2200
SAL80020,1003,1090,2095,466,353,824,157,265,421,28,38,60,17,26,41,665,682,1345,306,376,682,2.4,3.8,3.1,66.3,62.2,64.2,64.7,59.8,62.2,247,240,485,51,93,145,298,310,608,65,92,161,88,34,124,5,7,15,7,16,25,98,61,160,1041,1106,2145,179,173,349,736,805,1542,434,407,837
SAL80021,1993,2029,4019,1186,843,2028,262,518,780,72,103,175,66,55,117,1586,1518,3103,348,466,813,4,3.5,3.7,79.5,74.7,77.1,76.4,72.1,74.2,91,76,167,43,68,114,226,340,566,193,268,456,521,316,837,19,33,55,41,52,89,581,401,979,2169,2177,4343,279,298,575,1551,1543,3100,761,791,1556
SAL80022,892,918,1806,520,463,985,81,104,191,23,40,66,16,10,22,641,616,1263,140,200,345,2.3,1.1,1.7,71.8,67.5,69.7,70.1,66.8,68.4,248,220,470,48,69,122,269,312,576,53,64,119,44,29,73,3,0,0,7,9,14,53,40,91,570,604,1174,257,277,537,243,260,500,571,608,1178
SAL80023,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,66.7,100,75,66.7,100,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,3
SAL80024,3844,3923,7764,1922,1514,3431,727,939,1665,125,141,264,171,151,324,2941,2742,5683,699,997,1703,5.7,5.5,5.6,76.6,69.9,73.2,72.2,66,69.1,788,800,1589,137,158,296,1143,1190,2338,282,357,642,323,217,538,37,32,68,29,52,76,384,295,687,2423,2510,4927,1520,1539,3065,862,925,1783,2942,2985,5926
SAL80025,2571,2635,5200,1543,1092,2639,383,692,1072,100,114,218,82,77,164,2112,1979,4088,348,564,912,4.1,3.9,4,82.2,75,78.6,78.9,72.1,75.4,417,330,753,70,96,167,505,696,1205,279,310,583,323,228,554,30,23,62,32,32,65,386,290,676,2929,2999,5923,552,536,1092,1699,1741,3435,1509,1537,3041
SAL80026,1457,1658,3112,774,599,1373,210,384,591,41,73,111,35,31,63,1053,1084,2142,349,532,878,3,2.9,2.9,72.5,65.4,68.7,70.3,63.6,66.7,120,99,215,38,79,117,243,347,584,150,202,351,277,178,453,19,25,43,30,46,74,322,246,567,1497,1690,3180,244,263,508,990,1168,2156,636,697,1333
SAL80027,3025,3027,6051,1877,1692,3569,393,567,959,84,107,191,84,80,161,2435,2440,4879,412,446,862,3.4,3.2,3.3,80.5,80.7,80.6,77.7,78.1,77.9,692,714,1403,149,215,369,1038,1113,2152,167,163,337,190,122,306,11,19,27,26,25,52,228,163,390,1873,1798,3673,1134,1227,2366,611,569,1175,2332,2394,4728
SAL80028,3192,3541,6732,1479,1263,2740,653,1023,1682,122,145,269,137,135,278,2399,2567,4966,684,858,1550,5.8,5.3,5.5,75.2,72.5,73.8,70.8,68.7,69.7,667,592,1256,117,182,301,880,1034,1918,217,279,492,242,246,493,21,18,42,25,41,68,284,312,598,2370,2591,4961,1085,1173,2260,983,1024,2006,2338,2614,4955
SAL80029,2226,2375,4605,1193,879,2075,314,596,909,66,122,194,54,47,105,1630,1642,3273,523,655,1181,3.5,2.9,3.2,73.2,69.2,71.2,70.7,67.2,68.9,135,126,261,49,105,156,330,485,813,250,298,545,523,294,821,28,30,59,41,59,103,589,390,979,2368,2503,4878,290,304,598,1673,1790,3466,822,868,1693
SAL80030,3324,2544,5863,1897,1166,3061,394,489,885,92,93,179,51,38,89,2427,1787,4215,464,603,1066,2.1,2.1,2.1,73.2,70.3,71.9,71.7,68.8,70.4,529,448,976,105,178,283,694,698,1382,150,189,343,217,117,330,32,15,47,18,39,55,266,169,438,2242,1993,4237,951,707,1660,815,879,1686,2291,1747,4033
SAL80031,56,52,103,26,23,51,5,5,11,4,0,3,0,4,4,33,32,66,4,7,15,2.9,9.4,6.1,63,61.5,62.3,61.1,55.8,58.5,0,7,4,0,5,5,9,10,19,5,5,11,9,5,12,0,0,0,0,0,0,11,5,16,39,42,82,8,6,13,23,19,41,28,30,56
SAL80032,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,25,25,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0
SAL80033,2333,2463,4797,1510,1129,2643,322,595,918,66,141,209,70,64,135,1964,1938,3904,290,459,757,3.5,3.4,3.5,84.2,78.6,81.4,81.3,76,78.6,344,285,625,67,112,182,453,646,1097,254,317,570,396,264,658,19,24,44,23,44,70,441,327,768,2499,2576,5070,534,558,1087,1337,1397,2733,1420,1480,2900
SAL80034,1119,1231,2348,491,377,865,177,282,457,31,44,71,16,16,40,710,718,1432,383,479,860,2.5,2.5,2.5,63.4,58.5,60.8,61.8,57,59.3,191,158,343,61,98,157,303,356,660,80,129,212,136,66,204,5,16,22,9,30,39,151,112,263,1192,1305,2499,151,133,285,894,975,1870,405,426,827
SAL80035,1158,1251,2407,570,413,981,152,268,425,50,60,109,41,36,75,814,778,1588,293,426,714,4.8,4.5,4.7,70.1,62.3,66,66.7,59.5,63,60,71,130,17,35,51,143,194,336,93,161,257,294,179,474,16,23,41,20,31,56,331,238,565,1246,1310,2563,174,164,343,863,924,1784,456,469,925
SAL80036,1089,1154,2250,535,453,988,180,250,430,33,49,81,28,15,46,779,768,1550,284,353,632,3.8,1.7,2.8,71.5,66.5,68.9,68.7,65.4,67,184,160,345,56,74,131,265,358,616,100,117,226,138,64,197,13,9,22,8,23,32,155,94,252,1005,1064,2074,237,261,498,614,638,1249,581,627,1210
SAL80037,2070,2102,4174,1072,753,1822,265,525,788,64,86,150,65,46,106,1458,1405,2858,540,636,1177,4.3,3.2,3.7,70.5,66.8,68.6,67.5,64.6,66,126,111,236,51,95,146,254,341,594,195,280,473,517,280,792,19,40,52,36,49,86,564,362,931,2260,2273,4534,258,243,500,1665,1672,3335,703,704,1405
SAL80038,2342,2343,4686,1024,784,1808,378,560,940,86,98,184,120,110,236,1607,1549,3160,477,520,994,7.5,7.2,7.4,68.7,66.1,67.4,63.6,61.3,62.5,461,464,925,80,79,161,666,618,1284,107,106,215,112,76,190,8,11,21,7,13,26,130,104,238,1141,1065,2209,1002,1071,2069,313,252,565,1804,1855,3661
SAL80039,2014,2079,4090,1104,834,1937,254,502,762,93,97,186,45,39,84,1497,1476,2971,453,558,1012,2.9,2.6,2.8,74.3,70.9,72.6,72.2,69.1,70.6,111,106,216,49,74,126,278,378,653,197,252,450,461,259,718,23,33,54,25,56,82,505,342,849,2157,2228,4388,253,271,523,1584,1595,3179,712,757,1471
SAL80040,1128,1321,2450,499,435,932,179,323,503,43,53,91,39,27,70,754,842,1599,335,435,771,5.2,3.4,4.3,66.9,63.7,65.2,63.5,61.5,62.4,244,268,512,53,110,157,321,399,721,89,105,192,106,77,181,9,18,29,3,21,25,124,110,230,1158,1340,2493,167,171,335,775,925,1699,473,513,991
SAL80041,1794,1887,3680,1138,889,2024,293,454,742,50,96,149,47,61,107,1524,1496,3023,201,321,523,3,4.2,3.6,85.1,79.4,82.2,82.5,76,79.2,379,333,704,53,93,145,504,629,1136,162,187,350,186,106,292,8,14,19,14,20,33,207,139,344,1739,1800,3536,535,552,1081,587,604,1191,1519,1558,3078
SAL80042,1746,1862,3607,1112,796,1913,216,433,644,51,97,147,36,41,78,1423,1364,2785,284,451,739,2.7,2.9,2.8,81.5,73.3,77.2,79.3,71.1,75.1,381,303,684,49,106,155,432,537,964,182,206,383,198,148,350,16,15,34,25,25,47,239,195,432,1851,1935,3785,406,437,847,1069,1099,2170,1015,1078,2088
SAL80043,2139,2341,4485,1020,765,1785,333,554,885,74,97,171,57,49,104,1477,1468,2944,603,817,1420,3.7,3.3,3.5,69,62.8,65.7,66.4,60.7,63.4,453,392,846,101,150,252,615,699,1316,171,205,370,193,123,319,9,25,26,24,47,68,228,189,421,2242,2422,4657,370,346,715,1464,1623,3086,1018,1037,2054
SAL80044,1184,1415,2596,564,448,1008,163,293,452,36,43,84,15,21,36,775,801,1576,359,552,909,1.8,2.5,2.2,65.6,56.5,60.6,64.4,55.1,59.3,290,248,539,54,80,135,374,429,807,78,133,216,66,49,117,3,3,10,8,24,34,81,79,155,1145,1342,2489,216,278,489,731,861,1592,575,694,1272
SAL80045,981,1055,2035,718,550,1275,96,202,299,25,49,76,16,24,41,860,827,1686,101,188,293,1.8,3.2,2.5,87.4,79,83,85.8,76.4,81,235,215,451,44,61,104,278,378,655,99,78,177,104,54,159,8,3,9,13,9,24,121,70,189,751,722,1469,572,593,1170,20,26,46,1156,1207,2357
SAL80046,1381,1484,2863,746,651,1401,260,387,638,36,70,101,54,41,89,1091,1141,2240,246,287,536,4.8,3.5,4.2,79,77,78,75.2,74.3,74.7,311,288,599,56,95,151,434,500,934,74,97,169,98,75,173,8,7,12,9,14,24,118,96,207,1008,1062,2060,522,558,1079,407,405,816,1063,1158,2226
SAL80047,1692,1843,3530,825,606,1433,311,520,828,56,72,131,57,45,99,1238,1252,2494,368,519,892,4.4,3.7,4.1,73.3,68,70.5,70.1,65.5,67.7,323,345,670,71,111,183,443,538,981,108,127,234,184,97,285,10,19,30,14,30,41,210,147,354,1506,1619,3123,478,507,984,891,999,1888,982,1002,1986
SAL80048,1337,1392,2729,654,478,1134,168,325,497,35,73,114,41,27,72,901,908,1814,387,440,829,4.4,3.1,3.8,67.7,65.1,66.4,64.7,63.1,63.9,190,185,373,62,96,160,311,349,667,144,145,282,203,107,309,11,23,35,11,23,40,227,154,381,1391,1415,2805,221,231,452,987,1012,1998,555,544,1094
SAL80049,2730,2829,5560,1539,1091,2630,363,729,1090,103,141,239,87,75,155,2087,2028,4118,559,714,1276,4.1,3.5,3.8,76.5,71.8,74.1,73.3,69.2,71.2,192,187,381,79,117,196,375,556,933,284,334,622,555,359,914,42,56,97,39,83,125,638,496,1132,3138,3208,6348,341,283,627,2269,2332,4604,1002,990,1994
SAL80050,2232,2166,4394,1123,731,1860,336,607,940,68,97,170,67,39,108,1600,1472,3071,575,646,1224,4.3,2.7,3.5,71.6,68,69.8,68.5,66.1,67.3,218,187,398,67,137,210,400,512,914,197,237,436,444,225,663,25,28,50,38,49,87,498,299,806,2435,2316,4747,324,265,591,1746,1707,3449,875,744,1617
