SAL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SAL80055,64,52,49,34,13,0,280,4,20,23,27,28,16,11,0,124,31,126,137,125,77,73,31,0,606,11,39,71,76,61,37,14,4,308,37,108,96,72,55,46,16,4,439,12,0,9,5,7,0,3,0,33,6,0,4,15,15,17,9,0,60,58,112,107,89,73,69,25,4,532,3,4,0,5,0,0,0,0,10,12,24,22,21,13,22,10,3,128,125,380,427,384,302,254,108,14,1992
SAL80056,211,158,66,26,9,0,545,3,19,56,44,16,11,0,0,155,43,166,319,207,60,42,8,0,849,18,43,101,102,40,21,3,0,324,29,50,88,77,29,9,6,0,290,9,6,4,0,7,5,0,0,25,5,9,8,14,14,0,4,0,51,40,59,107,92,42,15,11,0,367,0,0,8,4,0,4,0,0,17,29,33,33,27,10,19,0,0,147,135,392,840,638,239,129,31,5,2407
SAL80057,69,88,72,53,34,9,389,0,23,14,23,21,10,3,0,110,30,117,56,91,79,72,33,6,493,0,17,14,27,32,21,10,5,122,9,6,6,11,14,9,7,4,66,0,0,0,0,0,0,0,3,4,0,0,0,3,4,7,5,0,22,9,11,11,11,19,22,10,6,100,0,0,0,0,0,4,0,0,10,4,10,0,11,11,11,16,7,67,48,251,172,254,234,186,115,28,1286
SAL80058,392,190,80,18,5,0,1247,8,57,82,43,24,7,0,0,220,161,576,482,233,71,44,11,5,1581,68,178,140,113,57,31,4,3,594,73,152,122,70,33,12,3,0,459,14,15,6,0,3,3,0,0,44,4,11,16,13,7,6,3,0,61,95,176,136,85,45,23,5,0,570,0,14,9,0,4,4,0,0,35,49,123,68,26,18,18,7,0,309,407,1656,1302,700,294,149,36,7,4556
SAL80059,22,21,31,21,10,3,122,0,11,14,20,13,24,5,0,79,9,44,87,77,57,62,18,6,364,0,15,49,50,30,32,14,0,198,26,47,49,42,42,31,5,0,237,0,0,0,3,0,9,0,0,15,3,0,4,4,12,8,3,0,36,27,49,51,52,51,46,14,0,296,0,0,5,0,3,0,0,0,17,0,7,16,7,3,9,4,0,53,39,141,241,234,195,206,65,9,1136
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,11,0,9,8,5,0,4,0,0,24
SAL80061,196,115,83,52,43,13,578,0,13,29,48,25,19,9,0,148,34,143,193,156,108,101,68,21,827,14,23,49,37,44,30,29,8,238,20,21,23,37,27,17,24,9,178,8,8,3,4,3,8,4,0,31,4,0,5,5,3,6,3,8,36,23,28,34,46,35,27,28,15,243,0,4,10,0,4,0,0,4,25,13,26,28,25,23,30,35,6,197,84,315,543,434,323,264,219,75,2260
SAL80062,27,17,23,14,0,0,101,4,12,17,8,24,14,0,0,75,15,77,94,54,49,33,11,0,330,5,28,60,54,53,23,12,0,242,33,108,85,76,77,31,4,0,405,10,3,10,3,10,0,0,0,21,4,8,4,12,12,6,0,0,40,39,116,95,87,101,38,3,0,478,0,0,0,0,0,0,0,0,3,3,13,16,12,17,14,0,0,71,70,260,309,233,255,136,34,7,1301
SAL80063,68,74,47,29,11,0,283,0,19,32,27,34,29,0,0,143,13,146,161,94,71,73,29,4,590,14,41,77,47,43,46,12,0,273,23,86,96,46,49,53,16,0,366,6,7,6,3,9,0,0,0,26,8,8,4,5,6,19,3,0,51,27,101,97,58,62,73,25,0,444,0,0,4,0,0,0,0,0,14,12,28,26,16,14,23,18,0,129,68,393,469,308,260,274,90,8,1874
SAL80064,97,87,77,30,7,0,349,7,30,37,53,47,15,4,0,197,59,238,218,187,168,84,34,12,1003,32,127,152,201,169,70,29,6,790,123,270,211,207,199,78,26,13,1121,15,19,15,8,11,4,4,0,71,11,14,7,22,37,16,12,0,130,150,298,234,240,246,94,44,12,1324,0,10,7,5,6,0,0,3,37,30,28,31,41,32,42,42,36,286,277,786,788,806,754,341,167,73,3990
SAL80065,49,32,44,34,0,0,200,0,19,22,18,21,20,0,0,100,22,96,129,95,71,80,21,0,511,6,50,70,44,60,47,13,4,296,34,84,74,62,61,43,22,0,380,6,5,9,4,11,3,0,0,37,3,0,4,8,9,15,7,0,46,40,87,91,77,75,60,27,6,460,0,0,0,3,0,3,5,0,14,11,27,19,10,7,7,6,0,86,82,319,379,269,279,250,73,12,1663
SAL80066,97,39,32,23,18,3,387,5,35,22,23,25,16,14,0,147,75,309,178,90,63,79,56,12,856,29,106,59,75,50,49,22,9,393,64,161,83,55,58,48,21,11,495,14,13,7,7,3,0,0,0,51,3,7,9,11,11,9,4,3,56,75,188,91,71,76,55,30,16,607,3,0,3,0,4,0,6,9,19,17,59,28,12,26,26,40,16,225,214,863,487,312,270,252,184,66,2639
SAL80067,228,230,157,88,43,13,1021,0,87,49,46,48,46,10,7,285,127,475,247,236,196,127,65,32,1505,22,54,50,62,57,49,20,9,320,23,63,40,37,50,23,26,9,260,3,7,3,0,9,6,0,0,26,0,0,0,5,5,18,9,0,43,27,70,45,40,60,41,31,16,333,3,6,6,4,9,6,4,3,27,27,41,25,34,22,18,14,15,205,209,991,658,656,539,366,193,89,3706
SAL80068,289,143,93,24,5,0,1220,4,76,68,40,26,19,6,0,232,196,728,391,228,136,63,15,5,1754,75,214,169,125,81,50,6,4,719,98,193,152,122,66,30,16,9,681,23,19,8,3,0,3,0,0,66,4,12,18,19,8,9,4,0,78,128,223,182,150,75,46,15,13,823,0,15,11,8,6,3,4,0,49,54,124,83,55,19,15,16,0,374,477,2002,1192,751,449,215,74,16,5164
SAL80069,156,157,88,55,19,7,538,0,12,43,56,37,33,8,0,180,40,138,155,155,114,69,33,7,716,5,16,30,34,29,16,12,11,158,12,31,32,28,26,20,11,9,170,7,0,3,0,0,4,0,0,14,0,3,4,3,6,5,3,4,33,19,41,39,35,36,26,14,11,220,0,0,7,0,4,0,5,0,11,7,15,21,23,15,9,9,12,111,66,289,441,454,321,206,108,43,1934
SAL80070,3,7,15,0,0,0,22,0,0,0,7,0,7,0,0,15,9,4,9,14,7,6,4,0,58,0,0,0,7,0,9,3,0,28,0,4,8,10,8,8,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,8,10,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,13,13,21,44,33,34,16,4,170
SAL80071,403,252,98,21,0,0,1236,6,60,64,49,17,7,4,0,206,150,574,478,254,91,51,16,0,1615,33,154,224,136,64,17,12,0,638,75,146,160,125,35,25,7,3,564,9,12,14,11,0,0,0,0,50,5,12,23,23,20,8,4,0,85,87,163,200,156,54,30,11,3,702,4,6,12,5,3,0,0,0,32,47,106,68,48,15,5,8,0,290,346,1492,1447,894,343,142,50,9,4721
SAL80072,77,79,66,64,33,3,384,3,15,22,31,29,33,11,5,147,35,132,107,126,100,89,69,20,688,11,31,38,47,30,33,30,3,225,23,33,40,38,23,18,15,7,196,12,3,5,3,0,0,8,0,30,0,0,0,4,6,18,3,6,43,31,42,47,49,32,33,28,9,263,0,5,0,0,0,6,3,0,16,13,27,14,11,10,6,22,5,112,105,303,313,347,268,266,189,42,1834
SAL80073,63,42,27,14,12,0,227,0,14,24,23,20,11,8,0,115,18,125,132,91,62,37,36,5,509,8,53,64,56,36,22,15,0,263,36,111,86,78,62,39,34,8,447,7,4,4,0,6,0,0,0,29,3,5,3,10,14,9,3,0,50,47,120,98,90,73,54,34,8,527,3,0,5,4,0,0,6,0,15,13,11,24,18,13,13,12,3,107,92,390,410,326,236,163,127,22,1758
SAL80074,84,59,50,26,18,0,295,0,22,37,38,19,24,4,0,142,18,115,155,126,72,70,42,11,598,9,25,44,56,43,23,18,14,239,20,50,34,34,31,21,17,9,222,3,4,0,5,5,0,0,0,21,0,4,4,9,6,12,3,0,35,29,57,39,47,38,34,25,9,275,0,4,0,4,3,0,0,0,15,10,13,15,18,14,21,4,0,90,63,282,366,342,243,194,123,38,1657
SAL80075,111,60,35,37,9,0,381,0,27,36,28,17,18,11,4,150,52,304,260,121,48,76,43,15,925,21,97,105,77,63,47,19,3,444,65,189,145,141,83,69,32,9,736,20,8,10,7,5,6,0,0,51,3,11,9,22,11,18,14,4,88,88,207,166,170,101,89,43,15,882,4,4,10,3,4,4,5,0,35,27,45,43,34,15,27,25,8,225,183,813,737,496,286,300,165,46,3026
SAL80076,118,125,94,49,24,21,502,3,11,37,30,34,31,12,0,162,44,117,162,126,122,91,54,38,754,9,29,23,33,36,29,26,19,203,10,23,27,22,26,16,14,10,158,5,0,0,0,4,0,0,0,10,0,0,3,9,10,3,4,5,35,16,31,35,34,34,26,22,16,207,0,3,0,4,0,0,0,3,13,3,14,15,21,8,22,15,36,130,84,271,389,373,330,243,152,136,1976
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,5,3,0,34,0,0,0,0,0,0,0,0,0,0,10,8,4,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,5,0,0,0,30,0,3,5,0,0,0,0,0,6,3,7,14,3,0,0,0,0,28,4,28,27,19,0,3,8,0,98
SAL80078,74,66,83,69,28,4,372,0,9,23,22,23,33,13,0,112,24,101,82,81,107,69,51,6,536,0,8,25,21,39,40,23,4,156,11,19,21,25,34,25,22,6,156,5,0,0,0,3,4,0,5,23,0,3,4,11,3,11,4,0,40,20,20,28,34,41,39,26,8,220,3,0,6,3,4,4,6,0,23,6,7,11,16,17,13,14,10,82,55,182,240,244,311,267,157,33,1492
SAL80079,52,36,27,13,9,0,177,0,19,17,15,21,8,0,0,89,33,150,143,89,71,41,12,3,552,8,82,97,65,63,37,14,3,377,65,156,113,97,111,46,23,10,616,18,13,5,4,10,4,0,0,53,5,5,20,7,27,14,4,3,81,81,179,130,110,141,61,31,15,752,3,3,6,4,3,6,4,0,27,18,28,20,29,21,25,22,11,173,147,499,471,347,352,187,92,43,2139
SAL80080,47,11,0,0,0,0,71,0,0,3,0,0,6,0,0,10,3,35,58,20,3,0,0,0,118,4,22,16,6,0,5,0,0,50,11,21,20,14,3,0,0,0,63,6,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,9,12,28,21,14,7,0,0,0,77,0,0,0,0,0,0,0,0,0,4,3,5,6,0,3,0,0,25,27,102,152,60,10,10,0,0,360
SAL80081,203,141,116,76,28,0,734,0,34,95,53,55,69,10,0,315,105,319,339,223,179,173,70,9,1417,31,98,113,109,90,100,33,7,579,57,141,126,105,121,110,55,6,724,28,14,0,5,11,13,8,0,72,13,11,10,15,27,43,13,3,131,93,161,143,131,150,169,68,12,924,0,13,11,5,4,0,0,0,35,28,60,45,43,40,57,21,10,308,260,839,938,706,631,651,237,41,4308
SAL80082,263,216,160,127,64,4,1003,8,65,113,119,104,104,30,0,543,110,483,541,474,378,403,134,26,2551,46,189,269,284,250,229,86,15,1372,162,368,376,319,258,223,116,21,1837,35,36,24,21,19,22,6,0,163,15,15,33,54,46,74,33,6,273,224,418,428,394,314,314,158,21,2276,3,10,17,14,15,12,4,0,73,69,97,107,101,58,109,57,28,621,457,1421,1739,1601,1282,1303,529,100,8438
SAL80083,371,215,155,102,38,8,1327,7,144,101,50,55,48,14,0,428,202,872,353,199,169,145,55,10,2016,10,92,99,75,72,43,18,3,420,27,96,57,37,48,19,11,4,298,3,9,3,3,8,5,0,0,24,4,4,6,9,8,3,11,0,46,38,118,68,47,56,31,21,0,372,0,7,7,4,0,4,0,0,30,66,184,105,76,63,69,30,4,611,335,1851,1115,675,576,441,173,33,5197
SAL80084,80,59,25,17,9,5,240,0,17,33,31,19,19,7,0,126,11,121,149,102,51,55,35,9,534,3,66,57,66,62,34,17,0,322,38,111,117,95,67,47,6,5,494,8,5,6,4,6,8,0,0,27,5,3,4,12,11,19,9,0,69,46,122,130,106,85,73,18,5,587,0,0,0,0,0,0,3,0,5,19,42,27,22,13,22,8,10,159,94,418,479,387,258,222,98,20,1974
SAL80085,130,41,15,7,0,0,495,6,36,24,11,5,3,0,0,89,132,390,139,49,23,16,0,0,760,33,59,31,16,13,0,0,0,161,46,69,28,14,5,6,0,0,167,6,10,0,0,0,0,0,0,15,7,0,0,5,0,0,0,0,13,59,81,26,21,5,7,0,0,195,3,4,0,5,0,0,0,0,10,50,73,45,9,3,3,0,0,180,302,927,401,149,72,37,6,0,1891
SAL80086,266,182,115,67,26,10,1034,6,75,46,50,49,37,10,3,276,185,545,266,165,133,91,40,13,1438,30,66,55,60,44,36,25,9,330,38,77,44,47,48,36,14,13,312,18,10,0,6,3,6,0,4,48,4,5,9,6,7,9,12,5,58,59,95,53,61,59,46,22,21,415,5,3,9,0,5,3,3,5,29,25,83,47,28,17,32,55,75,361,329,1218,747,541,410,315,187,133,3878
SAL80087,133,97,59,30,15,4,479,6,30,37,27,26,11,8,0,141,45,197,135,105,67,56,39,11,656,31,61,62,40,24,14,27,12,274,32,50,25,37,33,14,20,16,220,7,10,0,4,0,0,4,4,32,5,0,4,8,4,5,11,3,41,44,57,33,48,38,20,32,15,291,0,3,0,0,4,3,6,4,19,20,35,19,20,17,18,20,16,158,138,533,416,340,236,147,148,59,2020
SAL80088,21,18,25,15,4,0,91,0,8,12,9,9,13,0,0,63,5,48,61,61,41,31,0,3,248,3,18,24,27,35,21,4,0,135,18,37,48,27,23,19,10,0,181,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,10,20,37,50,27,28,28,8,0,197,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,0,0,23,33,128,172,144,142,115,23,4,760
SAL80089,189,86,54,30,9,0,483,0,36,60,45,31,21,7,0,198,34,311,352,182,86,78,32,6,1081,24,136,214,124,75,45,17,3,632,66,215,254,136,89,63,29,7,857,19,27,18,12,0,8,0,0,83,5,8,17,20,16,18,0,0,86,95,246,294,167,107,88,29,7,1035,5,4,11,0,10,5,5,0,34,29,36,55,24,23,20,18,8,205,188,878,1167,629,382,285,120,17,3666
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,114,72,45,26,22,6,419,0,19,27,26,25,23,12,0,137,59,159,146,110,69,65,37,5,648,17,35,22,27,32,23,22,0,187,30,62,48,35,32,36,19,7,265,7,5,4,0,4,0,0,0,20,0,3,3,3,12,4,6,3,41,39,68,56,38,44,46,26,10,322,0,0,4,0,0,0,4,0,13,27,43,27,25,30,13,18,5,189,150,456,402,293,243,197,145,29,1919
SAL80092,116,72,42,33,34,6,421,0,23,29,36,29,24,13,3,152,43,221,184,111,105,82,45,19,814,17,47,49,63,56,27,23,6,298,28,49,46,39,51,21,26,4,255,7,6,0,3,5,0,0,0,22,3,0,12,12,7,8,7,0,43,38,54,50,50,57,33,28,9,320,0,3,0,0,0,0,5,4,16,10,35,34,7,13,24,10,4,143,118,500,469,341,314,221,163,48,2165
SAL80093,56,43,51,45,11,0,246,0,4,18,20,30,33,4,0,116,20,115,107,103,87,73,23,6,536,10,19,42,41,45,23,12,0,196,32,59,25,58,54,41,5,5,280,6,11,0,4,4,0,0,0,17,3,0,0,4,10,13,0,0,33,42,63,32,62,66,55,5,5,332,0,0,0,0,3,5,3,0,11,15,18,12,17,10,15,6,4,90,88,273,269,295,290,240,65,13,1536
SAL80094,89,71,32,38,8,0,292,4,4,31,16,22,21,10,0,112,34,103,147,100,64,78,48,9,584,13,41,53,55,50,37,26,3,279,39,68,73,80,52,29,14,5,361,7,3,3,4,7,4,0,0,33,6,6,8,11,5,5,8,0,49,55,81,86,93,62,37,28,5,443,7,0,4,4,3,0,4,0,18,18,21,8,15,18,15,12,0,111,120,303,425,356,253,224,138,18,1841
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,73,54,70,34,15,4,308,0,14,32,26,54,21,9,0,166,36,172,214,156,124,100,37,21,861,12,68,102,110,111,86,44,26,554,47,110,116,111,127,77,42,17,660,4,5,7,3,3,0,0,0,34,3,7,16,8,29,28,18,12,119,54,130,142,126,165,108,61,31,812,0,9,4,4,9,11,4,0,34,13,14,24,20,35,40,44,30,216,116,466,585,496,567,397,219,114,2955
SAL80098,316,81,22,14,0,0,631,0,41,50,23,9,9,0,0,126,63,378,381,120,35,19,5,0,1004,24,118,150,68,18,14,0,0,388,43,163,106,58,24,4,5,0,393,9,14,9,4,0,0,0,0,35,9,5,12,5,12,3,0,0,45,57,181,126,67,31,8,4,0,477,4,0,11,0,0,0,0,0,18,32,61,59,23,5,10,4,0,195,188,969,1094,385,124,70,18,0,2847
SAL80099,276,247,160,71,38,0,957,3,38,61,71,56,33,8,0,263,81,304,304,242,182,125,68,26,1330,14,49,65,74,88,68,34,16,412,41,72,72,76,87,48,27,10,440,5,3,4,4,5,7,0,0,34,0,0,6,3,9,18,7,3,52,44,78,89,86,98,73,30,12,517,5,5,6,3,4,9,0,4,37,37,49,54,59,49,48,56,76,435,191,675,845,783,641,433,244,136,3954
SAL80100,299,139,91,41,22,7,847,6,85,83,60,55,24,8,0,319,92,544,484,314,174,101,49,8,1765,47,183,245,179,123,72,42,10,896,134,363,293,201,140,61,59,12,1265,31,27,20,19,12,9,3,0,117,13,19,26,20,32,30,12,5,161,173,407,344,241,183,98,73,14,1537,5,4,4,3,9,9,8,0,39,52,87,91,55,35,39,45,8,420,376,1554,1555,994,660,389,244,48,5821
SAL80101,142,196,154,96,26,6,713,3,22,44,59,74,49,13,0,260,96,184,249,305,237,135,52,9,1264,17,51,80,179,151,74,40,7,596,60,86,81,125,103,55,48,3,558,14,4,7,5,10,11,0,0,51,3,0,10,22,38,28,11,3,121,77,87,98,158,151,95,55,7,729,0,4,3,10,6,3,7,0,33,10,13,18,25,34,31,17,4,156,221,455,633,931,802,482,217,26,3763
SAL80102,239,250,181,140,39,16,1093,6,51,46,72,69,44,8,0,296,202,390,213,272,207,143,43,11,1484,26,38,46,79,54,34,15,6,297,34,63,46,49,43,21,11,11,281,11,9,6,4,3,0,3,0,36,4,7,8,12,14,13,8,5,60,49,78,51,57,55,37,29,18,368,0,7,5,0,3,6,3,0,26,33,43,29,25,25,20,9,11,195,324,829,635,765,592,417,148,61,3765
SAL80103,19,28,48,28,6,0,152,0,0,3,9,8,6,0,0,30,19,26,27,61,30,37,21,3,230,3,0,11,16,15,12,10,0,59,6,9,0,8,5,10,6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,12,6,9,3,9,10,12,7,4,59,0,0,0,0,3,5,3,0,10,4,0,4,8,6,11,3,4,39,37,50,57,133,123,109,55,12,575
SAL80104,9,0,6,3,0,0,19,0,0,3,3,0,0,0,0,7,5,14,11,9,5,6,0,0,46,3,0,12,10,0,3,0,0,30,4,5,8,6,11,4,0,0,34,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,6,4,7,8,13,12,11,0,0,46,0,0,0,0,0,0,0,0,0,6,24,16,20,18,9,0,0,84,10,62,50,43,37,21,3,0,227
SAL80105,20,20,20,19,3,0,96,0,9,11,17,9,7,0,0,58,15,50,58,40,47,44,8,0,263,10,14,32,24,40,23,6,0,151,18,57,28,49,41,16,5,3,223,7,0,0,0,0,6,0,0,25,0,3,0,0,4,6,0,0,21,30,62,34,49,53,27,7,3,267,0,0,0,0,0,6,0,0,3,8,11,10,14,7,9,4,0,70,69,162,163,161,184,129,26,5,901
SAL80106,85,53,25,20,15,8,314,0,20,20,30,20,16,7,4,109,40,169,131,64,45,47,51,23,558,9,38,45,35,34,23,26,14,218,29,56,47,41,21,24,24,19,262,4,4,3,4,4,5,0,3,35,5,5,9,5,0,11,6,3,44,40,66,55,50,28,35,33,30,336,3,3,4,0,0,0,0,5,21,22,35,27,14,19,24,50,81,272,115,430,360,250,175,163,183,165,1827
SAL80107,158,110,94,52,8,0,538,4,28,32,48,38,23,3,0,189,53,260,277,165,112,89,14,0,976,23,75,84,90,86,53,18,5,436,55,132,130,97,82,52,22,4,571,15,8,4,5,4,0,0,0,39,7,4,7,14,15,16,4,3,72,76,147,143,121,98,70,29,5,681,0,9,4,9,11,4,0,0,32,27,51,42,45,23,18,14,0,219,182,676,743,590,463,302,87,17,3065
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,69,76,59,45,12,0,314,0,16,34,36,27,18,11,0,129,37,111,115,111,86,64,47,11,582,12,23,34,53,47,35,25,3,233,22,23,31,44,45,11,18,4,208,3,0,0,0,0,4,3,0,12,7,0,4,3,8,5,7,0,36,30,32,33,51,56,18,30,5,256,0,0,0,0,3,0,0,4,11,13,12,11,15,14,22,14,10,102,87,234,299,343,294,202,138,38,1637
SAL80110,226,87,36,29,14,0,831,15,111,44,28,35,13,12,0,245,152,738,307,133,86,53,18,5,1490,39,126,93,57,53,20,13,8,405,51,123,81,48,43,21,8,5,380,6,13,3,4,3,0,0,0,32,0,12,3,8,16,3,6,5,55,64,144,91,59,60,29,13,5,467,0,7,3,5,0,0,0,0,29,40,105,35,33,22,18,10,0,253,305,1651,800,405,283,164,84,22,3717
SAL80111,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,4,4,6,0,0,13,0,0,0,3,3,0,0,0,13,4,3,0,10,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,10,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,14,8,5,10,28,18,6,9,5,77
SAL80112,114,129,98,56,31,11,491,3,10,20,29,39,26,8,0,139,46,109,127,179,142,109,42,22,783,5,11,20,39,30,36,11,11,169,14,13,21,14,26,15,10,6,122,0,0,0,0,6,0,0,0,14,0,0,7,3,6,0,5,4,30,14,17,29,21,37,13,14,18,167,0,0,4,10,4,0,5,4,24,10,14,13,14,14,18,4,11,107,87,212,327,422,369,265,119,78,1873
SAL80113,57,44,46,38,16,5,291,3,15,8,16,26,17,3,4,87,58,115,36,37,70,51,31,3,396,6,28,9,7,19,21,10,4,106,3,16,7,15,12,4,0,0,62,3,4,0,4,0,0,0,0,17,0,0,4,0,0,3,5,0,12,13,18,11,14,10,13,3,0,95,0,0,0,0,0,0,0,0,0,19,23,19,20,16,16,5,0,114,103,274,149,144,187,154,79,13,1100
SAL80114,34,6,16,7,4,0,106,0,18,15,17,10,5,0,0,55,22,85,70,63,39,33,8,0,312,12,46,61,63,47,33,6,0,260,49,126,88,83,64,50,9,4,472,13,8,7,7,8,0,0,0,39,5,8,3,13,13,4,0,0,48,67,139,103,96,87,55,12,4,567,0,4,0,0,4,4,0,0,10,16,30,24,17,24,14,4,0,125,109,351,308,263,227,144,27,9,1430
SAL80115,86,50,45,23,12,3,281,0,25,31,35,26,26,5,0,148,27,130,161,102,58,68,33,3,581,14,25,55,59,39,40,23,4,259,25,59,52,65,39,36,30,11,321,5,3,4,0,7,0,0,0,22,0,5,4,13,11,16,6,0,52,30,67,59,76,55,59,36,14,397,0,0,0,5,0,3,3,0,11,26,22,33,25,15,18,15,3,162,95,340,427,356,231,235,127,29,1833
