SA2_CODE_2021,LFS_Emp_Dia_ges_dia,LFS_Emp_HD_HA_ang,LFS_Emp_Kid_dis,LFS_Emp_LC_COPD_emph,LFS_Emp_MHC_dep_anx,LFS_Emp_Stroke,LFS_Emp_oth_LTHC,LFS_Emp_no_LTHC,LFS_Emp_LTHC_NS,LFS_Emp_Tot,LFS_Unemp_Arth,LFS_Unemp_Asth,LFS_Unemp_Can_rem,LFS_Unemp_Dem_Alzh,LFS_Unemp_Dia_ges_dia,LFS_Unemp_HD_HA_ang,LFS_Unemp_Kid_dis,LFS_Unemp_LC_COPD_emph,LFS_Unemp_MHC_dep_anx,LFS_Unemp_Stroke,LFS_Unemp_oth_LTHC,LFS_Unemp_no_LTHC,LFS_Unemp_LTHC_NS,LFS_Unemp_Tot,LFS_NLF_Arth,LFS_NLF_Asth,LFS_NLF_Can_rem,LFS_NLF_Dem_Alzh,LFS_NLF_Dia_ges_dia,LFS_NLF_HD_HA_ang,LFS_NLF_Kid_dis,LFS_NLF_LC_COPD_emph,LFS_NLF_MHC_dep_anx,LFS_NLF_Stroke,LFS_NLF_oth_LTHC,LFS_NLF_no_LTHC,LFS_NLF_LTHC_NS,LFS_NLF_Tot,LFS_NS_Arth,LFS_NS_Asth,LFS_NS_Can_rem,LFS_NS_Dem_Alzh,LFS_NS_Dia_ges_dia,LFS_NS_HD_HA_ang,LFS_NS_Kid_dis,LFS_NS_LC_COPD_emph,LFS_NS_MHC_dep_anx,LFS_NS_Stroke,LFS_NS_oth_LTHC,LFS_NS_no_LTHC,LFS_NS_LTHC_NS,LFS_NS_Tot,LFS_Tot_Arth,LFS_Tot_Asth,LFS_Tot_Can_rem,LFS_Tot_Dem_Alzh,LFS_Tot_Dia_ges_dia,LFS_Tot_HD_HA_ang,LFS_Tot_Kid_dis,LFS_Tot_LC_COPD_emph,LFS_Tot_MHC_dep_anx,LFS_Tot_Stroke,LFS_Tot_oth_LTHC,LFS_Tot_no_LTHC,LFS_Tot_LTHC_NS,LFS_Tot_Tot,TPI_wk_NNI_Arth,TPI_wk_NNI_Asth,TPI_wk_NNI_Can_rem,TPI_wk_NNI_Dem_Alzh,TPI_wk_NNI_Dia_ges_dia,TPI_wk_NNI_HD_HA_ang,TPI_wk_NNI_Kid_dis,TPI_wk_NNI_LC_COPD_emph,TPI_wk_NNI_MHC_dep_anx,TPI_wk_NNI_Stroke,TPI_wk_NNI_oth_LTHC,TPI_wk_NNI_no_LTHC,TPI_wk_NNI_LTHC_NS,TPI_wk_NNI_Tot,TPI_wk_1_299_Arth,TPI_wk_1_299_Asth,TPI_wk_1_299_Can_rem,TPI_wk_1_299_Dem_Alzh,TPI_wk_1_299_Dia_ges_dia,TPI_wk_1_299_HD_HA_ang,TPI_wk_1_299_Kid_dis,TPI_wk_1_299_LC_COPD_emph,TPI_wk_1_299_MHC_dep_anx,TPI_wk_1_299_Stroke,TPI_wk_1_299_oth_LTHC,TPI_wk_1_299_no_LTHC,TPI_wk_1_299_LTHC_NS,TPI_wk_1_299_Tot,TPI_wk_300_649_Arth,TPI_wk_300_649_Asth,TPI_wk_300_649_Can_rem,TPI_wk_300_649_Dem_Alzh,TPI_wk_300_649_Dia_ges_dia,TPI_wk_300_649_HD_HA_ang,TPI_wk_300_649_Kid_dis,TPI_wk_300_649_LC_COPD_emph,TPI_wk_300_649_MHC_dep_anx,TPI_wk_300_649_Stroke,TPI_wk_300_649_oth_LTHC,TPI_wk_300_649_no_LTHC,TPI_wk_300_649_LTHC_NS,TPI_wk_300_649_Tot,TPI_wk_650_999_Arth,TPI_wk_650_999_Asth,TPI_wk_650_999_Can_rem,TPI_wk_650_999_Dem_Alzh,TPI_wk_650_999_Dia_ges_dia,TPI_wk_650_999_HD_HA_ang,TPI_wk_650_999_Kid_dis,TPI_wk_650_999_LC_COPD_emph,TPI_wk_650_999_MHC_dep_anx,TPI_wk_650_999_Stroke,TPI_wk_650_999_oth_LTHC,TPI_wk_650_999_no_LTHC,TPI_wk_650_999_LTHC_NS,TPI_wk_650_999_Tot,TPI_wk_1000_1749_Arth,TPI_wk_1000_1749_Asth,TPI_wk_1000_1749_Can_rem,TPI_wk_1000_1749_Dem_Alzh,TPI_wk_1000_1749_Dia_ges_dia,TPI_wk_1000_1749_HD_HA_ang,TPI_wk_1000_1749_Kid_dis,TPI_wk_1000_1749_LC_COPD_emph,TPI_wk_1000_1749_MHC_dep_anx,TPI_wk_1000_1749_Stroke,TPI_wk_1000_1749_oth_LTHC,TPI_wk_1000_1749_no_LTHC,TPI_wk_1000_1749_LTHC_NS,TPI_wk_1000_1749_Tot,TPI_wk_1750_2999_Arth,TPI_wk_1750_2999_Asth,TPI_wk_1750_2999_Can_rem,TPI_wk_1750_2999_Dem_Alzh,TPI_wk_1750_2999_Dia_ges_dia,TPI_wk_1750_2999_HD_HA_ang,TPI_wk_1750_2999_Kid_dis,TPI_wk_1750_2999_LC_COPD_emph,TPI_wk_1750_2999_MHC_dep_anx,TPI_wk_1750_2999_Stroke,TPI_wk_1750_2999_oth_LTHC,TPI_wk_1750_2999_no_LTHC,TPI_wk_1750_2999_LTHC_NS,TPI_wk_1750_2999_Tot,TPI_wk_3000_more_Arth,TPI_wk_3000_more_Asth,TPI_wk_3000_more_Dep_rem,TPI_wk_3000_more_Dem_Alzh,TPI_wk_3000_more_Dia_ges_dia,TPI_wk_3000_more_HD_HA_ang,TPI_wk_3000_more_Kid_dis,TPI_wk_3000_more_LC_COPD_emph,TPI_wk_3000_more_MHC_dep_anx,TPI_wk_3000_more_Stroke,TPI_wk_3000_more_oth_LTHC,TPI_wk_3000_more_no_LTHC,TPI_wk_3000_more_LTHC_NS,TPI_wk_3000_more_Tot,TPI_wk_NS_Arth,TPI_wk_NS_Asth,TPI_wk_NS_Can_rem,TPI_wk_NS_Dem_Alzh,TPI_wk_NS_Dia_ges_dia,TPI_wk_NS_HD_HA_ang,TPI_wk_NS_Kid_dis,TPI_wk_NS_LC_COPD_emph,TPI_wk_NS_MHC_dep_anx,TPI_wk_NS_Stroke,TPI_wk_NS_oth_LTHC,TPI_wk_NS_no_LTHC,TPI_wk_NS_LTHC_NS,TPI_wk_NS_Tot,TPI_wk_Tot_Arth,TPI_wk_Tot_Asth,TPI_wk_Tot_Can_rem,TPI_wk_Tot_Dem_Alzh,TPI_wk_Tot_Dia_ges_dia,TPI_wk_Tot_HD_HA_ang,TPI_wk_Tot_Kid_dis,TPI_wk_Tot_LC_COPD_emph,TPI_wk_Tot_MHC_dep_anx,TPI_wk_Tot_Stroke,TPI_wk_Tot_oth_LTHC,TPI_wk_Tot_no_LTHC,TPI_wk_Tot_LTHC_NS,TPI_wk_Tot_Total,CANA_HNA_Arth,CANA_HNA_Asth,CANA_HNA_Can_rem,CANA_HNA_Dem_Alzh,CANA_HNA_Dia_ges_dia,CANA_HNA_HD_HA_ang,CANA_HNA_Kid_dis,CANA_HNA_LC_COPD_emph
801071084,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,37,5,0,20,11,0,3,44,0,39,167,9,307,46,27,8,4,24,14,8,3,36,13,48,155,16,315,216,84,67,21,95,104,26,42,115,19,138,271,21,760,120,64,47,8,63,64,14,26,67,19,86,288,22,635,150,119,54,8,74,60,21,20,133,3,151,641,25,1197,105,104,20,4,49,29,3,12,92,6,121,515,17,919,18,21,3,0,14,7,6,0,24,0,30,135,0,223,81,13,24,73,20,37,10,6,55,15,86,25,118,292,749,477,234,127,353,326,83,122,566,73,697,2195,233,4651,199,76,63,109,76,109,28,43
801071085,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,13,0,0,8,4,0,3,14,0,12,66,7,122,6,3,8,0,6,3,0,0,13,4,11,46,3,84,42,24,15,5,23,15,9,4,32,6,22,84,4,199,29,18,10,0,15,15,0,0,28,0,21,91,0,175,42,36,15,0,27,19,4,0,47,6,43,209,5,386,29,32,13,0,13,9,0,4,35,0,30,143,5,263,3,9,0,0,7,4,0,0,3,0,8,58,0,75,0,0,0,0,0,0,0,0,8,0,0,12,50,65,163,144,56,3,91,68,21,22,183,10,154,699,80,1371,21,17,10,7,19,13,3,3
801071087,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,21,0,4,8,8,0,5,41,3,26,119,3,212,34,21,4,3,13,9,0,9,35,4,32,87,11,194,98,49,33,4,65,35,8,27,84,11,67,130,6,386,37,37,11,0,23,12,3,4,49,0,34,202,10,364,63,75,13,0,41,20,3,10,73,5,71,431,15,728,42,42,8,0,19,12,0,3,41,3,67,218,3,386,5,6,3,0,0,0,0,0,11,0,10,48,5,76,3,4,0,0,0,0,0,6,0,0,0,13,87,110,300,248,77,14,171,97,26,63,337,30,301,1244,149,2445,62,34,12,11,24,22,6,18
801071088,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,32,3,0,5,8,0,5,43,0,29,126,8,231,25,14,7,0,10,6,0,3,27,3,28,113,5,199,81,57,16,0,33,23,3,18,84,9,73,176,13,441,29,37,14,0,14,10,3,8,52,3,34,231,12,391,74,105,28,0,39,27,10,9,119,3,92,512,23,891,63,72,29,0,30,20,0,8,67,4,66,406,17,678,16,15,7,0,5,7,0,0,7,0,10,90,5,149,7,0,0,0,0,0,0,0,3,0,3,20,65,91,305,338,103,6,140,107,22,56,412,21,327,1675,148,3070,43,18,9,6,21,16,3,6
801071089,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,4,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,3,0,0,4,3,0,3,3,0,4,14,5,38,0,0,0,0,0,0,0,0
801071090,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,49,14,0,27,8,4,0,73,7,45,259,11,442,66,63,19,0,30,15,11,14,62,7,66,208,20,447,246,142,59,15,129,91,40,60,176,19,187,385,26,1033,114,89,43,3,54,45,11,14,107,8,90,407,24,805,192,190,77,0,114,82,18,23,196,7,193,925,50,1693,101,141,40,0,63,45,17,15,118,6,150,777,34,1290,25,39,10,0,11,4,5,3,22,0,47,224,15,360,11,8,3,0,7,0,0,3,6,3,5,33,187,240,790,710,265,23,424,299,96,131,769,59,790,3224,363,6324,126,68,36,18,70,62,23,34
801071132,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0
801081091,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9,0,0,6,6,0,7,16,3,16,79,7,146,18,16,8,0,7,7,0,0,18,3,15,104,7,180,76,24,30,5,29,27,13,11,36,9,44,129,9,313,39,23,19,4,12,19,4,8,22,4,35,121,4,251,76,55,39,12,34,26,14,11,44,3,55,241,9,497,53,57,18,0,22,23,7,5,45,3,64,324,11,540,39,32,15,0,13,8,6,3,17,3,37,222,9,350,0,0,0,0,0,0,0,0,0,0,0,11,55,73,328,209,128,21,130,122,35,39,201,32,263,1225,110,2348,45,13,24,17,19,23,11,12
801081092,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,22,3,0,10,6,0,4,21,0,19,112,0,178,21,23,12,0,17,6,3,6,31,6,25,125,3,228,75,38,17,8,32,33,4,20,67,10,45,157,12,373,55,36,14,3,17,22,5,6,34,0,28,166,16,323,63,71,26,4,27,37,11,10,68,3,71,354,14,634,55,61,15,0,11,10,6,4,52,0,64,398,11,623,18,22,3,0,0,4,4,5,23,0,22,182,10,271,6,0,4,0,0,3,0,0,0,0,0,5,79,95,303,274,99,15,120,130,39,52,289,28,284,1496,149,2729,56,28,15,10,20,15,6,13
801081093,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,11,3,0,9,0,0,0,21,5,23,104,0,164,25,16,10,0,9,12,3,0,20,5,21,91,5,171,101,39,29,8,37,42,11,20,54,5,63,134,13,362,53,34,23,0,35,28,13,10,44,11,39,170,11,338,73,64,31,3,32,39,5,11,74,6,75,337,21,607,50,63,13,0,19,11,7,9,69,5,71,347,15,576,15,27,5,0,8,4,0,0,15,0,25,124,8,201,7,0,3,3,5,5,6,3,0,0,0,7,83,115,337,259,116,24,150,145,39,61,300,35,314,1308,156,2532,74,41,32,13,28,40,16,15
801081094,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,11,3,0,5,0,0,0,17,0,6,97,6,145,19,17,10,0,7,6,0,5,28,0,13,73,3,151,70,31,27,6,26,34,8,18,42,8,39,128,13,321,52,34,19,3,18,15,3,5,27,5,33,124,9,267,64,61,36,3,31,19,5,7,67,4,76,307,8,559,50,63,19,0,17,10,9,0,74,0,68,339,15,560,13,24,6,0,6,3,0,0,15,0,16,124,0,182,0,0,0,0,0,0,0,0,0,0,4,22,73,99,273,253,115,11,108,83,26,38,271,17,261,1207,127,2287,47,24,16,12,18,19,5,7
801081095,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,15,5,0,6,3,0,0,28,0,14,95,12,180,26,32,9,3,9,3,0,5,42,4,20,104,0,205,124,50,25,9,51,58,13,29,78,14,73,159,12,443,57,40,25,3,28,32,4,18,39,3,53,157,9,338,72,60,24,0,38,17,8,6,84,6,69,341,4,613,43,72,20,0,16,21,3,0,48,0,62,359,18,595,12,12,3,0,12,4,0,0,15,0,11,99,3,155,6,0,3,3,3,0,0,0,3,0,0,17,104,132,350,275,127,17,172,141,39,60,340,28,307,1339,171,2664,70,25,26,14,31,35,8,19
801081096,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,7,3,9,3,4,0,3,4,0,17,60,5,109,25,12,6,3,11,13,0,6,35,3,24,75,3,167,102,42,26,42,44,50,19,27,65,25,62,107,6,368,40,15,15,12,11,22,0,8,20,7,30,107,7,219,46,42,26,3,22,28,7,10,58,0,58,220,5,425,45,39,10,0,20,17,3,11,42,3,42,174,10,341,15,15,8,0,0,3,0,6,6,3,12,70,0,120,4,0,4,6,4,0,0,0,4,0,4,5,53,69,289,176,89,81,124,143,33,55,237,41,260,815,94,1810,90,36,17,61,38,49,18,27
801081097,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,7,0,0,3,6,0,0,21,0,13,84,10,135,15,16,8,0,13,7,4,0,24,0,26,75,4,154,95,41,23,5,28,25,15,24,50,8,53,142,9,353,49,27,16,3,13,19,9,9,28,0,34,134,7,260,66,60,23,5,39,28,5,11,81,7,61,288,21,531,29,51,7,0,20,17,4,0,58,0,54,303,6,490,10,19,6,0,6,5,6,0,16,0,20,111,3,174,0,0,0,0,0,0,0,0,0,0,0,13,90,107,280,221,82,11,116,100,35,52,270,19,258,1149,152,2205,64,26,11,9,18,24,15,16
801081098,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,17,8,0,9,9,0,6,24,6,16,148,6,221,26,19,10,8,15,18,3,6,31,0,29,116,3,221,108,56,34,25,38,40,19,28,78,20,54,182,6,444,55,34,19,8,22,30,4,13,32,5,34,198,8,354,96,77,31,3,47,33,13,9,75,6,85,398,17,717,52,78,17,0,32,13,0,9,75,6,74,438,16,712,26,24,6,0,10,11,5,0,27,0,32,188,12,305,17,0,12,48,6,20,7,9,33,5,81,20,130,274,396,305,129,90,175,176,49,74,366,48,403,1681,196,3239,63,27,28,75,24,38,14,20
801081133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,6,0,3,6,0,0,3,21,0,4,87,3,132,13,7,6,0,12,6,0,9,17,5,16,77,8,140,60,35,21,7,29,26,6,13,58,6,42,147,5,316,38,17,9,0,10,12,0,11,28,4,32,205,12,322,53,64,27,0,26,33,3,9,67,7,57,345,7,594,36,40,17,0,8,10,0,0,51,0,54,294,10,460,12,27,4,0,5,5,3,0,5,0,22,134,6,199,3,3,3,0,0,0,0,0,0,0,4,20,61,90,230,190,97,12,96,93,18,40,248,26,228,1307,112,2250,29,14,14,10,21,14,5,5
801091100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,27,5,0,3,0,0,0,40,5,25,166,9,263,35,37,10,0,14,19,4,7,47,6,28,149,12,297,129,63,48,40,55,53,15,32,90,20,102,294,15,669,79,45,25,20,24,37,11,9,56,11,67,259,13,506,119,106,60,9,47,44,11,20,100,7,107,535,23,964,78,99,36,7,35,18,9,5,87,7,115,625,9,990,33,64,12,0,12,8,0,0,43,7,76,422,19,650,12,12,0,14,4,9,0,6,8,0,15,11,98,149,492,447,193,95,198,183,49,73,465,53,530,2473,193,4485,95,45,50,88,44,52,18,34
801091101,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21,16,9,5,17,5,0,9,29,3,23,131,3,215,25,14,15,4,9,6,5,4,16,5,18,129,6,208,95,39,26,29,34,36,13,17,59,12,60,175,20,440,66,37,19,9,26,37,6,16,26,13,42,179,12,362,96,64,41,9,26,41,12,16,80,8,107,384,15,701,53,74,27,0,24,19,3,6,60,4,67,393,10,652,28,33,13,0,8,12,0,4,24,5,33,229,7,354,5,3,3,3,3,5,0,0,10,0,3,18,130,171,380,280,143,51,148,162,38,66,300,49,359,1629,202,3105,77,23,24,49,25,44,11,28
801091102,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,13,4,4,7,0,3,3,24,3,14,139,0,208,26,16,8,6,18,20,0,9,25,6,23,109,3,203,82,43,32,18,38,41,12,19,51,7,54,141,13,367,48,23,17,13,16,23,10,3,39,6,36,153,8,308,70,46,26,3,23,31,10,4,38,0,69,389,13,629,52,59,19,6,15,35,8,4,55,0,58,405,11,641,40,30,19,0,9,20,3,0,22,3,42,279,10,430,3,4,0,0,0,3,0,0,4,0,0,9,142,162,340,233,128,45,138,163,46,48,253,29,308,1628,191,2938,78,26,23,42,46,51,15,21
801091103,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,16,0,7,4,8,4,3,22,0,25,97,0,168,17,22,16,3,0,6,5,6,31,3,19,120,3,200,73,43,20,9,27,37,7,16,61,12,67,102,11,314,45,37,19,13,11,16,9,3,24,9,41,159,3,302,83,51,29,8,24,30,8,9,58,5,69,284,8,523,50,42,21,4,21,22,11,3,52,9,57,354,12,568,25,37,17,0,9,11,3,0,18,0,24,235,3,358,16,3,9,29,3,7,0,3,12,0,3,25,103,184,323,255,130,70,102,144,49,44,283,39,305,1370,148,2617,91,32,31,57,27,46,13,22
801091104,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,10,4,0,11,6,0,0,13,0,15,90,3,138,20,10,9,0,10,14,3,4,17,0,26,79,0,151,45,27,16,4,29,37,11,3,14,7,46,119,8,277,51,21,27,0,17,12,3,10,21,4,23,107,0,219,67,40,25,0,30,34,13,12,36,3,59,241,7,465,48,43,17,0,29,16,5,4,22,6,56,285,8,463,24,17,7,0,17,8,0,3,8,0,34,153,6,247,0,0,0,0,4,0,0,0,0,0,4,5,56,69,273,170,96,15,153,121,34,38,137,21,256,1068,103,2031,45,18,20,7,29,33,8,18
801091105,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,17,0,0,10,3,5,0,30,0,22,113,0,187,18,6,13,0,12,8,8,5,32,0,20,92,9,169,74,39,20,9,36,32,12,14,47,6,57,209,9,410,50,31,21,7,19,35,4,5,41,6,47,250,0,423,54,56,21,5,28,24,3,11,66,7,66,450,5,690,48,64,12,0,21,12,5,0,58,0,63,281,8,497,12,20,8,0,12,9,0,0,16,3,17,144,5,221,3,0,0,0,0,0,0,0,4,0,6,16,103,133,267,236,92,21,134,130,36,48,279,27,311,1558,142,2722,55,25,21,16,23,26,14,16
801091106,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,12,3,0,12,11,4,5,18,0,18,111,5,179,18,12,8,4,4,3,3,5,23,3,11,98,0,159,83,41,25,6,40,33,6,22,51,8,59,196,11,425,40,38,16,5,14,24,6,10,29,4,41,257,3,406,71,63,28,0,23,31,9,9,78,10,65,476,17,740,51,57,27,4,24,24,3,0,60,3,56,341,25,574,25,18,5,0,10,6,3,0,17,0,21,152,9,232,0,0,0,0,0,0,0,0,0,0,3,8,90,105,314,244,106,15,136,138,35,56,271,30,279,1639,165,2831,51,23,16,15,25,33,10,14
