SA2_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
801081097,21,56,138,166,144,87,76,62,12,761,0,4,5,13,10,11,6,0,0,48,0,0,15,8,22,22,21,17,0,107,0,0,0,3,3,3,3,10,0,22,0,0,0,5,0,8,3,8,5,32,0,0,0,0,0,0,3,4,0,3,3,9,9,14,6,11,9,3,0,59,32,70,171,209,177,138,117,96,22,1031,20,62,159,194,157,93,82,45,15,815,0,0,8,0,9,3,3,0,0,28,4,4,7,4,12,12,32,21,5,109,0,0,0,3,3,4,7,6,0,31,0,0,0,0,0,4,5,6,7,29,0,0,0,0,0,4,0,3,0,10,0,3,12,7,4,4,6,10,5,59,22,62,184,215,184,125,146,103,28,1071,42,114,292,358,296,179,157,105,22,1569,0,3,14,14,12,12,14,5,3,74,4,3,17,15,34,37,57,40,7,214,0,0,3,9,5,8,7,14,3,55
801081098,27,84,193,249,224,133,123,76,28,1131,0,0,0,0,8,8,10,6,4,41,3,3,10,12,28,17,25,24,12,134,0,0,0,0,0,5,7,6,10,22,0,0,0,3,0,0,0,14,4,29,0,0,0,0,0,0,0,0,0,5,0,0,11,9,4,5,18,39,23,112,34,89,214,274,264,163,181,157,77,1460,23,94,185,276,247,157,122,76,13,1194,0,0,0,4,10,15,6,7,8,48,3,0,8,7,16,25,53,45,20,175,0,0,0,0,4,3,5,14,11,39,0,0,0,0,0,0,6,11,7,27,0,0,0,0,0,0,0,0,0,4,4,0,8,3,6,5,25,44,49,146,31,98,206,297,273,207,224,204,97,1637,57,177,381,527,464,292,249,154,37,2327,0,5,4,6,15,20,19,16,8,86,3,7,15,18,44,45,78,67,32,312,3,0,0,0,3,5,14,20,16,61
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,19,75,229,174,126,105,65,46,11,838,0,6,0,4,5,4,4,3,4,37,0,3,11,10,26,15,12,17,6,101,0,0,0,0,3,0,0,4,0,16,0,0,0,0,0,5,7,6,4,20,0,0,0,0,0,0,0,0,0,4,3,4,6,6,4,4,0,8,0,36,25,85,247,193,166,137,88,80,28,1048,21,80,227,195,136,98,69,38,13,878,0,0,0,3,8,5,5,6,0,30,3,3,5,6,14,19,32,27,9,118,0,0,0,0,0,0,3,5,0,15,0,0,0,0,0,0,5,10,11,31,0,0,0,0,0,0,0,0,0,4,4,0,13,6,8,3,3,3,4,37,24,83,252,214,160,133,119,92,34,1112,42,154,459,366,259,205,132,85,20,1715,0,4,5,10,16,11,13,9,6,68,3,3,12,16,40,38,42,43,13,219,0,0,3,0,3,9,8,15,3,35
801091100,44,139,269,338,335,287,179,89,43,1721,5,9,5,8,6,9,9,9,0,52,6,5,21,9,22,38,19,25,12,163,0,0,0,3,0,3,3,12,10,29,0,0,0,0,0,0,3,6,5,15,0,0,0,0,3,0,0,0,0,3,3,0,8,11,11,8,6,7,0,65,54,148,307,369,378,353,224,143,78,2054,50,138,275,387,370,271,180,119,43,1822,3,0,5,4,5,5,16,14,5,58,3,8,0,9,20,41,32,47,41,195,0,0,0,0,0,3,8,13,6,28,0,0,0,0,0,3,8,20,23,53,0,0,0,0,0,0,5,6,0,11,4,3,10,16,13,3,10,9,3,70,58,148,291,413,403,333,241,222,123,2230,88,280,551,720,696,559,359,204,83,3542,3,6,5,7,15,15,21,27,13,108,9,10,26,21,36,77,53,72,53,358,0,0,0,3,0,11,7,19,16,55
801091101,37,86,162,183,204,163,128,96,50,1111,9,5,8,12,7,12,7,7,3,62,3,0,11,11,17,23,14,23,11,116,0,0,0,0,0,0,0,4,0,14,0,0,0,0,4,0,0,7,7,14,0,0,0,0,0,0,0,0,0,8,5,6,13,4,8,3,13,11,13,85,60,96,193,209,244,210,160,147,83,1406,32,91,154,227,241,185,118,117,43,1201,0,0,0,0,0,10,14,9,4,41,0,0,3,8,12,31,25,50,23,167,0,0,0,0,0,4,4,6,7,29,0,0,5,3,0,0,5,16,10,28,0,0,0,0,0,0,0,0,0,7,3,5,9,4,12,0,6,15,25,77,38,94,175,241,270,225,176,220,108,1549,68,178,313,410,447,345,242,211,92,2305,9,4,6,12,9,21,16,15,3,101,8,4,14,16,31,54,42,74,35,279,0,0,3,0,0,4,5,16,8,45
801091102,27,78,146,243,196,142,116,86,35,1074,0,5,4,0,6,3,0,0,0,19,3,3,4,10,15,22,12,17,11,97,0,0,0,6,0,4,6,3,5,19,0,0,0,0,0,0,0,6,5,23,0,0,0,0,0,0,0,0,0,3,3,3,10,11,10,7,14,10,0,77,34,93,161,268,236,177,152,140,55,1318,18,66,162,279,219,148,125,83,37,1146,4,0,3,4,5,13,9,3,4,33,0,3,4,8,12,32,24,33,23,142,0,0,0,0,6,3,10,6,7,32,0,0,0,0,0,0,7,11,9,36,0,0,0,0,0,0,3,0,0,3,0,5,12,12,10,10,15,19,6,94,21,77,187,311,247,209,188,164,87,1490,47,146,315,523,417,296,240,172,67,2227,5,5,8,4,7,14,6,6,0,59,3,4,8,17,25,52,38,55,30,238,0,0,0,3,5,10,15,16,14,53
801091103,13,78,144,176,184,159,117,62,39,977,3,0,0,6,3,5,4,0,0,23,4,0,5,7,8,17,19,10,6,76,0,0,0,0,3,4,3,0,0,14,0,0,0,4,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,11,6,10,44,19,81,158,198,209,183,153,82,63,1151,24,80,151,200,196,163,100,72,68,1061,0,0,0,3,5,9,0,9,3,31,3,0,9,3,12,26,22,27,32,123,0,0,0,0,0,7,0,5,0,12,0,0,0,0,0,3,6,6,10,29,0,0,0,0,0,0,0,0,3,3,3,0,8,9,9,5,14,15,23,69,33,84,164,220,217,203,140,129,141,1325,40,157,296,383,374,318,223,136,105,2032,3,0,5,11,5,12,4,11,3,51,8,0,11,12,20,44,35,36,40,206,0,0,0,0,5,9,5,5,5,25
801091104,15,45,103,114,110,145,120,66,12,731,0,0,0,4,6,6,7,3,0,30,3,0,4,5,16,11,15,14,8,82,0,0,0,0,0,0,6,3,3,18,0,0,0,0,0,0,3,7,7,19,0,0,0,0,0,0,4,0,0,6,6,7,4,5,9,5,6,8,0,43,17,51,112,121,136,180,164,106,36,923,18,56,93,136,128,164,128,58,11,792,0,0,0,5,4,3,10,6,0,30,0,0,4,4,11,25,27,42,11,121,0,0,0,0,0,3,3,3,5,16,0,0,0,0,0,4,3,14,6,29,0,0,0,0,0,0,0,3,0,3,0,0,5,4,5,6,3,9,0,28,20,58,93,145,150,208,173,139,35,1028,35,102,195,246,236,306,243,128,27,1522,3,0,6,9,10,10,20,10,0,64,3,4,9,6,24,36,48,53,18,205,0,0,0,3,0,3,5,9,8,28
801091105,17,100,259,221,153,115,70,55,33,1022,3,6,10,0,8,6,0,7,0,47,4,0,11,15,8,13,15,12,6,86,4,0,3,3,3,4,4,5,3,30,4,0,0,0,0,0,3,8,9,26,0,4,3,0,3,0,0,0,0,13,3,8,12,11,10,10,6,7,4,65,31,118,306,252,187,154,93,92,54,1288,29,84,275,201,173,105,61,70,14,1010,0,5,10,0,3,4,5,6,0,38,4,4,7,12,20,19,26,44,13,145,0,3,0,0,0,8,3,11,7,31,0,0,5,5,4,3,4,16,8,37,0,0,0,0,8,0,3,4,4,19,0,3,16,3,12,4,12,5,4,62,30,94,314,222,216,143,114,149,54,1339,46,183,538,420,327,220,130,119,41,2032,0,11,17,3,10,12,7,15,0,82,9,3,23,26,26,33,42,53,22,231,4,4,9,3,5,6,7,19,5,58
801091106,19,72,256,201,160,133,105,67,24,1034,4,5,8,6,7,4,6,5,0,33,4,0,14,17,15,36,14,17,5,130,3,0,0,0,3,0,4,4,0,18,0,0,0,4,0,4,3,5,0,15,0,0,0,0,0,0,0,0,0,4,3,0,21,13,8,11,9,0,3,59,32,80,287,240,189,179,138,110,30,1298,25,92,258,240,171,155,87,71,20,1127,0,3,4,7,0,3,12,8,3,42,3,5,8,3,20,35,30,32,5,144,0,0,3,0,4,9,3,8,4,29,0,0,0,0,0,7,4,12,5,31,0,0,0,0,0,6,5,0,0,11,0,3,15,15,3,7,8,6,4,54,34,101,282,278,204,211,156,136,38,1429,46,166,511,439,332,287,194,142,43,2159,4,9,12,17,10,8,14,8,3,75,8,11,15,25,38,66,45,51,13,271,3,0,4,7,5,8,5,17,3,50
801091107,11,29,34,30,59,61,61,24,8,316,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,4,0,5,4,18,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,14,29,38,35,65,70,68,47,14,379,11,27,26,33,71,59,52,23,6,299,0,0,0,0,0,0,3,0,0,11,0,0,0,0,9,0,11,4,0,33,0,0,0,0,0,0,5,3,0,12,0,0,0,0,0,0,3,10,0,13,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,4,0,14,16,27,27,35,79,66,81,43,8,385,20,59,64,68,135,118,105,43,8,620,0,0,0,0,0,8,7,0,0,12,0,0,0,3,6,7,19,15,5,54,0,0,0,0,0,0,3,10,0,12
801091108,23,69,119,131,160,143,98,60,17,818,3,0,10,0,4,16,0,0,0,41,7,3,6,8,14,18,11,18,6,80,0,0,0,0,0,0,4,3,0,14,0,0,0,0,3,0,6,12,3,20,0,0,0,0,0,0,0,0,3,4,5,0,4,3,7,5,0,12,0,40,38,79,136,148,195,178,120,99,31,1018,15,70,119,155,180,138,89,61,16,850,0,0,0,3,8,3,7,4,0,32,0,5,4,8,18,16,31,24,13,122,0,0,0,0,0,0,4,10,6,23,0,0,0,0,0,0,3,10,3,19,0,0,0,0,0,0,0,0,0,6,4,3,6,0,0,4,13,4,0,39,22,85,134,173,204,169,145,125,42,1095,39,143,244,292,340,279,182,124,29,1672,4,3,11,6,13,24,11,13,0,76,7,4,12,16,32,32,42,42,19,200,4,0,0,3,0,0,4,13,9,34
801091109,14,167,778,425,190,118,67,24,12,1794,6,3,19,16,11,8,6,3,5,66,4,9,25,26,21,28,14,14,0,138,3,0,0,3,0,0,3,4,0,18,0,0,0,0,0,5,3,0,0,21,0,0,0,3,0,0,0,0,0,11,5,13,56,21,14,12,3,8,0,136,24,194,877,501,233,178,105,49,17,2180,13,244,924,362,209,146,82,29,11,2015,0,6,12,16,3,11,5,0,0,55,3,7,16,15,21,29,21,17,4,136,0,0,7,0,5,4,8,4,7,30,0,0,0,0,3,0,4,0,0,15,0,0,0,3,0,0,0,0,0,6,0,15,36,11,15,10,11,4,0,99,22,270,996,401,253,200,130,66,25,2362,27,416,1695,790,395,261,148,51,26,3811,3,16,31,26,18,21,10,3,3,123,8,14,42,38,44,62,35,30,6,273,4,0,12,11,5,4,12,10,7,55
801091110,14,70,96,139,142,104,64,41,5,681,3,3,8,4,6,7,5,3,0,40,0,8,8,7,20,13,12,15,5,84,0,0,0,5,5,0,5,0,3,19,0,0,0,0,0,4,4,6,4,14,0,0,0,0,3,0,0,0,0,4,4,11,7,9,5,3,0,7,0,46,24,86,120,162,183,131,84,72,21,889,14,56,119,165,149,101,66,33,11,708,0,0,0,0,0,11,0,4,0,19,3,3,6,4,22,14,15,23,3,93,0,0,0,0,3,0,7,10,0,26,0,0,0,0,0,0,3,3,8,14,0,0,0,0,0,0,0,0,3,3,0,4,3,3,7,11,6,4,3,43,15,70,134,177,182,135,98,83,23,913,32,123,216,306,298,197,125,77,16,1391,3,3,13,10,6,14,5,8,0,64,3,4,23,20,37,27,26,36,4,182,0,0,0,5,9,4,9,13,5,41
801101134,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
801101135,33,137,522,470,209,73,40,12,6,1496,3,4,7,7,7,3,3,0,0,40,0,7,21,21,18,16,5,3,0,91,0,0,8,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,5,5,19,15,10,3,5,0,0,65,44,147,581,517,252,101,58,18,9,1722,29,160,617,466,170,80,29,13,0,1562,4,0,13,7,8,6,4,0,0,50,5,8,16,24,18,16,19,4,0,104,5,6,5,0,0,4,3,0,0,22,0,0,0,0,3,7,0,0,0,16,0,0,0,0,0,7,0,0,0,12,4,5,25,13,5,5,8,0,0,69,47,176,674,514,208,122,56,21,5,1826,64,294,1140,938,383,154,69,23,0,3061,8,3,21,17,15,11,4,0,0,90,9,10,33,44,35,33,26,8,3,194,7,6,11,3,0,4,3,0,0,28
801101136,12,59,273,307,114,53,17,3,0,847,0,7,4,8,7,0,5,0,0,32,3,0,11,12,9,4,0,0,0,43,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,7,6,0,0,0,0,19,19,71,306,335,132,62,23,3,0,949,18,69,339,304,87,44,21,3,0,898,0,0,3,6,9,3,0,0,0,27,0,4,9,8,9,11,9,3,0,52,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,8,10,15,7,0,0,0,0,32,20,77,361,329,113,67,30,8,0,1015,29,133,608,612,205,100,45,14,0,1740,5,11,10,11,12,6,3,0,0,53,7,7,20,13,14,21,7,3,0,89,0,0,3,0,0,0,0,0,0,9
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,23,113,419,366,163,76,37,9,3,1207,3,3,10,7,11,0,8,0,0,45,0,8,16,15,11,20,6,6,0,87,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,7,0,6,32,12,4,3,0,0,0,63,28,130,477,400,188,106,66,21,5,1422,20,144,489,379,156,96,38,8,0,1324,6,0,8,3,10,4,0,0,0,37,3,4,3,7,17,16,13,7,0,77,0,3,0,0,0,8,4,0,0,17,0,0,0,0,0,5,4,4,0,11,0,0,0,0,0,0,0,0,0,5,0,0,32,3,6,4,6,0,0,64,35,148,533,405,194,135,67,16,3,1534,49,251,906,741,319,174,82,17,6,2540,4,3,15,13,22,6,15,0,0,82,8,8,21,21,28,34,23,10,0,166,0,3,4,4,0,8,3,3,0,21
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,9,14,28,37,21,15,10,0,0,131,0,0,0,0,0,0,0,0,0,7,3,0,3,9,7,10,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,11,12,19,37,48,40,31,22,9,0,202,5,11,33,43,29,20,11,0,0,155,0,3,0,0,0,0,0,0,0,5,3,4,3,6,0,11,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,14,9,15,37,52,36,35,16,7,5,207,6,27,61,82,55,31,22,3,0,282,0,0,0,0,5,0,0,0,0,10,8,6,8,16,12,26,6,0,0,74,0,0,0,0,0,0,0,0,0,5
801111141,0,4,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,4,10,5,0,0,0,24,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,3,3,0,0,0,18,0,4,6,0,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,5,16,34,16,11,13,0,3,0,106,0,4,3,3,0,3,0,0,0,15,3,5,9,11,9,4,4,0,0,54,6,0,0,0,4,0,0,0,0,14,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,11,30,19,16,8,4,0,97,16,44,60,62,53,38,21,6,0,306,11,29,34,30,18,19,4,0,0,140,0,4,0,4,0,5,4,0,0,17,5,4,3,0,8,5,0,3,0,29,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,7,7,3,8,7,0,0,34,16,39,53,33,30,35,10,8,0,229,16,48,70,42,28,29,7,3,0,247,0,6,3,11,0,3,4,0,0,28,12,15,17,9,18,14,6,3,0,84,6,0,5,4,4,0,0,3,0,19
