SA2_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
801011011,0,4,0,0,0,0,0,0,6,0,0,0,0,7,0,10,0,0,0,0,10,0,6,0,0,0,0,10,0,0,0,3,0,0,4,0,7,0,8,0,0,17,0,0,0,4,0,0,14,13,4,0,12,0,0,33,46,3,0,20,0,0,69,30,0,0,15,0,0,48,7,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,6,0,0,8,104,45,3,71,6,0,231
801011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011013,0,3,0,0,0,0,3,0,4,0,0,0,0,4,0,17,0,0,0,0,22,3,5,0,0,0,0,11,0,3,3,0,0,0,11,0,0,0,0,0,0,3,30,0,0,12,0,0,44,54,5,0,24,8,0,83,37,0,0,13,0,0,45,7,0,0,7,0,0,13,12,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,12,145,45,4,65,11,3,270
801011014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,0,36,0,18,3,0,0,0,27,0,8,3,6,0,0,6,3,3,0,3,0,0,12,5,3,0,20,0,0,28,14,6,0,17,3,0,47,41,0,0,19,0,0,65,26,0,0,5,5,0,36,0,0,0,4,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,106,77,8,63,13,0,279
801011015,0,9,0,0,0,0,13,0,3,0,0,0,0,3,0,60,3,0,0,0,68,0,27,0,11,0,0,41,0,5,3,3,0,0,13,6,20,15,4,0,0,41,7,12,15,23,4,0,64,93,18,0,35,3,0,156,89,3,0,36,5,0,130,46,0,0,8,4,0,57,11,0,0,0,0,0,11,0,0,0,3,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,11,0,6,0,0,21,256,169,35,135,20,3,619
801011016,0,7,0,0,0,0,7,0,7,0,0,0,0,7,0,58,0,14,0,0,70,0,19,0,12,0,0,33,0,14,0,5,0,0,23,3,15,8,4,0,0,30,6,13,7,15,7,0,42,22,8,8,32,0,0,75,111,6,0,57,5,0,174,62,0,0,38,5,0,103,24,0,0,9,0,0,33,8,0,0,6,0,0,12,5,0,0,3,0,0,10,0,0,0,0,0,0,0,7,11,0,18,0,3,35,244,158,26,205,21,3,657
801011017,0,0,0,0,0,0,7,0,4,0,0,0,0,4,0,31,0,0,0,0,33,0,11,3,0,0,0,21,0,5,0,6,0,0,9,0,8,0,11,0,0,14,6,11,0,4,3,0,31,29,12,0,26,7,0,68,42,0,0,15,0,0,65,20,0,0,11,0,0,27,4,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,3,13,110,92,7,77,8,3,292
801011018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,3,0,0,4,5,0,0,3,4,0,8,0,0,0,8,0,0,14,34,0,9,19,9,0,71,79,0,0,19,6,0,109,119,0,0,22,3,0,141,41,0,0,9,4,0,57,7,0,0,4,0,0,10,0,0,0,4,0,0,0,5,0,0,5,0,0,11,5,0,0,3,0,0,12,313,5,9,106,25,0,453
801011019,0,4,0,0,0,0,6,0,4,0,0,0,0,4,0,17,0,6,0,0,26,0,17,0,5,0,0,22,0,9,0,3,0,0,18,3,4,0,4,0,0,12,0,16,0,10,0,0,29,43,8,0,35,0,0,92,153,0,0,48,4,0,207,54,0,0,8,0,0,66,8,0,0,3,0,0,11,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,8,0,3,5,3,19,277,90,4,120,20,3,509
801011020,0,6,0,7,0,0,9,0,16,0,0,0,0,16,0,50,0,4,0,0,50,0,17,0,8,0,0,26,0,12,0,3,0,0,18,0,6,0,6,0,0,15,12,3,0,15,3,0,33,78,3,0,25,0,0,105,55,0,0,32,0,0,90,31,0,0,9,0,0,46,19,0,0,4,0,0,19,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,0,9,0,4,22,210,123,6,114,9,0,468
801011021,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,31,0,0,0,0,29,0,7,0,0,0,0,10,0,6,0,0,0,0,10,0,4,0,0,0,0,10,0,0,0,0,0,0,6,6,7,0,11,3,0,24,23,5,0,9,3,0,40,14,0,0,6,0,0,17,11,0,0,4,0,0,16,10,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,63,74,5,29,11,0,181
801011022,0,8,0,0,0,0,8,0,6,0,0,0,0,6,0,25,4,0,0,0,35,0,14,3,0,0,0,21,0,3,0,0,0,0,8,0,8,0,4,0,0,7,3,3,0,3,3,0,17,19,11,3,21,0,0,49,30,0,0,15,0,0,42,27,0,0,8,0,0,33,8,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,14,97,76,12,57,7,0,247
801011023,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,24,0,3,4,0,29,4,15,0,0,0,0,18,0,5,0,0,0,0,6,4,9,0,5,0,0,14,11,7,0,7,3,0,28,54,0,0,31,4,0,91,77,0,0,37,4,0,123,32,0,0,8,3,0,42,5,0,0,4,0,0,10,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,7,0,0,14,201,67,7,93,18,4,380
801011024,0,5,0,0,0,0,3,0,10,0,0,0,0,10,0,36,0,0,0,0,38,0,14,0,0,0,0,14,0,6,0,4,0,0,8,4,12,0,7,0,0,24,17,12,0,16,0,0,40,60,9,0,19,0,0,88,45,3,0,20,0,0,74,34,0,0,15,0,0,50,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,7,3,0,0,0,16,164,110,3,87,0,0,373
801011025,0,8,0,0,0,0,8,0,4,0,0,0,0,4,0,24,0,0,0,0,24,0,16,0,0,0,0,14,0,3,0,5,0,0,13,0,5,0,0,0,0,9,0,11,0,0,0,0,9,4,10,0,6,0,0,23,22,0,0,12,3,0,39,17,0,0,4,0,0,21,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,10,55,90,4,37,0,0,184
801011026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,9,10,0,0,5,0,0,18,9,0,0,12,10,0,25,19,0,0,5,0,0,20,10,0,0,6,0,0,17,13,0,0,8,0,0,21,6,0,0,5,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,8,62,0,0,55,10,6,136
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,5,0,14
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031113,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,5,0,3,0,20,0,0,6,4,10,0,15,0,3,0,0,11,0,12,4,0,0,4,5,0,17,5,10,0,0,14,0,35,0,0,0,0,6,0,10,0,0,0,0,4,0,5,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,25,36,13,13,55,0,145
801031114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,15,0,27,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,15,0,33
801031115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,21
801041034,0,4,0,0,0,0,4,0,3,0,0,0,0,3,0,34,0,0,0,0,34,0,13,0,4,0,0,16,0,3,0,0,0,0,6,0,6,0,3,36,0,38,0,5,0,9,26,0,32,92,6,0,14,3,0,116,109,0,0,19,3,0,135,87,0,0,13,0,0,108,27,0,0,0,4,0,32,3,0,0,4,0,0,9,5,0,0,0,0,0,3,3,0,0,3,0,0,10,5,4,0,5,0,0,16,331,81,3,71,75,0,566
801041035,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,4,0,13,0,10,0,0,0,0,13,0,4,0,7,0,0,10,5,5,5,4,7,0,22,9,0,5,4,16,0,27,30,6,55,19,5,0,113,145,0,3,23,8,0,185,134,3,0,29,8,0,172,72,0,0,17,3,0,85,13,0,0,0,0,0,15,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,9,0,0,0,5,13,410,52,67,104,52,5,690
801041036,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,16,0,8,3,5,0,0,17,0,3,0,0,3,0,11,0,3,0,0,24,0,27,9,9,0,7,12,0,34,48,0,0,19,16,0,82,160,0,0,34,4,0,202,116,0,0,26,7,0,148,56,0,0,4,0,0,61,12,0,0,3,0,0,19,4,0,0,0,0,0,3,4,0,0,0,0,0,3,6,0,0,5,0,0,18,420,36,9,110,65,3,646
801041037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,0,0,69,0,80,6,3,28,0,24,0,68,58,0,13,15,4,0,100,81,0,0,24,8,0,105,75,0,0,18,5,0,93,53,0,0,5,3,0,55,14,0,0,6,0,0,21,3,0,0,3,0,0,6,4,0,0,3,0,0,4,5,0,0,5,4,0,20,296,21,48,90,113,5,570
801041038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,5,0,3,0,13,0,3,6,5,10,0,25,9,0,0,7,9,0,22,26,0,0,16,0,0,43,91,0,0,15,3,0,111,50,0,0,10,0,0,60,14,0,0,8,0,0,26,5,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,5,208,12,16,59,25,0,313
801041039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,13,0,3,0,7,3,0,16,3,0,0,8,0,0,15,3,0,0,8,23,0,42,11,7,4,26,35,0,79,242,10,0,68,34,0,351,270,4,0,74,21,0,363,107,0,0,30,10,0,155,62,0,0,19,5,0,78,14,0,0,9,0,0,23,10,0,0,3,0,0,11,3,0,0,0,0,0,10,10,3,0,19,3,9,39,740,39,10,270,133,3,1198
801041040,0,13,0,0,0,0,17,0,6,0,0,0,0,6,0,27,4,3,0,0,43,9,13,5,8,4,0,39,0,8,0,9,0,0,18,11,10,9,10,28,0,72,46,3,0,31,41,0,120,358,3,0,70,45,0,485,337,0,5,70,20,0,433,230,0,0,40,16,0,284,67,0,0,31,7,0,106,8,0,0,5,0,0,14,3,0,0,0,0,0,0,7,0,0,4,0,0,13,13,9,0,9,3,0,32,1096,105,29,290,165,6,1690
801041043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,19
