SA2_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
801011011,..,0,64,160,117,90,146,52,10,636,..,8,61,46,20,19,3,0,0,159,..,0,3,6,4,6,0,0,0,26,349,..,..,..,..,..,..,..,..,349,..,78,..,..,..,..,..,..,..,78,..,33,34,24,14,3,0,0,0,108,..,7,17,3,0,5,3,8,0,40,..,10,17,3,6,6,0,0,0,37,..,14,23,5,3,10,3,0,0,59,..,4,10,18,13,24,12,12,0,99,3,4,6,5,4,5,8,0,0,25,353,162,233,275,176,156,180,78,12,1620,..,3,95,154,110,104,145,25,3,635,..,11,69,46,27,4,9,0,0,163,..,4,13,23,24,23,14,7,6,107,327,..,..,..,..,..,..,..,..,327,..,68,..,..,..,..,..,..,..,68,..,40,24,11,5,4,0,0,0,78,..,8,6,0,5,6,8,9,0,48,..,5,5,0,0,0,0,0,0,19
801011012,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
801011013,..,0,53,97,126,102,127,86,17,613,..,0,39,16,19,9,4,3,0,101,..,0,4,11,13,3,3,3,0,35,234,..,..,..,..,..,..,..,..,234,..,89,..,..,..,..,..,..,..,89,..,47,28,5,13,0,0,0,0,101,..,9,11,0,0,0,0,0,0,26,..,14,9,0,0,0,0,0,0,23,..,15,20,7,7,0,0,0,0,38,..,4,14,19,27,19,19,16,10,132,0,0,3,0,3,4,0,0,0,12,236,188,170,169,207,136,157,110,34,1407,..,4,65,110,124,122,105,76,7,616,..,10,36,23,20,6,6,3,0,105,..,0,8,15,24,13,4,7,5,76,242,..,..,..,..,..,..,..,..,242,..,83,..,..,..,..,..,..,..,83,..,33,22,5,8,0,0,0,0,64,..,6,4,0,0,8,7,5,0,31,..,6,4,0,0,0,0,0,0,13
801011014,..,0,77,142,117,89,75,87,12,610,..,3,67,33,40,20,6,4,0,170,..,0,0,11,11,12,3,4,0,34,310,..,..,..,..,..,..,..,..,310,..,95,..,..,..,..,..,..,..,95,..,54,30,10,17,3,0,0,0,116,..,9,9,0,0,0,0,3,0,29,..,7,8,3,3,0,0,0,0,26,..,14,16,12,4,6,0,0,0,54,..,3,15,19,21,26,28,8,0,125,3,0,6,3,3,0,6,0,0,19,318,189,218,230,218,163,124,113,19,1585,..,0,108,148,117,86,84,62,5,613,..,15,70,39,22,14,4,0,0,168,..,0,14,29,28,12,8,5,0,109,319,..,..,..,..,..,..,..,..,319,..,77,..,..,..,..,..,..,..,77,..,42,29,3,3,0,0,0,0,83,..,4,10,0,0,7,3,10,0,42,..,9,4,3,0,0,0,0,0,18
801011015,..,3,174,238,158,103,136,85,18,921,..,32,123,80,38,19,13,4,0,311,..,0,3,8,15,8,3,9,3,50,564,..,..,..,..,..,..,..,..,564,..,103,..,..,..,..,..,..,..,103,..,80,34,14,18,6,5,0,0,154,..,19,26,4,6,0,0,0,0,57,..,15,21,3,0,6,0,0,0,46,..,26,38,12,17,7,9,0,0,112,..,0,29,42,61,58,55,30,11,292,3,7,6,9,9,5,0,0,0,43,569,286,458,420,315,217,217,128,29,2640,..,10,226,243,162,88,134,70,13,936,..,36,135,74,32,20,6,3,0,312,..,6,24,66,62,24,12,11,5,200,464,..,..,..,..,..,..,..,..,464,..,85,..,..,..,..,..,..,..,85,..,75,22,16,7,0,0,0,0,117,..,14,17,7,8,6,7,8,7,70,..,14,8,0,0,0,0,0,0,28
801011016,..,0,128,303,285,254,341,139,16,1473,..,16,79,91,56,31,16,0,0,278,..,0,0,16,30,18,6,4,0,76,709,..,..,..,..,..,..,..,..,709,..,196,..,..,..,..,..,..,..,196,..,125,93,39,19,8,0,0,0,287,..,31,14,5,8,16,10,0,0,70,..,25,54,16,3,0,0,0,0,108,..,70,114,39,24,12,3,4,0,254,..,8,34,24,16,41,48,27,20,217,5,14,18,6,11,4,5,4,3,71,711,485,532,534,443,378,432,182,43,3747,..,7,163,335,271,287,326,74,10,1479,..,20,102,79,43,25,19,0,0,282,..,0,25,48,47,36,22,16,10,208,627,..,..,..,..,..,..,..,..,627,..,147,..,..,..,..,..,..,..,147,..,91,43,25,6,6,0,0,0,178,..,8,17,3,0,15,17,20,8,95,..,15,22,12,4,0,0,0,0,59
801011017,..,3,67,156,138,103,124,56,13,653,..,10,61,48,35,13,6,3,0,177,..,0,0,10,17,0,7,6,0,42,413,..,..,..,..,..,..,..,..,413,..,89,..,..,..,..,..,..,..,89,..,74,37,17,13,3,0,0,0,148,..,6,8,0,0,5,3,5,0,20,..,5,9,0,5,0,0,0,0,14,..,8,23,11,16,9,0,0,0,61,..,8,19,19,31,27,22,18,8,139,7,3,8,4,0,0,0,0,0,26,425,195,227,263,248,160,164,82,18,1781,..,3,93,170,123,106,117,40,3,661,..,15,64,42,28,14,11,0,0,176,..,0,18,38,39,24,12,5,5,143,318,..,..,..,..,..,..,..,..,318,..,90,..,..,..,..,..,..,..,90,..,36,20,3,8,0,0,0,0,71,..,11,8,0,3,7,15,3,0,43,..,6,9,4,6,3,0,0,0,14
801011018,..,4,118,133,50,30,19,4,0,363,..,40,99,18,11,0,0,0,0,173,..,0,4,3,8,0,0,0,0,11,187,..,..,..,..,..,..,..,..,187,..,24,..,..,..,..,..,..,..,24,..,11,8,3,0,0,0,0,0,23,..,22,16,0,3,0,0,0,0,42,..,39,75,9,0,0,0,0,0,123,..,99,157,10,0,0,0,0,0,271,..,7,37,25,7,7,5,0,0,82,0,11,6,0,0,0,0,0,0,23,187,263,529,213,83,39,21,6,0,1336,..,7,148,123,43,27,8,0,0,360,..,54,106,16,6,0,0,0,0,188,..,0,6,15,16,5,4,0,0,49,147,..,..,..,..,..,..,..,..,147,..,26,..,..,..,..,..,..,..,26,..,6,9,0,0,0,0,0,0,17,..,12,17,0,0,6,0,0,0,45,..,27,31,8,0,0,0,0,0,71
801011019,..,3,216,418,249,150,165,64,5,1275,..,22,118,93,47,20,14,5,0,316,..,0,4,18,21,8,6,3,0,66,857,..,..,..,..,..,..,..,..,857,..,137,..,..,..,..,..,..,..,137,..,101,63,37,12,3,0,0,0,218,..,25,24,6,12,3,0,0,0,75,..,14,25,10,0,3,4,0,0,55,..,23,32,20,10,8,9,0,0,88,..,4,30,56,42,30,29,13,6,209,10,8,12,3,5,5,0,0,0,44,863,333,521,654,407,241,225,82,16,3351,..,14,303,417,218,154,132,42,0,1285,..,39,114,93,39,13,9,4,0,319,..,3,37,84,75,38,15,13,3,264,808,..,..,..,..,..,..,..,..,808,..,156,..,..,..,..,..,..,..,156,..,77,42,8,8,0,0,0,0,135,..,18,12,14,9,12,9,17,4,87,..,14,15,7,0,0,0,0,0,34
801011020,..,0,57,123,89,78,69,61,12,487,..,16,66,19,13,12,8,3,0,141,..,0,0,7,8,3,0,7,0,31,227,..,..,..,..,..,..,..,..,227,..,50,..,..,..,..,..,..,..,50,..,46,23,13,7,5,0,0,0,93,..,14,5,0,0,3,3,0,0,33,..,9,25,11,0,0,0,0,0,39,..,38,38,12,5,0,4,3,0,102,..,10,22,29,21,34,22,29,6,175,0,5,7,12,5,3,3,4,0,40,229,176,252,220,167,140,115,100,26,1419,..,3,80,137,89,67,69,51,5,498,..,34,58,22,20,10,3,0,0,145,..,5,15,23,26,9,5,11,5,100,255,..,..,..,..,..,..,..,..,255,..,49,..,..,..,..,..,..,..,49,..,20,14,4,8,0,0,0,0,43,..,3,12,3,0,0,0,7,4,32,..,11,3,7,0,0,0,0,0,28
801011021,..,0,37,91,126,128,140,44,18,588,..,3,30,24,10,11,6,0,0,82,..,0,3,9,0,6,0,0,0,29,223,..,..,..,..,..,..,..,..,223,..,63,..,..,..,..,..,..,..,63,..,70,52,12,4,0,0,0,0,139,..,3,8,0,0,5,0,0,0,12,..,6,14,0,0,0,0,0,0,20,..,9,15,8,4,9,0,0,0,47,..,3,8,6,11,11,17,12,3,60,0,0,0,5,0,4,0,0,0,15,223,158,160,158,158,176,167,59,24,1286,..,0,49,111,120,157,123,34,3,596,..,8,32,19,17,8,3,0,0,89,..,0,12,16,17,13,7,9,0,76,207,..,..,..,..,..,..,..,..,207,..,81,..,..,..,..,..,..,..,81,..,39,26,11,8,0,0,0,0,83,..,5,5,0,0,7,0,10,0,35,..,8,9,0,0,0,0,0,0,15
