SA2_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
801011001,8,5,4,0,0,0,18,0,0,0,0,0,0,5,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,7,3,0,7,0,0,0,12,0,0,6,3,0,0,16,5,6,6,0,0,0,8,5,0,0,3,0,0,7,3,3,0,0,0,0,15,5,5,0,0,0,0,12,8,11,4,0,0,0,24,0,12,0,0,0,0,16,0,7,0,0,0,0,6,4,22,6,0,0,0,39,10,47,6,8,0,0,74,4,13,10,0,0,0,34,0,10,3,0,0,0,15,4,11,0,0,3,0,19,65,167,61,15,15,0,324
801011002,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,5,12,0,0,0,0,0,17,20,10,0,3,0,0,31,30,17,4,0,3,0,58,35,10,4,5,4,0,57,40,23,6,4,6,0,73,24,5,0,3,0,0,34,24,8,0,0,0,0,38,8,6,4,6,0,0,15,4,8,0,0,0,0,10,6,3,0,0,0,0,16,12,5,4,0,0,0,18,6,6,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,11,241,102,24,24,20,3,411
801011003,11,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,7,0,0,0,0,0,0,3,5,3,0,3,0,0,11,18,4,3,0,3,0,35,16,10,0,3,0,0,33,17,14,0,8,0,0,43,17,12,10,0,6,0,49,16,8,0,4,4,0,26,23,17,9,6,3,0,55,8,8,0,0,0,0,23,8,8,0,0,0,0,21,9,20,5,5,0,0,39,17,25,4,0,0,0,53,5,9,8,0,5,0,25,4,11,3,0,0,0,22,4,7,6,0,3,0,16,194,171,50,33,37,3,487
801011004,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,4,3,0,0,0,11,4,0,3,0,0,0,15,7,10,0,0,0,0,24,5,7,5,3,3,0,21,20,26,7,4,3,5,56,17,23,9,7,3,0,63,17,21,0,3,4,0,49,11,27,3,5,6,0,47,0,17,0,3,0,0,29,4,15,4,0,0,0,22,8,16,0,0,0,0,27,9,12,5,4,0,0,30,0,5,0,0,0,0,10,0,0,0,0,0,0,0,4,6,0,0,0,0,8,123,182,40,36,31,9,419
801011005,3,0,3,0,0,0,18,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,5,0,0,0,0,7,3,0,0,0,0,0,3,4,3,0,0,0,0,10,0,3,0,0,0,0,11,0,3,0,3,0,0,9,0,3,0,0,3,0,12,6,10,7,0,4,0,25,7,9,0,0,0,0,15,7,16,4,5,0,0,29,4,10,4,5,0,0,28,7,13,0,0,0,0,20,11,24,3,0,0,0,45,14,32,3,0,3,0,53,6,12,0,5,0,0,22,10,5,0,0,0,0,14,3,0,0,0,0,0,9,93,166,30,21,20,6,334
801011006,7,7,11,0,4,0,32,8,0,0,0,0,0,9,5,0,4,0,0,0,13,4,0,0,0,0,0,10,8,10,7,4,3,0,25,6,0,5,5,9,0,30,12,13,4,4,4,0,34,28,17,12,6,3,0,72,29,39,15,3,0,3,85,23,59,13,10,13,0,122,25,65,16,6,15,0,132,40,113,25,17,13,0,208,17,51,12,8,5,0,93,12,27,4,3,0,0,61,36,106,18,3,6,0,170,23,57,20,8,0,0,107,4,20,10,0,0,0,38,0,8,3,0,0,0,16,14,18,7,0,4,0,44,294,624,205,77,83,12,1296
801011007,6,6,5,0,0,0,16,6,0,0,0,0,0,5,0,0,4,0,0,0,7,0,0,3,0,5,0,7,6,5,0,0,0,0,15,5,11,5,0,0,0,28,12,13,8,0,4,0,30,12,15,8,5,0,0,34,11,24,12,4,4,0,55,7,29,11,4,4,0,52,17,27,5,5,3,0,58,30,45,13,9,0,0,105,10,32,3,6,0,0,54,12,21,7,3,0,0,37,19,49,8,5,0,0,71,18,51,12,0,0,0,85,11,12,5,0,0,0,25,3,14,3,0,0,0,25,8,11,5,0,5,0,27,187,365,111,46,41,8,756
801011008,6,6,4,0,0,0,20,6,0,0,0,0,0,5,0,3,5,0,4,0,6,3,6,3,0,0,0,12,0,3,5,0,0,0,7,7,0,0,0,0,0,8,10,4,7,0,0,0,26,7,13,3,0,0,0,32,12,8,6,4,0,0,34,11,28,4,0,8,0,48,10,19,5,3,3,0,41,17,26,4,5,5,0,63,3,14,6,0,0,3,25,8,15,0,0,4,0,29,15,39,3,0,0,0,55,14,26,10,3,0,0,52,4,5,5,0,0,0,18,0,5,0,0,0,0,6,8,7,0,0,3,0,18,141,217,71,26,34,8,498
801011009,3,8,4,0,0,0,15,4,0,0,0,0,0,4,5,0,0,0,0,0,5,3,0,0,0,0,0,4,0,5,5,0,0,0,5,4,3,3,0,0,0,11,5,3,0,0,0,0,15,0,9,8,0,0,0,20,5,18,6,3,3,0,34,6,21,3,3,3,0,41,9,22,9,0,4,0,37,22,28,13,3,4,0,74,13,25,0,0,0,0,38,10,15,0,0,0,0,20,15,47,12,0,0,0,81,17,45,10,5,0,0,83,4,6,0,5,0,0,16,8,6,7,0,0,0,16,5,5,3,0,0,0,18,137,268,85,28,26,3,550
801011010,0,5,0,0,0,0,5,0,0,5,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,9,4,0,4,0,0,10,3,0,0,0,0,0,7,0,6,8,6,5,0,21,4,5,0,0,0,0,13,4,11,11,6,0,0,22,0,7,3,3,0,0,16,17,28,3,3,0,0,49,4,12,3,0,0,0,24,0,12,0,0,0,0,15,5,26,9,7,0,0,47,8,29,7,0,0,0,41,0,5,6,0,0,0,13,0,4,0,0,0,0,7,0,6,0,0,3,0,14,66,155,60,26,22,0,322
801011011,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,7,5,3,0,0,0,0,9,4,5,0,0,0,0,8,5,6,4,4,4,0,20,6,5,4,0,0,0,13,3,9,0,0,0,0,24,5,16,3,3,4,0,32,3,14,0,0,4,0,23,15,33,7,3,7,0,54,7,11,0,4,0,0,29,10,14,0,0,0,0,25,16,43,0,0,0,0,64,8,36,6,7,0,0,56,7,13,0,0,0,0,22,5,4,0,3,0,0,9,5,7,5,0,0,0,18,103,229,37,29,25,0,427
801011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011013,3,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,5,6,0,0,0,0,4,8,0,0,0,0,0,20,5,12,0,0,4,0,15,4,6,0,0,0,0,12,4,12,0,7,0,0,20,4,10,0,3,0,0,18,4,11,9,3,0,0,26,5,4,0,0,0,0,14,4,4,0,0,0,0,14,3,7,3,0,0,0,21,7,34,9,0,0,0,50,5,14,5,0,6,0,34,0,10,9,0,0,0,15,3,5,0,5,0,0,17,77,133,56,31,15,0,320
801011014,4,4,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,6,0,0,0,0,3,0,11,0,3,0,0,0,0,11,3,3,7,0,0,0,18,9,11,0,4,4,0,22,5,12,3,4,3,0,32,13,20,5,0,3,0,41,7,28,0,3,0,0,44,21,37,9,0,5,0,74,15,18,4,0,0,0,36,11,16,4,4,0,0,32,17,25,3,3,0,0,50,8,20,7,4,0,0,39,0,3,4,0,0,0,9,0,5,4,0,0,0,9,5,13,0,0,0,0,23,139,220,53,34,24,4,477
801011015,3,7,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,14,5,7,0,0,0,0,21,6,14,3,3,3,0,31,13,19,6,0,0,0,51,14,19,11,4,0,0,53,22,33,7,3,5,0,64,31,40,10,9,15,0,99,38,69,6,8,5,0,124,19,32,7,3,0,0,63,16,23,3,0,0,0,46,20,26,14,0,0,0,67,20,23,4,0,0,0,53,6,8,3,4,0,0,18,4,8,0,0,0,0,11,11,14,10,0,3,0,41,239,354,85,43,49,6,772
801011016,20,4,6,0,0,0,31,3,5,3,0,0,0,10,6,0,3,0,0,0,22,0,0,0,0,0,0,6,6,6,5,0,7,0,27,4,16,3,0,0,0,20,5,15,9,5,3,0,32,9,10,17,4,9,0,47,9,17,8,9,0,0,42,7,21,6,3,3,0,36,10,25,7,0,5,0,43,17,41,15,5,6,0,88,6,34,5,4,0,0,55,7,25,6,3,0,0,43,21,72,10,0,0,0,106,28,82,16,3,0,0,129,8,27,6,0,0,0,36,9,3,4,0,0,0,21,9,9,5,3,4,0,36,183,419,136,41,43,5,830
801011017,3,0,3,0,0,0,14,0,0,0,0,0,0,0,5,0,3,0,0,0,13,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,5,5,0,0,0,16,8,8,4,0,0,0,18,9,14,3,3,5,0,34,11,17,8,8,4,0,40,4,12,6,5,0,0,38,11,24,3,4,0,0,40,14,40,11,4,0,0,72,17,35,8,3,0,0,63,6,20,0,0,0,0,30,10,33,4,0,0,0,50,8,23,0,3,0,0,36,4,0,0,0,0,0,14,0,0,0,0,0,0,8,9,8,4,5,0,0,24,142,245,57,50,22,3,523
801011018,6,5,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,10,0,3,0,0,0,10,4,3,0,0,0,0,11,16,5,0,6,0,0,24,12,8,0,0,0,0,23,19,7,0,0,0,0,29,15,15,0,0,0,0,35,10,11,0,3,3,0,20,8,5,7,0,0,0,18,10,14,0,0,4,0,22,9,20,0,0,0,0,33,8,12,0,0,0,0,23,4,10,0,0,0,0,17,11,4,3,0,0,0,23,135,133,20,19,11,3,315
801011019,9,11,6,0,0,0,35,0,5,0,0,0,0,0,6,0,0,3,0,0,10,5,0,0,0,0,0,9,9,3,0,4,0,0,12,6,20,0,5,3,0,31,3,11,6,5,8,0,35,13,33,6,13,6,0,65,25,43,7,16,16,0,98,35,62,5,8,7,0,116,31,65,7,4,0,0,117,38,100,21,19,13,0,192,28,72,0,9,9,0,119,14,25,8,5,0,0,50,35,74,6,8,0,0,123,28,49,8,4,0,0,90,10,19,3,0,0,0,33,0,18,0,0,0,0,16,10,18,9,0,0,0,42,302,627,95,95,68,13,1208
801011020,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,4,3,3,4,0,0,0,11,11,0,5,3,4,0,17,3,9,4,0,0,0,13,4,7,0,0,0,0,16,4,11,5,5,0,0,20,6,4,0,0,0,0,8,6,20,4,5,0,0,32,5,8,5,3,0,0,22,5,6,0,0,0,0,15,3,17,0,0,0,0,22,13,33,0,0,0,0,44,4,7,3,0,0,0,11,4,5,4,0,0,0,7,3,10,0,0,0,0,13,74,130,37,21,15,7,268
801011021,4,3,5,0,0,0,14,0,0,4,0,0,0,3,0,3,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,5,6,0,5,0,12,3,6,3,0,0,0,19,0,3,0,0,0,0,8,5,9,5,0,3,0,21,6,7,3,0,5,0,20,11,6,0,0,8,0,23,8,11,0,0,0,0,26,3,10,4,0,0,0,20,5,13,0,0,0,0,19,9,11,9,0,0,0,39,12,22,7,0,0,0,49,7,16,4,0,0,0,20,0,5,0,0,0,0,11,5,5,0,0,0,0,10,91,139,58,10,24,0,325
801011022,8,3,3,0,0,0,16,4,0,0,0,0,0,6,3,0,5,0,0,0,14,0,0,0,0,0,0,4,5,0,6,0,0,0,8,5,3,0,0,0,0,13,4,8,5,0,0,0,20,10,4,7,0,0,0,21,6,10,3,5,0,0,24,7,19,3,0,3,0,29,8,24,7,5,0,0,31,11,23,14,3,0,0,49,8,30,0,0,0,0,47,5,16,4,3,0,0,31,15,34,7,0,0,0,47,9,38,0,0,0,0,48,3,15,6,0,0,0,23,0,13,4,0,0,0,13,0,5,0,0,0,0,8,104,237,66,23,20,0,460
801011023,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,3,4,3,0,0,5,0,10,0,0,4,0,4,0,6,3,3,0,0,0,0,8,5,8,0,7,0,0,14,8,5,3,3,3,0,24,4,14,0,0,0,0,20,10,25,3,0,5,0,41,4,5,0,0,0,0,12,4,5,0,0,0,0,12,7,12,3,5,6,0,28,5,15,0,0,0,0,26,4,5,0,0,0,0,9,0,5,0,0,0,0,7,0,0,0,0,0,0,5,66,122,25,14,20,0,242
801011024,0,0,6,0,0,0,7,0,3,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,7,4,0,0,0,10,3,10,7,0,0,0,25,7,9,3,0,3,0,27,6,17,0,0,0,0,24,7,14,3,5,4,0,33,9,25,0,0,5,0,35,17,34,3,4,3,0,60,6,11,0,3,0,0,23,0,10,0,0,0,0,18,14,19,3,4,0,0,41,13,20,0,0,4,0,35,5,5,4,0,0,0,11,4,6,0,0,0,0,9,7,5,0,3,0,0,17,93,191,38,29,24,5,377
801011025,3,4,5,0,0,0,3,0,0,5,0,0,0,5,5,0,0,0,0,0,4,0,4,0,0,0,0,6,3,0,6,0,0,0,4,0,0,0,3,0,0,6,8,10,0,0,5,0,21,3,6,0,5,0,0,12,3,15,0,0,0,0,19,5,20,5,0,0,0,29,9,16,4,4,0,0,33,13,26,5,4,4,0,46,8,21,0,0,5,0,32,0,13,3,0,0,0,22,19,22,3,0,0,0,46,9,27,11,0,0,0,46,5,4,0,0,0,0,10,0,8,0,0,0,0,5,8,4,3,0,0,0,21,99,188,48,17,20,5,378
801011026,6,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,5,0,0,0,7,0,3,0,0,0,0,9,5,8,6,0,0,0,18,4,11,3,0,0,0,18,5,8,4,0,0,0,15,0,14,5,0,0,0,29,0,5,0,0,0,0,10,0,12,0,0,0,0,14,5,23,6,0,0,0,28,10,52,7,0,0,0,75,7,17,5,4,0,0,33,6,14,3,0,0,0,24,0,13,3,0,0,0,14,63,185,54,12,12,0,327
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,10,4,8,0,0,0,0,14,4,6,0,0,3,0,14,6,7,0,0,0,0,22,6,11,0,0,0,0,20,3,12,0,0,0,0,22,13,15,5,0,0,0,30,6,9,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,5,61,82,9,12,3,3,172
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
801031113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,5,7,3,0,32
801031114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,0,15
801041034,5,22,7,0,0,0,34,4,0,3,0,5,0,13,4,4,5,0,0,0,14,0,0,0,0,0,0,9,0,7,0,0,6,0,16,4,9,7,3,6,0,25,7,9,7,4,4,0,33,7,12,4,0,3,0,29,17,23,10,0,6,0,56,17,31,14,4,8,0,75,21,23,11,4,3,0,66,20,49,19,0,8,0,95,18,37,7,0,3,0,66,5,30,7,4,0,0,50,18,65,18,4,0,0,105,15,72,29,4,5,0,132,13,19,8,0,4,0,42,3,10,3,0,0,0,17,8,15,3,0,4,0,32,184,447,171,32,54,8,905
801041035,10,17,3,0,7,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,3,0,0,0,10,0,3,3,0,0,0,13,5,7,3,0,0,0,15,9,15,0,3,3,0,36,5,20,4,3,0,0,35,13,24,6,3,6,0,52,23,55,5,9,9,0,95,15,39,11,11,0,0,81,19,72,20,6,4,0,130,6,35,9,3,5,0,59,14,45,7,3,0,0,73,31,106,22,0,8,0,165,22,108,22,3,7,0,163,7,28,8,3,0,0,39,10,19,9,0,0,0,44,9,39,12,3,0,0,68,193,638,141,63,51,5,1099
801041036,0,8,8,0,0,0,13,0,3,0,0,0,0,5,3,0,0,0,0,0,4,0,4,0,0,0,0,4,4,3,0,0,0,0,8,4,3,0,0,0,0,10,0,14,3,0,0,0,18,13,17,4,6,7,0,45,23,29,6,7,4,0,70,17,48,11,3,11,0,90,18,34,10,5,4,0,70,30,76,24,3,4,0,130,13,37,3,11,3,0,73,14,35,15,0,0,0,58,16,90,14,8,0,0,131,35,102,37,3,6,0,181,16,24,4,0,0,0,52,10,22,9,0,0,0,38,6,26,10,4,0,0,41,226,576,142,55,35,6,1049
801041037,4,5,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,6,4,6,0,3,0,0,11,7,10,4,0,0,0,20,8,16,3,0,3,0,27,12,12,3,3,0,0,28,5,17,7,4,0,0,30,10,16,8,0,0,0,33,11,51,7,0,0,0,74,10,12,3,0,0,0,30,7,28,0,0,0,0,41,16,46,7,4,5,0,80,30,106,18,7,0,0,163,16,32,11,5,0,0,63,10,15,6,0,0,0,31,6,24,3,0,0,0,35,154,401,95,38,19,0,693
801041038,5,18,7,0,0,0,22,4,5,0,0,0,0,9,0,0,0,0,0,0,11,0,4,0,0,0,0,8,0,3,0,0,0,0,5,0,8,0,0,0,0,15,0,7,5,0,0,0,17,4,16,3,0,0,0,25,3,15,3,5,0,0,23,11,19,3,4,0,0,39,5,25,8,5,0,0,36,23,35,16,7,4,0,85,11,36,6,4,0,0,59,4,18,4,0,0,0,32,11,65,13,8,4,0,100,35,95,30,7,3,0,165,9,39,16,0,3,0,63,9,27,0,0,0,0,37,0,19,6,0,0,0,29,143,441,118,44,22,5,771
801041039,4,16,7,0,0,0,29,0,0,0,0,0,0,8,4,7,0,0,0,0,10,0,0,0,0,0,0,9,10,10,6,0,5,0,22,4,10,0,0,0,0,19,18,17,3,9,3,0,51,18,20,0,6,0,0,47,23,16,13,8,3,0,59,20,43,3,7,0,0,75,18,27,6,3,0,0,64,18,56,10,6,4,0,87,10,34,11,3,3,0,56,4,22,4,0,0,0,33,19,47,12,4,4,0,87,34,75,15,4,3,0,129,4,26,10,3,0,0,45,6,10,5,0,0,0,20,13,22,5,4,8,0,38,218,451,112,46,35,3,865
801041040,8,10,7,0,3,0,26,0,0,4,0,0,0,3,0,3,4,0,0,0,6,3,0,0,0,0,0,10,3,3,4,3,0,0,19,6,6,3,0,4,0,19,10,8,8,0,5,5,38,26,18,8,6,11,0,59,23,15,6,8,0,0,57,20,29,8,4,11,3,71,18,23,8,7,5,5,54,28,46,21,6,8,0,110,16,20,4,0,0,0,50,11,15,5,0,0,0,29,20,31,13,5,0,0,76,31,40,15,0,0,0,80,10,14,3,0,5,0,32,7,9,3,0,0,0,17,13,5,6,0,3,4,36,249,298,126,37,53,22,784
