SA2_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,4,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,6,0,0,9,4,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,6,0,0,0,11
801071090,0,5,0,9,5,12,12,11,5,59,0,0,0,0,4,13,20,18,4,59,21,91,89,99,77,52,32,6,7,474,0,0,0,0,0,3,7,6,0,16,33,41,56,70,61,119,86,26,11,503,588,218,288,345,226,209,173,45,3,2095,44,30,28,33,25,16,30,12,0,218,725,394,480,589,465,518,522,178,51,3922,0,0,14,49,81,181,282,131,45,783,125,89,116,148,119,104,93,34,7,835,0,3,4,13,23,57,98,46,16,260,0,0,0,0,0,0,5,11,13,29,0,0,18,35,49,95,134,57,20,408,10,4,9,10,19,64,118,61,20,315,0,5,0,5,12,18,30,24,4,98,0,0,3,3,8,29,53,30,3,129,44,140,141,156,136,104,63,20,7,811,0,0,6,3,7,9,29,13,0,67,89,79,83,108,124,184,146,48,17,878,1245,511,662,712,517,406,315,85,10,4463
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,6,9,0,15,3,24,8,24,29,9,11,5,3,116,0,0,0,0,0,0,3,3,4,10,13,3,9,17,22,40,39,21,4,168,217,92,46,122,129,100,73,48,3,830,11,11,6,13,9,12,7,8,0,77,248,149,76,192,227,206,199,148,32,1477,0,0,0,12,39,61,97,90,20,319,28,33,19,31,38,25,36,19,5,234,0,0,0,5,14,18,42,36,13,128,0,0,0,0,0,0,0,5,12,17,0,0,0,0,13,32,34,42,5,126,0,0,0,4,9,13,41,39,11,117,0,0,0,0,0,8,10,14,3,35,0,0,3,4,3,6,9,13,4,42,15,43,20,45,40,21,20,11,3,218,0,0,0,0,6,4,6,3,7,26,29,17,15,29,34,65,56,43,11,299,429,207,92,227,274,198,141,78,10,1656
801081092,0,3,0,0,0,0,3,5,0,11,0,0,0,0,3,6,4,6,3,22,0,35,29,38,41,16,14,3,0,176,0,0,0,0,0,5,5,0,4,14,8,7,19,23,28,24,24,15,3,151,272,142,131,146,159,71,64,28,3,1016,13,3,8,11,20,19,9,9,0,92,322,197,193,243,270,188,173,97,30,1713,0,0,9,17,38,73,88,59,25,309,45,46,32,51,47,44,27,22,5,319,0,0,0,0,8,17,34,22,9,90,0,0,0,0,0,0,4,6,0,10,5,5,3,10,13,30,28,22,3,119,0,0,0,0,3,28,34,47,19,131,0,4,0,5,3,0,9,12,5,38,4,0,0,0,7,13,14,11,6,55,21,45,50,61,62,34,20,11,0,304,0,0,0,0,0,9,8,3,3,23,33,18,30,43,52,58,44,30,7,315,546,300,255,285,323,163,102,60,10,2044
801081093,0,0,0,0,0,0,5,8,6,19,0,0,0,0,3,4,8,12,5,32,8,27,28,41,34,18,11,9,4,180,0,0,0,0,3,0,5,9,0,17,14,16,18,33,40,28,29,26,6,210,278,88,127,144,117,68,53,30,12,917,29,9,15,8,16,18,5,5,4,109,340,135,197,239,234,154,170,145,48,1662,0,0,9,22,38,40,94,96,32,331,41,24,34,55,43,42,42,17,14,312,0,0,7,4,8,11,29,37,19,115,0,0,0,0,0,0,3,8,4,15,0,0,4,14,22,20,40,39,11,150,0,0,3,3,3,18,35,49,29,140,0,0,0,0,8,11,6,10,9,44,0,0,0,5,3,6,13,23,9,59,21,42,42,62,61,39,26,16,8,317,0,0,0,0,6,0,8,12,5,31,37,23,31,52,65,43,43,43,8,345,558,205,250,292,264,137,93,59,14,1872
801081094,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,8,3,14,8,25,34,45,45,20,12,7,0,196,0,0,0,0,0,0,0,0,0,0,11,4,26,27,37,27,20,6,13,171,203,85,107,109,108,70,54,38,5,779,17,8,12,9,9,12,9,4,0,80,247,140,178,215,220,167,153,105,33,1458,0,0,5,20,40,39,69,75,31,279,37,32,34,47,46,27,39,19,5,286,0,0,0,12,7,18,32,29,10,108,0,0,0,0,0,0,4,4,3,11,0,0,6,4,19,18,35,23,7,112,0,0,0,0,9,14,22,34,7,86,0,0,0,0,3,7,0,9,3,22,0,0,0,0,3,4,11,21,3,42,12,41,47,59,66,31,16,11,3,286,0,0,0,0,3,0,3,11,0,17,23,11,37,41,53,42,40,19,15,281,415,190,214,272,220,142,103,60,11,1627
801081095,0,0,0,0,0,8,0,3,5,16,0,0,0,0,0,3,10,7,4,24,12,45,33,37,35,26,16,8,3,215,0,0,0,0,0,5,9,10,0,24,6,5,25,34,29,20,34,29,6,188,279,97,124,146,123,81,72,29,9,960,22,18,5,15,17,6,11,4,0,98,336,177,199,254,226,177,212,117,43,1741,0,0,6,21,36,62,103,88,29,345,53,31,50,54,43,35,42,22,6,336,0,0,0,6,18,21,33,34,5,117,0,0,0,0,0,4,4,6,0,14,8,5,8,13,17,22,60,40,7,180,0,0,4,3,5,12,44,43,23,134,0,0,0,4,3,12,10,9,5,43,0,0,0,5,8,10,23,17,8,71,21,61,62,62,64,48,28,16,0,362,0,0,0,0,0,5,7,14,0,26,24,17,33,61,53,40,56,42,5,331,558,204,265,294,244,158,116,48,14,1901
801081096,0,0,0,0,4,0,4,11,8,27,0,0,0,0,3,4,15,9,7,38,9,24,28,10,31,12,14,10,13,151,0,0,0,0,0,0,7,3,12,22,3,12,11,17,20,23,30,15,21,152,127,49,57,82,67,59,50,23,10,524,15,10,11,9,11,9,3,0,3,71,157,92,113,131,149,143,151,118,87,1141,0,0,4,9,31,51,73,66,55,289,33,22,28,25,33,23,26,17,7,214,4,0,0,5,6,13,30,23,10,91,0,0,0,0,0,0,3,32,39,74,4,7,4,3,6,21,33,29,18,125,4,0,0,0,10,17,35,38,40,144,0,0,0,0,3,0,8,11,7,29,0,0,0,0,4,4,17,15,7,47,24,40,42,25,45,24,25,17,14,256,0,0,0,0,3,5,7,12,11,38,12,17,18,28,37,45,53,30,29,269,296,132,117,164,153,99,94,42,17,1114
801081097,0,0,3,0,3,0,0,3,4,13,0,0,0,0,0,4,11,3,5,23,13,36,27,34,28,19,14,0,0,171,0,0,0,0,0,0,0,3,0,3,7,17,14,33,23,13,25,14,5,151,251,75,115,129,106,51,49,28,0,804,16,9,17,12,4,4,8,5,6,81,307,135,184,215,184,125,146,103,28,1427,0,6,12,15,27,64,75,68,20,287,35,30,37,49,33,25,21,13,9,252,0,0,0,0,10,11,27,23,5,76,0,0,0,0,0,0,4,3,5,12,3,0,4,9,15,21,31,27,5,115,0,0,4,3,3,21,21,26,16,94,0,0,3,0,5,6,4,12,3,33,0,0,0,0,3,8,14,13,5,43,19,50,45,55,47,34,23,12,0,285,0,0,0,0,3,0,4,5,4,16,31,21,23,54,49,35,43,26,4,286,462,176,234,261,212,117,89,57,3,1611
801081098,0,0,0,0,3,0,8,12,5,28,0,0,0,0,4,3,13,13,6,39,8,38,41,38,34,24,18,23,9,233,0,0,0,0,5,0,4,3,6,18,16,11,29,27,29,31,40,41,38,262,321,128,124,196,153,93,74,42,6,1137,13,5,9,12,15,13,19,15,18,119,374,184,206,297,273,207,224,204,97,2066,0,4,11,22,45,67,107,104,42,402,41,29,43,63,48,38,42,32,7,343,0,0,6,8,13,22,33,37,16,135,0,0,0,0,0,0,13,36,43,92,0,0,5,8,29,26,46,43,14,171,3,0,0,11,8,15,46,56,38,177,0,3,0,0,7,0,10,13,12,45,0,0,0,3,10,9,23,28,7,80,19,57,66,64,61,34,35,25,17,378,0,0,0,0,11,0,9,10,19,49,28,21,48,42,51,52,74,69,49,434,653,293,275,385,315,184,137,86,12,2340
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,0,0,0,0,0,3,6,0,9,0,0,0,0,0,3,9,9,0,21,3,35,32,24,23,21,17,4,0,159,0,0,0,0,0,0,5,5,4,14,11,8,27,19,22,20,17,14,5,143,195,99,181,138,94,58,47,23,4,839,10,6,12,13,7,5,3,7,0,63,230,152,252,214,160,133,119,92,34,1386,0,0,9,19,28,40,53,61,28,238,25,20,38,38,27,23,20,19,7,217,0,0,6,0,11,15,18,26,8,84,0,0,0,0,0,0,0,11,7,18,0,0,4,6,10,22,19,24,15,100,5,0,0,3,5,20,24,30,11,98,0,0,0,0,0,4,3,6,0,13,0,3,0,0,0,3,9,16,0,31,5,47,53,45,48,31,21,8,0,258,0,0,0,0,0,4,7,9,9,29,26,12,43,36,42,33,31,17,8,248,354,217,369,274,187,130,81,48,7,1667
801091100,0,0,0,5,3,0,9,7,5,29,0,0,0,5,0,4,8,14,14,45,11,64,35,54,52,33,24,22,14,309,0,0,0,3,3,3,0,10,13,32,26,30,27,48,49,40,41,32,29,322,443,207,199,260,250,153,89,35,19,1655,26,15,11,21,21,13,13,10,6,136,530,322,291,413,403,333,241,222,123,2878,0,3,6,21,41,99,108,148,71,497,65,60,42,84,72,76,53,38,18,508,0,3,0,3,19,35,46,58,23,187,0,0,0,0,0,6,3,22,63,94,4,0,9,11,26,30,42,44,29,195,0,0,0,5,6,32,25,63,55,186,3,0,0,5,8,5,9,12,11,53,0,0,0,3,4,6,12,29,17,71,27,89,62,89,90,50,37,29,14,487,0,0,0,3,3,7,8,19,18,58,58,47,48,90,92,85,76,55,52,603,907,411,434,510,485,354,167,78,36,3382
801091101,0,0,0,0,0,0,0,10,6,16,0,0,0,0,0,3,4,12,8,27,5,38,27,33,40,12,9,16,9,189,0,0,0,0,0,0,4,7,5,16,15,11,20,27,34,36,37,41,9,230,262,136,110,152,142,121,63,53,16,1055,9,9,10,8,18,6,10,12,19,101,304,202,175,241,270,225,176,220,108,1921,0,5,9,14,47,56,78,110,68,387,31,34,32,46,48,50,28,35,7,311,3,0,0,6,16,26,32,44,13,140,0,0,0,0,0,0,7,18,25,50,0,0,0,6,19,33,34,43,12,147,0,0,0,0,9,21,38,57,33,158,0,0,0,0,3,3,9,17,8,40,4,0,0,0,0,4,12,32,14,66,12,63,46,49,65,26,20,26,9,316,0,0,0,0,5,3,6,16,16,46,34,26,30,39,59,66,59,65,20,398,569,310,255,315,295,221,113,90,38,2206
801091102,0,0,0,0,5,4,5,6,4,24,0,0,0,0,0,4,0,6,3,13,5,32,27,26,31,14,10,13,3,161,0,0,0,0,0,0,4,3,6,13,8,15,16,23,32,27,31,25,9,186,333,117,128,212,150,104,68,47,18,1177,6,4,14,17,11,17,17,15,3,104,371,170,187,311,247,209,188,164,87,1934,0,5,8,19,32,64,82,88,45,343,49,36,24,39,34,30,32,28,15,287,0,0,4,3,16,24,42,35,13,137,0,0,0,0,0,0,3,27,19,49,5,4,6,12,11,22,30,42,13,145,0,3,0,3,14,18,22,62,34,156,0,0,0,5,6,7,12,13,8,51,0,4,0,0,5,6,11,11,10,47,10,41,47,42,50,26,19,19,10,264,0,0,0,0,0,3,4,9,7,23,18,28,28,36,57,52,38,48,22,327,672,243,250,413,303,190,127,71,28,2297
801091103,0,0,0,0,3,0,6,7,4,20,0,0,0,0,0,3,6,10,4,23,0,38,28,25,26,20,14,21,12,184,0,0,0,0,3,0,0,9,10,22,9,11,16,17,27,35,35,23,11,184,245,115,105,143,122,94,39,29,23,915,14,11,7,8,12,7,8,9,28,104,285,195,164,220,217,203,140,129,141,1694,3,0,11,14,38,63,70,65,65,329,40,49,23,29,41,39,29,25,12,287,0,0,0,7,17,23,24,35,27,133,0,0,0,0,0,0,5,27,34,66,0,0,0,6,10,21,18,24,16,95,0,0,4,0,10,19,20,39,48,140,0,0,0,0,7,6,11,14,11,49,0,0,0,0,6,6,15,18,5,50,6,61,48,43,42,33,19,29,14,295,0,0,0,0,0,0,6,13,13,32,30,22,33,31,42,65,66,35,20,344,487,231,225,300,252,187,99,50,35,1866
801091104,0,0,0,0,0,4,4,8,0,16,0,0,0,0,0,4,7,10,0,21,3,11,10,11,8,17,12,5,3,80,0,0,0,0,0,3,0,0,0,3,8,7,5,12,17,28,23,29,11,140,138,83,66,95,93,100,64,36,5,680,6,0,7,9,7,11,4,3,0,47,167,111,93,145,150,208,173,139,35,1221,0,0,0,4,20,58,90,65,29,266,19,23,24,24,15,28,34,17,7,191,0,0,0,5,4,22,32,21,17,101,0,0,0,0,0,0,0,13,3,16,0,0,0,12,15,35,49,37,8,156,0,0,0,0,0,17,39,44,19,119,0,0,0,3,5,6,6,12,7,39,0,0,0,0,0,7,7,13,9,36,15,29,13,22,19,27,23,7,3,158,0,0,0,0,0,3,6,6,6,21,21,25,10,27,41,48,51,34,17,274,288,165,155,174,178,190,128,73,7,1358
801091105,0,0,0,0,0,0,6,10,0,16,0,0,0,0,0,5,4,6,3,18,13,26,41,33,34,21,8,6,0,182,0,0,0,0,4,3,0,7,5,19,9,14,32,19,30,22,27,21,10,184,223,111,217,151,120,58,41,29,0,950,23,8,16,10,16,4,10,10,3,100,280,166,314,222,216,143,115,149,54,1659,0,7,6,14,28,52,35,81,40,263,21,38,49,39,36,25,20,27,13,268,0,0,4,7,12,14,9,29,10,85,0,3,0,0,0,0,4,11,10,28,0,4,8,9,18,24,20,28,11,122,0,0,0,10,4,12,18,50,36,130,0,0,0,0,0,0,4,11,8,23,0,0,0,0,4,11,6,15,9,45,14,46,65,60,40,36,14,14,6,295,0,0,0,3,4,3,0,10,0,20,27,27,45,42,44,44,48,40,19,336,448,252,454,328,246,138,75,56,12,2009
801091106,0,0,0,0,0,0,3,3,0,6,0,0,0,0,5,0,9,4,3,21,9,23,36,41,25,32,16,7,0,189,0,0,0,4,0,0,0,0,4,8,6,18,22,28,20,34,22,16,4,170,234,123,205,176,125,109,53,38,9,1072,24,7,19,25,8,7,8,7,5,110,282,173,282,278,204,211,150,136,38,1754,0,0,4,14,31,60,74,95,36,314,31,29,46,34,37,30,28,28,10,273,0,0,0,9,12,23,29,28,13,114,0,0,0,0,0,0,4,8,3,15,0,0,4,10,13,31,29,27,13,127,0,0,0,0,11,19,34,50,28,142,0,0,0,0,3,3,12,9,10,37,0,0,0,3,5,8,19,13,8,56,11,41,55,63,42,36,30,13,0,291,0,0,0,4,0,3,13,9,7,36,27,26,32,40,37,55,48,28,13,306,497,248,431,346,234,199,99,62,9,2125
801091107,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,7,0,4,5,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,9,3,7,6,10,12,8,5,60,65,46,20,19,64,38,36,13,0,301,0,3,0,0,0,5,3,0,0,11,67,60,27,35,79,66,81,43,8,466,0,0,0,5,8,19,30,30,5,97,7,3,6,4,13,10,9,4,0,56,0,0,0,0,0,9,15,3,0,27,0,0,0,0,0,0,3,4,0,7,0,0,0,0,4,13,11,10,0,38,0,0,0,0,3,4,11,13,4,35,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,3,0,13,0,16,0,6,8,5,9,9,5,0,3,45,0,0,0,0,0,0,0,5,0,5,4,8,3,11,15,19,22,12,6,100,109,88,47,46,102,82,64,27,3,568
801091108,0,0,0,0,0,3,4,0,3,10,0,0,0,0,0,6,8,9,9,32,11,25,16,21,27,15,10,6,4,135,0,0,0,0,4,0,9,3,4,20,7,10,14,21,29,21,22,20,5,149,174,104,88,116,122,82,60,35,10,791,14,6,4,7,8,12,14,4,0,69,208,147,134,176,204,169,145,125,42,1350,0,5,4,13,33,69,58,88,28,298,28,23,39,30,34,24,25,19,3,225,0,0,0,6,8,15,20,36,12,97,0,0,0,0,0,0,0,3,7,10,0,4,0,11,28,24,25,26,12,130,0,0,0,3,7,15,27,41,20,113,0,0,0,0,6,4,9,14,7,40,0,0,0,0,0,12,10,13,10,45,12,40,33,29,41,35,13,10,4,217,0,0,0,0,3,0,11,8,5,27,19,26,21,33,44,44,36,38,12,273,371,238,192,213,242,178,112,62,13,1621
801091109,0,0,0,0,7,0,3,0,0,10,0,5,0,0,0,7,6,4,3,25,0,68,129,52,43,19,8,4,0,323,0,0,0,0,0,4,0,0,5,9,3,25,77,52,30,38,20,6,3,254,251,208,704,261,140,91,55,11,5,1726,11,18,47,11,15,14,8,8,0,132,276,335,996,401,253,200,130,66,25,2682,0,3,20,22,42,53,59,28,15,242,19,57,144,73,49,39,24,11,5,421,0,0,4,4,15,20,16,15,4,78,0,0,0,0,0,0,4,3,4,11,4,6,12,15,31,41,34,16,0,159,0,3,6,7,15,17,29,22,10,109,0,0,3,4,5,3,10,3,5,33,0,5,0,0,4,7,13,14,9,52,4,93,196,102,69,40,14,3,0,521,0,0,0,0,3,4,4,6,6,23,12,34,115,90,58,67,33,12,5,426,525,388,1373,614,258,165,88,32,6,3449
801091110,0,0,0,0,0,5,0,0,0,5,0,0,0,4,0,0,6,6,0,16,7,25,22,23,21,14,12,6,0,130,0,0,0,0,0,0,0,0,0,0,4,10,12,15,15,23,18,15,3,115,207,75,83,114,115,58,33,24,5,714,16,14,3,10,8,11,6,0,0,68,249,123,134,177,182,135,98,83,23,1204,0,0,12,13,36,32,52,40,17,202,34,21,22,39,30,19,29,13,0,207,0,0,5,3,6,14,24,19,0,71,0,0,0,0,0,0,0,3,5,8,0,0,6,4,13,22,16,22,9,92,0,0,0,3,6,8,26,34,6,83,0,0,0,0,0,5,3,3,4,15,0,0,0,4,3,0,14,17,6,44,14,28,36,48,37,24,14,5,4,210,0,0,0,0,0,4,0,3,0,7,18,17,15,22,28,51,37,18,10,216,414,196,171,222,229,136,55,51,8,1482
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,5,48,98,38,20,4,5,0,0,218,0,0,0,0,0,0,0,0,0,0,11,22,55,58,17,15,4,6,0,188,510,186,476,363,135,72,26,8,0,1776,20,18,25,14,10,5,9,0,0,101,570,279,674,514,208,122,56,21,5,2449,0,0,12,28,36,34,21,10,6,147,44,44,107,65,30,12,14,0,0,316,0,3,12,5,10,6,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,12,33,19,22,28,3,0,117,0,0,6,4,9,7,8,11,0,45,0,3,3,8,6,0,7,0,0,27,0,0,0,7,4,3,0,0,0,14,19,73,135,72,44,21,8,3,0,375,0,0,0,0,0,0,0,0,0,0,30,30,79,98,39,30,9,8,4,327,1035,396,937,749,287,122,52,13,0,3591
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,12,4,20,49,34,17,7,0,0,0,131,0,0,0,0,0,0,0,0,0,0,12,11,30,23,15,11,3,4,0,109,289,98,266,238,64,36,9,0,0,1000,16,11,12,13,4,5,0,0,0,61,324,137,361,329,116,67,30,8,0,1372,0,3,9,15,13,20,14,3,0,77,35,23,52,38,17,6,5,0,0,176,0,0,0,5,11,10,3,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,8,14,12,14,16,3,0,67,0,0,0,9,6,5,9,4,0,33,0,0,0,9,0,0,0,0,0,9,0,0,0,0,4,4,3,0,0,11,7,31,63,51,24,14,0,0,0,190,0,0,0,0,3,0,4,0,0,7,34,11,41,59,20,16,10,0,0,191,633,185,501,485,147,60,28,7,0,2046
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
