SAL_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
SAL80029,0,0,9,11,21,57,43,17,13,171,40,22,52,47,27,37,14,3,0,242,0,0,0,7,14,21,28,9,13,92,0,0,0,0,0,0,6,4,12,22,0,4,7,6,21,42,39,17,3,139,0,0,4,5,13,25,36,19,13,115,0,0,0,0,3,3,5,7,0,18,0,0,0,4,9,3,11,5,0,32,16,45,32,36,31,24,15,3,8,210,0,0,0,0,0,3,12,3,3,21,22,16,27,26,40,60,35,13,8,247,449,250,274,236,211,190,83,13,3,1709,39,19,23,25,22,21,10,11,5,175,560,349,401,376,370,403,221,87,32,2799,0,6,10,23,47,98,70,46,23,323,36,48,47,43,54,50,30,13,10,331,0,3,5,5,11,28,19,11,10,92,0,0,0,0,0,0,0,11,11,22,0,3,8,5,20,39,29,10,12,126,0,0,0,0,7,17,22,16,15,77
SAL80030,0,3,6,11,16,24,28,20,8,116,15,65,33,23,18,13,11,10,0,188,0,0,3,0,5,19,26,20,9,82,0,0,0,0,0,0,0,5,3,8,0,0,3,3,4,21,14,11,3,59,0,0,0,4,5,18,23,25,12,87,0,0,0,0,0,9,3,5,0,17,0,0,0,0,5,0,0,4,0,9,4,46,47,26,24,14,10,11,0,182,0,0,0,3,0,0,0,6,4,13,14,25,21,26,28,39,25,23,5,206,307,1025,401,230,209,155,93,32,5,2457,18,234,100,41,43,41,18,4,5,504,350,1388,599,342,340,298,209,104,42,3672,0,7,7,13,32,54,46,42,30,231,19,54,37,25,27,32,29,10,6,239,0,0,0,5,8,17,17,13,10,70,0,0,0,0,0,0,0,6,6,12,0,4,3,0,6,5,5,3,3,29,0,0,0,0,0,0,7,11,14,32
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,5,5,6,0,0,0,33,0,0,0,3,5,7,0,0,0,15,11,4,8,12,8,15,0,4,0,62,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,0,0,4,16,25,18,21,11,0,95,58,26,47,46,29,14,9,0,0,229,0,0,4,3,3,8,7,3,4,32,0,0,0,0,0,0,0,0,0,0,0,0,4,21,26,27,21,8,0,107,0,3,6,3,10,12,16,8,0,58,0,0,0,4,7,3,3,0,0,17,0,5,0,0,3,9,3,5,0,25,18,31,51,60,29,16,0,3,0,208,0,0,0,0,0,3,0,3,0,6,47,16,36,54,40,25,16,6,0,240,693,270,403,541,205,84,43,6,0,2245,52,16,31,43,13,13,8,0,0,176,860,348,550,752,350,193,109,32,5,3199,0,0,14,22,36,51,38,11,4,176,35,32,64,76,31,28,11,8,0,285,0,0,0,8,7,13,11,5,0,44,0,0,0,0,0,0,0,0,0,0,0,3,4,17,15,29,7,6,0,81,0,0,3,3,5,8,9,0,3,31
SAL80034,0,0,0,10,10,20,37,34,11,122,21,8,10,11,17,9,17,3,0,96,0,0,0,4,4,11,20,23,11,73,0,0,0,0,0,0,0,4,3,7,0,0,0,0,9,11,22,19,0,61,0,0,0,7,5,8,27,31,8,86,0,0,0,0,0,5,5,13,4,27,0,0,3,4,3,4,5,7,7,33,8,21,8,19,9,10,4,9,0,88,0,0,0,0,6,0,9,0,3,18,16,8,7,12,13,23,21,22,6,128,216,115,48,105,141,99,68,33,3,828,12,12,7,5,4,8,8,9,3,68,268,166,71,158,202,184,181,128,31,1389,0,0,0,7,29,45,58,56,9,204,13,16,7,22,24,14,17,16,0,129,0,0,0,5,6,11,15,16,7,60,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,17,18,20,0,55,0,0,0,0,3,4,13,9,0,29
SAL80035,0,0,0,14,15,21,18,20,3,91,43,27,30,26,13,6,7,3,4,159,0,0,3,4,9,7,9,10,6,48,4,0,0,0,0,0,0,0,4,8,0,0,5,7,8,12,23,10,3,68,4,0,0,5,5,18,14,12,0,58,0,3,0,0,3,3,4,6,3,22,0,0,0,7,3,7,6,4,7,34,16,15,24,24,21,10,6,4,0,120,0,0,0,0,0,0,4,5,3,12,39,9,11,20,19,22,18,10,4,152,240,111,168,155,106,55,39,13,0,887,23,18,19,14,19,9,6,0,0,108,340,166,254,239,192,119,113,53,13,1489,0,0,13,19,32,41,57,27,6,195,34,23,35,47,31,26,21,4,0,221,0,0,0,8,8,14,12,8,7,57,0,0,0,0,0,0,0,4,0,4,0,0,0,8,10,11,15,8,0,52,0,0,0,5,4,9,14,7,7,46
SAL80036,0,0,0,6,9,12,16,22,10,75,11,3,20,18,12,8,10,6,3,91,0,0,0,0,7,13,8,6,0,34,0,0,0,0,0,0,0,0,4,4,0,0,0,9,8,9,12,8,10,56,6,0,0,0,8,14,20,16,10,74,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,5,11,0,19,4,15,16,14,24,15,5,9,0,102,0,0,0,0,0,0,4,6,4,14,15,4,14,16,16,16,17,9,4,111,159,115,189,132,89,72,32,23,0,811,15,14,7,5,10,15,0,7,0,73,203,150,247,193,166,137,88,85,28,1297,0,0,5,10,18,20,35,40,16,144,12,12,17,23,10,14,17,16,3,124,0,0,0,0,7,10,12,20,7,56,0,0,0,0,0,0,0,4,4,8,0,0,0,0,6,10,10,18,0,44,0,0,0,3,3,5,8,10,4,33
SAL80037,0,4,10,11,26,49,45,22,3,170,45,35,37,35,20,27,23,7,0,229,0,0,0,4,8,24,23,11,3,73,0,0,0,0,0,0,3,0,0,3,0,4,4,11,25,41,48,16,3,152,0,0,0,10,11,31,47,23,0,122,0,0,0,0,0,4,11,4,0,19,0,0,3,0,3,11,20,11,0,48,26,33,42,39,34,29,23,4,0,230,0,0,0,4,0,7,12,8,0,31,36,18,34,24,38,46,37,3,3,239,434,217,234,225,184,173,87,17,0,1571,41,24,28,16,13,17,15,5,0,159,577,327,363,361,309,360,260,86,9,2652,0,8,12,20,47,116,82,34,10,329,36,29,42,49,47,59,41,8,0,311,0,0,0,4,14,30,33,3,0,84,0,0,0,0,0,0,0,3,3,6,3,0,0,13,23,38,37,15,3,132,0,0,3,5,3,12,22,16,3,64
SAL80038,0,0,8,3,14,15,10,8,3,61,3,67,54,28,14,14,4,0,0,184,0,0,3,3,4,6,12,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,13,8,0,4,33,0,0,0,0,0,6,12,4,0,22,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,67,69,27,26,11,4,0,0,204,0,0,0,0,0,3,0,3,0,6,0,28,28,24,15,17,13,7,0,132,62,518,557,204,140,72,48,17,5,1623,7,135,80,24,18,15,3,3,4,289,73,795,775,297,200,139,98,39,10,2426,0,3,4,3,7,16,18,13,4,68,0,74,44,21,11,11,6,3,0,170,0,0,0,0,4,7,11,7,0,29,0,0,0,0,0,0,0,4,0,4,0,3,4,4,6,11,10,0,0,38,0,0,0,0,0,5,4,7,0,16
SAL80039,0,0,4,12,24,42,47,18,7,154,40,38,32,23,32,22,17,3,0,207,0,0,0,4,12,27,21,12,0,76,0,0,0,0,0,0,5,3,4,12,0,0,4,3,26,44,30,16,0,123,3,0,5,6,21,29,40,17,8,129,0,0,0,0,6,7,8,0,0,21,0,0,4,0,3,10,15,8,3,43,17,38,38,43,42,30,15,5,0,228,0,0,0,0,0,4,3,0,4,11,35,28,25,26,45,54,33,11,0,257,400,270,210,194,220,160,56,13,3,1526,18,27,12,15,16,17,10,3,0,118,504,384,321,313,391,349,182,67,17,2528,0,0,7,24,63,92,66,33,17,302,30,34,50,50,69,41,23,9,0,306,0,0,0,6,12,20,11,5,3,57,0,0,0,0,0,0,0,0,0,0,3,3,3,10,21,26,19,8,4,97,0,0,0,0,5,8,16,15,16,60
SAL80040,0,0,5,7,15,19,20,20,13,99,26,13,13,29,28,14,12,12,3,150,0,0,0,0,4,5,14,18,6,47,0,0,0,0,0,0,3,0,0,3,0,0,6,0,3,11,9,19,0,48,0,0,0,0,3,13,17,19,13,65,0,0,0,0,3,3,0,0,4,10,0,0,0,0,4,3,8,9,4,28,9,12,23,38,37,26,4,0,0,149,0,0,0,0,3,0,4,4,0,11,15,6,13,23,18,25,21,16,3,140,198,98,102,135,129,68,43,24,0,797,16,5,16,10,18,8,7,8,0,88,262,131,157,216,226,148,118,105,29,1392,0,4,11,16,37,36,51,52,13,220,19,12,27,33,30,29,19,7,7,183,0,0,4,5,12,11,26,10,3,71,0,0,0,0,0,0,0,3,8,11,0,0,0,0,5,9,14,12,3,43,0,0,0,0,0,6,13,18,12,49
SAL80041,0,3,9,10,17,14,5,0,3,61,26,11,36,32,15,3,0,0,0,123,0,3,4,5,4,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,16,15,14,17,3,0,73,0,0,0,4,9,10,4,7,0,34,0,3,0,3,0,0,4,3,0,13,0,0,0,0,4,3,0,0,0,7,15,21,38,35,24,13,3,0,0,149,0,0,0,0,0,0,0,0,0,0,25,7,27,37,22,16,3,4,0,141,523,210,453,382,157,60,24,4,0,1813,26,20,31,15,13,0,3,4,0,112,605,266,581,517,252,101,58,18,9,2407,0,5,9,16,18,18,19,8,4,97,17,32,67,32,17,11,10,0,0,186,0,0,10,6,9,9,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,17,9,12,14,3,0,58,0,0,0,0,0,0,3,5,3,11
SAL80042,0,0,5,14,11,24,12,7,3,76,50,16,31,42,17,12,10,7,0,185,0,0,3,3,4,8,9,12,0,39,0,0,0,0,0,3,5,0,0,8,0,4,0,10,18,16,13,5,0,66,0,0,0,3,7,18,14,16,6,64,0,4,0,0,0,4,0,0,0,8,0,0,0,0,0,0,3,4,0,7,8,11,22,21,16,10,3,9,0,100,0,0,0,0,0,0,0,0,3,3,22,7,19,30,22,22,11,8,0,141,489,174,319,381,212,69,30,18,4,1696,33,9,17,22,4,3,0,3,0,91,602,223,407,515,295,142,92,49,18,2343,0,0,9,12,21,28,41,41,12,164,30,18,39,50,17,12,15,15,3,199,0,0,3,9,0,4,6,9,0,31,0,0,0,0,0,0,0,4,4,8,0,0,3,9,7,17,14,10,0,60,0,7,3,3,0,0,3,12,4,32
SAL80043,0,3,0,11,18,33,45,37,19,166,35,37,17,32,31,36,20,13,10,231,0,0,0,3,4,19,27,30,9,92,0,0,0,0,0,0,0,5,22,27,0,0,3,7,19,18,29,25,13,114,0,0,0,0,4,18,21,42,28,113,3,0,0,0,4,4,7,12,9,39,0,0,0,0,3,0,7,10,5,25,16,25,27,33,45,20,13,8,4,191,0,0,0,0,0,4,0,4,9,17,30,20,14,39,40,47,33,17,15,255,465,207,236,252,240,194,84,41,14,1733,19,14,11,10,22,13,7,10,0,106,560,292,307,369,378,353,224,143,78,2704,0,0,5,10,26,67,64,107,48,327,33,26,24,51,43,39,34,30,13,293,0,3,0,3,10,19,16,36,17,104,0,0,0,0,0,6,3,17,40,66,0,0,3,9,11,15,17,25,14,94,0,0,0,6,0,15,7,30,26,84
SAL80044,0,0,3,7,9,20,31,26,17,113,11,8,8,9,7,14,12,3,8,80,0,0,0,3,8,17,22,25,8,83,0,0,0,0,0,0,0,0,5,5,0,0,0,6,10,6,17,17,9,65,0,0,0,6,3,7,26,20,19,81,0,0,0,0,4,0,0,6,3,13,0,0,0,0,0,0,7,7,4,18,0,22,11,10,14,15,9,7,0,88,0,0,0,0,0,0,8,3,0,11,15,14,8,4,17,31,26,15,7,137,212,111,86,129,135,100,56,32,13,874,9,19,12,7,22,13,13,7,0,102,243,163,124,166,211,198,159,108,56,1428,0,0,0,4,19,14,42,53,38,170,5,21,9,25,24,17,20,12,4,137,0,0,0,7,11,21,17,15,18,89,0,0,0,0,0,0,5,9,3,17,0,0,4,5,6,5,14,17,8,59,0,0,0,0,0,4,13,21,25,63
SAL80045,0,0,3,8,4,0,3,0,0,18,22,11,21,26,6,3,5,0,0,94,0,0,0,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,9,3,4,0,37,0,0,0,3,0,3,3,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,16,21,12,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,18,4,11,27,9,13,6,0,0,88,341,83,242,245,86,30,15,5,0,1047,11,5,9,10,9,5,0,0,0,49,402,115,306,335,132,62,23,3,0,1378,0,3,3,4,4,11,8,7,0,40,12,7,30,20,9,5,4,0,0,87,0,0,0,5,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,4,10,4,0,34,0,0,0,4,0,0,0,0,0,4
SAL80046,0,0,0,3,8,13,11,11,9,55,17,20,35,27,8,12,3,9,0,131,0,0,3,5,6,4,7,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,7,3,0,33,0,0,0,6,0,13,11,10,4,44,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,6,4,13,7,24,41,22,15,12,5,0,0,126,0,0,0,0,0,0,4,5,0,9,6,6,15,13,11,16,13,13,0,93,171,215,346,175,105,68,22,11,3,1116,14,19,26,11,4,9,3,3,0,89,214,276,453,246,153,133,65,38,19,1597,0,0,5,9,13,22,20,14,14,97,13,29,58,29,25,15,8,5,4,186,0,0,5,12,5,6,3,3,4,38,0,0,0,0,0,0,0,4,5,9,0,0,4,0,4,4,6,6,4,28,0,0,0,0,0,7,0,4,8,19
SAL80047,0,0,0,10,17,23,31,9,7,97,37,26,23,27,19,14,9,8,3,166,0,0,0,3,0,9,13,14,6,45,0,0,0,0,0,0,4,3,0,7,0,0,3,10,10,17,21,10,3,74,0,0,0,5,5,12,18,16,7,63,0,0,0,0,0,4,4,3,0,11,0,0,0,0,5,10,8,4,3,30,6,23,42,43,21,20,15,3,0,173,0,0,0,0,0,4,0,3,0,7,26,16,28,27,18,11,22,3,0,151,312,178,255,256,166,102,46,16,9,1340,11,23,26,31,11,19,8,5,0,134,385,258,370,388,254,199,127,67,31,2079,0,6,10,17,22,38,63,43,24,223,14,26,40,42,25,19,15,11,5,197,0,0,3,9,6,3,14,6,3,44,0,0,0,0,0,0,0,4,7,11,0,0,4,8,7,12,13,11,7,62,0,0,4,0,4,7,12,10,13,50
SAL80048,0,0,3,4,13,27,27,17,11,102,23,27,15,21,15,18,9,11,0,139,0,0,0,0,4,6,21,19,4,54,0,0,0,0,0,0,4,0,0,4,0,5,0,3,6,17,15,15,5,66,0,0,0,0,0,13,19,29,9,70,0,0,0,0,0,0,3,6,3,12,4,0,0,0,0,8,11,4,0,27,13,15,18,24,22,11,5,3,0,111,0,0,0,0,0,0,5,0,3,8,16,13,12,18,24,34,16,13,0,146,275,160,126,137,161,93,40,34,8,1034,9,12,3,11,11,18,3,8,0,75,337,221,182,222,249,206,126,108,27,1678,0,0,6,7,21,48,59,41,17,199,18,21,16,30,27,27,15,13,3,170,0,0,0,0,4,13,15,9,3,44,0,0,0,0,0,0,4,6,0,10,5,0,3,7,8,13,16,9,0,61,0,0,0,0,0,13,14,17,8,52
SAL80049,0,3,9,18,46,51,43,22,5,197,116,59,36,60,57,26,17,14,0,385,0,0,3,6,7,16,29,14,4,79,0,0,0,0,0,0,3,4,0,7,0,7,7,12,44,59,38,23,0,190,3,5,0,8,14,33,28,27,7,125,0,0,4,3,3,0,8,6,0,24,0,0,0,0,5,14,18,16,4,57,31,49,53,62,61,26,24,3,0,309,0,0,0,0,0,13,8,5,4,30,61,33,28,54,61,51,34,14,5,341,676,360,285,395,291,158,44,16,4,2229,48,40,17,22,39,18,7,5,0,196,901,521,419,596,534,366,196,80,22,3635,0,3,13,40,81,94,98,46,11,386,64,53,70,85,77,53,37,12,4,455,0,0,3,7,33,16,20,12,0,91,0,0,0,0,0,0,3,0,0,3,0,0,6,15,37,47,46,17,0,168,0,0,0,8,11,19,18,19,10,85
SAL80050,0,0,4,13,22,35,50,25,0,149,49,33,40,49,38,18,24,3,3,257,0,0,0,4,7,17,46,5,4,83,0,0,0,0,0,0,4,3,0,7,0,4,4,5,18,40,40,23,0,134,0,0,0,0,12,14,31,26,3,86,0,0,0,11,0,0,5,10,3,29,0,0,6,4,0,11,16,4,4,45,26,55,46,44,47,31,20,0,0,269,0,0,0,0,0,4,10,8,0,22,40,21,27,43,47,45,39,19,4,285,507,224,286,251,228,147,102,24,4,1773,32,28,19,21,23,7,10,0,0,140,634,356,405,404,382,291,284,94,17,2867,0,4,4,24,51,61,108,28,14,294,38,39,46,46,58,43,35,13,3,321,0,0,0,5,14,18,33,9,4,83,0,0,0,0,0,0,4,0,0,4,0,0,4,9,23,29,36,10,4,115,0,0,0,0,12,7,25,19,10,73
SAL80051,0,0,4,9,16,28,47,15,0,119,24,21,13,11,7,13,16,3,0,108,0,0,0,4,0,11,23,11,0,49,0,0,0,0,0,0,0,5,5,10,0,4,0,7,6,19,26,13,0,75,0,0,0,0,4,18,34,8,3,67,0,0,0,0,0,4,7,0,0,11,0,0,0,0,0,7,11,0,0,18,3,13,12,16,16,11,9,3,0,83,0,0,0,0,0,0,3,3,0,6,21,4,17,22,23,27,31,11,0,156,220,140,88,140,141,109,72,19,3,932,12,9,4,5,3,7,9,0,0,49,282,185,132,205,201,213,207,70,16,1511,0,0,3,10,28,55,69,15,5,185,13,15,12,28,27,36,24,3,0,158,0,0,0,5,9,17,24,9,0,64,0,0,0,0,0,0,0,3,0,3,0,0,3,4,6,12,20,6,0,51,0,0,0,4,0,4,14,7,0,29
SAL80052,0,5,0,8,18,27,22,27,21,128,20,17,17,17,20,24,17,15,4,151,0,0,5,0,4,11,20,23,8,71,0,0,0,0,0,0,6,6,9,21,0,0,0,5,8,20,16,17,11,77,0,0,0,0,3,14,28,37,7,89,0,0,0,0,0,0,5,3,3,11,0,0,0,0,0,3,0,18,10,31,11,24,14,15,17,15,12,12,0,120,0,0,0,0,0,5,3,14,9,31,25,13,6,12,20,28,23,26,9,162,311,169,147,159,152,97,47,34,21,1137,23,15,13,8,14,7,17,10,17,124,383,230,193,209,244,210,160,147,83,1859,0,0,3,12,31,31,55,82,43,257,12,15,20,28,30,26,11,25,7,174,3,0,0,3,9,15,8,18,7,63,0,0,0,0,0,0,3,9,12,24,0,0,0,7,9,19,17,24,8,84,0,0,0,0,6,9,6,22,19,62
SAL80053,0,0,0,9,13,9,35,34,9,109,26,14,12,33,13,18,9,12,0,137,0,0,0,3,0,8,16,15,7,49,0,0,0,0,0,0,0,3,6,9,0,0,6,3,9,6,18,18,8,68,0,0,3,4,5,10,18,26,18,84,0,0,0,0,3,6,3,6,4,22,0,0,0,5,5,4,10,12,4,40,9,18,15,20,27,19,13,8,0,129,0,0,0,0,5,0,4,9,5,23,21,9,17,19,29,20,16,17,0,148,285,118,125,150,147,72,37,28,5,967,14,15,20,14,12,10,6,0,4,95,355,166,184,234,235,138,121,107,32,1572,0,0,9,14,25,30,59,66,23,226,12,11,22,24,28,22,29,11,10,169,0,0,7,4,5,6,18,16,8,64,0,0,0,0,0,0,4,9,0,13,0,0,0,10,11,14,21,20,9,85,0,0,0,0,0,7,13,25,8,53
SAL80054,0,0,5,10,18,36,52,20,6,147,39,25,38,30,18,21,17,16,0,204,0,0,0,5,7,25,26,19,3,85,0,0,0,0,0,0,5,6,4,15,0,5,4,9,20,34,45,17,3,137,0,3,0,9,7,21,26,27,7,100,0,0,0,0,0,9,4,5,0,18,0,0,0,3,3,11,13,14,3,47,13,34,38,42,35,31,12,5,0,210,0,0,0,0,4,7,7,8,3,29,26,16,25,24,31,44,47,17,7,237,310,188,246,218,156,151,71,38,3,1381,20,17,29,15,20,15,7,0,0,123,397,273,359,330,272,312,235,120,27,2325,0,0,12,14,39,81,99,56,22,323,19,27,33,45,37,42,35,12,8,258,0,0,0,3,8,19,33,3,3,69,0,0,0,0,0,0,0,5,4,9,0,0,3,9,16,38,35,17,7,125,0,0,0,0,3,23,17,20,10,73
SAL80055,0,0,6,7,29,28,29,30,3,132,28,26,24,16,14,16,13,12,5,154,0,0,0,0,11,16,19,19,0,65,0,0,0,0,0,0,3,0,0,3,0,0,0,6,13,29,27,18,9,102,0,0,5,0,11,20,28,19,0,83,0,0,0,0,4,4,5,6,0,19,0,0,0,0,3,5,7,9,0,24,10,34,27,34,42,15,15,5,0,182,0,0,0,3,5,0,5,0,0,13,33,13,11,17,22,18,24,23,6,167,302,143,198,178,131,84,50,23,6,1115,20,13,21,9,11,15,7,0,5,101,388,221,269,261,245,199,168,89,15,1855,0,4,4,17,28,54,68,43,5,223,11,15,25,35,34,23,30,15,0,188,0,0,0,8,5,20,18,10,5,66,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,28,35,9,5,90,0,0,0,4,0,9,11,9,4,37
SAL80056,0,0,0,10,32,20,22,3,4,91,41,19,20,42,27,11,5,0,0,165,0,0,0,8,0,7,4,4,0,23,0,0,0,0,0,0,3,0,0,3,0,0,0,5,20,15,8,11,0,59,0,0,0,3,21,18,15,9,4,70,0,0,0,0,3,4,0,0,0,7,0,0,0,0,5,0,0,3,0,8,15,14,17,21,32,9,3,0,0,111,0,0,0,0,0,0,0,6,0,6,37,17,16,24,32,20,22,5,0,173,503,210,154,291,258,70,27,8,0,1521,32,22,22,15,21,15,4,0,0,131,615,277,219,401,407,160,86,26,9,2200,0,0,7,16,33,35,29,14,4,138,41,22,29,49,24,8,14,0,3,190,3,0,0,3,3,6,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,21,11,5,0,53,0,0,0,0,9,6,6,4,0,25
