SAL_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SAL80049,0,13,42,872,1133,141,12,14,2233,0,3,26,96,21,0,0,0,154,0,0,0,9,3,0,0,0,13,0,3,26,107,27,0,0,0,168,0,4,26,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,91,989,1161,137,12,16,2424
SAL80050,0,13,77,918,708,146,23,15,1899,0,0,4,0,0,0,0,0,5,0,0,0,37,0,0,0,0,37,0,0,4,38,0,0,0,0,41,0,10,8,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,86,961,708,146,23,13,1964
SAL80051,0,0,13,188,598,187,21,5,1005,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,19,0,0,0,12,9,0,0,0,19,0,0,0,5,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,203,618,187,21,5,1039
SAL80052,0,13,17,271,510,156,34,11,1002,0,16,20,24,9,0,0,0,65,0,14,80,45,3,0,0,5,142,0,27,100,69,11,0,0,5,209,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,24,58,50,0,0,0,3,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,77,50,0,0,0,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,191,384,517,160,34,20,1368
SAL80053,0,8,33,437,400,90,10,14,1002,0,12,8,12,11,0,0,0,38,0,0,7,18,7,0,0,0,33,0,9,22,27,12,0,0,0,69,0,8,76,11,0,0,0,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,0,0,0,0,45,0,36,81,11,0,0,0,3,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,142,485,418,92,12,14,1213
SAL80054,0,4,89,619,551,102,26,18,1403,0,8,183,206,7,0,0,5,413,0,0,0,0,0,0,0,0,0,0,8,183,204,7,0,0,5,415,3,4,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,275,824,562,105,26,22,1835
SAL80055,0,7,23,437,553,112,23,9,1174,0,0,0,23,5,6,0,0,34,0,0,0,0,4,0,0,0,4,0,0,0,26,12,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,459,567,112,29,10,1214
SAL80056,0,4,52,203,740,147,17,8,1163,0,0,0,0,0,0,0,0,6,0,5,24,88,54,5,0,4,179,0,7,21,93,54,5,0,4,182,0,0,0,7,3,0,0,0,6,0,8,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,81,306,794,146,17,13,1373
SAL80057,0,0,10,63,122,80,17,0,287,0,6,7,13,7,0,0,0,29,0,6,27,49,9,3,4,0,97,0,14,34,60,13,3,4,0,133,0,0,0,7,0,0,0,0,4,0,54,118,35,0,0,0,0,209,0,36,72,39,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,192,80,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,109,235,206,133,79,21,0,786
SAL80058,0,5,67,359,687,141,23,20,1299,0,0,3,18,0,0,0,0,25,0,3,69,225,22,3,0,3,327,0,3,77,243,22,3,0,3,350,0,6,40,6,0,0,0,0,55,0,253,243,45,4,0,0,7,553,0,106,178,61,0,0,0,3,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,463,110,5,0,0,8,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,381,610,712,709,143,23,35,2609
SAL80059,0,0,11,248,335,90,15,6,700,0,3,0,19,4,0,0,0,24,0,0,0,0,3,0,0,0,3,0,3,0,19,3,0,0,0,27,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,264,346,90,15,6,730
SAL80060,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,11
SAL80061,0,5,20,254,330,125,24,4,767,0,7,29,7,0,0,0,0,42,0,4,70,147,17,0,0,4,241,0,8,92,155,25,0,0,6,283,0,9,41,28,10,0,0,0,92,0,7,35,67,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,80,98,10,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,191,503,361,125,24,14,1257
SAL80062,0,6,20,425,348,66,12,12,878,0,4,10,36,0,0,0,0,53,0,0,9,5,0,0,0,0,17,0,6,18,42,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,467,349,66,12,9,948
SAL80063,0,13,19,534,415,94,31,8,1115,0,6,20,28,12,0,0,0,63,0,0,0,0,0,0,0,0,0,0,6,20,28,12,0,0,0,63,0,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,44,567,426,94,31,9,1196
SAL80064,0,3,26,801,946,159,38,19,1987,0,15,187,531,13,0,0,7,752,0,0,17,70,4,0,0,0,92,0,15,201,601,18,0,0,7,846,0,20,7,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,43,241,1397,963,159,38,28,2874
SAL80065,0,6,19,425,530,87,13,5,1092,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,11,0,6,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,11,25,425,535,87,13,5,1106
SAL80066,0,0,0,54,0,0,0,0,54,0,0,76,241,28,0,0,6,349,0,10,73,180,96,0,0,3,364,0,11,151,423,124,0,0,5,709,0,5,31,98,13,0,0,0,157,0,24,109,25,3,0,0,0,157,15,218,265,41,0,0,0,10,549,0,239,164,50,0,0,0,5,459,0,0,0,0,0,0,0,0,0,18,491,568,217,13,0,0,15,1320,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,501,724,689,140,0,0,21,2088
SAL80067,0,5,35,263,383,108,26,8,826,0,16,17,27,8,0,0,0,70,0,35,99,40,13,0,0,0,183,0,54,111,66,22,4,0,0,249,4,31,141,20,4,0,0,4,204,4,86,299,30,0,0,0,3,425,0,182,365,63,0,0,0,5,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,299,800,115,4,0,0,13,1238,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,7,360,955,437,406,113,26,17,2319
SAL80068,0,18,12,272,680,132,23,12,1144,0,0,0,36,3,0,0,0,41,12,77,95,173,138,22,0,4,522,12,77,95,208,144,22,0,4,559,0,0,20,0,0,0,0,0,21,0,144,50,3,0,0,0,0,196,0,289,357,24,0,0,0,8,687,0,81,393,112,0,0,0,5,593,0,0,0,0,0,0,0,0,0,0,516,823,139,5,0,0,15,1498,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,17,10,618,933,625,832,152,23,38,3219
SAL80069,0,7,46,379,380,80,9,0,900,0,26,48,48,14,0,0,0,138,0,0,6,24,5,0,0,0,35,0,26,49,74,15,0,0,0,170,0,20,21,5,0,0,0,0,43,0,24,41,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,60,5,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,156,456,396,80,14,5,1181
SAL80070,0,0,7,23,41,17,3,0,91,0,3,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,3,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,26,41,17,3,0,105
SAL80071,0,4,9,217,1111,168,17,13,1535,0,0,24,37,0,0,0,4,63,0,48,63,140,93,3,0,4,354,0,48,93,172,97,3,0,8,418,0,8,0,0,0,0,0,0,13,0,117,124,102,24,0,0,6,379,0,188,170,50,24,0,0,3,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,300,149,42,0,0,12,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,396,536,1249,169,17,30,2768
SAL80072,0,9,27,200,393,127,27,7,788,0,0,36,88,6,0,0,0,129,0,0,6,9,6,0,0,0,24,0,0,46,97,12,0,0,0,146,3,27,148,38,0,0,0,5,225,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,160,44,0,0,0,5,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,231,337,401,127,27,11,1181
SAL80073,0,43,79,617,364,59,12,11,1189,0,0,14,6,3,0,0,0,23,0,0,0,9,0,0,0,0,10,0,0,14,10,7,0,0,0,30,0,10,7,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,51,101,630,366,65,12,11,1236
SAL80074,0,0,22,361,363,53,9,4,815,0,0,85,103,3,0,0,0,192,0,0,7,13,0,0,0,0,18,0,0,95,110,3,0,0,0,212,0,22,18,12,8,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,17,18,17,8,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,132,493,376,53,9,7,1092
SAL80075,0,3,42,785,444,49,13,19,1354,0,29,280,329,20,0,0,7,661,0,0,14,75,18,0,0,0,112,0,29,290,406,37,0,0,10,771,0,15,17,0,0,0,0,0,29,5,44,73,9,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61,90,9,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89,425,1197,484,49,13,27,2289
SAL80076,0,5,28,305,369,105,17,6,831,0,0,18,27,0,0,0,0,50,0,4,24,57,11,0,0,0,101,0,4,46,82,19,0,0,0,149,0,20,23,11,0,0,0,0,58,14,60,3,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,85,27,15,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,93,106,408,385,103,17,4,1131
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SAL80078,0,5,30,239,359,111,24,4,766,0,0,9,100,22,0,0,3,132,0,0,0,13,0,0,0,0,20,0,0,11,115,21,0,0,3,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,345,380,113,24,7,915
SAL80079,0,10,28,693,393,69,15,10,1211,0,6,104,277,6,0,0,0,394,0,0,0,0,0,0,0,0,0,0,6,104,277,6,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,139,967,402,69,15,8,1613
SAL80080,0,0,0,37,59,6,0,6,106,0,0,31,23,0,0,0,0,53,0,5,43,26,0,0,0,0,74,0,5,73,56,0,0,0,0,129,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,76,91,59,6,0,6,237
SAL80081,0,20,41,1025,1025,251,45,26,2442,0,46,18,26,4,0,0,0,97,0,0,0,55,0,0,0,0,64,0,46,18,80,5,0,0,0,154,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,14,0,7,62,0,8,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,77,122,1107,1040,251,45,29,2677
SAL80082,0,18,114,2269,2010,404,83,51,4953,0,25,269,315,46,0,0,4,662,0,0,27,80,6,0,0,0,111,0,25,294,400,51,0,0,7,777,0,4,64,5,0,0,0,8,80,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,0,0,0,19,0,24,72,8,5,0,0,8,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,72,481,2683,2067,408,83,62,5852
SAL80083,0,0,16,50,25,6,0,0,99,0,0,5,11,0,0,0,0,16,0,17,35,119,14,4,0,0,196,0,17,42,133,14,4,0,0,212,0,7,43,14,0,0,0,0,64,0,61,556,102,3,0,0,10,737,15,716,1090,345,5,0,0,13,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,789,1689,454,15,0,0,15,2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,802,1747,644,50,13,0,23,3293
